Tweet,Date,Link,RF,Lex,Manual,Both Manual&RF,Both Lex&Manual,,
"# Mundo __PIPE__ At least 7 deaths after suicide bombing in #Kabul, Afghanistan __NEWLINE__ http://bit.ly/2Fnr0Hh pic.twitter.com/MNxyxnY1Jg",2018-03-09,/teleSURtv/status/972040535396450304,0,1,0,0,0,,
PMQs: Corbyn tells May to end 'costly racket' of private firms running public services - Politics live https://trib.al/RYDytiX Â ,2018-01-17,/guardian/status/953615132432662529,0,0,0,0,0,,
"Buccaneers bolster secondary, sign ex-Broncos S T.J. Ward  Â ",2017-09-04,/WFLA/status/904751705841127424,0,,0,0,0,,
Married couple who survived Las Vegas shooting die in fiery car crash   Â  ,2017-10-31,/CBSNews/status/925249244667240449,0,,0,0,0,,
".@HHSgov  deploys medical responders, supplies & equipment in support of relief efforts in #USVI  &#PuertoRico.  https://go.usa.gov/xnq6c Â  pic.twitter.com/S8SyPZUEns",2017-09-30,/PHEgov/status/914243623528681472,0,1,0,0,0,,
Wells Fargo's lone outsider aims to clean up bank's reputation  Â ,2017-09-20,/Reuters/status/910375860238155778,0,0,0,0,0,,
Dem Blasts Health Care Bill: Says He Hasn't Read It But Seen 'Reviews'  ocrat-sheldon-whitehouse-rips-cassidy-health-care-bill-has-not-read-it Â  â¦,2017-09-21,/FoxNews/status/910985439795978245,0,,0,0,0,,
A look at mass migrations since World War II   Â   __NEWLINE__ : refugees from Bangladesh in December 1971 @AFParchives ,2017-10-10,/AFP/status/917762897408749571,0,0,0,0,0,,
Medina calls for the creation of a solidarity fund for the prevention and reconstruction of Caribbean countries damaged by hurricanes #NCDN pic.twitter.com/ggEGlYHVOD,2017-09-18,/CDN37/status/909817813031899136,0,1,0,0,0,,
How did your MP vote on the successful Brexit amendment? https://trib.al/sGdhDGw Â ,2017-12-14,/guardian/status/941237046219345920,0,0,0,0,0,,
"Trump says the US will withdraw from Syria ""very soon."" http://u.afp.com/oTaV #AFP pic.twitter.com/nThVArFHep",2018-03-29,/AFPespanol/status/979559590336565249,0,0,0,0,0,,
"11 signs that you're falling in love, according to science  http://read.bi/2wYRDMM Â  pic.twitter.com/yQcLRbtxbY",2017-09-12,/businessinsider/status/907729895421345792,0,0,0,0,0,,
A little known cloud security company just raised $192 million in the first big tech IPO of 2018  http://read.bi/2FJmaV2 Â  pic.twitter.com/pdT0DsTG8J,2018-03-16,/businessinsider/status/974714421237952512,0,0,0,0,0,,
".@jasoninthehouse : ""Those who preach the most tolerance are oftentimes those who are the least tolerant of anybody."" #TheStory ",2017-09-19,/FoxNews/status/910293205622693889,0,,0,0,0,,
Breaking News: Comey convocation address derailed by angry protesters at Howard University http://fxn.ws/2xzzMg3 Â ,2017-09-22,/FoxNews/status/911266179171446784,0,0,0,0,0,,
Trump critic Sen. Bob Corker to hold hearing next week on president's authority to launch nuclear attack.  http://abcn.ws/2yJqhwS Â  pic.twitter.com/5hvn0D4GKt,2017-11-08,/ABC/status/928474495496720386,0,1,0,0,0,,
Van used to transport flowers stolen from funeral home during service   Â  ,2017-10-05,/wsbtv/status/916105736026980352,0,0,0,0,0,,
Hyundai and Volkswagen agree with US company http://bit.ly/2CFXzy4 pic.twitter.com/4YbrBPXhEa,2018-01-04,/ElNuevoDia/status/949114321719713794,0,0,0,0,0,,
Oficialismo wins provisional elections at 13 days of the legislative in Argentina http: // www. diariolasamericas.com/c4134030,2017-10-09,/DLasAmericas/status/917398731598770176,0,0,0,0,0,,
It was hosted by @AbidQuinonesRep. http: // www. primerahora.com/noticias/gobie rno-politica / note / radicanlevel project to createcentersdegestionunicauncadamunicipality-1268668 / ...,2018-02-17,/primerahora/status/964816696245616642,0,0,0,0,0,,
"28-9-1932: VÃ­ctor Jara was born, singer-songwriter, activist and Chilean theater director.",2017-09-28,/RCTVenlinea/status/913356779089743877,0,0,0,0,0,,
Special sneak peek of tonightâs all new episode of #StormHunters  in #Toronto  with @StormhunterTWN  @georgekourounis  and @NikonCanada  ! pic.twitter.com/QTGK1pz5bI  â at  TIFF Bell Lightbox,2017-11-15,/weathernetwork/status/930883259143151616,0,0,0,0,0,,
"# AmÃ©ricaLatina Presidential candidate #colombiano tilda @NicolasMaduro from ""dictator"" and his ""illegitimate"" elections https: // www. diariolasamericas.com/c4142329",2018-01-29,/DLasAmericas/status/958140218015666176,0,0,0,0,0,,
The woman who rode Australia's longest trekking route â a photo essay https://trib.al/abenmIV Â ,2018-03-10,/guardian/status/972581204963799040,0,0,0,0,0,,
Top National Guard employers receive Secretary of Defense @ESGR  Freedom Award:  https://ngpa.us/4341 Â  pic.twitter.com/PIAnSMZVP0,2017-09-07,/USNationalGuard/status/905819308324003841,0,0,0,0,0,,
Kevin Smith forced  to defend Chris Pratt after actor offered prayers for recovery http://fxn.ws/2HSZQ8P Â ,2018-03-01,/FoxNews/status/969187366954000384,0,1,0,0,0,,
WATCH: @MetMuseum  set to charge fixed admission fee for non-New Yorkers  https://reut.rs/2AqqZuX Â   via @ReutersTV pic.twitter.com/fJUNp3rD3q,2018-01-07,/Reuters/status/950057458550030337,0,0,0,0,0,,
"Most mass shootings at schools around the country have one thing in common: Young men are pulling the trigger. __NEWLINE____NEWLINE__What is happening to todayâs boys, and how can we help them? @SRuhle  reports  https://on.today.com/2pENFUO Â  pic.twitter.com/ro7dqWUgmu",2018-03-26,/TODAYshow/status/978332112012169217,0,0,0,0,0,,
"Whether drinking is a ritual of celebration or serves to relieve stress, you may be drinking an amount in which the health risks outweigh the potential benefits http://exp.mx/2zJPEhk pic.twitter.com/a1cvAdv4xd",2017-11-16,/ExpansionMx/status/931293063279886337,0,0,0,0,0,,
Google Pixel Buds review: Bluetooth earbuds are a missed opportunity https://trib.al/Ab7zTMg Â ,2017-12-04,/guardian/status/937584495804510208,0,0,0,0,0,,
"Southwest Airlines heads for Hawaii, but it wonât be a vacation  https://bloom.bg/2zr7rYp Â  pic.twitter.com/C6LjFF7jRa",2017-11-08,/business/status/928197095265329152,0,0,0,0,0,,
AEE reinforcements of the western area for the metropolitan area because in the #AEEya we start and we are not going to stop. CC6 pic.twitter.com/Jxr0J3aUAs,2017-09-15,/AEEONLINE/status/908676861437317121,0,0,0,0,0,,
These 'thirsty' thieves take a soda vending machine in the middle of the night http://uni.vi/nSie30iY5Fw pic.twitter.com/Df6X3tp2SG,2018-03-15,/PrimerImpacto/status/974367254929387521,0,0,0,0,0,,
The alleged murderer took his life http://ow.ly/IMXC30iXuRs,2018-03-15,/VoceroPR/status/974227958251642881,0,0,0,0,0,,
A Uber driver is killed in Tijuana http://exp.mx/2Gknnib,2018-01-26,/ExpansionMx/status/957044842185375744,0,0,0,0,0,,
Park hikers may have died in 'sympathetic murder-suicide'  http://abcn.ws/2yInbIh Â  pic.twitter.com/5Echu2T98z,2017-10-22,/ABC/status/921981189593993216,0,0,0,0,0,,
The lights of the Eiffel Tower in Paris are switched off in tribute to the victims of the attacks in Las Vegas and Marseille ,2017-10-02,/AFP/status/914980449679810561,0,1,0,0,0,,
"A woman died early Sunday morning after she had been ""train hopping"" in Pittsburgh.  Â ",2017-09-03,/KDKA/status/904350771625459713,0,0,0,0,0,,
Hurricane Jose may save U.S. coastline from Maria landfall: Braun   Â  ,2017-09-19,/Reuters/status/910181716584751105,0,1,1,0,1,,
[NOW] Meet the new coordinates http://ow.ly/VEHI30eUe7N,2017-09-04,/VoceroPR/status/904808028926562304,0,0,0,0,0,,
"JUST IN: Charles Manson, cult leader and convicted mass murderer, has died of natural causes at 83, according to California's Department of Corrections and Rehabilitation. pic.twitter.com/kfarezK65B",2017-11-20,/CBSThisMorning/status/932490695381745664,0,0,0,0,0,,
Early mornings: Russian children celebrate their first day of school https://es.rt.com/5bwk,2017-09-01,/ActualidadRT/status/903659215469678592,0,0,0,0,0,,
I'm ashamed that I didn't say anything: Jane Fonda says she regrets not speaking up earlier about Harvey Weinstein  http://cnn.it/2yfRrYv Â  pic.twitter.com/xSMiJCzMOa,2017-10-12,/CNN/status/918556629238509568,0,0,0,0,0,,
"Bitcoin slips to around $16,300, futures volumes drop http://reut.rs/2z3wvX1 Â ",2017-12-12,/Reuters/status/940571994998919170,0,0,0,0,0,,
Bulls' Mirotic suffers fractured jaw in fight with team mate   Â  ,2017-10-18,/Reuters/status/920502212492713985,0,0,0,0,0,,
"# BREAKING  Correction: Scientists based in U.K., U.S. and Switzerland win Nobel Prize in Chemistry https://usat.ly/2kmTFSD Â ",2017-10-04,/USATODAY/status/915532770478243840,0,0,0,0,0,,
# NiUnoMÃ¡s __PIPE__ In the last nine months there have been 371 violent actions against journalists in # Mexico http://bit.ly/2ByZDVd pic.twitter.com/xqXb53BULb,2017-11-30,/teleSURtv/status/936408257215709184,0,0,0,0,0,,
"How long should the displays continue, and in what form? https://usat.ly/2xHfd1d Â ",2017-09-28,/USATODAY/status/913304826813059072,0,0,0,0,0,,
Stephanie Rivera: The last photo on Instagram before his tragic death http://tlmdo.co/2AzIdHA pic.twitter.com/GqypkMq7lF,2017-11-10,/AlRojoVivo/status/929044612760653829,0,1,0,0,0,,
# Orgulloboricua   http://www. primerahora.com/deportes/otros /nota/adrianadiazganasuprimerpartidodelabiertodealemania-1273773/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦,2018-03-21,/primerahora/status/976322618918924289,0,0,0,0,0,,
"Floating hospital, USS Comfort, among ships heading to Puerto Rico__NEWLINE__  Â  ",2017-09-28,/FCN2go/status/913382154524069888,0,,0,0,0,,
"Why the famous director Bryan Singer was fired in the middle of the filming of ""Bohemian Rhapsody"", the biography of Freddie Mercury http://bbc.in/2AylrQJ pic.twitter.com/8YHw2JfaEq",2017-12-05,/bbcmundo/status/938185481078099969,0,0,0,0,0,,
"At noon the dry starts, confirms @ricardorossello # MarÃ­aPR",2017-09-19,/radioislatv/status/910169089204740096,0,0,0,0,0,,
"[# SPAIN] Supreme prosecuted 13 pro-independence leaders accused of rebellion, sedition and embezzlement, including Puigdemont__NEWLINE__ http://bit.ly/2pwkcxe pic.twitter.com/VdwmxYfpkR",2018-03-23,/NTN24/status/977291648366411777,0,0,0,0,0,,
# CDNFinDeSemana: Fishermen concerned about banning crabs and crabs pic.twitter.com/yywuMyKM6h,2018-01-06,/CDN37/status/949784571461152769,0,0,0,0,0,,
"Across the American heartland, it was a snow day. Plow trucks were out in force in South Bend, Indiana, clearing about 8 inches off the road there. In Kalamazoo, Michigan, dozens of vehicles piled up on Interstate 94. Dean Reynolds has more:  http://cbsn.ws/2EeDQXM Â  pic.twitter.com/IFvMunkdR0",2018-02-09,/CBSNews/status/962110266937872386,0,1,0,0,0,,
Tony Blairâs a flawed messenger â but heâs worth listening to on Brexit __PIPE__ Martin Kettle https://trib.al/G9sHZaH Â ,2018-01-04,/guardian/status/948993612926406657,0,0,0,0,0,,
Hundreds of thousands of people celebrated the New Year on the Champs ElysÃ©es http: // www. diariolasamericas.com/c4140468,2018-01-01,/DLasAmericas/status/947894634684051457,0,0,0,0,0,,
"The new Holland of Ronald Koeman, who is not qualified for Russia-2018, inflicted a hard corrective to the Portugal of Cristiano Ronaldo, the current European champion, to prevail 3-0 in a friendly in Geneva (Switzerland) #AFP pic.twitter .com / Ckl9kHSt27",2018-03-27,/AFPespanol/status/978516971233964032,0,0,0,0,0,,
Tremendous surprise that took! https: // www. metro.pr/pr/publimetro- tv / 2018/03/05 / arrives-naked-first-appointment-nobody-what-note.html ...,2018-03-05,/Metro_PR/status/970702951168782336,0,0,0,0,0,,
Excitement builds for SpaceX Falcon Heavy rocket launch as SpaceX makes final preparations  http://cbsn.ws/2nEzDm1 Â  pic.twitter.com/CWXApwiMm4,2018-02-05,/CBSNews/status/960570218459353090,0,0,0,0,0,,
ty,2017-09-21,/capitalweather/status/910973383050973185,0,,0,0,0,,
"Pres. Trump says he didn't authorize Niger mission: ""My generals and my military"" have decision-making abilities. http://nbcnews.to/2h9NOfr Â ",2017-10-25,/NBCNightlyNews/status/923289221686808577,0,1,0,0,0,,
Trump says he recalls little about meeting where aide spoke of Russia http://reut.rs/2lJLNeN Â ,2017-11-03,/Reuters/status/926529043918413824,0,0,0,0,0,,
"Bitcoin bust reminds Morgan Stanley of Nasdaq crash, but faster  https://bloom.bg/2ICAdJY Â  pic.twitter.com/afpysienm2",2018-03-19,/business/status/975838863238279169,0,0,0,0,0,,
"She sang a Katy song, and Katy liked it!!! Congrats @caitlinlucia ! #AmericanIdol",2018-03-25,/GMA/status/978063441129889792,0,0,0,0,0,,
"Hi Janell, FEMA staff are working with mayors/officials in Puerto Rico on a daily basis to address urgent needs.",2017-10-13,/fema/status/918949564043943936,0,0,0,0,0,,
OPINION.  http://www. noticel.com/opiniones/inte ligencia-social/the-company-trump-keeps-reveals-him/650405798 Â  â¦,2017-11-02,/noticel/status/925973272906420224,0,0,0,0,0,,
I protest doing science: the ingenuity of a paleontologist in Venezuela to continue investigating in the middle of the crisis http: // www. bbc.com/mundo/noticias -america-latina-43053457 ... pic.twitter.com/Q0ByEyckCM,2018-02-18,/bbcmundo/status/965132796577673217,0,1,0,0,0,,
An independent has already reached the goal in his search for the candidacy ... who else will achieve it? http://exp.mx/2jcLeJz pic.twitter.com/h3xlSculf3,2017-11-09,/ExpansionMx/status/928793125350465537,0,0,0,0,0,,
CHAMPIONS OF THE WORLD! https: // www. americatv.com.ar/maestro-pizzer o-argentino-se-consagro-campeon-mundial-las-vegas-20180322-n1577614.html ...,2018-03-23,/AmericaTV/status/977319082759307264,0,0,0,0,0,,
Confidence in the political structure of __NEWLINE __ # Venezuela __NEWLINE__ - By: @Puzkas https: // www. diariolasamericas.com/c4140824,2018-01-08,/DLasAmericas/status/950429439502012416,0,0,0,0,0,,
Would you like to convert your conventional bicycle into an electric one? Here is a good option how to do it ... pic.twitter.com/PAZnHlu2EV,2017-11-27,/ActualidadRT/status/935345694856146945,0,0,0,0,0,,
# ÃLTIMOMINUTO __PIPE__ The spokesman of the Spanish Government confirms that next Saturday they will activate article 155 that intervenes Catalan autonomy pic.twitter.com/J2WJoVMoEJ,2017-10-19,/teleSURtv/status/920934508211441664,0,0,0,0,0,,
"LIVE __PIPE__ ""EE. UU and Spain are friends and allies "": Donald Trump after meeting with Mariano Rajoy http://bit.ly/2e9VTBr pic.twitter.com/lFH5y8ff5J",2017-09-26,/NTN24/status/912739191632678912,0,0,0,0,0,,
The evident difference of opinion between Donald Trump and Rex Tillerson was reflected during the crisis in Qatar https://es.rt.com/5bwu,2017-09-01,/ActualidadRT/status/903699982523367424,0,1,0,0,0,,
The SUCCEED Act is the latest proposal floated by lawmakers to replace DACA  Â ,2017-09-29,/NPR/status/913775373820850176,0,,0,0,0,,
A senior investment officer at a $695 billion firm breaks down tax reform pic.twitter.com/gmBuwFG9e2,2017-11-19,/businessinsider/status/932464795286102016,0,0,0,0,0,,
"5 AM: Irma has max sustained winds 150 mph. Everyone should continue to monitor, check supplies, and be ready to implement action plan #FLwx ",2017-09-05,/NWSMiami/status/905002749233946625,0,0,1,0,0,,
Closed road in Aguada by flood of the Culebrinas River http: // www. primerahora.com/noticias/polic ia-tribunals / note / cerradocarreteraenaguadaporcrecidadelrioculebrinas-1248926 / ... pic.twitter.com/k6CAzpBdrh,2017-10-03,/primerahora/status/915199834071666689,0,1,0,0,0,,
Remember the pitcher JosÃ© FernÃ¡ndez a year after his fatal accident http://cdn.com.do/?p=1073446,2017-09-25,/CDN37/status/912423669997109248,0,0,0,0,0,,
"Reporter: How do you avoid this trade situation escalating into a trade war?__NEWLINE____NEWLINE__President Trump: ""We'll have to see. You know, when we're behind on every single country, trade wars aren't so bad.""  http://cnn.it/2toeCRT Â  pic.twitter.com/JUeQkwHF3V",2018-03-06,/cnni/status/971133282493480960,0,0,0,0,0,,
The most expensive soccer player in the world confesses what his biggest dreams are https://es.rt.com/5ha5 pic.twitter.com/uefY9VTEJi,2017-11-21,/ActualidadRT/status/932892883333603328,0,0,0,0,0,,
14 predictions for the future of media  http://read.bi/2ntLZzP Â  pic.twitter.com/rdGpT1YQ82,2017-12-05,/businessinsider/status/938067076027224066,0,0,0,0,0,,
His family asks for help from the citizens. http: // www. firsthora.com/entretenimient / farandula / nota / pidenayudaparadirectoroftabal-1274946 /? utm_campaign = Echobox & utm_medium = Social & utm_source = Twitter ...,2018-03-28,/primerahora/status/979142583271284737,0,0,0,0,0,,
Occasional showers may move into south FL from the ocean. pic.twitter.com/LXdjUdGgkp,2017-12-27,/7Weather/status/946153429013028864,0,0,0,0,0,,
A few moments ago an earthquake was recorded in the central zone of Argentina.,2018-01-28,/RCTVenlinea/status/957768202469216257,0,0,0,0,0,,
The CNE of #Venezuela published the guidelines for the electoral campaign of the 2017 municipal elections. Know them here http://bit.ly/2A5kNw8 pic.twitter.com/tfZfhIZg2U,2017-11-28,/teleSURtv/status/935511094671626240,0,0,0,0,0,,
The two Koreas meet to finalize the details of the summit http://bit.ly/2pPvdJS pic.twitter.com/y2cgUXowZf,2018-03-28,/ElNuevoDia/status/979188481011445763,0,0,0,0,0,,
# OPINION by Pablo Wahren __PIPE__ Three reforms that define the Macri Economic Program http://bit.ly/2BXxS8c pic.twitter.com/oQmRgtRUKw,2017-12-12,/teleSURtv/status/940800447228588034,0,0,0,0,0,,
Amazon investigation: Actor Jeffrey Tambor denies sexual harassment claims by his former assistant https://buff.ly/2zrl10l Â ,2017-11-09,/theblaze/status/928698827393073162,0,1,0,0,0,,
"As we have said many, many times before the president's taxes are still under audit, and until that is completed, we won't move forward on putting his taxes out, @PressSec  says  http://cbsn.ws/2D5o4uh Â  pic.twitter.com/QR78TzTa9p",2017-12-19,/CBSNews/status/943208639480893440,0,0,0,0,0,,
They discover the first shark that does not eat meat (VIDEO) https://es.rt.com/5k64,2018-01-09,/ActualidadRT/status/950681807271354368,0,0,0,0,0,,
AEE warns people about fraud mode http://bit.ly/2jISrkT pic.twitter.com/g8ifWKhO0g,2017-11-21,/Metro_PR/status/933034573440614400,0,0,0,0,0,,
# CDN More than 170 thousand Venezuelans enter and leave the Dominican Republic http://youtu.be/4fQsW075-ks?a,2018-02-15,/CDN37/status/964353299213303808,0,0,0,0,0,,
Use our interactive to see how members of Congress have voted on gun bills throughout the years (and find out more about each of those bills): http://bit.ly/2EGb66g Â ,2018-02-19,/OPB/status/965791872093442048,0,0,0,0,0,,
This 60-year dam represents a potential flood risk in Los Angeles http://uni.vi/yznI30fcfzI pic.twitter.com/wCm94KDAv8,2017-09-15,/UniNoticias/status/908843588741627905,0,1,0,0,0,,
Game of Thrones star reveals Tormund's love for Brienne extends offscreen  http://huffp.st/hAjE6KZ Â  pic.twitter.com/X3FBDpIFKq,2017-09-06,/HuffPost/status/905495012250710021,0,0,0,0,0,,
[In case you did not see it] Hopefully there will be light by then! ==> https: // www. metro.pr/pr/entretenimi ent / 2017/10/20 / maria-no-se-lleva-las-fiestas-de-la-sanse.html ...,2017-10-21,/Metro_PR/status/921823098688671746,0,0,0,0,0,,
Ed Sheeran takes Drake's crown to become Spotifyâs most streamed artist of 2017 http://on.mash.to/2Ars9dp Â ,2017-12-05,/mashable/status/937917001628094464,0,1,0,0,0,,
"This was reported by the presiding judge of the Federal Court, Aida Delgado http://ow.ly/wH2f30gfixB",2017-10-31,/VoceroPR/status/925362337242144768,0,0,0,0,0,,
MarÃ­a Corina Machado gave backing signatures of Venezuelans to the management of Luis Almagro http://bit.ly/2zl69B3 pic.twitter.com/0xqjPsrahl,2017-10-31,/NTN24/status/925550465730748417,0,0,0,0,0,,
"Martin Shkreli sentencing âcould have been a lot worseâ, says lawyer of âPharma Broâ â video https://trib.al/S9AsGKW Â ",2018-03-09,/guardian/status/972227215218872326,0,0,0,0,0,,
Washington's top diplomat was giving a speech on the value of respect to his staff that had been planned before Trump's reported outburst at a White House meeting on immigration reform http://u.afp.com/ok7D Â ,2018-01-12,/AFP/status/951927507418255363,0,0,0,0,0,,
"Two junior doctors left to care for 436 patients amid dangerous staff shortages, NHS report warns http://www. telegraph.co.uk/news/2017/09/1 7/two-junior-doctors-left-care-436-patients-amid-dangerous-staff/ Â  â¦",2017-09-17,/Telegraph/status/909416656526614528,0,0,0,0,0,,
Storm Ophelia: Second day of disruption as rail lines blocked  telegraph.co.uk/news/2017/10/1 7/stormophelia-second-day-disruption-rail-lines-blocked/ Â  â¦,2017-10-17,/Telegraph/status/920225146312495104,0,1,0,0,0,,
"Johnnie, meet Jane. https://twitter.com/nprbusiness/st atus/968973758571601920 Â  â¦",2018-02-28,/NPR/status/968979124759998470,0,0,0,0,0,,
LAST MINUTE __NEWLINE__Corea del Norte confirms that it has made its sixth nuclear test https://es.rt.com/5c0a pic.twitter.com/zF74Mw9Mnj,2017-09-03,/ActualidadRT/status/904231662237736960,0,0,0,0,0,,
".@NYGovCuomo  on truck attack: ""The effort was to terrorise us, to create mayhem... and it failed"" #NYCstrong   http://bbc.in/2zomJA0 Â  pic.twitter.com/lFM5ycNNTV",2017-11-01,/BBCWorld/status/925745471112355841,0,1,0,0,0,,
False Hawaii Alert Sent Because Drill Said 'This Is Not A Drill' http://n.pr/2EmX3mS Â ,2018-01-30,/NPR/status/958395918541180928,0,0,0,0,0,,
Mexico will not know independence of Catalonia http://ow.ly/IZzy30fMVzY,2017-10-10,/ExpansionMx/status/917892779505868800,0,0,0,0,0,,
"At least 30 hospitalized, 200 forced to flee after cloud of noxious gases spewed from volcano in Indonesia  https://on.rt.com/91m3 Â   #MountIjen",2018-03-22,/RT_com/status/976755338526560257,0,0,0,0,0,,
Concerns about Cambridge Analytica? Focus them on the real problem: Facebook itself  https://bloom.bg/2puDIcr Â   via @BV pic.twitter.com/hgd6VewhCs,2018-03-20,/business/status/976257957485776896,0,0,0,0,0,,
Thailand to hold election in November 2018: prime minister   Â  ,2017-10-10,/Reuters/status/917658477253808128,1,0,0,0,0,,
# MiamiBeach  @MayorLevine  spent the night in his office at City Hall monitoring #HurricaneIrma 's approach.  Â ,2017-09-10,/CBSMiami/status/906837920300109824,1,0,0,0,0,,
# Football Paris Saint-Germain showed their power against Bayern Munich http: // www. diariolasamericas.com/c4133155,2017-09-28,/DLasAmericas/status/913513672701566977,1,0,0,0,0,,
Questions about Hurricane #Irma ? Our reporters will share info in a livestream starting at 11:15 a.m. Tweet q's w/ the hashtag #OSIrma ,2017-09-08,/orlandosentinel/status/906157678459834369,1,,1,1,0,,
"Councilman Kadary RondÃ³n denounced abandonment in which Libertador is located__NEWLINE __ ""JRodrÃ­guez is the king of garbage"" pic.twitter.com/ZtOtxJntLa",2017-10-13,/RCTVenlinea/status/918991432802885633,1,0,0,0,0,,
Michelle Vo identified as one of the victims in the #LasVegas  shooting  Â ,2017-10-03,/abc13houston/status/915388519966810113,1,,0,0,0,,
"Due to #HurricaneIrma , @CityofTampa  offices are closed and anticipated to re-open on Tuesday, September 12th. ",2017-09-08,/CityofTampa/status/906221844604256256,1,0,1,1,0,,
Please report this situation to us by calling 800-228-8485. Remember to stay away from all downed power lines.  Stay safe!,2017-09-12,/DukeEnergy/status/907674578465554433,1,0,0,0,0,,
'Country Over Party': @JeffFlake  Tweets Photo of Check He Sent to Doug Jones' Campaign http://insider.foxnews.com/2017/12/05/jef f-flake-sends-check-doug-jones-after-trump-endorses-roy-moore Â  â¦,2017-12-05,/FoxNews/status/938174412599250946,1,0,0,0,0,,
President Trump responds to deadly mass shooting at Las Vegas concert:   Â ,2017-10-02,/nbc6/status/914815713944199168,1,,0,0,0,,
Absolutely which is right on track with the European models,2017-09-08,/Track_Irma/status/906284496311463936,1,0,0,0,0,,
Man falls from the roof of his house during hurricane preparations # MarÃ­a __NEWLINE__ http://bit.ly/2wuR2UD pic.twitter.com/keuq02zknY,2017-09-19,/primerahora/status/910203505973121024,1,1,1,1,1,,
Minister rejects opencast coal mine citing climate change fears https://trib.al/godsNDO Â ,2018-03-23,/guardian/status/977163373031968768,1,1,0,0,0,,
Government increases to 64 death toll from Hurricane Maria whip https://notiuno.com/gobierno-aumen ta-64-nÃºmero-de-muerte-por-azote-del-hurricane-maria / ... # NotiUno630,2017-12-09,/NotiUno/status/939539924310740992,1,1,1,1,1,,
"The HEAT IS ON, my friends please stay hydrated while cleaning up items outside. Its only going to get hotter ",2017-09-13,/WPLGLocal10/status/908004424743825409,1,,0,0,0,,
"âWeâve killed 3,000 ISIS fightersâ¦ and not 1 civilianâ - British military   Â  ",2017-09-21,/RT_com/status/910880499945664512,1,,0,0,0,,
"Good morning, the Dos Millones pump station reports low level in the tank. NCC",2017-09-06,/ACUEDUCTOSPR/status/905394098273705984,1,0,0,0,0,,
AP Exclusive: Fewer Americans buy flooding insurance in coastal areas   Â ,2017-09-01,/WKRG/status/903794170292314112,1,,0,0,0,,
"Join us for Storm Watch this afternoon. Potential damaging winds around the B.C. south coast - find out when, below: __NEWLINE__@nadinehp4  #BCStorm pic.twitter.com/N09wb4RtzG",2018-01-20,/weathernetwork/status/954785751610396673,1,0,0,0,0,,
Driver charged with murder in crash that killed man hanging onto car's hood http://cbsn.ws/2AAgau7 Â ,2017-12-07,/CBSNews/status/938687803013156864,1,0,0,0,0,,
Â¡Felicidades a los 8 educadores destacados que recibieron el premio: âGovernor's Shine Awardâ!,2017-10-17,/EducationFL/status/920382947647246341,1,0,0,0,0,,
# VIDEO Satellite images of the # hurricane http: // www. diariolasamericas.com/c4131231,2017-09-05,/DLasAmericas/status/905125776948944897,1,1,1,1,1,,
Governor addresses the country facing the threat of Hurricane Irma __PIPE__ Details NOW- http://trib.al/x1LHAO3 pic.twitter.com/Y9nJaOzece,2017-09-03,/TelenoticiasPR/status/904449284275351554,1,0,1,1,0,,
"Aragua, GuÃ¡rico, Carabobo, among others without electricity now,",2018-01-26,/RCTVenlinea/status/957007240661295105,1,0,0,0,0,,
North Korean nuclear scientist who defected to China kills himself after forced to return http://fxn.ws/2CiDttu Â ,2017-12-29,/FoxNews/status/946732304143212545,1,0,0,0,0,,
# VIDEO The #huracanes are classified according to their destructive power http: // www. diariolasamericas.com/c4130847,2017-09-01,/DLasAmericas/status/903792133139816448,1,0,1,1,0,,
Hi Michael - Thank you for your patience while we work to restore your power as quickly and safely as we can.,2017-09-12,/DukeEnergy/status/907664607787012097,1,0,0,0,0,,
Russian shopping mall blaze kills dozens in Siberian city http://cbsn.ws/2G7KLmH Â ,2018-03-26,/CBSThisMorning/status/978222529973235712,1,1,0,0,0,,
Bannon rallies the troops in war on GOP establishment   Â  ,2017-10-14,/CBSNews/status/919394414941954048,1,,0,0,0,,
"This morning on The Dish, North Carolina born chef @ChefSamTalbot . pic.twitter.com/xXI1mhL2IV",2017-11-25,/CBSThisMorning/status/934420965307580416,1,0,0,0,0,,
"In fundraising arms race, Rays donate another $50,000 to Kriseman  Â ",2017-10-12,/TB_Times/status/918410452824031233,1,,0,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
,,,,,,0,0,,
