Tweet,Category,Date,Permalink
"When a major hurricane hits, having power out for a week is not uncommon. When the storm hit all of FL, expect it, part of being Floridian.",1,09/14/2017,https://twitter.com/EnsellJudith/status/908373747232583683
Our ticket was created day of storm and “completed” overnight saying we all have power. WE DO NOT HAVE POWER. Had to create new ticket.,1,09/14/2017,https://twitter.com/nayrelyk7/status/908372501910233089
"For 15 years slightest wind knocks out power there. Crews come and patch it up, but stays the same. good thing it was only TS not hurricane",6,09/14/2017,https://twitter.com/fasterword5/status/908370360030162946
Can i have a BILL relief...? like from  ?  twitter.com/lyft/status/90 7319842465656832 …,6,09/14/2017,https://twitter.com/msiguess/status/908370331487887362
 Crews Tuesday cut back trees and repaired damaged lines but haven’t turned them back on yet? Ticket: 4764,1,09/14/2017,https://twitter.com/AVonGauss/status/908370138503802880
Disastrous response. Shameful. Homes are now been destroyed from mold and pest infestation because of no A.C.,2,09/14/2017,https://twitter.com/john_e_01/status/908369030913970176
I guess   will finally have to address no electricity in East WM nursing home after 8 dead in Hollywood NH. ,2,09/14/2017,https://twitter.com/brice4paradise/status/908366392289890305
 Shoutout for getting my parents power back on!! Thanks for your work helping those affected by Irma #HurricaineIrma,7,09/14/2017,https://twitter.com/lisaccoffey/status/908365386319527937
22nd??? Everybody would be dead by then!!! #HEATstroke #miamiHEAT  #POTUS HELP MAGA,2,09/14/2017,https://twitter.com/BTW_LOL/status/908362618724864007
 is open and offering 25% off to  employees and first responders. #delraybeach ,1,09/14/2017,https://twitter.com/delraychamber/status/908360816596058112
we were out 10 days during hurricane frances... could be a long road,7,09/14/2017,https://twitter.com/clairemetzwesh/status/908358888054980608
Post-Irma nursing home tragedy sets off alarms across Florida - CBS News if it’s not an easy fix  moves on  apple.news/AeBKSu7huQ_Kb0 z_uLsZ_4w …,1,09/14/2017,https://twitter.com/jaymeninno/status/908358004214550529
I work in rpb. No excuse for no power. The storm was not bad here. I live n wpb still no power.,1,09/14/2017,https://twitter.com/Keith_MuckDawg/status/908355762208038914
Yes!! Yes it is!  please find my house! #prayingforpower ,2,09/14/2017,https://twitter.com/nsdiehl1023/status/908355632285274112
I heard that downed power lines were a priority. Duringstorm i called 911 and my mom called fpl a few hours later on 9/10.no power yet day 6,2,09/14/2017,https://twitter.com/ghost_of_ghost/status/908353353876332544
 has been the real MVP since this storm hit! Finally starting to get power back a lot of places,1,09/14/2017,https://twitter.com/taraalynneee/status/908352869325254657
 just lost power in the 33134 zip code. Can't report it since original storm ticket still shows up. It was restored yesterday,4,09/14/2017,https://twitter.com/GerryFernandez8/status/908352488394371074
"How is possible that they will restore power until sunday at 11 pm, if my didn't suffer any tornados or flooding! What kind of sick joke ! ",1,09/14/2017,https://twitter.com/JoseChelemanuel/status/908350655840096256
Still no pwr 5 days after #Irma and we only had tropical storm weather. Thought you were ready for an intense hurricane ,1,09/14/2017,https://twitter.com/Its_LidiBaybayy/status/908349736880668672
Also  has worked diligently to upgrade the infrastructure. They have come a long way since 2004 hurricane season.,2,09/14/2017,https://twitter.com/PersisterGail/status/908349494114349056
Another PSA for   and other #HurricaneIrma recovery workers in Central Florida ,2,09/14/2017,https://twitter.com/adriennecutway/status/908349241831108608
 senior citizens/residents at The Terraces at Bonita Springs need power! Please help,2,09/14/2017,https://twitter.com/ConsAmericanOrg/status/908348524160540673
" needs to inform. Platitudes, advice and BS don't get my power back on. Let me know what's going on. Understand lots are affected.",2,09/14/2017,https://twitter.com/daveonuevo/status/908347879084916736
FLP has killed more people than irma did.. they restore power to casinos instead of nursing homes. Bravo fpl good job,3,09/14/2017,https://twitter.com/Pornstrlover305/status/908347821698547712
"I'm in Miami, I got power back at 3:00 am today, Thanks    and  which patrols during hurricane!",6,09/14/2017,https://twitter.com/Frank4USA/status/908347391602028544
FPL has all these customers and never enough man power after a hurricane,1,09/14/2017,https://twitter.com/BryceSomething/status/908347290955415552
Ain't no way some one should be w/o power 4 5days in 2017 smh natural disaster or not...y'all are truly trash ,2,09/14/2017,https://twitter.com/Dont__BeStupid/status/908345904415100930
your bill is forpowerused beforethestorm men came from other states to get our power on across the whole state be humble others r worse off,1,09/14/2017,https://twitter.com/DoggieStyles101/status/908345747749425152
Near high school. Pretty bad. Tree and power line damage and flooding. High water. Hope her place is ok. #foodtrucks #naples #IrmaRecovery ,5,09/14/2017,https://twitter.com/pattigenko/status/908345687934369794
We’ll share request with our Marketing team. Please know we’re working with the Red Cross to help provide relief to Irma and Harvey victims.,7,09/14/2017,https://twitter.com/RealLunchables/status/908345637112086528
They want more people to die ! So far 8 elderly people died of heatstroke !,1,09/14/2017,https://twitter.com/Lucifur665/status/908344712888807424
"Our home power status w/  downgraded from ""crew arrived"" to ""under investigation"" to ""sometime b4 11:45 pm Sunday"". #Miami",1,09/14/2017,https://twitter.com/And_Ampersand/status/908343039147606021
My hero to the rescue!  #fplsquad #miami #postirma …  instagram.com/p/BZBoG17F6T8e 7MV42HL3L8bQhqhW7XgZ-0cWwQ0/ …,2,09/14/2017,https://twitter.com/ingridmarie1/status/908342297720508416
My house still has no power from this storm  pls hurry up,2,09/14/2017,https://twitter.com/maddymoreiraa/status/908342001455779840
Lots of these nursing homes stink. Families have to be on top of them. The staff must be watched But  SHAME ON YOU.,1,09/14/2017,https://twitter.com/nanalerner/status/908337704634654720
All 55+ communities should be on priority list for  to restore immediately after storms. are on day 6 with no power. ,6,09/14/2017,https://twitter.com/supersancheezy/status/908337176890548224
"That looks like mine, but customers affected is 1,927.",2,09/14/2017,https://twitter.com/Salonas1031/status/908336840020828160
 we haven't seen any crews in homestead. No one even assessing the damage. Please advise.,7,09/14/2017,https://twitter.com/jmjasani/status/908336789533843457
Yes all that bragging about how prepared they were and the historic amount of emergency workers ready to go after the storm passed,6,09/14/2017,https://twitter.com/clarkz71/status/908336353900982275
"Sadly FPL dnt care. Thats not a tragedy for them, that's just a minor inconvenience. I am with you on their safety, but FPL dnt care",6,09/14/2017,https://twitter.com/JoeyBagODonuts8/status/908335945199562752
"Did you delete the old one, and send an automated response then not explain Why? Hour 85, no power, just jokes. FPL, this is a disaster.",2,09/14/2017,https://twitter.com/PaulSterling13/status/908332602603524096
Was  ready for the storm? Their outage reporting system malfunctned  poss time. Your thoughts? #HurricaneIrma #southflorida,1,09/14/2017,https://twitter.com/FlashRestoreFla/status/908331544552632321
Was  ready for the storm? Their outage reporting system malfunctned  poss time. Your thoughts? #HurricaneIrma #southflorida,1,09/14/2017,https://twitter.com/HazMatFlorida/status/908330587953516547
Still no power 6 days now. 33435 everyone around us has power. WTF ? Did you forget about us? Say your still investigating the damage,1,09/14/2017,https://twitter.com/mailman26165/status/908330086427971584
Thank you! We hope you are all safe and without major damage after the storm.,6,09/14/2017,https://twitter.com/CypressRx/status/908328548158623745
What's your answer to losing power SAT b4 storm-in Delray?,1,09/14/2017,https://twitter.com/JulieMeryl09/status/908328360417390592
  Where's reinforced infrastructure u promised w/rate increases? This was only tropical storm #HurricaneIrma Aftermath,1,09/14/2017,https://twitter.com/DebbieRFischer/status/908328210940776448
" I'm not saying y'all aren't doing your job, I'm saying y'all need to redefine the word ""priority"". Because a nursing home is one",6,09/14/2017,https://twitter.com/marciteaches/status/908327383895343105
I feel for you brother. It's absolutely shameful and I hope their are inquiries or an investigation after this,3,09/14/2017,https://twitter.com/OG_MP95B/status/908326851747213312
NYT scrutinized  alleged lack of response at deadly nursing home. Now this.  twitter.com/maryannbatlle/ status/908324030561837062 …,2,09/14/2017,https://twitter.com/ArekSarkissian/status/908324419961049088
  One utility provider & five days no power 4 mere tropical storm. What if cat 5 hit us? UNACCEPTABLE #HurricaneIrma,2,09/14/2017,https://twitter.com/DebbieRFischer/status/908322890512257024
 west park! 32nd Ct!!!! PLEASE FIX! this heat is life and death!,2,09/14/2017,https://twitter.com/LadySamandre/status/908322404430163968
Beginning day 4 of cleanup/no power. Prognosis from  isn't good but know they're trying.,2,09/14/2017,https://twitter.com/SteveSWFL/status/908321837439967232
Not sure what that means. Can tell you have never lost power and only lost ATT after storm.  gives no updates like ,1,09/14/2017,https://twitter.com/bferguson73/status/908320939858956288
".  Please send  to Pine Ridge Estates in Naples, FL. These residents are being ignored & YOU DON'T want to ignore them.",2,09/14/2017,https://twitter.com/CaitlinReagan/status/908320485481615360
.  These residents (many of whom have supported your campaign efforts) haven't seen a single  truck in sight....,1,09/14/2017,https://twitter.com/CaitlinReagan/status/908320110129106944
"This is next to a hospital. Once pwr out and no generator-there ""should"" have been an evacuation after storm subsided. Criminal charges????",2,09/14/2017,https://twitter.com/LydiaHluvsdogs/status/908319572708794368
".  Without power, these residents have no water & now septic tanks are backing up causing a health hazard. Please send trucks!",2,09/14/2017,https://twitter.com/CaitlinReagan/status/908319484959739905
Good morning.   please advise the number of springs residents pending to have power restored,1,09/14/2017,https://twitter.com/fernjrodriguez/status/908315944317005826
Still without power day 5 now in lansford ave Port Charlotte. Not seeing visible damage but 48 people without power.,2,09/14/2017,https://twitter.com/LindaLouis19/status/908313915850936320
They'll never commit to anything other than meaninglessly broad deadlines. They don't care. Not like we're going to anyone else for power.,2,09/14/2017,https://twitter.com/atomish/status/908313215318315008
#FPLOutage  Knollwood ave underground wires no damage why no power across and around corner all have power,2,09/14/2017,https://twitter.com/flightattend21/status/908312138699112449
#HurricaneIrma affected us - Our old place is uninhabitable & we need power in our new place    twitter.com/kissmyjunkmail /status/908300734084546560 …,2,09/14/2017,https://twitter.com/kissmyjunkmail/status/908302868935008259
      St. Augustine nursing home without AC raises c  news4jax.com/weather/hurric ane-irma/st-augustine-nursing-home-without-ac-raises-concerns …,5,09/14/2017,https://twitter.com/LeslieJean0104/status/908300536834920450
Would be nice to see numbers from  #afterirma #irma #hurricaneirma  twitter.com/dukeenergy/sta tus/908023334465544192 …,3,09/14/2017,https://twitter.com/EugeneRamirez/status/908300401379872769
Hey  ...I thought downed power lines were a priority due to safety reasons. No FPL trucks in our area. What gives? This is unsafe! ,2,09/14/2017,https://twitter.com/TrojanNemo/status/908298459890974720
"89 degrees in the house ...but everyone around us has power no downed lines, or at holes or damage just no power",1,09/14/2017,https://twitter.com/marissameringue/status/908292143793545216
   give authorization to Atlanta power company to help us! 95+oF our area houses first responders!,1,09/14/2017,https://twitter.com/gmponte/status/908291992177790977
Way to go  for making death seem preferable to enduring this Florida heat.,6,09/14/2017,https://twitter.com/TheWaterboatman/status/908291722353967104
 night shift after #hurricaneIrma . I hope this they were going to ny house!!! ,5,09/14/2017,https://twitter.com/Mali_R/status/908290986681552896
Every store & neighborhood has power except mine. There r no trees down.No flooding. Trucks came said it would b up in a few hrs. 2 DAYS AGO,8,09/14/2017,https://twitter.com/Grouchosauras/status/908290547022012416
 Crew came out and told me the line to the house is damaged. No repair timeline.Marked work order complete online.Still no power!,2,09/14/2017,https://twitter.com/82ndABNVET/status/908289711130730496
.  Thank you for braving the aftermath of #Irma & restoring our power so quickly. Grateful customer.,6,09/14/2017,https://twitter.com/Valeska_VVV/status/908289520700928000
 still no power in 33433. #fplsucks . Competition and investigation needed. Where is Pam Bondi's big mouth now?,4,09/14/2017,https://twitter.com/Turning3010/status/908287774192799744
Oh please no truck in sight with live wires in front of a house in Highland Lakes!! That you don't come for #deaths#blameFPL!!!!!,2,09/14/2017,https://twitter.com/dinarosenblat/status/908284438949359616
We are going to cook to death. Please restore our power. 33312. 90 hours and counting... #FPL,2,09/14/2017,https://twitter.com/Stardust_Rogue9/status/908280523130318848
Yikes!  operates nuclear reactors and you can't handle a little hurricane! Who oversees you guys!  scary! Time to move!!!,1,09/14/2017,https://twitter.com/goldstocktrades/status/908270740901912576
  12 years since Wilma plus millions taken from customers to improve grid and they can't get power on after mild hurricane,2,09/14/2017,https://twitter.com/goldstocktrades/status/908267026304700416
"We need power! It’s been days since storm, yet others have it. FIX IT. Monopolized companies & lying to customers?! I smell your bs & a suit",7,09/14/2017,https://twitter.com/1SuperLoyal/status/908261608396398597
"You must prioritize senior facilities and communities,  We need better regulations for better hurricane preparedness ",2,09/14/2017,https://twitter.com/Haikatrine/status/908251586836811778
"Thx for the speed and dedication FPL et al. Eagerly waiting for this damage and repair period to be history. Stay safe, everyone!",6,09/14/2017,https://twitter.com/GodUWish/status/908249739245838336
Why does a carpet store have power before residential areas? I'm a police officer... guess I'll keep wearing dirty uniforms. #FPLOutage,2,09/14/2017,https://twitter.com/beyondbloodpc/status/908233060453371904
"Why restore, why not give us a better infrastructure and avoid trying to look like a hero after every storm. Just as bad as in 1992 & 2005",1,09/14/2017,https://twitter.com/jklahrteam/status/908231287235891200
Disguisting heartless people. I am.praying you guys have endure the agony that we are enduring,1,09/14/2017,https://twitter.com/Debbie69146835/status/908226511832051713
I don't have power at my parents house or mine- both in 2 different parts of town. Both have 0 damage from the storm.,1,09/14/2017,https://twitter.com/TeamGleggie/status/908214478415831040
See dozens of trucks pass my area daily. My building is still without power even though everyone on my street has it. What's going on here?,2,09/14/2017,https://twitter.com/insaneshadow85/status/908214055508246529
" can connect/disconnect power by the web, but not to inform to evacuated people if there is power to come back",1,09/14/2017,https://twitter.com/AlbertoArf0912/status/908207159044857856
 tread lightly fpl. Tread lightly. You are responsible for 8 deaths and counting.,2,09/14/2017,https://twitter.com/luna_fitch/status/908204910931562496
With a condition myself affected by heat. I hope you guys get lights soon. I really do. :(,5,09/14/2017,https://twitter.com/ByronKSkinner/status/908200483839516672
"0 FPL trucks in Naples Fl. My neighborhood has all buried powerlines, no flooding why no power. Publix next 2 me has power. How?",2,09/14/2017,https://twitter.com/GameZone2013/status/908196499808571392
Florida must rebuild its electricity grid like NY state did post Sandy.  and  must stop blocking rooftop solar!,2,09/14/2017,https://twitter.com/mferron/status/908191558981132288
Honestly thank you too all  workers working hard it is appreciated #hurricaneirma2017,6,09/14/2017,https://twitter.com/Andrealuvv/status/908189962729918465
"Yes Yes, you are creating wonders always, like get even more people suffering than a cat 5 hurricane can do. Amazing job.",6,09/14/2017,https://twitter.com/Ryan9321/status/908189362659217409
"Now  is LYING to customers?? My status says ""crew arrived"" and NO TRUCK IN THE AREA #liers #fpl #hurricaneirma",2,09/14/2017,https://twitter.com/Ana_Adams/status/908189268476129280
Please get to the children and seniors that are vulnerable first! Such a tragedy what happened at the nursing home and there are many more,7,09/14/2017,https://twitter.com/xxsabribrixx/status/908187890588495873
"Extremely grateful to have power! But PLEASE prioritize those who need it most, like nursing homes etc. No more heat-related deaths!",2,09/14/2017,https://twitter.com/LydiaDinFL/status/908185527635075073
 y'all are awesome! Great for business Great for residents. #powerful  twitter.com/insidefpl/stat us/907963703730987008 …,6,09/14/2017,https://twitter.com/Del_Boyette/status/908185356838821888
The nursing home failed them,3,09/14/2017,9.08184861688697E+017
"Been saying prayers for you. Such a trooper, it's hot and devastating and yet you stay to help out. Not gonna lie Id have vamoosed",1,09/14/2017,https://twitter.com/Heelswaders/status/908183127536926720
When are the nursing homes in Miami and broward going to have power? ,1,09/14/2017,https://twitter.com/slim_passion_/status/908179887407714306
"Please everyone,    and all the others are working hard. BE PATIENT. It takes time; safety is critical. ",2,09/14/2017,https://twitter.com/WyLocke_SW/status/908178640302637056
Boiling water order but no power to boil water. Meanwhile RIVA Motorsports has power but residents on same st do not..Really FPL??,2,09/13/2017,https://twitter.com/BeebAlex/status/908176696716742656
"I'm deadass, my neighborhood has no power.. I live in sunrise",2,09/13/2017,https://twitter.com/Rue22Ave/status/908173117943635969
"#FPL are murderers ! They let 8 elderly people die ! They survived the storm, winds and water!  let them die of heatstroke !",3,09/13/2017,https://twitter.com/krispykreamy/status/908169643457748998
Me right now staring at all my neighbors' homes with power on while our block still not #jesusitshot #hurricaineIrmaaftermath  ,2,09/13/2017,https://twitter.com/YoSoyIvonne/status/908168805540605952
 how long do we have to wait before this damages all our homes. Been calling since Saturday. Wires started sparking today ,7,09/13/2017,https://twitter.com/gjkjjgbjkb/status/908168097059700737
It's every county! They are milking the tax relief funds!!!,2,09/13/2017,https://twitter.com/hiddensandbar/status/908166525059727360
"Still no one in my neighborhood.- 4 days , 0 FPL trucks & not even an acessment. Waiting for more deaths? #FPL calls death ""inconvenience"".",2,09/13/2017,https://twitter.com/cicgold/status/908166180158017536
 Thank you!!! You have truly redeemed yourselves from our last disaster! I know you guys have been working hard! It is appreciated,6,09/13/2017,https://twitter.com/tnover7/status/908164709496573952
Meet with  and find out why with all the millions collected from customers did the power poles fail in a hurricane? Why no power?,2,09/13/2017,https://twitter.com/goldstocktrades/status/908161903414915073
 Crews continue to assist  with storm restoration efforts in West Palm Beach #Irma #BeSafe ,7,09/13/2017,https://twitter.com/GrovesConst/status/908161533997404161
"Hello  in Havana, Cuba there is #power already. When is Florida going to have it? #HurrcaneIrma #hurricaneIrma #miamibeach",2,09/13/2017,https://twitter.com/lennnair/status/908159876676931589
 why are powerlines not run underground or in another way in Florida given the amount of storms we receive?,3,09/13/2017,https://twitter.com/MsCommish1/status/908159873417969665
"Duke and many others from all over the east coast. In many cases, it is not just repair but entire infrastructure rebuild.",2,09/13/2017,https://twitter.com/MSPOA/status/908159075178790912
This need attention this is an emergency this is 2 blocks from an elementary ,4,09/13/2017,https://twitter.com/OmEgA_Chucky/status/908157897774952448
Seriously why the fuck should my street wait 7 fucking days to have power when houses in front had power a day after the storm? ,1,09/13/2017,https://twitter.com/HMKilla/status/908156640028975106
Great news for many still without power in #Florida #Irma #Irmarecovery Thanks   twitter.com/insideFPL/stat us/908009297942065152 …,1,09/13/2017,https://twitter.com/CeebsterM/status/908155811444219909
Why were these trucks sitting in one location for 5 hours they were sitting under a tree talking but the residents will pay the OT ,3,09/13/2017,https://twitter.com/kikiandraybomom/status/908155282114707457
Maybe they should of evacuated? Can't blame them because people didn't think ahead. Anything you try and say I will shut down with logic.,5,09/13/2017,https://twitter.com/darknitrow/status/908154971270598658
RIP to those elderly people who passed at the nursing home in Hollywood because  didn't make them a priority,1,09/13/2017,https://twitter.com/DreadsLeftNappy/status/908154805578866689
" you suck, parts of Jax that flooded and were covered with downed trees have power and we still don't in north St Augie",1,09/13/2017,https://twitter.com/cjnole/status/908153547317014528
"I disagree. Fpl rep. & mayor of FtLauderdale at press conference before storm said hospitals, homes & then businesses.",1,09/13/2017,https://twitter.com/Sweetpeaflo/status/908152725602521089
" Again, explain to me how this makes sense, when the storm didn't hit until like Sunday and her power went out Saturday",1,09/13/2017,https://twitter.com/239GrandFinale/status/908152024667222017
"Nice house, Ana. Hopefully, it wasn't flooded.",5,09/13/2017,https://twitter.com/Gegiroor/status/908152015502618624
" Not to mention, you all turned off the power prior to the storm hitting Fort Myers, FL. My mother is going on a week of no power.",1,09/13/2017,https://twitter.com/239GrandFinale/status/908151935206875136
 we recognize the effort but simply it's not enough... five days in the #dark #miami #hurricaneirma ,1,09/13/2017,https://twitter.com/Freddygzone/status/908149225686491136
Yea you can't blame fpl the people running the nursing home should of been thinking ahead and moved them.,5,09/13/2017,https://twitter.com/darknitrow/status/908147420156100609
"Need power at 33130 4 days no power.. The power went out before the storm even fucking started. EVACUATION NOTICE FOR NO POWER, NOT IRMA.",6,09/13/2017,https://twitter.com/iioo404/status/908145211506905088
No damage in lucaya still not on,2,09/13/2017,https://twitter.com/did_i_say_that/status/908143027453079552
Fpl made 2.8 billion profit in 2016 yet we had to pay to recoup storm damage? Gonna restore Your equipment with your profit this year?,7,09/13/2017,https://twitter.com/WeldermanMike35/status/908142641879101440
"Not right zip code, right  ? Florida nursing home where deaths occurred was not on priority list: utility  reut.rs/2xkMlfd",4,09/13/2017,https://twitter.com/OKTeresha/status/908140719101009920
Fpl made 2.8 billion PROFIT 2016. Yet we had to pay to recoup storm damage? How about you restore your equipment with your profit this time.,6,09/13/2017,https://twitter.com/WeldermanMike35/status/908139989745238018
Thanks  #hurricaneirma #airconditioning  instagram.com/p/BZALiJ6gnGe/,2,09/13/2017,https://twitter.com/LAG323/status/908138722444668928
"FPL  mobilized 17,000 hardworking men and women to restore power in FL because they knew the damages Irma was going to cause",6,09/13/2017,https://twitter.com/Millett01/status/908138574754840576
They got one side of the street working and then left. And the asst city manager was too busy looking for a photo op to talk to residents,2,09/13/2017,https://twitter.com/rebekahlanae/status/908137361162358785
 Not taking phone calls is a cop out and no longer has nothing to do with emergency calls. You guys just don't want to talk to us.,2,09/13/2017,https://twitter.com/Bigmoney2620/status/908137273232904192
" The emergency is now over, so how come FPL still isn't taking phone calls? Explain. I understood Monday and maybe Tuesday.",2,09/13/2017,https://twitter.com/Bigmoney2620/status/908136999906881539
 restoring power in the Sunray West area of #NorthMiamiBeach . We ask that our residents continue to be patient. ,1,09/13/2017,https://twitter.com/CityNMB/status/908136804842438656
"You should have a map with zones you have restored power to after disasters. Then people will know, so they can leave their hotels.",6,09/13/2017,https://twitter.com/CarmelSellHouse/status/908135866895405057
"4 days without  electricity, definitely a taste of hell. #postIrma #recovery",2,09/13/2017,https://twitter.com/princezzAmaria/status/908135708484874240
Ok then why is my neighborhood with buried lines still out while the one 100 yards away with poles has power. 12 years to prepare!,2,09/13/2017,https://twitter.com/Niscur35/status/908130917037826048
It's fpl's fault because of their negligence in preparation for hurricanes. They had years and did nothing.,1,09/13/2017,https://twitter.com/JoeyBagODonuts8/status/908129740845981696
" no one needs your safety alerts, THEY NEED POWER",2,09/13/2017,https://twitter.com/ksween_cat/status/908129441167142912
Not obsessively checking the  site is a really nice feeling. So happy power’s back on - praying for all those who don’t.,4,09/13/2017,https://twitter.com/StefHarmon/status/908129317594583047
 why r there dozens of fpl trucks parked  idle all day instead of out repairing powerlines? NW 7 St & 37 Ave,2,09/13/2017,https://twitter.com/RomeoSebastianV/status/908129060609544194
There was no flooding/tornadoes in my neighborhood n I still have no power...,2,09/13/2017,https://twitter.com/blackempress504/status/908128562565275648
Man my power went down at 6:45 am on Saturday before the storm even hit and I'm still without power  . This is a joke now,2,09/13/2017,https://twitter.com/SweetSundae_/status/908128117595701248
"We want to urge safety by fixing live wires in the middle of a family backyard, 1411 Moffett St Hollywood 33020",7,09/13/2017,https://twitter.com/RodHostos/status/908125847235829760
how about some regulation of companies like  &  gouging residents and not doing any grid improvements?,1,09/13/2017,https://twitter.com/stiney_hale/status/908125225233141760
  FPL needs to answer why nursing homes and assisted living facilities not high on priority. My mom at risk!,1,09/13/2017,https://twitter.com/mfsolomon/status/908123646400626688
So grateful to the angels  for restoring our electricity! 4 days versus 14 days after #hurricanewilma Keep up the great work guys,2,09/13/2017,https://twitter.com/nmcintyre82/status/908123236193497089
"Very baffled why  isnt taken care of down line in my backyard with kids playing.4days reporting it,please get the job done4 safety",1,09/13/2017,https://twitter.com/MiamiWhistler/status/908122911357140994
 Ive been driving around the neighborhood I haven't seen not 1 power #needpower #itsbad #hurricaneIrma2017,2,09/13/2017,https://twitter.com/Pamski22Elder/status/908121968637071360
 we had no damage to our home nor did our neighbors. 5 days later still no power. Food has gone now!! Freezer food gone!!,2,09/13/2017,https://twitter.com/PlatinumSam/status/908120720521220097
After every hurricane I've had to wait another 2 weeks on average to get power back. Bet I'll be that 0.0001% 3 weeks from now :))),2,09/13/2017,https://twitter.com/Julius77439076/status/908120597074518017
"Finally seen 2 trucks in Volusia county today bit still no power, and the guys told me they haven't even assessed the damage on my street",2,09/13/2017,https://twitter.com/MrSauce305/status/908120228994973696
Calling ALL first responders and FPL employees in need of child supervision    ,6,09/13/2017,https://twitter.com/FLAcademy10340/status/908120201346142209
#Irma update: no power since Sunday.  app gives 0 updates on status of power recovery. Everyone here on verge of nervousbreakdown.,2,09/13/2017,https://twitter.com/WhereDidJennyGo/status/908119793605242883
"Still no electricity at the Claridge House. In North Miami after Officials: 8 dead,158 evacuated at Hollywood nursing home   ",4,09/13/2017,https://twitter.com/row64/status/908119047161749505
A big THANK YOU to  for working so hard to restore service to our residents. Neighborhoods have been getting power one by one!  twitter.com/insideFPL/stat us/908081880880357379 …,6,09/13/2017,https://twitter.com/CooperCityGOV/status/908118165737152515
There aren't any downed power lines or damage to the power lines in my neighborhoood though.. still no one has come. Should be a simple fix.,2,09/13/2017,https://twitter.com/Aconcernedcit11/status/908118154446098433
"Wonder if thecustomers affected has to do with when theycome out I'm sure if itsaid customers affected 10,000 we would've been fixeddays ago",6,09/13/2017,https://twitter.com/marissameringue/status/908116901611655168
  same message all day. Haven't seen one truck. End of day 5 w/o power #IrmaHurricane2017 #irmaaftermath ,1,09/13/2017,https://twitter.com/luly10/status/908115235495714817
We need help at 1628 Bayshore Dr. Power has been gone since before the storm. Disabled people living here can't get through to anyone.,1,09/13/2017,https://twitter.com/Whiplash11/status/908113867678666757
"My congratulations to  for staying on top of outages for residents, they assigned someone to liaison with FPL. #goodJerb ",1,09/13/2017,https://twitter.com/jshcm/status/908112771677655041
I love your place! (Minus all the destruction of course ),6,09/13/2017,https://twitter.com/mamajello/status/908112595600723969
The worst thing about a storm hitting is the ish job that FPL does to restore power. Raise hikes always seem to go smoothly tho.,6,09/13/2017,https://twitter.com/yosoysterling9/status/908110428022206464
And what are they going to repair? Finally fix the infrastructure here or bandaid till next storm?,7,09/13/2017,https://twitter.com/My3SonsFL/status/908110162736578561
 did a wonderful job for me. I think they have been kicking ass when you consider that the storm basically hit the whole state.,6,09/13/2017,https://twitter.com/ZichellaEric/status/908107447981703168
" how does it make sense that my house lost power AFTER the hurricane? And it's because of some ""low voltage"" thing?",1,09/13/2017,https://twitter.com/agg2018/status/908107434652250113
Are without power... this is my last hurricane without a generator tho,2,09/13/2017,https://twitter.com/SHAUNALUVSDDNT/status/908107387713835008
This line has been down since the storm. Was reported on Monday & is still down. I'm pretty sure a downed power line is dangerous. ,2,09/13/2017,https://twitter.com/mackenziemclea8/status/908106799575957505
"I guess broken power lines in our yard and broken electricity poles aren't considered an ""emergency"" for  several broken poles too ",4,09/13/2017,https://twitter.com/yusuany/status/908106798489591808
" got this voicemail about ""hurricane restoration"". Is this a scam? May want to alert your customers. #FPL #FPLOutage #ScamLikely ",1,09/13/2017,https://twitter.com/sidewalkrunner/status/908104623713595393
" I work at an assisted living facility down in homestead FL,residents do not have power haven't since after hurricane Irma",1,09/13/2017,https://twitter.com/VKissez77/status/908103634554155013
 where is power to 33433. #fplsucks #investigationneeded,1,09/13/2017,https://twitter.com/Turning3010/status/908102264698568704
oh i hate fpl but it is what it is. They shoukd have better infradtructure and emergency plans. 2 weeks without power in fl is insane.,2,09/13/2017,https://twitter.com/lukascacko/status/908101336104873984
its hard to tell really what the damage entails. Just because u dont visually see damage doesnt mean ur part of the grid isnt damaged.,6,09/13/2017,https://twitter.com/lukascacko/status/908100941823594498
"   guys need power, cable/internet most now! . Need better efficiency at repairs #hurricaneirma #at &t #att #fpl",2,09/13/2017,https://twitter.com/roncostajr/status/908097711299338240
"That's crazy, they need to update the residents immediately",1,09/13/2017,https://twitter.com/sunshinejade98/status/908097605984505856
When do you expect to be in the east Oakland park area. We lost power before the storm and are last to have it restored?,6,09/13/2017,https://twitter.com/HelloSunnyPR/status/908095614210244609
 we need you to work faster there are people in our building with asthma and having panic attacks.,1,09/13/2017,https://twitter.com/JoseLui81648549/status/908095121211654145
"What about customers like me who's power you turned off well before #irma arrived on Saturday morning? #affectedbyfpl , not by Irma.",6,09/13/2017,https://twitter.com/dr_fermi/status/908093707987058689
"FPL! Is CRAP! 3.7 billion dollars in UPGRADES for hurricane damage prevention, that the tax payers have paid since 2005. Where did it go?",1,09/13/2017,https://twitter.com/j_carulla/status/908092702683787265
" after power was restored a day ago, now we have intermittent outages. Hope no appliances get damaged. Zip code 33155.",4,09/13/2017,https://twitter.com/lulides/status/908092076621000706
" , should my power outage occurred during the actual hurricane, I would be far more patient with the fact that I have no power. ",1,09/13/2017,https://twitter.com/jasonecollins/status/908091946786312192
