Tweet,Category
Men rescued from mountain after smoking cannabis http:// bit.ly/2xB6DRi?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/G9h2P74NTr,5
Broward Animal Care executive director resigns after Local 10 report http:// bit.ly/2fudPsb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/E7VOiecHU3,5
McDonald's offers free Extra Value meal Wednesday to first responders http:// bit.ly/2y3ctfR?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/iN2KrljZXa,5
. @FLPD411 police horse retires after 9 years of service http:// bit.ly/2xsud3z?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Q9mCGZbsLC,5
"Visitors being warned about meth-laced #7Up in Mexico, several people hospitalized http:// bit.ly/2yC0WB8?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BueSWEWpla",5
Daughter of Hollywood nursing home residents files lawsuit http:// bit.ly/2jW2sei?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/RZIZcP0Zdy,5
Florida Keys will open to visitors Oct. 1 http:// bit.ly/2xuxqgp?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/QOaFuAZOh1,5
Look at it!! RT @WPLGLocal10 : #DeathWish coffee recalled because it can cause actual death http:// bit.ly/2ymNArG?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/HZ0yOvdAXV,5
#DeathWish coffee recalled because it can cause actual death http:// bit.ly/2ymNArG?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/uDZ0nis58i,5
"Truck with 40,000 pounds of vodka overturns http:// bit.ly/2fL5HAr?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/F5xDI0dh8N",5
#BREAKING Disgraced congressman Anthony Weiner sentenced to 21 months for sexting teen http:// bit.ly/2hqXrcH?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/eJckqXjayM,5
"#Target raises minimum wage to $11 an hour, $15 by 2020 http:// bit.ly/2wfWczO?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/TU8yEbSvcY",5
Police: Man fatally shoots girlfriend's son after argument in southwest Miami-Dade http:// bit.ly/2wRa6b5?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/gg1oSjVstz,5
Total number of Americans hurt in Cuba sonic attacks now at 25 http:// bit.ly/2wQVZT5?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/RdlpR9xhDN,5
American Airlines allows employees to send aid to loved ones in Puerto Rico http:// bit.ly/2wPVGYw?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Aj4NeIxY4P,5
Official says at 8 wounded in Tennessee church shooting http:// bit.ly/2xsTsQN?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/RVe1LD7sKJ,5
About two dozen NFL players kneel for national anthem in London http:// bit.ly/2hsmJU3?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/LYrewiPOWc,5
New test helps Local 10 News photojournalist Bob Palumbo fight prostate #cancer recurrence http:// bit.ly/2wOX8u6?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/WO1IK2zE9o,5
Soul singer Charles Bradley dead at 68 http:// bit.ly/2xAXFEa?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/y1WKpH0BMT,5
"Use of seat belts saved lives during church van's rollover crash, authorities say http:// bit.ly/2jTzfAv?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/xPTZXQXRDV",5
U.S. military continues to evacuate U.S. citizens from #Dominica http:// bit.ly/2y0mhY4?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/rh6nILztrM,5
#Drones more helpful than ever in hurricane-ravaged areas http:// bit.ly/2xn9ldY?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/tuv6mVAMNf,5
'Dolphin Tale' rescuer helps save porpoise in Florida Keys http:// bit.ly/2xZKhdO?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/8XSzZIX5SH,5
"U.S. flies bomber, fighter mission off North Korean coast http:// bit.ly/2we6SyC?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/ScAlurzopW",5
NFL commissioner: Trump showed 'lack of respect' for league http:// bit.ly/2wJlBGm?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/5kKbXOfgm2,5
More Rehabilitation Center at Hollywood Hills victims file lawsuits http:// bit.ly/2xAEnP9?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/8cLoxpO5Lm,5
Attention animal lovers! Here is today's Adopt a Pet http:// bit.ly/2foKlfx?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/g1Mq8a8SPe,5
U.S. seismologists say new 6.2-magnitude earthquake centered in southern Mexico http:// bit.ly/2xpjOTV?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/fAE7JCvHqc,5
Man shot during suspected home invasion in #MiamiBeach http:// bit.ly/2fgUpTY?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/4D7Ph8TCpV,5
Iran tests new ballistic missile hours after showing it off at military parade http:// bit.ly/2hn3cbg?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/1Jym0GMB3w,5
Seismic activity detected near North Korean nuclear site http:// bit.ly/2xmysxH?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BnyXu6oYgG,5
Cuban official at United Nations: Trump shouldn't allow Miami Cubans to politicize U.S. diplomats' health issues http:// bit.ly/2xAhZWr?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/yLNadm25OD,5
"Rick Shaw, voice of South Florida rock 'n roll radio, dies http:// bit.ly/2xYyuMD?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/HQu6IGbk67",5
Federal government notifies Florida of election hacking http:// bit.ly/2xAQb47?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/6ZoDOBWdHP,5
Trump in Alabama: McCain 'no' on health care 'honestly terrible' http:// bit.ly/2hmlutc?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/xqt4lq4eMk,5
Social media explodes over Kylie Jenner's pregnancy news http:// bit.ly/2ywHl5y?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/9CdEZVObpz,5
Families of #Mexicans who vanished after #earthquake still hold out hope http:// bit.ly/2ywV0tb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Rlyk6VAy6y,5
Rio La Plata Dam failing as scope of #PuertoRico ’s #HurricaneMaria disaster becomes clear http:// bit.ly/2hqbLyr?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/PZjx4qG190,5
"Amid #CivicTowers blaming game, @MiamiWorkersCenter builds tent camp for displaced residents http:// bit.ly/2yxlcDQ?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/8W76QjkrMh",5
Here is why about 100 City of Miami Beach workers could be out of a job after Hurricane Irma http:// bit.ly/2xu8jvS?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/OCgzPT9ERR,5
Very tragic RT @WPLGLocal10 : 11th Rehabilitation Center at Hollywood Hills resident dies http:// bit.ly/2xAEnP9?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/EfYeGelDZA,5
"2 children, mother found shot to death in southwest Miami-Dade home http:// bit.ly/2hn59ol?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/bfHK6HTK1N",5
11th Rehabilitation Center at Hollywood Hills resident dies http:// bit.ly/2xAEnP9?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/bsK6mxzPxb,5
McCain announces opposition to GOP health care bill http:// bit.ly/2jQUZgk?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/QwMEgxiYeD,5
Trump administration to replace travel ban with country-specific restrictions http:// bit.ly/2fpiN9H?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/CDztMP6MjK,5
Halloween display prompts 911 call http:// bit.ly/2xkQ3pq?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/N03pHsCety,5
Trix with artificial flavors coming back after customer complaints http:// bit.ly/2fePHpK?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/5L4TMfZZ8J,5
Key West businesses gradually reopen after Hurricane Irma http:// bit.ly/2fFpDVu?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/NnnPRi91B7,5
"Guns stolen, windows smashed from 16 firefighter vehicles http:// bit.ly/2xXDMbx?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/taK57qmX3q",5
"'There's a bomb set to go off in Doral at 3 restaurants,' man tells 911 http:// bit.ly/2wLoKR8?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Pta5pBajqR",5
Gatorade punished for dissing water in video game http:// bit.ly/2flpY2I?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/GLiBWD3H3c,5
"Irma debris removal stalemate won't be tolerated, Scott says http:// bit.ly/2xmNmS5?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/5ecaKZp1SX",5
What is 'pumpkin spice' anyway? And why do we crave it? http:// bit.ly/2xUgjI0?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/EcVakqy2Iy,5
Tebow hands out food to Hurricane Irma victims in Florida Keys http:// bit.ly/2xWp1Wg?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/0eVga5m2xR,5
Supreme Court Justice Sonia Sotomayor is among #PuertoRicans who haven't heard from relatives after Hurricane Maria http:// bit.ly/2fdQJ5z?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/S0Lc1Ukma1,5
Police officers ask teens to beware of man acting suspiciously in #PembrokePines http:// bit.ly/2ysVuR9?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/encssXuCRv,5
Aaron Hernandez had advanced stages of a degenerative brain disease caused by repeated blows to the head http:// bit.ly/2ytc6br?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/nPAunuwcNb,5
Former NFL star training to be an FBI agent http:// bit.ly/2fei2Nb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/qWXAiPR43t,5
Do you think this school's policy is #sexist ? Some parents did http:// bit.ly/2ygv04e?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/LLgalS1Uyh,5
The world's richest woman dies http:// bit.ly/2xUUkR9?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/2ZFpqDJwvq,5
Earthquake's death toll rises to 252 > Here is our latest report from #Mexico City > http:// bit.ly/2hlB7xj?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/0CHQYYdYAG,5
"Nearly 2 weeks after Irma, some Brickell Avenue lights aren't working. Drive carefully! @CarlosWPLG has the story http:// bit.ly/2yszR3b?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/EcTk5Fbaa1",5
10th resident of Rehabilitation Center at Hollywood Hills dies http:// bit.ly/2jNQKCf?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/TKAPrwpRhz,5
Authorities say scheme to defraud involved 10 people -- including 5 personal injury attorneys http:// bit.ly/2ygI2ik?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/UxbJUSFya8,5
"Lives were at risk in #PuertoRico after strongest hurricane to hit in more than 8 decades prompts landslides, floods http:// bit.ly/2yfS5Eg?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/nYMO1nRmsW",5
$18 BILLION DEAL: Toshiba is selling its prized memory chip business to a group of buyers that includes Apple http:// bit.ly/2yteC19?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/hbFvgNgTAq,5
Mexican Consulate in Miami asks anyone interested in helping to donate to the Mexican Red Cross > Here is how > http:// bit.ly/2hiyQGT?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/UEYllnLb59,5
RT @WPLGLocal10 : Hallandale Beach to swear in first female police chief http:// bit.ly/2jLQqny?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/bj2IikYJ6k,5
"Corey Edgerton, 28, and Takeisha Gary, 20, were accused of snatching a cute puppy from a woman in #FortLauderdale http:// bit.ly/2hjl3jg?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/ukZ61JAWLF",5
Middle school teacher is accused of taking two of his students to a public park and giving them alcohol http:// bit.ly/2ytD7M3?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Dhipj1z9OJ,5
Deputies chased a man who said he broke into an air-conditioned home at Ocean Reef Club to take a nap http:// bit.ly/2fbGi28?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/CMofFYOITj,5
One major reason Republicans' new health bill could pass http:// bit.ly/2xU7cHu?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/WsEMntgHRJ,5
Gunman in fatal shooting of #FAU student sentenced to 48 years in prison http:// bit.ly/2hlk66F?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/iyupMDP1QV,5
AHCA: Residents at Hollywood nursing home had body temperatures above 100 degrees http:// bit.ly/2yrSi8t?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Ngbhj2Dfi9,5
Hallandale Beach to swear in first female police chief http:// bit.ly/2jLQqny?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/zqsyr2AJyu,5
Basketball court feud ends with drive-by shooting http:// bit.ly/2fBQrWK?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/f5dAZLJy9v,5
"While nursing home resident was dead, #Hollywood nurse reports resident was breathing, state authorities found http:// bit.ly/2xjkf29?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/KSUqWeqZSo",5
"#BREAKING 'Raging Bull' boxer Jake LaMotta, immortalized in 1980 Scorcese/DeNiro movie, dies at 95 http:// bit.ly/2fAI4up?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/VGeL10ytjN",5
"Lyft driver leaves with child in car, police say http:// bit.ly/2hg6TiY?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/GLhirvhM5G",5
Belligerent man arrested by deputies after he's caught trespassing at Keys marina http:// bit.ly/2hiimyN?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Hdi5CeNRPa,5
South Florida man accused of killing twin brother's romantic rival http:// bit.ly/2hh82TI?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/TqNGyOvLdm,5
Dania Beach issues boil water notice http:// bit.ly/2wviC3T?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/IFRJGX0Nwg,5
Venezuelan dissident violinist decides to move to the U.S. He played in New York City tonight: http:// bit.ly/2xQZlKw?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/KOtkilqXug,5
Ninth patient of Rehabilitation Center at #Hollywood Hills dies http:// bit.ly/2xviYad?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/LVqydfQsSs,5
"DEATH TOLL GOES UP: After a 7.1 magnitude earthquake, Mexican authorities report at least 121 dead http:// bit.ly/2xvRjGb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/WuhOXrnpij",5
"After Irma, Florida Jews seek respite in High Holy Days http:// bit.ly/2yc8bih?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/GkGkr2JF4M",5
PHOTOS: There are still Mexicans trapped under the after 7.1 earthquake kills at least 119 http:// bit.ly/2wEV6ga?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/5oDcN6TkJr,5
7.1 magnitude earthquake kills at least 119 in Mexico > @LouisAguirre has drone video of collapsed buildings http:// bit.ly/2xvRjGb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/k97dKxzzE8,5
"After Trump's UN speech raises awareness on crisis in #Venezuela , Maduro says Trump is 'Hitler' #whitesupremacist http:// bit.ly/2xdtTW5?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/O5K5jdlurK",5
Power outages spur questions about burying power lines in South Florida http:// bit.ly/2xgDJEe?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/UOdis1Rrpx,5
Kohl's will let @Amazon customers return stuff for free http:// bit.ly/2hgsyE8?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/aDivavwee8,5
#BREAKING Governor of Morelos says 42 dead in his central Mexican state following quake. http:// bit.ly/2xkp90m?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Pu6RBDntg0,5
JUST IN: The Dolphins have suspended LB Lawrence Timmons indefinitely... http:// bit.ly/2f8R2i5?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/i8SavdfY3G,5
#UPDATE Video coming of damage following 7.1 earthquake in Mexico City http:// bit.ly/2xkp90m pic.twitter.com/G1L0qMUNF7,5
#UPDATE U.S. Geological Survey says Mexico City earthquake was magnitude 7.1. http:// bit.ly/2xkp90m?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/yxeWN9Bqo7,5
"#BREAKING Major earthquake shakes Mexico City, reported 6.8 on scale http:// bit.ly/2xkp90m?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/OFSYzFTlab",5
Navy removes workers who called babies 'mini satans' http:// bit.ly/2yoTB82?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/p82FlMsWug,5
". @InsideFPL slams entitled #CoralGables over frivolous"" lawsuits to return power http:// bit.ly/2ybyBAC?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/3ezurmii6E""",5
Only one #Florida city made the Best Cities to Live in the US list because everyone hates #Florida http:// bit.ly/2wEknac?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BWOWFY4rjp,5
Florida women team up to wash laundry of linemen working to restore power http:// bit.ly/2f8hecI?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/wnZmmOw1Ba,5
"#BREAKING Tolls to return to Fla. highways, roads, bridges Thursday, except one Miami-Dade portion of Turnpike http:// bit.ly/2xumcL2?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/qZlLQZYVWD",5
Class-action lawsuit filed against FPL after Irma leaves millions without power http:// bit.ly/2wDzbGh?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/hTEJtdNAGm,5
State inmate jumps out of bus taking Irma evacuees back to prison http:// bit.ly/2xb2nsr?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/9B2wLWDO1t,5
"The world may end on Saturday, at least according to the conspiracy theorists http:// bit.ly/2xc4Dx1?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/UwYwX6ZBn2",5
"#BREAKING Pembroke Pines teacher accused of sending porn, sexual text messages to student http:// bit.ly/2hcJADb?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/mlFHXBkB2g",5
#BREAKING Precautionary boil water notice issued for portion of #Hialeah http:// bit.ly/2ffxjAM?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/XH8oSwKZ2n,5
"Hurricane #Maria becomes Category 3 storm, expected to strengthen http:// bit.ly/2xsUA8Y?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/jiYb5TPr8O",5
The South Florida restaurant with the most #DirtyDining violations EVER has been shut down again! http:// bit.ly/2xcXGMu?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/3MWDRpRwFm,5
Keys couple found living in crushed mobile home after Hurricane #Irma http:// bit.ly/2ftOv2q?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/zCD9fMCjcW,5
#HurricaneIrma aftermath in #FloridaKeys : Explore 360-degree image shot at a canal in #BigPineKey http:// bit.ly/2w2YUs2?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/zMj8BSSSfQ,5
PHOTOS: Here is the #HurricaneIrma damage #FloridaKeys residents found in Summerland Key http:// bit.ly/2x9D7jT?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/yuGIS863RZ,5
Here is what two new studies reveal about your bad eating habits http:// bit.ly/2xJF4qw?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/dHzWz13s9B,5
#HurricaneIrma recovery: Here is where free hot lunches will be served in S. Fla. today http:// bit.ly/2yjeXno?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/NSyeg3tMcs,5
Here is the latest report from the National Park Service on Hurricane Irma damage http:// bit.ly/2wxSHUy?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/4lTUSmSuws,5
Attention animal lovers! Today's Adopt a Pet includes Florida Keys' natives in need of a home after Hurricane Irma http:// bit.ly/2w0OmJT?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BXPQ9zPkD6,5
Here is how Sister Margaret Ann became a celebrity http:// bit.ly/2h84VkS?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/wUHQjDQ4hV,5
Hurricane Irma damages Catholic church in Big Pine Key http:// bit.ly/2x4isQP?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/HDaJ4nHlQ4,5
"A volunteer sign language interpreter did his best in Manatee County, but it was not enough http:// bit.ly/2h9eFYt?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/CHPAmFsNPf",5
Back to School after Irma: Monroe County Schools employees to report back Wednesday and Thursday http:// bit.ly/2x4iTun?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/JYCN5UIU8O,5
Authorities are investigating a shooting in Miami Beach that left at least one person injured. http:// bit.ly/2wwgF2A?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/VR6UCCJmHL,5
Hurricane Irma's aftermath: Here are some photos from Marathon http:// bit.ly/2x9lUsp?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/Pj7zuxhJpN,5
Hurricane Irma's aftermath: Here are some photos from Big Pine Key http:// bit.ly/2whPtsQ?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/pBNRD5Hr9v,5
Half the cars damaged by Hurricanes #Harvey #Irma could end up for sale http:// bit.ly/2x3HmzX?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/DMmAaUsJms,5
Vatican diplomat recalled amid child porn probe in U.S. http:// bit.ly/2fbZYa1?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/B6tfMPH29H,5
Character actor Harry Dean Stanton dies at age 91 http:// bit.ly/2h7Va2j?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/nPqnXJebGk,5
Here is why this couple is considering naming their daughter after #HurricaneIrma http:// bit.ly/2xGbW3e?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/LGxL5hJbJJ,5
. @ShakeALegMiami needs help to recover from #HurricaneIrma destruction http:// bit.ly/2whnJVl?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BrJmzDNuJA,5
#Irma forces the permanent closing of a Miami Beach landmark after 72 years http:// bit.ly/2x2xlmF?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/vowzKHFjpi,5
"PHOTOS Ron Magill of @ZooMiami shared pics of park after #Imra , don't worry, they'll be back soon in about 2 months http:// bit.ly/2vZhaCN?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/25FWMkhNnY",5
Police looking for couple who stole dog from owner's arms http:// bit.ly/2f0RU8f?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/F5ZliyI9Hn,5
Davie man arrested for attempting to steal generator during Irma http:// bit.ly/2x4HmgB?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/dapcnCJ9Ak,5
Woman looking for owner of 'Eeyore' found along #Irma evacuation route http:// bit.ly/2x2ooJZ?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/MPB1qrJU6H,5
"Heat, Carnival, Arisons donating $10 million to Irma relief http:// bit.ly/2x4bmZS?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/mEQOqvSy22",5
"A Miami-Dade police officer told the Florida Weekly that he has seen endangered deer everywhere"" in Big Pine Key http:// bit.ly/2x6awOa?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/IJ7ZI9eMxb""",5
"For some orange growers, Hurricane Irma did more than destroy crops. It wiped out best growing season in 10 years http:// bit.ly/2x4GOsM?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/4rxCDwps7c",5
This is the list of the 11 public schools that will begin distributing food at 11 a.m. tomorrow http:// bit.ly/2eZgJRQ?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/06si3KRCg6,5
Bottled water distribution will begin again tomorrow at 8 a.m. at six locations http:// bit.ly/2x3uMOB?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/80hjhHzfLo,5
Here is what Investigative Reporter Bob Norman found on the nursing home where eight died after Hurricane Irma http:// bit.ly/2x3sij6?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/heg7IDLBi0,5
Cleanup crew finds body under seaweed in Coconut Grove http:// bit.ly/2f8TLf2?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/V2BqwhpfBS,5
#Irma cleanup crew finds body under seaweed in Coconut Grove http:// bit.ly/2f8TLf2?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/BWzVnvZUCv,5
Drunk man arrested for attempting to steal Tamarac fire truck http:// bit.ly/2x4Vx6N?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/DggGOI848G,5
#BREAKING Boil water alert lifted for Broward County http:// bit.ly/2xBTQzx?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/NkzZ9DMstX,5
Florida orange juice growers are devastated by #Irma http:// bit.ly/2x4GOsM?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/cQNywjoa1X,5
How to help those in need in South Florida following Hurricane Irma http:// bit.ly/2jrqHAB?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/26VOAwnhBD,5
Boat captain stranded during Irma rescued by @CarnivalCruise ship http:// bit.ly/2h386dw?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/nK5G8K00fZ,5
Trump: 'No deal was made' on DACA http:// bit.ly/2vW70mv?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/ZpRjP9QTHV,5
Miami Beach hotels offer $99 rates for residents displaced by #Irma http:// bit.ly/2h3Cjcj?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/8mWNwLJGts,5
Owner of nursing home where 8 died has history of fraud allegations https://www. local10.com/weather/hurric ane-irma/owner-of-nursing-home-where-8-died-has-history-of-fraud-allegations … (via @WPLGLocal10 ),5
