Topic,Tweets,Date,Number,Permalink
,Get some rest Central Florida  Your first responders are on duty around the  . We have a long few days ahead of us.,2017-09-07,3,/FHPOrlando/status/905985801342902272
,"Move over, Florida! Fl law requires you to move over a lane, if safe, for stopped law enforcement or to slow to 20 mph or less on a 2 ln rd.",2017-09-24,3,/PascoSheriff/status/912006297427628035
,# ASPRHospitalPrep  supports health care coalitions like   to prep for disasters like #Harvey   ,2017-09-18,3,/PHEgov/status/909741294318002176
,The deadline to enter the FL #HispanicHeritageMonth  student art and essay contests has been extended to 9/30! More:     .,2017-09-18,3,/pbcsd/status/909875754246246400
,No tolls on #Florida  roadways  tus/905388436957351936   …,2017-09-06,3,/CityofMiami/status/905394875859955713
,"Gas Station Security.   #soldier  provides security, augmenting  Puerto Rico Police during #HurricaneMaria  #ReliefEfforts .",2017-09-29,3,/DeptofDefense/status/913614314111606784
,50 FHP troopers are deployed to assist the Collier County Sherriff’s Office & 20 troopers to assist St. Johns County law enforcement.,2017-09-15,3,/FLGovScott/status/908781467899011072
,Cheer on the U.S. #InvictusGames  team. #Woundedwarriors  from 17 nations are participating in 12 sporting events.    ,2017-09-23,3,/DeptofDefense/status/911772175723622400
,"An American flag is unfurled over the west side of the #Pentagon . During the #September11  attacks, 184 people were killed at the #Pentagon .",2017-09-11,3,/USArmy/status/907378361919569926
,Update on #LaTunaFire  by   is over 5K acres burned. No loss of life or injuries speaks volumes for the great work by all 1st responders,2017-09-02,3,/LAPDHQ/status/904151529363431424
,The United States stands with the people of #Mexico  in the aftermath of recent earthquakes.   ,2017-09-21,3,/StateDept/status/910883688115732480
,"Qutaibah, Nour & Sajjad walked 17 hrs 2 escape #TalAfar  #Iraq  fighting. How   partners support youth in crisis    ",2017-09-17,3,/theOFDA/status/909438079701848064
,Kid's shirt says it all. #EPIC  These are the hottest first responders of all. #HotCops  #LESM      ,2017-09-15,3,/WCSOFL/status/908699962543935489
,"Hi, monetary donations allow organizations more flexibility to give what is needed.   has many trusted orgs to donate to.",2017-09-25,3,/fema/status/912426815523835904
,From floods to fires to flu: Find out how HPP is protecting health in communities across the country.      #Harvey,2017-09-04,3,/PHEgov/status/904781119836454912
,Learn more about how the ASPECT plane has been used to inform first responders and protect communities in Texas:  youtube.com/watch?v=f60r9s AozXs&feature=youtu.be   …,2017-09-06,3,/EPA/status/905464360516018177
,"Secretary Tillerson: Today we remember the victims of the terrorist attack of #September11 , 2001.    ",2017-09-11,3,/StateDept/status/907350146693910534
,.  &   is helping families fleeing #BokoHaram ’s violence in #LakeChadBasin  #UNGA72  #USAatUNGA  aping-boko-haram-attacks-in-nigeria-f593a44ca546   …,2017-09-21,3,/theOFDA/status/910924486446338048
,"With our allies & partners, US will continue to lead the way in confronting terrorism across the globe.      #GCTF  #UNGA",2017-09-22,3,/StateDept/status/911296001541099527
,"# UPDATE :   Chief Dennis Jones announces fire, law enforcement call response suspended >>     . #StaySafe",2017-09-10,3,/HillsboroughFL/status/907074536348246016
,Tomorrow Thursday Sep21 tolls are reinstated.  status/910605425543917568   …,2017-09-20,3,/FHPOrlando/status/910605955204775936
,"To law enforcement,firefighters &   we can never thank you enough for what you are doing & what you do for us EVERYDAY. 2/2 #Sayfie",2017-09-12,3,/marcorubio/status/907584155252391942
,"As we start to rebuild our own community, let's all take a moment to remember those we lost 16 years ago today. #neverforget",2017-09-11,3,/HillsboroughSch/status/907340510163062795
,"In #SouthSudan , attacks on aid workers + looting are  . What  ,  , & NGO partners are facing:    ",2017-09-27,3,/theOFDA/status/913093582734729219
,We’re testing samples to identify & categorize materials drawn from recovered containers displaced by #Harvey  in Aransas Pass TX on 9/10/17.,2017-09-11,3,/EPA/status/907272667367186432
,"Hi Brooke. Yes, you can go ahead and register before returning home:   disasterassistance.gov /  ",2017-09-14,3,/fema/status/908420825988177920
,Alarming: > 1 million people from #Mosul  #Iraq  have been displaced by ISIS and the military operation to liberate the city. #Sammies2017,2017-09-26,3,/theOFDA/status/912830435885010944
,"Low-Cost, Low-Altitude (LCLA) airdrops are a great way to quickly get necessary supplies to #troops  in areas where they need them most.",2017-09-21,3,/NationalGuard/status/910890265069674497
,RT  : Make plans around younger and older family members during disasters. They often have particular needs in emergencies.,2017-09-21,3,/FLDEO/status/910902948477140992
,"In #Yemen ,   worked w/   &   to mobilize 40k volunteers for countrywide #cholera  prevention campaign    ",2017-09-15,3,/theOFDA/status/908733707065921542
,Secretary Tillerson: I extend my thoughts & prayers to the people of #Mexico . We stand with you in the aftermath of two massive earthquakes.,2017-09-20,3,/StateDept/status/910663674964041729
,.  to #UNGA  on #Terrorism : All responsible nations must work together to confront terrorists.,2017-09-19,3,/StateDept/status/910158579281178624
,".  at #UNGA : We must work together and confront together those who threaten us with chaos, turmoil, and terror.   ",2017-09-19,3,/StateDept/status/910243119484022785
,"MT  : 9/23: #AfterMaria    prepares supplies for survivors in St. Croix, #USVI . #USVIStrong",2017-09-23,3,/USNationalGuard/status/911726080624660482
,Support #HurricaneHarvey  victims this Tuesday with a blood drive from 4PM to 9PM at South Pointe Tavern!,2017-09-03,3,/MiamiBeachNews/status/904465151851728896
,"People, that's what we're built for. This is why we're here. We're built for hurricanes. -    ",2017-09-11,3,/USNationalGuard/status/907321677083705345
,This “Skam” has been stopped. Great work by   for arresting a person caught in the act of making graffiti in #Queens,2017-09-08,3,/NYPDnews/status/906128816854228993
,This #TacoTuesday  8pm-Midnight join   at Tacos Gavilan in  . 100% of proceeds donated to victims of #MexicoEarthquake,2017-09-24,3,/LAPDHQ/status/911979928677105664
,". 's   members are serving in special needs shelters, supporting crisis hotlines, and providing cleanup activities",2017-09-15,3,/FLGovScott/status/908882130670780416
,Thank you to our partners at the   &     #NYPDconnecting  #NYPDprotecting  fficers-create-special-coins-raise-money-victims-domestic-violence/   …,2017-09-26,3,/NYPDnews/status/912659341479694336
,"Working through the night. Security officers Lee and Santos are coordinating shelter ops w/our partners. Housing 28,000 evacuees right now.",2017-09-11,3,/HillsboroughSch/status/907151784417878016
,Our thoughts and prayers are with the Ossman family right now. The Florida Highway Patrol sends heartfelt condolences to  .,2017-09-10,3,/FLHSMV/status/906937868337152000
,".  is proud to join   to honor victims & families by ringing in   bell, opening #911Day  of Service & Remembrance  7234471237230592   …",2017-09-11,3,/AmeriCorps/status/907236975689773056
,Secretary Tillerson spoke with   last night to offer his condolences for lives lost & damage caused by #MexicoEarthquake  & #Katia,2017-09-12,3,/StateDept/status/907576000053223424
,# USCG  is ready to respond to the aftermath of #HurricaneMaria . Assets and personnel are on scene or en route.    ,2017-09-20,3,/USCGSoutheast/status/910653464803512321
,Learn how the #humanitarian  community responds to & coordinates after disasters with this free   course    ,2017-09-12,3,/theOFDA/status/907693190525980672
,Temporarily displaced due to #HurricaneHarvey ? Find a nearby center specialized in treating your blood disorder.   ,2017-09-03,3,/CDCgov/status/904403628726730752
,"Read about how the AAV, a 27-foot armored vehicle, helps Marines fight for and assist victims of #HurricaneHarvey .    ",2017-09-18,3,/USMarineCorps/status/909877274283003904
,Small businesses are the backbone of FL’s economy & families are depending on these businesses recovering as quickly as possible.,2017-09-14,3,/FLGovScott/status/908407730058272769
,Horrible news.  Our thoughts and prayers are with you and Deputy Feverston's loved ones.  /status/913401150891839489   …,2017-09-29,3,/PascoSheriff/status/913762920877772800
,".  Soldier secures a pallet of MREs; 12,000 will be distributed to Soldiers, first responders and civilians:    ",2017-09-09,3,/USNationalGuard/status/906502763433136130
,"Our partner   is tackling #malaria  in NE #Nigeria , diagnosing & treating > 3K suspected & confirmed cases among displaced families.",2017-09-03,3,/theOFDA/status/904413739390308352
,Special thanks to Family Church for recruiting and hosting our newest reading volunteers,2017-09-05,3,/pbcsd/status/905203306485645313
,1990: Energy Department announces plans to increase oil production in response to Persian Gulf crisis. #Energy40,2017-09-18,3,/ENERGY/status/909867140794146816
,"“When a business recovers faster, the communities as a whole recover faster,"" said DEO Director  .   ",2017-09-08,3,/FLDEO/status/906292596221386752
,"During natural disasters, fast access to resources is critical. Find service member #mentalhealth  resources here:    ",2017-09-05,3,/DeptofDefense/status/905158597234933760
,"Yes,   are still providing backup for  . We will continue to do so for as long as it is needed for the office to recover",2017-09-23,3,/NWSMiami/status/911522740905107456
,Reminder: Join us tonight at Tacos Gavilan in  . All proceeds donated to #MexicoEarthquake  victims. Hope to see you all there   911979928677105664   …,2017-09-26,3,/LAPDHQ/status/912846021071273984
,".  at #UNGA : #Iran  must stop supporting terrorists, begin serving its own people and respect the sovereign rights of its neighbors.",2017-09-19,3,/StateDept/status/910156896161665025
,The Global Counterterrorism Forum (#GCTF ) cont. to provide a multilateral platform to enhance global CT cooperation.   ,2017-09-20,3,/StateDept/status/910564097225379842
,"Many of our Student Nutrition pros are sheltering w/ evacuees. With breakfast, lunch & dinner, they’ll serve 34,000 meals a day! Thank you!",2017-09-11,3,/HillsboroughSch/status/907169369599483904
,"Today we pause as a nation not so much to remember tragedy, as to celebrate heroism and patriotism.",2017-09-11,3,/VP/status/907272239862747136
,# USArmy  #Soldiers  and South Pacific partners plan how to respond to natural disasters.    ,2017-09-19,3,/USArmy/status/910171910750838784
,"Thoughts & prayers are w/ our brothers & sisters   & family of Deputy Feverston. Rest in Peace sir, we've got it from here.   /status/913401150891839489   …",2017-09-28,3,/SarasotaPD/status/913486149569609729
,Do you have family in law enforcement? Check out our Family Support Network!    ,2017-09-17,3,/PascoSheriff/status/909462122555375616
,Do you have family in law enforcement? Check out our Family Support Network!    ,2017-09-03,3,/PascoSheriff/status/904418868277501952
,That is just the threshold when we have to stop dispatching our first responders,2017-09-07,3,/MiamiBeachFire/status/905987546148204544
,"First responders: Learn what you can do before, during & after a deployment to become more resilient.      #NatlPrep",2017-09-05,3,/PHEgov/status/905143503839256576
,@ SteveG717  we are so lucky to have several of your #FHP  Troopers helping us daily.  Very professional troops!,2017-09-15,3,/MarcoIslandPD/status/908854179946430464
,"Across PBC, students are hands on, helping rebuild and #MakeItSafePBC",2017-09-15,3,/pbcsd/status/908690447022870529
,"If leaves are already bagged, you can leave them bagged. Thanks for following the guide to expedite cleanup!",2017-09-13,3,/CityofTampa/status/908028286026035205
,"US is deeply saddened by the passing of #NancyDupree , who was a pillar of the American community in #Afghanistan .   ",2017-09-12,3,/StateDept/status/907629644207325185
,# Pakistan  is prone to natural disasters like         & more.   works w/ communities to prep b4 they hit      #DRR,2017-09-08,3,/theOFDA/status/906257265254166529
,Please watch your surroundings while out. There's a stop sign down at Foxboro Dr./ Northampton Dr. New Port Richey FL. #pascostorm,2017-09-11,3,/PascoSheriff/status/907344812885585920
,You’re welcome Spider-Man & Wolverine!Great work by   detectives for making an arrest & recovering rare comic books.,2017-09-20,3,/NYPDnews/status/910477467835617280
,Our friends at   serving up fresh coffee and a delicious lunch to keep our teachers and volunteers energized ,2017-09-15,3,/HillsboroughSch/status/908752378534535168
,"Showers and thunderstorms continue in TX, NM, and central Rockies., while heavy rain threats shift to Florida.  913526681490657280   …",2017-09-28,3,/NWS/status/913534293531615233
,.      ensuring #LAPD  personnel are available to assist our brave firefighters battling the #LaTunaFire  /904077824507576320   …,2017-09-02,3,/LAPDHQ/status/904089092232699904
,"More than 9,000 soldiers & airmen are on the ground- a combined force of   & partner National Guard states & active duty components.",2017-09-12,3,/FLGovScott/status/907810317316521984
,"US Marines & Georgian soldiers in Germany, soon deploying to Afghanistan, train to defeat enemies through offensive/defensive operations.",2017-09-04,3,/USMarineCorps/status/904718216848650242
,Showers and thunderstorms continue across southern plains and southern/central Rockies into tomorrow. Heavy rain across parts of FL,2017-09-28,3,/NWSWPC/status/913526681490657280
,.  is working with      to distribute #cholera  vaccines in #SouthSudan  to prevent spread of the deadly disease.,2017-09-06,3,/theOFDA/status/905446105919483904
,Great police work by   officers for making an arrest & recovering this stolen dirt bike. #Bronx  #NYPDprotecting,2017-09-06,3,/NYPDnews/status/905400564573495296
,Ready? Aim. Fire!   #soldiers  fire a #howitzer  during #CombinedResolveIX  in #Germany . The exercise promotes stability in #Europe .,2017-09-13,3,/DeptofDefense/status/907816105451892741
,Accountability for   members and dependents is currently at 50% in #PuertoRico  & #USVirginIslands  with no reported injuries at this time,2017-09-21,3,/USCGSoutheast/status/910896735291133952
,Could you walk 17 hours if your life depended on it? These boys from #TelAfar  #Iraq  did. Now   partner   is helping them recover,2017-09-13,3,/theOFDA/status/907987352898998272
,.  at #UNGA : We urge #Burma ’s government and military to facilitate humanitarian aid and confront the allegations of #humanrights  abuses.,2017-09-20,3,/StateDept/status/910540579766812672
,"Advertised on social media + papers,did a half hour radio show.No secret we increased DUI enf this wkend. SPD still arrested people for DUI",2017-09-03,3,/SarasotaPD/status/904331645188268032
,"Hi, it could take longer than usual for funds to arrive due to recent  disasters. Helpline wait times may be shorter in the morning/evening.",2017-09-22,3,/fema/status/911269676293984257
,Did you make it out in the rain to see the historic military vehicle convoy today? Here is how it looked downtown!  facebook.com/coedmond/video s/10155821204793777/   …,2017-09-26,3,/CityofEdmond/status/912797076781662210
,Compassionate care in a time of crisis.   staff care for patients in the wake of #Harvey     ,2017-09-02,3,/PHEgov/status/903980844892786688
,What's it like to pie   in the face? 10-year old cancer survivor KK from   knows.And now you do too.,2017-09-29,3,/citybeautiful/status/913920083268845568
,"Caution: Large palm tree down, blocking half of the road in front of 5230 Doe Eyed Court in New Port Richey, FL 34653 #pascostorm",2017-09-12,3,/PascoSheriff/status/907619551172546560
,# HurricaneMaria 's torrential rainfall measured from space.    ,2017-09-21,3,/NASAEarth/status/911013540898598912
,# DYK : Last month our partners provided immunizations for more than 4K displaced children in NE #Nigeria ? Learn more    ,2017-09-02,3,/theOFDA/status/904062659586379779
,"Tea Table NOAA Weather Radio, on frequency 162.450 MHz, is off-air due to phone line issue. Reach out to people in warning areas if able.",2017-09-10,3,/NWSKeyWest/status/906808352134582273
,Marines stand ready to respond to natural disasters.      #HurricanIrma,2017-09-10,3,/USMarineCorps/status/906912456592822277
,An 18-year-old male was immediately taken into custody after the stabbing of 2 teens earlier today in Bronx school. The knife was recovered,2017-09-27,3,/NYPDnews/status/913100440623108096
,. 's Harley Rescelo has helped Louisiana families clean up after floods & upstate NY families construct low-income homes.,2017-09-13,3,/AmeriCorps/status/908062023359057922
,"Geovani Castro, H/M, DOB: 11/15/2001, succumbed to his injuries.  This is now a homicide.  f/status/912416465248296961   …",2017-09-25,3,/PBCountySheriff/status/912464988895416320
,"If you are at a lost, here's where you can get a start:   floridadisaster.org/getaplan/   .",2017-09-05,3,/PascoSheriff/status/905143860799696896
,Did you know that flooding can cause harmful mold to grow? Stop the mold! Visit:   cdc.gov/disasters/mold /index.html   …,2017-09-28,3,/EPA/status/913468349794877440
,"Parking enforcement cannot be everywhere in ALX 24/7. If you see a violation you would like addressed, happy to respond, call 703.746.4444.",2017-09-10,3,/AlexandriaVAPD/status/906937169020944386
,Locked door? It's no problem for     #Marines  and     #combat  #engineers . #soldiers,2017-09-08,3,/DeptofDefense/status/906094867247284224
,We will #NeverForget  the first responders from the   &   that we lost on 9/11,2017-09-11,3,/NYPDnews/status/907219834928279552
,Feel the boom!   field artillery #soldiers  conduct a direct fire exercise with #M109A6  Paladin #howitzers    #Germany .,2017-09-17,3,/DeptofDefense/status/909386469776670721
," ,  ,  , and #Chinese  #soldiers  build partnerships and survival skills during #ExKowari  #Australia .",2017-09-09,3,/DeptofDefense/status/906499904696147969
,"Hey everyone here for shooting guns at hurricanes...how about you RT this, too, and get some volunteers for our shelters?",2017-09-10,3,/PascoSheriff/status/906736698117251072
,"100,000-120,000 people are included in these new mandatory evacuations.Please heed these warnings!",2017-09-08,3,/PascoSheriff/status/906169231200452609
,# USArmy  #Soldiers  are encouraged to wear their new #Army  Physical Fitness Uniform as IPFU wear-out deadline nears.    ,2017-09-18,3,/USArmy/status/909824873815519232
,There is an incorrect Facebook post that a church on #marcoisland  flooded  & 900 victims were found.  Please verify all needs prior 2 giving,2017-09-19,3,/MarcoIslandPD/status/910218153933905920
,1035 AM: Scattered showers and isolated thunderstorms occurring this morning across Gulf of Mexico Waters and Florida Bay.,2017-09-13,3,/NWSKeyWest/status/907976900504584192
,We will never forget the heroes and victims of #September11th .,2017-09-11,3,/marcorubio/status/907351796540096512
,We can't stress enough to lock your cars. We cannot continue to put weapons in the hands of these criminals.    pects-identified-one-arrested-in-double-digit-vehicle-burglaries/   …,2017-09-07,3,/WCSOFL/status/905891552693768198
,This is helpful and timely advise from our partners at       #prwx  tatus/913086340782333952   …,2017-09-27,3,/NWS/status/913091776579346434
,Rainbow appears over the Southwide Baptist church shelter this morning. #IrmaHurricane2017  evacuees say its a sign of hope. ,2017-09-10,3,/WCSOFL/status/906856050489479168
,"Currently, 1160 FLNG soldiers are activated, and we're still on track to have 7,000 soldiers activated by tomorrow.  #FLNGAlwaysThere",2017-09-07,3,/FLGuard/status/905808386759036928
,"As shades of purple color the sky,   #soldiers  deploy the Joint Assault Bridge System during #CombinedResolveIX  in #Germany .",2017-09-16,3,/DeptofDefense/status/909144872531107840
,New! EMS Infectious Disease Playbook helps EMS responders safely & effectively fight infectious diseases.      #NatlPrep,2017-09-06,3,/PHEgov/status/905385823226519552
,"In this week's address,   made clear: ""We have an...opportunity to reform our tax code & pave the way to unprecedented prosperity.""  tus/911245714134417409   …",2017-09-23,3,/VP/status/911574196467138560
,We are collecting gently used children's books to donate to our community's children. Books can be dropped off at an #MDPD  station near you,2017-09-21,3,/MiamiDadePD/status/910949353346527233
,Both survivors being treated by #USSWasp ’s medical department. Both in good condition. Mostly dehydrated. (3/3),2017-09-28,3,/USNavy/status/913563149143506944
,.  #soldiers  from   sling-load #M777s  onto #Chinook    during a live-fire two gun raid exercise in #NewMexico .,2017-09-26,3,/DeptofDefense/status/912647964727828480
,"To all our new followers, welcome & stick around! We post daily about events, crime prevention, and some of our day-to-day operations.",2017-09-12,3,/PascoSheriff/status/907635340407648256
,".  has deployed over 500 law enforcement vessels, including trucks, coastal & river patrol boats, ATVs & shallow draft boats.",2017-09-15,3,/FLGovScott/status/908774925330190336
,"Additional bridges on U.S. 27, U.S. 41, S.R. 47 and possibly U.S. 121 may be impacted.   ",2017-09-13,3,/FLHSMV/status/907995502205194240
,It’s important to document any damaged property/ belongings. Find a free app to assist w/ photo documentation here:    ,2017-09-14,3,/FLGovScott/status/908470670027304960
,"Domestic Violence is not acceptable and will not be tolerated. On 9/11/17, Robert Harvey(65) was arrested for Battery on a person 65+.",2017-09-13,3,/PascoSheriff/status/908033315139137539
,Learn how   &   are taking action to combat the nation's opioid crisis:    ,2017-09-28,3,/AmeriCorps/status/913389087570186240
,Joining forces! #Marines  join Swedish #soldiers  for #ExerciseAurora . It’s the largest Swedish-led exercise in more than 20 years.,2017-09-25,3,/DeptofDefense/status/912164766872887297
,"Meanwhile, in Rocket Valley, #SouthKorea .   #soldiers  conduct a live fire exercise using #M270  multiple launch rocket systems.",2017-09-23,3,/DeptofDefense/status/911560785851068419
,Exercise Crocodilo exposes Marines to various terrain to improve readiness in the fight against natural disasters.,2017-09-21,3,/USMarineCorps/status/910939220289687553
,"As   said, ""Inaction is not an option & I sincerely hope that Sens. Graham & Cassidy have found a way to address the Obamacare crisis.""",2017-09-13,3,/VP/status/908025309630550017
,# NationalGuard  asset supports critical communications during recent natural disasters:    ,2017-09-23,3,/USNationalGuard/status/911598669136367621
,# USSWasp  operating off coast of Dominica. MH-60S Sea Hawk successfully recovered both civilian survivors. (2/2),2017-09-28,3,/USNavy/status/913530102855737344
,"270lbs of Fentanyl, Heroin & Cocaine with Street Value of Over $30mil Seized by NYPD,   &     igations-lead-law-enforcement-recover-270-pounds-fentanyl-heroin-cocaine-street-value-30-million/   …",2017-09-19,3,/NYPDnews/status/910111432808833026
,"APD is conducting active homicide, as well as felonious assault investigations w/ multiple victims. You asked a question abt animal abuse.",2017-09-15,3,/AlexandriaVAPD/status/908668602341052417
,.  Coordinator Sales to discuss the Global Counterterrorism Forum Ministerial (#GCTF ) at 1:45PM ET. Watch    ,2017-09-21,3,/StateDept/status/910918313299075073
,NEW PHOTO:  #USSWasp  rescues two civilians from downed civilian aircraft in Caribbean.,2017-09-28,3,/USNavy/status/913598888711540736
,Ensuring traffic stays smooth at I-10 ramps & evacuees get to their destination safely. #IrmaHurricane2017        #LESM,2017-09-08,3,/WCSOFL/status/906243328634707969
,RT  :   & 12CAB building readiness in Exercise Aurora & training alongside Swedish military.,2017-09-22,3,/USNationalGuard/status/911236256104943616
,".  inspectors going door-to-door checking on living conditions at ALFs, nursing homes and hospitals. #MiamiAfterIrma",2017-09-13,3,/CityofMiami/status/908049917632970753
,"As   stated: ""We will never forget. The events of Sept. 11 did not defeat us. They did not rattle us. They instead have rallied us.""  tus/907288383445225473   …",2017-09-11,3,/VP/status/907292519674789889
,Are you between the ages of 14-21 & interested in a career in law enforcement? Take a look   program!    ,2017-09-17,3,/PascoSheriff/status/909492366347825152
,# LAPD : Great arrest made by   Division! It's #OneLessGun  off the streets and away from criminals.  #Hollywood,2017-09-06,3,/LAPDHQ/status/905542336012103680
,Marines conduct a raid for Exercise Crocodilo in Southeast Asia to improve military-to-military relations & interoperability.,2017-09-21,3,/USMarineCorps/status/910937972639518720
,"# marcoisland  currently experiencing roadflooding: Bald Eagle  San Marco & Barfield, Bald Eagle & Collier, Collier NB  RT",2017-09-29,3,/MarcoIslandPD/status/913864732133789696
,"9/29/2009: #Tsunami  killed 192, brought destruction to Samoa, American Samoa & Tonga. Knowledge saved lives!    ",2017-09-29,3,/NWS/status/913795536745938945
,"Law enforcement,   train for ferry emergencies on the Straits of Mackinac:   ",2017-09-26,3,/USNationalGuard/status/912690054056878081
,"On the 75th anniv. of the U.S. military at Guadalcanal, we honor the heroics of Douglas Munro during WWII   canal-75/   …",2017-09-27,3,/USCG/status/913133323303735297
,Have necessary papers in a single waterproof container: SS cards personal ids passports birth & marriage certificates military records etc.,2017-09-05,3,/PascoSheriff/status/905181374528802816
,# Natgas  processing capacity in the #Appalachian  region has grown dramatically over the past several years.    ,2017-09-04,3,/EIAgov/status/904789917179543552
,Talking thunderstorm basics and structure now in our spotter class!,2017-09-28,3,/NWSTallahassee/status/913550338979897345
,Declines in #stroke  death rates stalled in 3 of every 4 states. Is yours one of them? Find out in new #VitalSigns .   ,2017-09-08,3,/CDCgov/status/906210517693341696
,# Stroke  is a leading cause of death & disability in US. #VitalSigns  shares data & proven prevention/care strategies.   ,2017-09-07,3,/CDCgov/status/905823359195242496
,"14 illnesses, 5 hosp, 1 death linked to Maradol papayas imported from Mexico by Bravo Produce Inc.    ",2017-09-11,3,/CDCgov/status/907348048178585600
,Domestic Violence is not acceptable and will not be tolerated. On 09/26 Michael Masters was arrested for Domestic Battery by Strangulation.,2017-09-26,3,/PascoSheriff/status/912776428374122496
,"Yesterday Dep. Bingham & K9 Benco located an aggravated battery with a deadly weapon suspect, who was taken into custody.",2017-09-17,3,/PascoSheriff/status/909454526423367680
,U.S. and coalition forces continued to attack ISIS; conducting 31 strikes consisting of 41 engagements. Click here:   ,2017-09-03,3,/USArmy/status/904381084426743808
,Stealth mode! This is how our K9s do their sneak attacks!,2017-09-22,3,/PascoSheriff/status/911304685440651264
,On 9/18 John Walling IV was arrested by our Fugitive Warrants Unit for an active warrant for Aggravated Stalking.,2017-09-18,3,/PascoSheriff/status/909833717501366273
,Domestic Violence is not acceptable and will not be tolerated. On 09/5/17 Christopher Bodiford (32) was arrested for Battery on a Person 65+,2017-09-06,3,/PascoSheriff/status/905475669475426304
,"# LAPD  Joint partnership of  ,  ,  ,  , #INAMI , arrested Van Nuys homicide susp Marco Garcia in Mexico",2017-09-16,3,/LAPDHQ/status/909114550347169792
,# DTLA  #LaborDay  March has concluded with no issues or arrests.       ,2017-09-04,3,/LAPDHQ/status/904801093699346432
,"On 09/20/17, Altonard Lashawn Dixon (37) was arrested for Battery on LEO & Resisting Officer with Violence.",2017-09-21,3,/PascoSheriff/status/910903754240688128
,We keep our word. Another arrest made in more than a dozen car burglaries. More to come.         ,2017-09-08,3,/WCSOFL/status/906262880382844928
,".    Sanders comments on the attacks in Paris and Burgundy, #France .",2017-09-15,3,/StateDept/status/908745031921541120
,. : The United States is deeply saddened by the deaths of Arouba and Hala Barakat.      #Syria,2017-09-22,3,/StateDept/status/911331261205159936
,Statement regarding the arrest of #Cambodia  Opposition Leader Kem Sokha:   ,2017-09-05,3,/StateDept/status/905032201275887617
,US & #Peru  held a workshop in Lima on countering Hizballah’s terrorist and criminal activities around the world.   ,2017-09-22,3,/StateDept/status/911260531029397504
,Assistant to   Tom Bossert participates in the Global Counterterrorism Forum (#GCTF ) Ministerial on the margins of #UNGA . #USAatUNGA,2017-09-20,3,/StateDept/status/910506548996087808
,.  address the challenge of #terrorism  in his remarks at #UNGA  us/910158579281178624   …,2017-09-19,3,/StateDept/status/910205892414537728
,The US is dismayed by the violence and death of more than 30 #Burundi  nationals and a Congolese soldier in the #DRC .   ,2017-09-20,3,/StateDept/status/910541419516973058
,"No, we have no reports of a tornado touching down in Pembroke Pines (thankfully).",2017-09-10,3,/PPinesPD/status/906960103512961024
,"No, we have no reports of a tornado touching down in Pembroke Pines.",2017-09-10,3,/PPinesPD/status/906963524915810305
,Officer Feldman and Officer Curbelo say hello to the tiniest attendee we've ever had at our 'Coffee With A Cop' events.,2017-09-05,3,/PPinesPD/status/905109623530774530
,Un Aviso de Tornado es emitido cuando hay indicativos de la formación de un tornado y se espera el impacto inmediato del área bajo aviso.,2017-09-09,3,/NWSMiami/status/906701228725370880
,ALWAYS look before you lock to ensure no child is left behind in a car. A car can reach deadly temperatures in minutes #HeatstrokeKills,2017-09-23,3,/MiamiDadePD/status/911643899009077249
,"Durante un tornado, busquen refugio en una habitación interior segura, pequeña y sin ventanas.",2017-09-10,3,/FLGovScott/status/906749991745736704
,Los tornados pueden desarrollarse en un instante. Esté listo para refugiarse inmediatamente lejos de ventanas.,2017-09-11,3,/FLGovScott/status/907137316304629760
,Idea that in one of most closely controlled nations in world 21 Americans injured in attacks & Castro regime knows nothing is laughable,2017-09-28,3,/marcorubio/status/913517577644716033
,We share your frustration on this & have reported frequent violators to code enforcement. (2/2),2017-09-22,3,/CityofTampa/status/911393902304940033
,"As stated previously, AFD Fire Marshals are conducting investigation. APD PIO has not been informed of arrests in that investigation.",2017-09-24,3,/AlexandriaVAPD/status/911956984194203648
,"As stated in the tweet, there are no serious injuries.",2017-09-11,3,/AlexandriaVAPD/status/907166915642232832
,Beane was rescued on 9/14/17.,2017-09-18,3,/PetsToLove/status/909810713245429760
,How   &   are taking action to combat the nation's opioid epidemic:      #opioids  #opioidcrisis,2017-09-28,3,/AmeriCorps/status/913556439569858561
,Evening Scattered Showers/Thunderstorms,2017-09-23,3,/NWSMiami/status/911698211919794176
,"Is this mosquito spraying? If so,   operates that.",2017-09-29,3,/CityofTampa/status/913753350168031232
,"After a thorough investigation, our Detectives obtained a grand jury indictment for Joevan Joseph, on 1st Degree Murder of #MakevaJenkins .",2017-09-02,3,/PBCountySheriff/status/904018045605216256
,"We arrested Austin Johnson and 2 Juveniles accused of looting a Shell gas station. They helped themselves to beer, cigarettes and cigars.",2017-09-11,3,/PBCountySheriff/status/907396373250748422
,"We've tallied about 12 deaths. On an 8,500-acre refuge covered in mangrove marsh & piney wetlands, it’s impossible so far to fully count.",2017-09-22,3,/USFWSSoutheast/status/911327078271918080
,"Because of the actions of the 40 passengers &   crew of Flight 93, the attack on the U.S. Capitol was thwarted",2017-09-11,3,/NYPDnews/status/907232342435135490
,Dep. Commissioner of Intel &   speaks to   on recent attack in London & about #NYPDprotecting,2017-09-16,3,/NYPDnews/status/909085794786320386
