Tweet,Date,Link,Relevance,Manual 
"No, with current understanding, no one can, or has ever,  predicted an earthquake. More info here:  https://www. usgs.gov/faqs/can-you-p redict-earthquakes?qt-news_science_products=0#qt-news_science_products Â  â¦",2018-02-20,/USGS/status/966006099752226816,0,
Why wearing a Rolex when you travel can actually make you safer  https://bloom.bg/2ACTLdd Â  pic.twitter.com/LxmxerM2B6,2017-11-11,/business/status/929355004842070017,0,
STOCKS GO NOWHERE: Here's what you need to know   Â  ,2017-09-26,/businessinsider/status/912768998772756481,,
"A Republican candidate for the Maine legislature apologized after attacking two students who survived the Parkland high school massacre, calling one a âskinhead lesbianâ and another a âbald-faced liar.â http://huffp.st/1kWFtDK Â ",2018-03-14,/HuffPost/status/973917182743674883,0,
UK police: Russian ex-spy was attacked with nerve agent:__NEWLINE__ http://bit.ly/2D7aFAA Â  pic.twitter.com/F59cr8p1GH,2018-03-08,/komonews/status/971788890653773824,0,
Europe's bank regulators on expensive hiring spree before Brexit  Â ,2017-09-10,/Reuters/status/906823743372132352,0,
# Russia Putin attends controversial military exercises near #Estonia http: // www. diariolasamericas.com/c4132308,2017-09-18,/DLasAmericas/status/909928953825173504,0,
"Who's deleting Facebook? So far, Elon Musk and Cher. https://usat.ly/2pDqxG7 Â ",2018-03-23,/USATODAY/status/977258756382879744,0,
"127 out of like 1,117,340. Right?",2017-09-27,/citybeautiful/status/913215336291471360,0,
A second frosty night is likely Saturday night in the Upper Midwest and Sunday night in the Northeast:  http://ow.ly/Oyhs30ftCpH Â  pic.twitter.com/2ZQMIN5i3S,2017-09-27,/breakingweather/status/913153867264724994,0,
VIDEO: @realDonaldTrump wants a migration based on merit http://exp.mx/2zol2Tc pic.twitter.com/EmKzMFq1Wm,2017-11-02,/ExpansionMx/status/926007258231853057,0,
Watch the incredibly detailed work that goes into creating prosthetic eyes ,2017-11-01,/businessinsider/status/925688143965069313,,
.@KeirSimmons  is inside North Korea. This is what it's like right now in that country. http://snpy.tv/2yv9LQg Â ,2017-10-20,/NBCNightlyNews/status/921392776293560320,0,
LIVE NOW: @ABC  News Special Report: At least 7 dead following incident in Lower Manhattan.  http://abcn.ws/2zWk1Oy Â  https://www. pscp.tv/w/bMeITTM3Mzg2 fDFQbEtRUW52cFpOS0XrCVWNoBt71NZdA12MYpJll3uOCz_EPxddgQTkPKI6SQ== Â  â¦,2017-10-31,/ABC/status/925465255651635200,0,
The facts were reported this morning http://ow.ly/DjET30gRJOk,2017-11-28,/VoceroPR/status/935579101158617089,0,
The new Apple Watch is here â here's how its cellular connection works pic.twitter.com/8xuWYbKUWt,2017-09-23,/businessinsider/status/911675792140115968,0,
# FamousInside Ricardo Arjona denounces theft of his equipment in the country #CDN pic.twitter.com/7GmXZTEgvZ,2018-03-05,/CDN37/status/970745680435310592,0,
Now: Follow minute by minute of the Fiscal Board meeting from New York__NEWLINE__ https://notiuno.com/ahora-sigue-el -minuto-minuto-de-la-reunion-de-la-junta-fiscal-desde -new-york / ... -,2018-02-01,/NotiUno/status/959085343701168128,0,
"Natalie Portman calls out the #GoldenGlobes  ""all-male"" best director nominees from the stage http://on.mash.to/2AER5dw Â ",2018-01-07,/mashable/status/950212878790995969,0,
"For the second time this term, the Supreme Court will take up the issue of partisan gerrymandering  https://cnn.it/2IdtgOu Â  pic.twitter.com/la2DbxVSMJ",2018-03-28,/CNN/status/978951051087941633,0,
Heavy flooding (literally heavy â 275 trillion pounds of water) from #Harvey  pushed the Earthâs crust down 2 cm  Â ,2017-09-10,/ClimateReality/status/906903102808379392,,
Here's how graffiti artists turned former warring areas in Lebanon into a giant artwork for peace  http://cnn.it/2hP0N6q Â   via @CNNStyle pic.twitter.com/ObgUe9q0KG,2017-11-23,/CNN/status/933907829186023425,0,
"Macri on possible reelection: ""Do not be afraid, power will not change me"" http: // www. diariolasamericas.com/c4135167",2017-10-23,/DLasAmericas/status/922453216800989185,1,
"The Trump administration ended protected status for 250,000 Salvadorans. These immigrants might be next.  http://cnn.it/2CVPqqa Â  pic.twitter.com/oOVyE46Xl9",2018-01-09,/CNN/status/950806928204226561,0,
"Saratov Airlines flight #6W703  has crashed about 5-6 minutes after take off from Domodedovo Airport in Moscow.__NEWLINE____NEWLINE__During the last seconds before it crashed the aircraft was falling with up to 22,000 feet per minute.__NEWLINE____NEWLINE__The aircraft involved was a 7 year old Antonov An-148. pic.twitter.com/0ENfhyI9Ts",2018-02-11,/flightradar24/status/962685977964765184,0,
The surprising glass discovered by accident that repairs itself in 30 seconds when it breaks http://bbc.in/2zodlb5,2017-12-24,/bbcmundo/status/945000879995924480,0,
The heartbreaking reasons why humans havenât eradicated this incurable disease pic.twitter.com/9agPxlW6Ux,2018-01-15,/businessinsider/status/952919309096951809,0,
"A woman is being called a âheroâ after coming to the rescue of a dog that fell into the icy waters of Trout Lake, in Vancouverâs John Hendry Park. pic.twitter.com/Jpzr2Ya2mA",2018-02-27,/FoxNews/status/968404091171831808,0,
# YUM : Warm cookie delivery company @tiffstreats  coming to Nashville:  m-cookie-delivery-company-coming-to-nashville Â  â¦,2017-09-18,/FOXNashville/status/909796718983700481,0,
Hits and misses http://bbc.in/2DCnwve Â ,2017-12-30,/BBCWorld/status/947267263115259904,0,
"So, @ZacEfron  has a truly impressive mustache now  http://on.today.com/2ky7740 Â  pic.twitter.com/VtXNthSgFd",2017-12-21,/TODAYshow/status/943905518174855168,0,
"âItâs not a collusion case, it doesn't mention the campaign or the president. Itâs a straightforward financial crimes case,â @JanCBS  says ",2017-10-30,/CBSNews/status/925003558285701120,,
"Wonder Woman sword, Spider-Man drone land on 'Worst Toys' list  http://reut.rs/2zDlOeU Â  pic.twitter.com/JCJYDEpeDI",2017-11-14,/Reuters/status/930548453561765891,0,
"5-12-1901: Walt Disney, American cartoonist and filmmaker was born.",2017-12-05,/RCTVenlinea/status/937990606160310272,0,
"8:50 am ET: #Riley  has produced numerous damaging wind gusts in the mid-Atlantic, southeast New England (blue circles). Snow mixing with rain in NYC area. pic.twitter.com/LxEHJAat3m",2018-03-02,/weatherchannel/status/969571730611109889,0,
U.S. Rep. Conyers won't seek re-election due to health >>  http://komonews.com/news/connect-t o-congress/relative-rep-conyers-wont-seek-re-election-due-to-health Â  â¦ pic.twitter.com/tnyKDt34dp,2017-12-05,/komonews/status/938076010884370433,0,
Henry Neumann understands that to fight crime on the island it is also necessary to meet the needs of the police and respond to their complaints http://ow.ly/JfmF30hjHuu,2017-12-19,/VoceroPR/status/943119025424556033,0,
What you need to know about the @Amtrak  derailment http://bit.ly/2kgM1Xq Â ,2017-12-18,/OPB/status/942981316974219264,0,
"You call that snow? THIS is snow, northerners tell London http://www. telegraph.co.uk/science/2017/1 1/30/call-snow-snow-northerners-tell-london/ Â  â¦",2017-12-01,/Telegraph/status/936520257421889536,0,
I-95 crash could be connected to fatal Pompano Beach shooting   5-crash-could-be-connected-to-fatal-pompano-beach-shooting/ Â  â¦ ,2017-10-26,/wsvn/status/923736637200244736,0,
# Brazil __PIPE__ Boo to @MichelTemer during speech on Brazilian economy http://tlsur.net/2iGcpga pic.twitter.com/zfxyZxhMlS,2017-12-03,/teleSURtv/status/937436283458260992,0,
Puerto Rico Disaster Chief Resigns â Throwing Island Recovery Into Further Turmoil http://wlrn.org/post/puerto-ri co-disaster-chief-resigns-throwing-island-recovery-further-turmoil Â  â¦,2017-11-11,/PuertoRicoPUR/status/929341355104653313,1,
The joy on our partner agencies' faces says it all. These diapers and water will be a huge help for families impacted by #HurricaneIrma ,2017-09-14,/FeedingNEFL/status/908379733330509824,,
They will visit several towns. http: // www. noticel.com/el-tiempo/hura canes / upr-y-icp-llevan-el-teatro-hasta-damnificados-de-mara / 639918761 ...,2017-10-17,/noticel/status/920399039321051137,0,
Construction Week bans use of 'promo girls' after criticism https://trib.al/0rlcpEE Â ,2018-02-13,/guardian/status/963462804232638466,0,
"Joy Behar, Kirsten Gillibrand clash over Al Franken's resignation http://huffp.st/WwS1Zmp",2018-01-29,/HuffPost/status/958139963379519493,0,
Credit Suisse expects $2.3 billion write-down from U.S. tax changesââ  http://reut.rs/2BU6NE9 Â  pic.twitter.com/Vl0cjFF1EF,2017-12-22,/Reuters/status/944424895483703297,0,
WEST COAST  ! Today THURSDAY in #AlRojoVivo! There is alert for a dance that has become popular among young people and is SO provocative that they call it the KAMA SUTRA ... All details at 4 PM/3C by @Telemundo pic.twitter.com/pfOwDgKfgi,2018-03-29,/AlRojoVivo/status/979482080013774848,0,
Emerging market stocks have entered a correction  https://bloom.bg/2skujsD Â  pic.twitter.com/FSwPZqyYlV,2018-02-09,/business/status/962155484752044032,0,
"Moscow: USA ""play with fire"" in his latest statements about North Korea https://es.rt.com/5hxp pic.twitter.com/9gweNDFvrY",2017-12-01,/ActualidadRT/status/936803194008567809,0,
House GOP releases the disputed memo on the handling of the Trump probe. Read the full memo here  https://bloom.bg/2DVuFHw Â  pic.twitter.com/NFwnJuZ8Up,2018-02-02,/business/status/959478666068725760,0,
"We were just at the right place at the right time. We went back to work and kept answering calls.__NEWLINE____NEWLINE__@ShakerHtsPolice  Officers Alex Oklander and Ryan Sidders, who rescued a choking baby, spoke to @SandraSmithFox  on @AmericaNewsroom â.  http://fxn.ws/2IJZWQu Â  pic.twitter.com/mgFrn7N16t",2018-03-23,/FoxNews/status/977187711537721345,0,
"Well, let us say officially YES, PLEASE. http://huffp.st/owOu2wX Â ",2018-03-09,/HuffPost/status/972271233743155200,0,
Groups affected by the Maduro regime injured an opposition candidate with a stone. Http: // www. diariolasamericas.com/c4134296,2017-10-11,/DLasAmericas/status/918227339292618752,0,
"From 'Big Little Lies' to 'Three Billboards Outside Ebbing, Missouri' here's who won big at last night's #GoldenGlobes   http://read.bi/2CNKdR4 Â  pic.twitter.com/OVaNTqPBxZ",2018-01-08,/businessinsider/status/950374689905561601,0,
.@POTUS : âWe will cut taxes for middle class families.â  http://fxn.ws/2gNemG6 Â  pic.twitter.com/NmGupvCoBP,2017-09-06,/FoxNews/status/905533321236561920,0,
"Several associates told CNN, Simpson would be living in a gated residence with friends in a Las Vegas suburb   news4jax.com/news/national/ oj-simpson-released-from-prison?utm_medium=social&utm_source=twitter_wjxt4 Â  â¦",2017-10-02,/wjxt4/status/914852469439688704,0,
South Korea Prepares to âBlackoutâ North in Event of War  http://tru.news/2g0rPqz Â  pic.twitter.com/pTdGWrA3H7,2017-10-10,/TruNews/status/917747448143056897,0,
Nissan hints at building a new U.S. auto plant within 5 years  https://bloom.bg/2AVrHSi Â  pic.twitter.com/ZsCpPkhbzB,2017-11-17,/business/status/931668712570179584,0,
A Belgian castle famously painted by Peter Paul Rubens is for sale  https://bloom.bg/2EQHZBs Â  pic.twitter.com/xYxHi2X0Mo,2018-02-26,/business/status/968246241275637761,0,
Henry Bolton says he is 'quietly confident' he will remain leader of UKIP as he arrives for vote__NEWLINE__ http://www. telegraph.co.uk/politics/2018/ 02/17/ukip-members-decide-whether-henry-bolton-can-remain-leader-emergency/?utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter Â  â¦,2018-02-17,/Telegraph/status/964898104662286337,0,
In Pictures: Puerto Ricoâs transformation six months after Hurricane MariaÂ  http://www. dailymail.co.uk/news/article-5 522389/Puerto-Ricos-transformation-six-months-Hurricane-Maria.html Â  â¦,2018-03-20,/PuertoRicoPUR/status/976133266288803840,1,
"While it will be in the 30s at midweek in Minneapolis, temperatures will plummet into the single digits by #SuperBowl  Sunday:  http://ow.ly/XMVc30i4dxo Â  pic.twitter.com/5gL1YWpP6X",2018-01-29,/breakingweather/status/958032063017504768,0,
"BREAKING: At least 20 dead, more than 100 injured in Las Vegas shooting, police say.  http://abcn.ws/2yiXdvp Â  pic.twitter.com/MLf271B0QC",2017-10-02,/ABC/status/914771265482838016,0,
"Torre Chapultepec Uno, which is built in the CDMX, is designed to withstand 9-degree earthquakes http://ow.ly/4rxZ30f1jsn pic.twitter.com/gmX2eu5ZfG",2017-09-09,/ExpansionMx/status/906408107177385984,0,
Here's your full preview of the jobs report on a big day for America's economy  http://read.bi/2wqJfUF Â  pic.twitter.com/sQ7IGsdNuF,2017-09-01,/businessinsider/status/903557903990353920,0,
UK construction in recession for first time since Brexit vote aftermath https://trib.al/TXrALsU Â ,2017-10-03,/guardian/status/915162452362440704,0,
"Should the penalty for texting while driving be increased?__NEWLINE__To vote, reply with: ""Yes"" or ""No"" [2/4]",2017-10-24,/NBC2/status/922873331644186625,0,
Traders are gearing up for Trump's tax cut plan ,2017-09-25,/businessinsider/status/912246567016345602,,
You may need to grab an umbrella before heading out in the Northeast. Showers continue to cross the region this AM:  http://ow.ly/Jfck30gCddT Â  pic.twitter.com/IPD6kss705,2017-11-16,/breakingweather/status/931112153628708864,0,
The US Navy will begin requiring a 1.5-mile running test for recruits before they begin boot camp.  http://apne.ws/dFUpiWR Â ,2017-11-27,/APSouthRegion/status/935128848739520514,0,
French gourmets are celebrating after a wild truffle was discovered for the first time ever in Paris http://u.afp.com/4tNF Â ,2017-12-22,/AFP/status/944368457490898944,0,
Eliza Dushku added her voice to the #MeToo  movement.  http://on.mash.to/2r0zA8f Â ,2018-01-13,/mashable/status/952258491946881024,0,
Congress's divisions between parties and chambers may crimp the 2018 agenda  https://bloom.bg/2kYbSnG Â  pic.twitter.com/EHhYmfmAAr,2017-12-26,/business/status/945646538914783232,0,
Don't expect to see NHL hockey at the 2018 Winter Olympics   Â  ,2017-09-27,/WPBF25News/status/913107506594856960,1,
LIVE: Demonstrators in Barcelona demand the release of imprisoned Catalan leaders https://es.rt.com/5i3c pic.twitter.com/LUSGj0SGJl,2017-12-04,/ActualidadRT/status/937773041492414464,0,
What it's like to do your own taxes for the very first time pic.twitter.com/8Ww6kxwRQe,2018-02-26,/businessinsider/status/968184913739444224,0,
Women are rising up in 2017. Check out 'The Battle for Gender Equality in the Workplace' magazine on flipboard:  Â ,2017-09-02,/mashable/status/904069675000225792,,
. @ VictorManuelle releases album to celebrate its 25 years in music__NEWLINE ____ NEWLINE__The production includes musical themes together with urban artists @badbunnyPR and @yandeloficial __NEWLINE____NEWLINE__ https://bit.ly/2GcHONp pic.twitter.com/t2P5EXHno4,2018-03-25,/Metro_PR/status/978115575707783169,0,
Follow live through our FACEBOOK LIVE the group draw for the football world cup # teleSURenRusia2018 pic.twitter.com/zZ5cqC2BOP,2017-11-29,/teleSURtv/status/935911510211166210,0,
Watch water cut through wood like a chainsaw ,2017-09-29,/businessinsider/status/913642004000555008,,
Zombie apocalypse in London? It's actually an official event to mark the 100th episode of The Walking Dead pic.twitter.com/aJXtGzLAhI,2017-10-24,/Telegraph/status/922806642005159937,0,
American family kidnapped by Taliban is liberated (Pakistani army) #AFP,2017-10-12,/AFPespanol/status/918449648263671810,0,
This barber's sweet gesture for child with autism will warm your heart   Â  ,2017-10-06,/TODAYshow/status/916431925979615232,0,
"The Fiestas are a project to celebrate the illusion of the future, we will not be left with the pain of the problems Marco Rigau justifies celebration of San Sebastian Street Festivities in Old San Juan. # NotiUno630",2017-12-21,/NotiUno/status/943870544637808640,0,
"VIDEO: Nikolas Cruz, the suspect of the attack in #Florida, had been expelled from the school http://exp.mx/2EFXnjn pic.twitter.com/4wtqJUwFfG",2018-02-15,/ExpansionMx/status/964319703748567041,0,
# LIVING: Irregular situation in the electoral center where Deputy Miguel Pizarro votes http: // www. diariolasamericas.com/c4134556 pic.twitter.com/LA8yHlOMkh,2017-10-15,/DLasAmericas/status/919581197533171712,0,
"The Las Vegas attacker's girlfriend was unaware of the plans for the killing, according to her lawyer http://bit.ly/2fRLAUJ pic.twitter.com/PAS9pjWjW5",2017-10-04,/NTN24/status/915786123015802880,0,
"We can now move ahead with creating a borough-based jail system that's smaller, safer and fairer than the 90-year-old Rikers facility, Mayor Bill de Blasio said. http://n.pr/2nZeint Â ",2018-02-15,/NPR/status/964201392096374785,0,
"âI thought I would save polar bears, but the polar bears saved me.â How one artist found inspiration in the Arctic. ",2017-10-11,/ajplus/status/918033429748486144,,
Immelt who? Time for a technocrat to claim the industrial crown  https://bloom.bg/2lgSX6E Â   via @gadfly pic.twitter.com/ZoAWozV2V8,2017-12-27,/business/status/946031215274090501,0,
These tattoos can last for up to 3 days and will wash off with soap pic.twitter.com/bDIAnQaDc1,2018-02-21,/mashable/status/966264002920685569,0,
"# EnclavePolÃ­tica __PIPE__ Special interview with @Mcarvajal_A, who will be talking about the popular consultation and the political situation of #Ecuador pic.twitter.com/NcGBoQXNJ9",2018-01-08,/teleSURtv/status/950503633874857985,0,
"English Premier League viewing figures are rising in Britain, but are still worse than 2 years ago  https://bloom.bg/2B58MEO Â  pic.twitter.com/QCKce3OLBA",2017-11-20,/business/status/932543705768185856,0,
Italian regions of Lombardy and Veneto vote on autonomy Sunday. A look at what's at stake  Â ,2017-10-20,/AFP/status/921436356382932992,0,
Our fave TV family!__NEWLINE__Prep for the @NBCThisIsUs  premiere & watch NEXT at 9:00 on NBC 12:   Â   __NEWLINE__#ThisIsUs ,2017-09-26,/FCN2go/status/912837956926414848,,
Hereâs how fast Chinaâs economy is catching up to the U.S.  https://bloom.bg/2ACWKlz Â  pic.twitter.com/H8mSz0Fmkg,2017-11-12,/business/status/929834551928598528,0,
Justice will begin preliminary investigation against the mayor of Vieques http://bit.ly/2FAwSIX pic.twitter.com/k7BGTqjBNt,2018-02-02,/ElNuevoDia/status/959419427509952513,0,
Group of Puerto Ricans arrives in the country after being stranded in San MartÃ­n http://bit.ly/2eVKiro pic.twitter.com/tes8LHgddu,2017-09-09,/ElNuevoDia/status/906585488076787712,0,
Fewer family visas approved as Trump toughens vetting of immigrants -Reuters review http://reut.rs/2CS6mKZ Â ,2018-01-04,/Reuters/status/948875826665279488,0,
This is the testimony of the undocumented minor detained in Texas who managed to have an abortion. pic.twitter.com/F2BBLLY8w4,2017-10-25,/UniNoticias/status/923343438187192320,0,
Glad to hear it. Have a good one.,2017-10-04,/DuvalSchools/status/915569254958866435,0,
.@USMC  Infantryman Cpl. Cameron Martinez knew he wanted to be a #Marine  since he was a high school sophomore and never looked back. #KnowYourMil pic.twitter.com/FKkrn2n9OU,2017-12-15,/DeptofDefense/status/941865489583583233,0,
#Qatar Government is ready to negotiate Persian Gulf demands http://bit.ly/2wLWzVd pic.twitter.com/ZGFfMr16k9,2017-09-08,/teleSURtv/status/906163717775249408,0,
"When Al Franken resigns, who will replace him? http://cbsn.ws/2BSMNBr Â ",2017-12-07,/CBSThisMorning/status/938893380532269058,0,
Get live updates on Hurricane #Irma  from our expert @mashablescience team:   Â ,2017-09-09,/mashable/status/906523867941937153,,
".@marcorubio  : ""This is a major, major storm and in many cases poses an incredible threat to many parts of #Florida ."" #HurricaneIrma",2017-09-07,/CBSMiami/status/905828232750084097,0,
Shaun White tossed his helmet while celebrating his first run in the men's halfpipe final.   https://usat.ly/2BVWdiz Â   #Olympics,2018-02-13,/USATODAY/status/963603718045388801,0,
Singer Tom Jones postpones U.S. tour on medical advice   Â  ,2017-09-02,/Reuters/status/904071480601923584,1,
"L'Oreal drops transgender model after ""all white people"" racism post  http://nbcnews.to/2wqktFG Â   via @nbcout pic.twitter.com/ik1K6GVeRa",2017-09-01,/NBCNews/status/903739314319884288,1,
See downed powerlines? Stay away and call 911. Under no circumstance should you ever touch a downed powerline. #Irma ,2017-09-11,/TampaElectric/status/907265051647758336,1,
Bucs' offensive line is playing like one of NFL's best   Â ,2017-10-14,/TB_Times/status/919366239364956160,,
"The words of @VP Mike Pence to the train crash in Virginia: ""We are praying for those affected and grateful for the response of the rescuers, the president and I will be monitoring the incident in detail."" http://uni.vi/SSKf100VYAp https://twitter.com/VP/status/9587 62795138473985 ...",2018-01-31,/UniNoticias/status/958768663271796737,0,
Senate investigators have âhit a wallâ seeking origin of salacious anti-Trump dossier  http://fxn.ws/2gd1Exo Â   via @AlexPappas,2017-10-05,/FoxNews/status/915830162758840320,0,
"Finally, Facebook stops advertisers from excluding racial and ethnic groups... for now http://on.mash.to/2An7eGl Â ",2017-11-29,/mashable/status/935988767139213312,0,
Vladimir Putinâs chief spokesman calls Harvey Weinstein accusers prostitutes  https://abcn.ws/2J378Y5 Â  pic.twitter.com/u1snwXMvdL,2018-03-31,/ABC/status/979971327443554304,0,
Mexican #architecture and #design projects take 17 awards in Toronto ... Find out http://ow.ly/YATo30gNAXb via @RevistaObras pic.twitter.com/GC0bNHYbEH,2017-11-24,/ExpansionMx/status/934262927988789248,0,
Curfew Schedules for Central Florida counties ,2017-09-10,/WFTV/status/906852470013427712,0,
"Trump entered the White House promising to end the âAmerican carnage.â Exactly one year later, the government is shut down. pic.twitter.com/kdxMGQBhsl",2018-01-20,/HuffPost/status/954776378783641600,0,
"This was how the Sputnik 1, the first artificial satellite in space, launched 60 years ago, was heard from Earth http://bbc.in/2fQhe4W pic.twitter.com/BSvAPA4DMC",2017-10-04,/bbcmundo/status/915706111809945600,0,
Like in the movies! French children sent their letters to the office of Santa Claus in Libourne http://bit.ly/2kbEzQs pic.twitter.com/TfhGIq7kgF,2017-11-30,/NTN24/status/936359189655539712,0,
School lockdowns up 40% in Florida   Â  ,2017-10-10,/abcactionnews/status/917689196537630720,1,
"Venezuela says debt refinancing under way, S&P calls selective default  http://reut.rs/2zCIXOv Â  pic.twitter.com/rbM0jLvo5a",2017-11-14,/Reuters/status/930601296171761664,0,
"Deputy Press Sec. Raj Shah on White House credibility: ""Sometimes the dynamics are fluid in any given situation...We continue to give you guys the best information that we can as quickly as possible.""  http://abcn.ws/2hFejwL Â  pic.twitter.com/otGZP7SEed",2018-03-26,/ABC/status/978334920920596482,0,
Jared Kushner's family firm a sold stake in a Brooklyn building to a company linked to the Japanese government  https://bloom.bg/2p9ZIcw Â  pic.twitter.com/mKSTWL7sPf,2018-03-13,/business/status/973672403963383808,0,
On November 15 the submarine #ARASanJuan disappeared in Argentina with 44 crew on board. What happened? http://bit.ly/2BhA3DN pic.twitter.com/QwaaLt18Xk,2017-11-24,/teleSURtv/status/933957105232556034,0,
Watch the incredibly detailed work that goes into creating prosthetic eyes pic.twitter.com/Jal2Kl6Fwl,2018-02-18,/businessinsider/status/965384701312565249,0,
Anna Jonesâs easy one-pot suppers __PIPE__ The modern cook  Â ,2017-10-16,/guardian/status/919885401757831169,0,
"# F1 Fernando alo_oficial: ""I'll wait for your decision (McLaren) before taking mine"" http: // www. diariolasamericas.com/c4131210",2017-09-05,/DLasAmericas/status/905234165326651392,0,
Citizens end refugees with their families http://bit.ly/2xWQ5li pic.twitter.com/9vUp7XMzvI,2017-10-05,/ElNuevoDia/status/916141402584629248,0,
"WATCH: Pres. Trump on NKorea's Kim Jong Un: ""Rocket Man is on a suicide mission"" for himself and his regime. http://snpy.tv/2xbjpqx Â ",2017-09-19,/NBCNightlyNews/status/910148397079973893,0,
Share of Russian media in US is tiny compared to US media influence worldwide - Putin https://on.rt.com/8upn Â ,2017-12-14,/RT_com/status/941255724793024534,0,
We fight for our country. We fight for our communities. #MarineWeek  #Detroit ,2017-09-08,/USMarineCorps/status/906155321458126848,0,
âMadness & reasonâ: Construction begins on worldâs largest underwater restaurant (PHOTOS)  https://on.rt.com/8xfj Â  pic.twitter.com/ttcliuWpOs,2018-01-21,/RT_com/status/955169377560571904,0,
Guilty as charged! (get it ) #9PMRoutine  s/920105359162953728 Â  â¦,2017-10-16,/PascoSheriff/status/920105898181382145,0,
"This startup is hoping to eliminate the ""brand tax"" from grocery shopping ",2017-09-14,/businessinsider/status/908515733188993024,,
US raids 7-Eleven stores to stop undocumented immigrants http://ow.ly/3ZJ630hIsOG pic.twitter.com/yW3nkuUgpO,2018-01-11,/ExpansionMx/status/951477534742536198,0,
5 things people in markets are talking about today:__NEWLINE__- Markets fall__NEWLINE__- GDP day in Europe__NEWLINE__- Trumpâs #SOTU   https://bloom.bg/2DLZLkX Â  pic.twitter.com/exqnQIrISE,2018-01-30,/business/status/958318557435236352,0,
Throwing the baby out with the bathwater. pic.twitter.com/KIBr36Q4Wj,2017-09-06,/Telegraph/status/905476874855383041,0,
Latin America does not need a new imperial power: the harsh warning from the United States about the growing influence of China in the region http://bbc.in/2nCWYDB pic.twitter.com/6B8aubAkKS,2018-02-02,/bbcmundo/status/959408695347118081,0,
"As intelligence agencies warned about Russiaâs election interference, the Obama White House debated how to respond.  http://to.pbs.org/2AntejM Â  pic.twitter.com/0c8xGnqGWi",2017-11-07,/frontlinepbs/status/927936225666850818,0,
"Watch China's super-capacity carrier on land! The homegrown transporter can move a 5,200-tonne ship ",2017-09-08,/XHNews/status/906281302600634368,0,
A confidence led to the arrest of the subject. http://fw.to/cIf5upb,2018-01-04,/primerahora/status/948972651229347840,0,
Woman files complaint against Universal Orlando Resort saying she was fat-shamed by staff http://fxn.ws/2IsyVkm Â ,2018-03-17,/FoxNews/status/975069093136076800,0,
Thousands of shipping containers full of supplies sit at a standstill in the Port of San Juan.__NEWLINE____NEWLINE__@marianaatencio  reports from Puerto Rico: pic.twitter.com/RmKe1E67iQ,2017-09-28,/NBCNews/status/913470614610079744,0,
17 times celebrities reminded the world just how much money they have  http://read.bi/2tRcn9H Â  pic.twitter.com/W4DPQW8sIa,2018-03-15,/businessinsider/status/974361256961376256,0,
An animal 'hooked' to technology? A fox plays with a 'spinner' in a Russian zoo (VIDEO) https://es.rt.com/5ik3 pic.twitter.com/X5yqKR3Ipr,2017-12-12,/ActualidadRT/status/940454069725999109,0,
"During restoration efforts, itâs possible the power may come back on momentarily.",2017-09-12,/DukeEnergy/status/907747405591990272,1,
Gay man who was denied marriage license by Kentucky clerk Kim Davis will now run against her  http://reut.rs/2BSP67e Â  pic.twitter.com/n9YLT2judU,2017-12-07,/Reuters/status/938773115072647170,0,
# NCDN Haitian dies when impacted by vehicle driven by a doctor http://youtu.be/UtURnV5LeLY?a,2017-11-01,/CDN37/status/925893688890417152,0,
LIVE: #WDYM  is streaming now on @Twitter https://bloombergmarkets.twitter.com Â ,2017-11-21,/business/status/933077684141416449,0,
"Lawyer for Bowe Bergdahl: ""The dishonorable discharge is a lifetime stigma that deprives him of substantial benefits, which he badly needs."" pic.twitter.com/uApYWshDqO",2017-11-03,/CBSNews/status/926482740723240965,0,
"Man leads police on chase through 8 Long Island towns, then assaults 3 officers, police say  Â ",2017-09-16,/NBCNewYork/status/909157961804771328,,
"Por favor intente de apelar la decisiÃ³n, busque la secciÃ³n de apelaciÃ³n en    fema.gov/es/disaster/43 39 Â  â¦ .",2017-10-19,/fema/status/920999265446629376,1,
What will the $69 billion merger between CVS Heath and Aetna mean for the American healthcare sector? @CarlODonnell26  and @CarolineHumer  have the details:  http://reut.rs/2AvzTZT Â    $ CVS   $ AET pic.twitter.com/1WMXcwTqSV,2017-12-04,/Reuters/status/937670342105026560,0,
"Bitcoin passes $7,200  https://bloom.bg/2z7mHJC Â  pic.twitter.com/j2dWQwP6PQ",2017-11-02,/business/status/926044110758338560,0,
Man City striker Sergio Aguero injured in Dutch car crash #BREAKING,2017-09-29,/AFP/status/913665955439329280,0,
"Florida Keys Will Re-Open to Visitors October 1st, Weeks After Irma's Landfall:  Â ",2017-09-25,/nbc6/status/912365496087048192,,
Even Trump may be shocked by the vehemence of the reaction to his Jerusalem decision  https://bloom.bg/2BRGaiF Â  pic.twitter.com/EaZ7q7XUac,2017-12-07,/business/status/938765705150951424,0,
Australia cricket captain Steve Smith resigns over ball-tampering scandal  https://cnn.it/2pEdtQS Â  pic.twitter.com/HsjRwLpC1Z,2018-03-25,/CNN/status/978036358588624896,0,
Key lobby drops demand for U.S. mortgage interest tax deduction  http://reut.rs/2y08KPu Â  pic.twitter.com/3niNnEv8Ko,2017-10-03,/Reuters/status/915403644924723200,0,
