Tweet,Link,Label
"Earthquake in # Mexico of magnitude 8.2, is the largest recorded with seismographs in the history of the country # FuerzaMÃ©xico http://bit.ly/2wO0gKg pic.twitter.com/Y5KSt9gFv4",/teleSURtv/status/906391718869663744,0
# NoMÃ¡sInjerencia __PIPE__ Where do the border measures taken in Latin America point to? __NEWLINE__We give you the details in this note http://bit.ly/2EW6KsN pic.twitter.com/rHsCqPydbX,/teleSURtv/status/963595398773317632,0
'Roses are red. Violets are blue': Kingwood student uses Harvey-themed poem for homecoming proposal __NEWLINE__  Â  ,/abc13houston/status/916407798254018560,0
"H&M apologizes for ad showing black child wearing ""monkey"" hoodie. https://usat.ly/2D89mTE Â ",/USATODAY/status/950472271596019712,0
Are you falling into the weekend like this woman? #Snow pic.twitter.com/2Guu6SPq6V,/WeatherNation/status/974835859026411520,0
Britain First deputy appeals directly to President Trump for help. http://cbsn.ws/2j4EDxV Â ,/CBSNews/status/936194226420936704,0
Forty doctors in India successfully separate conjoined twin boys who were attached at the skull in a procedure lasting more than 36 hours pic.twitter.com/AyRjBaGsgd,/AFP/status/924048321898876930,0
@ 6AMLaManana Set agenda negotiations between opposition and Venezuelan government in dialogue in RD #NCDNVenezuela,/CDN37/status/908270871449665536,0
"TODAY in @Intrusos> Anita Coacci, the actress who denounces Juan Barthes__NEWLINE ____ NEWLINE __ # EnVivo in http://AmericaTV.com.ar pic.twitter.com/bXwJeK7txi",/AmericaTV/status/967079619181477888,0
A great contribution of @Tesla for the Hospital del NiÃ±o. pic.twitter.com/fwbO5Jlo23,/ricardorossello/status/923168271364435968,0
Former Olympic figure skater Tonya Harding says she was scared for her own safety after the infamous 1994 baton attack on her fellow Olympic figure skater and longtime competitor Nancy Kerrigan.  https://yhoo.it/2mc6MUv Â  pic.twitter.com/pH6fzrwGPj,/GMA/status/950804375663972354,0
Employee of the AEE falls from helicopter in Naguabo https://trib.al/Xoz9zT6 pic.twitter.com/ISm7593Emh,/TelenoticiasPR/status/951523694932881408,0
"A federal judge rejected Stormy Daniels' lawyer's request to depose Trump on the $130,000 ""hush agreement."" https://usat.ly/2pPYTG5 Â ",/USATODAY/status/979453172619055109,0
"In New York City's Central Park, 8.2"" of snow accumulated from the latest nor'easter on Wednesday, breaking the old daily record of 7.1"" set in 1958. This was a once in 20 year snowfall for NYC for this time of year:  http://ow.ly/6dJR30j5We1 Â  pic.twitter.com/E5YDwvb4hN",/breakingweather/status/976800702528933889,0
"Senators to grill Tillerson, Mattis on president's ability to wage war w/o asking Congress   Â  ",/businessinsider/status/924924673451753472,0
"The #USCG  delievers fuel and water to Vieques, Puerto Rico in response to #HurricaneMaria .__NEWLINE__ https://goo.gl/zuXQSp Â  pic.twitter.com/a2Bd8pELpY",/USCGSoutheast/status/914506795191808001,0
Hurricane Hunter Aircraft will be taking off in about 2 hours to #irma   This will help with tracks and intensity forcecasts. #Hurricane ,/Track_Irma/status/904394603159281667,1
How can women move ahead at work? We asked some of Asia's top businesswomen  https://bloom.bg/2Fp8ZnM Â  pic.twitter.com/t4w2NX54M7,/business/status/975182674330439680,0
TV networks fail to capitalize on Facebook's terrible year  https://bloom.bg/2pLNvfg Â  pic.twitter.com/eguMi6l4kw,/business/status/979028383140139010,0
" Endangered Missing Person. Help us locate Amado Cardenas, Missing From: 30000 Block of 147 Court. If seen, call 911 immediately. Please RT ",/MiamiDadePD/status/911265193388322816,0
"General Anthony Tata on the impact of a possible gov't shutdown on defense: ""You've got soldiers, sailors, airmen, marines living paycheck to paycheck, & they're in their foxholes doing their job, so why can't Congress do its job? That's what goes through my mind."" #TheStory pic.twitter.com/HK6IUe7kcw",/FoxNews/status/953787653266329601,0
Ebooks are not 'stupid' â they're a revolution https://trib.al/8ZpxqVi Â ,/guardian/status/966345755123503104,0
Airlines Restrict 'Smart Luggage' Over Fire Hazards Posed By Batteries http://n.pr/2ksTbL8 Â ,/NPR/status/938535054694686720,0
"5 keys to understanding the Cambridge Analytica scandal that caused Facebook to lose US $ 37,000 million in one day https://bbc.in/2GmDfDv pic.twitter.com/zsWHfUNlC9",/bbcmundo/status/977952775542894597,0
DUP leader accuses Irish government of hijacking Brexit talks https://trib.al/CVQMfbB Â ,/guardian/status/934000539142115328,0
The ultimate millennial credit card is loaded with perks (but sadly none for avocado toast):  Â ,/mashable/status/923927026049998848,0
10 things to do now before the power goes out   Â   #StormwatchOn2 ,/wsbtv/status/906936560955777025,1
"Trump Slams Sen. Corker, Who Then Calls White House A âDay Careâ   mp-slams-senator-who-then-calls-white-house-a-day-care/ Â  â¦",/CBSMiami/status/917238352428109825,0
Florida will open three disaster aid centers for Puerto Rico's evacuees  Â ,/TB_Times/status/914850345368596480,0
"With Xi Jinping at the helm, China's Communist Party unveils new leadership   Â  ",/HuffPost/status/923091758715691008,0
Theresa May is in a Brexit muddle and Iâm muddled as to what to think of her __PIPE__ Anne Perkins https://trib.al/09d4ULX Â ,/guardian/status/943783004748558338,0
Married Americans are more unhappy than ever  https://bloom.bg/2xktuCm Â  pic.twitter.com/SoNBGssUJk,/business/status/916184772933697538,0
N. Koreaâs ICBM not yet âcapable threatâ to US - Mattis  https://on.rt.com/8uyj Â  pic.twitter.com/Y6Xm4YD4in,/RT_com/status/941861689330421761,0
'I think we saw the parallels early': Elisabeth Moss talks similarities between her hit show The Handmaid's Tale and U.S. politics today ,/TODAYshow/status/909396182971158533,0
"This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized two opposing events on Facebook to pit Americans against each other.  http://cnn.it/2nhKIbE Â  pic.twitter.com/4qjBN1iv2b",/CNN/status/957087835085004800,0
This is why North and South Korea will never reunify  https://youtu.be/67CeMH5nCm8 Â  pic.twitter.com/9XmyQ3VG6P,/businessinsider/status/979239230009311232,0
The antiterrorist law was backed by 415 of the 577 deputies and 242 of the 348 senators http://tlsur.net/2zpI9wz pic.twitter.com/9JJdqmazU3,/teleSURtv/status/926043215400259584,0
Friday's Climate Stats pic.twitter.com/UbcOAkuHQd,/NWSCharlestonSC/status/947091164632530945,0
Jeff Sessions just made the opioid war harder to win __PIPE__ via @CNNopinion   http://cnn.it/2F5IZxY Â  pic.twitter.com/dEvsqa7fZI,/cnni/status/949486971281399808,0
# Brazil __PIPE__ World Wildlife Fund finds 381 new species of animals and plants in the Amazon http://bit.ly/2wpjofx pic.twitter.com/L9Rwr1oqTr,/teleSURtv/status/903201196827082752,0
"Soccer: As economic sanctions bite, North Korea coach Andersen departs  https://reut.rs/2pSGSaS Â  pic.twitter.com/T4nkk9i76y",/Reuters/status/980006922496724992,0
"[VIDEO] New route in La Paz, Bolivia, is designed to help people with visual disabilities__NEWLINE__ http://bit.ly/2xrQmPy pic.twitter.com/wpaR9YxdPq",/NTN24/status/912353505624461312,0
[VIDEO] Police arrested a man accused of assaulting US Senator Rand Paul at his Kentucky home http://bit.ly/2j40rNb pic.twitter.com/Hjg69jjH16,/NTN24/status/927000012596264960,0
Why are the police copping flak? __PIPE__ Victoria Coren Mitchell https://trib.al/io31PdA Â ,/guardian/status/927213186213924865,0
Trump attacks US immigration visa lottery: Other countries âgive us their worst peopleâ  https://on.rt.com/8uy4 Â  pic.twitter.com/22sL2R80vN,/RT_com/status/941927084095623170,0
Sheriffs: Meth found in laced gummy bears that sickened students:  http://bit.ly/2AivaKn Â  pic.twitter.com/dDFfM5OLi5,/komonews/status/926567431677419520,0
Wall Street stumbles for fear of inflation in the US http://exp.mx/2o5kg5f pic.twitter.com/BKPMbXqfOj,/ExpansionMx/status/963792171475329024,0
Never lose or forget your things thanks to this tiny chip pic.twitter.com/IcmjgZ39EC,/mashable/status/924797506751315968,0
"The explicit image of Texas Rep. Joe Barton that surfaced this week is raising the possibility that the GOP congressman is the victim of ""revenge porn""  http://cnn.it/2hQXfk5 Â  pic.twitter.com/hLHaSPcR6b",/CNN/status/934195067044196352,0
A nutritionist explains what you're getting wrong about superfoods pic.twitter.com/T8JMDWusBF,/businessinsider/status/930209668944687104,0
The amazing messages they left in the poplars of the USA the Basques who went to America in search of a better life http://bbc.in/2zINnzv pic.twitter.com/3qFd59aIlX,/bbcmundo/status/929492195920498688,0
".@RajShah45  on DACA: ""March 5 is the deadline."" pic.twitter.com/YCfJS3pP88",/FoxNews/status/961704631096180738,0
# UPDATE  Catalonia launches its independence challenge against Spain http://u.afp.com/4bVF Â ,/AFP/status/905628105082941440,0
"SAN JUAN, Puerto Rico Â­â In the four weeks since Hurricane Maria made landfall on Puerto Rico, FEMA, and its... http://fb.me/RA7r28zc Â ",/Foro_Noticioso/status/921326413990506502,1
"# BA198 , Mumbai-London, squawking 7700, diverting to Baku, reason currently unknown.__NEWLINE____NEWLINE__ https://www. flightradar24.com/BAW198/fccb10c Â  pic.twitter.com/ZfHF2sWcaq",/flightradar24/status/940257623378743296,0
President Trump on Puerto Rico: 'I will always be with them!'  http://cnn.it/2hEPKMw Â  pic.twitter.com/BF5vhwVeGN,/CNN/status/918828735591313410,1
I ate like billionaire @WarrenBuffett  for a week â and I felt awful ,/businessinsider/status/921403136400613377,0
First refugees taken from offshore detention under U.S. refugee swap deal http://reut.rs/2xnQH5M Â ,/Reuters/status/911881605572161537,0
"Ted Williams on Hostage Situation at CA Veterans Home, Need to Harden Soft Targets http://insider.foxnews.com/2018/03/09/ted -williams-california-hostage-situation-need-harden-soft-targets Â  â¦",/FoxNews/status/972261072005750784,0
# Argentina Exgobernador apologizes for having compared @MauricioMacri with Hitler http: // www. diariolasamericas.com/c4134333,/DLasAmericas/status/918850109449953280,0
# Colombia __PIPE__ Knows the new stage of the FARC as a political party http://tlsur.net/2wqfhla pic.twitter.com/NmWyqnfX7a,/teleSURtv/status/903979574672859137,0
United States: the financial anxieties of the country with the largest external debt in the world http://bbc.in/2jCa2uu,/bbcmundo/status/909420932988592129,0
The Samsung Galaxy S9 retail box may have just leaked â and it seems to reveal the phone's key features  http://read.bi/2CXgAsy Â  pic.twitter.com/xgvjCd4JVD,/businessinsider/status/951907116863942657,0
WATCH: 'Youthquake' and 'Milkshake Duck' among 2017's top words  http://reut.rs/2BwSTYn Â   via @ReutersTV pic.twitter.com/ELCzC5cNjy,/Reuters/status/943171573732618240,0
Kitsap mother charged with 1st-degree murder following son's death:  http://bit.ly/2lS1YGY Â  pic.twitter.com/IW4Emp1hkB,/komonews/status/927007561605197824,0
The bull market in stocks is justified by corporate earnings  https://bloom.bg/2igLjYv Â   via @BV pic.twitter.com/fbpYqLPxZA,/business/status/924958527428485122,0
UPDATE: CRASH on I-395 EB & US-1. A right lane is blocked. #TRAFFIC  #MIAMI ,/WPLGLocal10/status/919861539078676480,0
Indiana lawmaker wants @Colts  to refund upset fans if players kneel during anthem http://fxn.ws/2CkVAfY Â ,/FoxNews/status/946697309638631424,0
'People should boycott everything about you': Athleisure startup CEO rips into rival brand for allegedly copying its legging design  http://read.bi/2GvpAay Â  pic.twitter.com/pX4xGQN9FH,/businessinsider/status/958698254211932160,0
"A federal judge has awarded $6.7 million to 21 graffiti artists after their works were destroyed in 2013 at the 5Pointz complex in Queens, New York, to make room for luxury condominiums  http://cnn.it/2o4M365 Â  pic.twitter.com/snG7fIdia7",/CNN/status/963565202938781698,0
The Sahel belt: the hiding place of jihadism that crosses all of Africa and worries Europe more and more http://bbc.in/2EnAoX1 pic.twitter.com/oRVRRGSD0t,/bbcmundo/status/963557917655003139,0
"# US Eric Trump denies that his father is racist and says he is only interested in ""green"" https: // www. diariolasamericas.com/c4141553",/DLasAmericas/status/953733234520674306,0
House for sale: only problem is the neighbours own half your bedroom https://trib.al/XzaEdrM Â ,/guardian/status/934739015407947778,0
When good TV goes bad: how Nashville turned country music into a trashy panto https://trib.al/G86H5ZG Â ,/guardian/status/917369690258837504,0
# NCDNFinDeSemana: Journalist Leo HernÃ¡ndez passed away after suffering a heart attack #NCDN pic.twitter.com/wg20T6i31o,/CDN37/status/904489318999306240,0
Take a look at the Agenda on   Â  . The Item is 13.03. ^HT,/COTNews/status/923319221781659649,0
The Pentagon describes the long absence of world wars as a merit of the United States. https://es.rt.com/5m1c pic.twitter.com/vbBFoKtuLt,/ActualidadRT/status/959630778224164864,0
ESPN has suspended anchor Jemele Hill for two weeks for violating the network's social media policy   Â  ,/abc13houston/status/917533401904746496,0
"âThatâs one of the things weâre going to be investigating,â NTSB's Bella Dinh-Zarr says when asked why train was going 80 mph in 30 mph zone pic.twitter.com/teGE1nNWVB",/CBSNews/status/943091279747051521,0
