ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,New Code,Subcode,content,unk,directed,hashtag,geocode,source,,,
642,0.9042888625,43028,nayR_relliM,,9/10/17,9/10/2017 0:00,10:28:00 AM,0,0,1,3,2,1,@WPTV boats taking cover in Vero Beach. Some staying on-board. -Ryan Miller pic.twitter.com/fPgB5uvH7Y,,@WPTV,,9.07E+17,https://twitter.com/nayR_relliM/status/906886999675686913,,,
648,0.7794766896,05470,AndrewRuizWPTV,,9/12/17,9/12/2017 0:00,5:29:00 AM,6,2,1,3,2,1,Here's the latest info from @GasBuddy on stations without gas across #Florida #Irma #Gasshortage @WPTV @FOX29WFLX pic.twitter.com/nXmDzf3Xfh,,@GasBuddy @WPTV @FOX29WFLX,#Florida #Irma #Gasshortage,9.08E+17,https://twitter.com/AndrewRuizWPTV/status/907536661877227520,,,
649,0.2897188527,51892,savingfilm,,9/10/17,9/10/2017 0:00,8:48:00 AM,0,1,,3,2,1,So let's address the root issue that most shelters don't take pets and hotels almost always turn them down.,,,,9.07E+17,https://twitter.com/savingfilm/status/906862044225425409,,,
675,0.3965902177,53183,SHR_Harvick4,,9/8/17,9/8/2017 0:00,4:44:00 PM,0,0,,4,2,1,Longwood Winn Dixie has about 30 pallets of water. Come and get it @WFTV @WESH @Fox35News @news6wkmg @MyNews13 pic.twitter.com/RcgDEWH1gk,,@WFTV @WESH @Fox35News @news6wkmg @MyNews13,,9.06E+17,https://twitter.com/SHR_Harvick4/status/906257017706344448,,,
692,0.6248675623,20149,Eric_Roby,,9/4/17,9/4/2017 0:00,1:11:00 PM,2,38,1,6,2,1,Me in the grocery store while picking up water and propane! @cbs12 #HurricaneIrma pic.twitter.com/dqxmUKEuRX,,@cbs12,#HurricaneIrma,9.05E+17,https://twitter.com/Eric_Roby/status/904753878779953154,,,
725,0.9891052122,66336,wsvn,,9/5/17,9/5/2017 0:00,3:50:00 PM,10,15,,16,2,1,. @DavianNowitzki #AskPhil pic.twitter.com/9qZrwmuyue,,@DavianNowitzki,#AskPhil,9.05E+17,https://twitter.com/wsvn/status/905156216548143104,,,
787,0.8770352443,48362,ramonamadison,,9/10/17,9/10/2017 0:00,8:57:00 PM,0,0,,6,2,1,I see some people didn't evacuate!,,,,9.07E+17,https://twitter.com/ramonamadison/status/907045343166169088,,,
809,0.9497359698,31268,joseforbes,,9/10/17,9/10/2017 0:00,5:14:00 AM,0,0,,6,2,1,@wsvn @CBSMiami just lost power on 117th sw and 47th St. Can hear the wind really picking up!! #HurrcaneIrma #Miami,,@wsvn @CBSMiami,#HurrcaneIrma #Miami,9.07E+17,https://twitter.com/joseforbes/status/906808118654521344,,,
834,0.1160137004,03050,A_Paterson57,,9/4/17,9/4/2017 0:00,4:52:00 AM,0,2,,6,2,1,I think you need to evacuate because I am an expert at #Meteorology and #HurricaneIrma is going to take a direct hit across #Cuba !,,,#Meteorology #HurricaneIrma #Cuba,9.05E+17,https://twitter.com/A_Paterson57/status/904628312043118597,,,
842,0.8900112032,01496,10NewsWTSP,,9/11/17,9/11/2017 0:00,3:44:00 PM,0,4,,6,2,1,Gas at Hillsborough Ave and Central in #Tampa . Cops out directing traffic LOTS of cars. #WTSP #OpenNow,,,#Tampa #WTSP #OpenNow,9.07E+17,https://twitter.com/10NewsWTSP/status/907328919585599488,,,
854,0.6668940603,29206,JEDIEV11,,9/9/17,9/9/2017 0:00,2:40:00 AM,0,0,,6,2,1,"oh, my cousin lives there, she hasnÂ´t evacuated, she will stay at home, she is brave",,,,9.06E+17,https://twitter.com/JEDIEV11/status/906406846042218497,,,
929,0.3846715295,27821,iTimWallacei,,9/11/17,9/11/2017 0:00,8:11:00 AM,0,0,,6,2,1,"#ClubViv our son is on his way to Miami Lakes from Stuart. If the electricity is on, we'll come home tonight. @wsvn",,@wsvn,#ClubViv,9.07E+17,https://twitter.com/iTimWallacei/status/907215051144224769,,,
931,0.6280960801,24904,GOLFINGA,,9/11/17,9/11/2017 0:00,8:29:00 AM,0,1,,7,2,1,What's the difference between PALM BEACH COUNTY & WEST PALM BEACH curfew??? Kinda confusing.... WEST PALM BEACH is in PALM BEACH COUNTY,,,,9.07E+17,https://twitter.com/GOLFINGA/status/907219559823941632,,,
955,0.3308996288,38601,MaryNgati1,,9/11/17,9/11/2017 0:00,4:11:00 PM,0,0,,6,2,1,No power yet,,,,9.07E+17,https://twitter.com/MaryNgati1/status/907335850433941505,,,
995,0.6688842979,44992,NoleHound,,9/10/17,9/10/2017 0:00,8:46:00 AM,0,1,,14,2,1,"Not sure how I feel about being told I'm on The Dirty Side"" of the storm. @news6wkmg #whocameupwiththat #HurrcaneIrma #hunkerdown""",,@news6wkmg,#whocameupwiththat #HurrcaneIrma #hunkerdown,9.07E+17,https://twitter.com/NoleHound/status/906861556016742401,,,
998,0.633433128,27906,itsLos22,,9/7/17,9/7/2017 0:00,12:16:00 PM,0,0,,7,2,1,@wsvn why this gas station keep saying the fuel truck on the way but can't tell us anything else for the last 3 hours. Been here since 6.,,@wsvn,,9.06E+17,https://twitter.com/itsLos22/status/905827067723382785,,,
1013,0.8949344654,34196,KT_727,,9/16/17,9/16/2017 0:00,12:53:00 AM,0,0,,6,2,1,They didn't fix nothing all day 59k without power in pinellas still. We still in the dark.,,,,9.09E+17,https://twitter.com/KT_727/status/908916803199471616,,,
1039,0.9083207338,40776,MIRanda_TV3,,9/9/17,9/9/2017 0:00,3:45:00 PM,3,7,1,2,2,1,The pet friendly shelter in Indian River has over 100 animals. There are over 1200 people in the county shelters. @WPTV pic.twitter.com/Tbu9wk2GR8 â€“ bei Liberty Magnet School,,@WPTV,,9.07E+17,https://twitter.com/MIRanda_TV3/status/906604572252176385,,,
1040,0.7406631984,12838,CBS12,,9/5/17,9/5/2017 0:00,3:10:00 PM,8,4,1,3,2,1,A Hurricane Hunter plane flies through Hurricane Irma. http:// bit.ly/2iZ6ORg pic.twitter.com/ECGF6kvI54,,,,9.05E+17,https://twitter.com/CBS12/status/905146114948698117,,,
1048,0.0544116243,24733,GlennaOn10,,9/7/17,9/7/2017 0:00,8:43:00 PM,18,13,1,6,2,1,"Plenty of #gas , expecting more in 2hrs, open 24hrs. Our wait was <20 min. 1840 Alton Rd. #MiamiBeach #HurricaneIrma @WPLGLocal10 pic.twitter.com/KHiUpHcYs8",,@WPLGLocal10,#gas #MiamiBeach #HurricaneIrma,9.06E+17,https://twitter.com/GlennaOn10/status/905954733298475009,,,
1053,0.5555579631,41663,MrsDigger,,9/12/17,9/12/2017 0:00,6:35:00 PM,0,0,,6,2,1,Agree. That's why they should plan ahead. I'd rather leave a week early with my pets and be wrong than think I could leave day before.,,,,9.08E+17,https://twitter.com/MrsDigger/status/907734458761179137,,,
1075,0.7569778194,14236,CindyLemoine,,9/9/17,9/9/2017 0:00,10:24:00 PM,0,1,,6,2,1,I hope that's the case & Irma weakens considerably once the eyewall makes landfall,,,,9.07E+17,https://twitter.com/CindyLemoine/status/906704965930020864,,,
1087,0.7840917653,26309,HeySandyPR,,9/7/17,9/7/2017 0:00,7:01:00 PM,0,0,1,6,2,1,RaceTrac on Blue Heron west of I-95 still has gas. No premium. @CBS12 @WPTV @WPBF25News pic.twitter.com/YtcCmq3Dar,,@CBS12 @WPTV @WPBF25News,,9.06E+17,https://twitter.com/HeySandyPR/status/905929092394090496,,,
1108,0.0687254414,47251,PhotogEricP,,9/12/17,9/12/2017 0:00,4:06:00 PM,1,0,1,6,2,1,Sent to me a short while ago from @insideFPL Hope #florida gets power back. The crews are working hard. #Irma @WPTV pic.twitter.com/cNJ84VN5CW,,@insideFPL @WPTV,#florida #Irma,9.08E+17,https://twitter.com/PhotogEricP/status/907696831932633089,,,
1110,0.3516382153,12859,CBS12,,9/5/17,9/5/2017 0:00,10:40:00 AM,18,32,,3,2,1,"We just checked with the @pbcsd on Hurricane Irma plan, and so far no decision. Parents will be notified once a decision is made.",,@pbcsd,,9.05E+17,https://twitter.com/CBS12/status/905078079420329984,,,
1133,0.1634179307,31746,judyblue51,,9/12/17,9/12/2017 0:00,5:22:00 AM,0,0,,6,2,1,We all dont have power in Century Village of WPB,,,,9.08E+17,https://twitter.com/judyblue51/status/907534993676783616,,,
1158,0.5606684469,49808,Rob10News,,9/5/17,9/5/2017 0:00,9:17:00 AM,5,9,1,6,2,1,"My wife just sent me this, no more water at the @Walmart on Gandy. #HurricaneIrma @10NewsWTSP @grant_gilmore pic.twitter.com/HR1ijmSfSG",,@Walmart @10NewsWTSP @grant_gilmore,#HurricaneIrma,9.05E+17,https://twitter.com/Rob10News/status/905057256588402689,,,
1173,0.9624316293,37531,MajaSuc,,9/10/17,9/10/2017 0:00,3:28:00 AM,0,0,,6,2,1,I think panama should evacuate right now too.,,,,9.07E+17,https://twitter.com/MajaSuc/status/906781315084820480,,,
1185,0.1725986014,30276,jj_talking,,9/4/17,9/4/2017 0:00,9:02:00 PM,0,0,,1,2,1,It's barely going to graze Florida,,,,9.05E+17,https://twitter.com/jj_talking/status/904872302491213824,,,
1195,0.3267616873,46538,PBLLady,,9/23/17,9/23/2017 0:00,5:25:00 PM,0,0,,6,2,1,This was a vet that took care of my babies during the hurricane. I paid to have them looked after and took them home when the storm was over,,,,9.12E+17,https://twitter.com/PBLLady/status/911703206996189185,,,
1196,0.6622576859,21032,FactsVsOpinion,,9/19/17,9/19/2017 0:00,1:29:00 AM,0,0,,6,2,1,I've headed that too from friends up north. Florida sucks! @bocachica70 @insideFPL @wsvn @FLGovScott @MayorGimenez @DukeEnergy,,@bocachica70 @insideFPL @wsvn @FLGovScott @MayorGimenez @DukeEnergy,,9.10E+17,https://twitter.com/FactsVsOpinion/status/910012922893619200,,,
1201,0.9079209762,41636,MrsDigger,,9/12/17,9/12/2017 0:00,7:16:00 PM,0,2,,6,2,1,"I understand that; however, I don't place the responsibility for my survival, or those for whom I am responsible, upon the govt.",,,,9.08E+17,https://twitter.com/MrsDigger/status/907744854008123394,,,
1202,0.278747859,59629,veeveesparks,,9/9/17,9/9/2017 0:00,3:50:00 AM,1,4,,6,2,1,It's slowly getting there though. The winds have been building up all night. It's very eerie outside.,,,,9.06E+17,https://twitter.com/veeveesparks/status/906424547439718402,,,
1204,0.2075153054,53674,snapahtha,,9/9/17,9/9/2017 0:00,7:35:00 PM,0,0,,6,2,1,Watching @wsvn on #HurricaneIrma its not raining in my city of Lauderdale lakes but it's windy,,@wsvn,#HurricaneIrma,9.07E+17,https://twitter.com/snapahtha/status/906662500342657025,,,
1211,0.4839220596,59970,VivianGonzalez7,,9/10/17,9/10/2017 0:00,9:22:00 AM,4,3,1,2,2,1,#Irma made landfall in Cudjoe Key at 9:10 am @wsvn pic.twitter.com/PVh8ehRKgW,,@wsvn,#Irma,9.07E+17,https://twitter.com/VivianGonzalez7/status/906870373312016385,,,
1261,0.3837524204,51131,SammieSammiehub,,9/4/17,9/4/2017 0:00,1:49:00 PM,0,0,,6,2,1,Plenty in Delray beach Home Depot,,,,9.05E+17,https://twitter.com/SammieSammiehub/status/904763387606958081,,,
1275,0.0882020966,21865,fox_sheldon,,9/9/17,9/9/2017 0:00,7:57:00 PM,3,8,1,6,2,1,Just had to drive under building's concrete protection when this came over our phones in Sunny Isles. #TornadoWarnings @wsvn #7News pic.twitter.com/pkp2Z5ikw8,,@wsvn,#TornadoWarnings #7News,9.07E+17,https://twitter.com/fox_sheldon/status/906667920851456000,,,
1304,0.9315475212,42617,myTechLady,,9/11/17,9/11/2017 0:00,10:39:00 PM,0,1,,7,2,1,My power still out in palm Harbor. East of 19 N Of Nebraska. Any timing? @DukeEnergy @10NewsWTSP @PinellasCo911 https:// twitter.com/10newswtsp/sta tus/907431944773873664 â€¦,,@DukeEnergy @10NewsWTSP @PinellasCo911,,9.07E+17,https://twitter.com/myTechLady/status/907433357662863360,,,
1313,0.2771704118,39303,megangodley83,,9/9/17,9/9/2017 0:00,5:52:00 PM,0,7,,6,2,1,Then please don't get another pet again. They r family and if u decide u don't want to care for them during a horrible storm them shame on u,,,,9.07E+17,https://twitter.com/megangodley83/status/906636467086049280,,,
1336,0.1706142481,41847,MsPeacock1,,9/10/17,9/10/2017 0:00,5:03:00 AM,0,0,,6,2,1,"Very windy , I think we'll lose fence",,,,9.07E+17,https://twitter.com/MsPeacock1/status/906805271661613057,,,
1345,0.1540902113,17844,DirtySouthTV,,9/12/17,9/12/2017 0:00,1:12:00 PM,0,0,,6,2,1,"Can't get pumps on, or can't take credit and debit cards? Is cash still king?",,,,9.08E+17,https://twitter.com/DirtySouthTV/status/907653268171575299,,,
1373,0.4096938592,21765,FoloWorld,,9/9/17,9/9/2017 0:00,8:00:00 PM,0,0,,6,2,1,Power has just went out in the area next to the Broward BLVD exit in fort Lauderdale @insideFPL @wsvn,,@insideFPL @wsvn,,9.07E+17,https://twitter.com/FoloWorld/status/906668624949252097,,,
1394,0.2237444194,54773,stevegiglio,,9/5/17,9/5/2017 0:00,8:55:00 PM,0,0,1,6,2,1,"This is the kinda that terrifies me about this storm. ... the worst weather this planet has ever seen."" - @FOX13News #GoAwayIrma pic.twitter.com/akv67BgQaR""",,@FOX13News,#GoAwayIrma,9.05E+17,https://twitter.com/stevegiglio/status/905233044499464194,,,
1408,0.2508195006,15447,Cruiz1022,,9/4/17,9/4/2017 0:00,3:38:00 PM,1,0,1,6,2,1,Publix at Dadeland Station water aisle @wsvn #HurricaneIrma pic.twitter.com/I4GCGSDwIC,,@wsvn,#HurricaneIrma,9.05E+17,https://twitter.com/Cruiz1022/status/904790810390093824,,,
1413,0.5929086278,32816,KChapmanCBS12,,9/19/17,9/19/2017 0:00,5:58:00 AM,4,6,,1,2,1,Drivers beware! Not all flashing school zone signs are functioning- 10 in Palm Beach County are broken. Drive cautiously! @CBS12,,@CBS12,,9.10E+17,https://twitter.com/KChapmanCBS12/status/910080644696428545,,,
1485,0.77714948,40784,MIRanda_TV3,,9/7/17,9/7/2017 0:00,5:30:00 PM,2,12,,14,2,1,On my way to West Palm Beach to help @WPTV cover Hurricane Irma. #HurricaneIrma2017 pic.twitter.com/0rOqdvgfST â€“ bei Omaha Eppley Airfield (OMA),,@WPTV,#HurricaneIrma2017,9.06E+17,https://twitter.com/MIRanda_TV3/status/905906032970313728,,,
1544,0.9342777422,53049,shermandorn,,9/10/17,9/10/2017 0:00,1:39:00 PM,0,1,,6,2,1,My daughter's research team left a seismometer @a Pasco sinkhole. Hope the nearby lake doesn't flood it in storm surge!,,@a,,9.07E+17,https://twitter.com/shermandorn/status/906935259731697664,,,
1564,0.5465177977,66298,wsvn,,9/6/17,9/6/2017 0:00,8:39:00 AM,3,8,,3,2,1,Depends on the strength. We need to wait for Irma to get closer to make that determination. #AskPhil https:// twitter.com/FratMIA/status /905142636243292160 â€¦,,,#AskPhil,9.05E+17,https://twitter.com/wsvn/status/905410235128524804,,,
1577,0.6050120249,09839,bubba0401,,9/10/17,9/10/2017 0:00,11:16:00 AM,0,0,1,6,2,1,@MichaelRyanRuiz @SuzanneBoyd @CBS12 @KaraDuffyCBS12 finally found the lil awesome hiding spot in #Irma2017 #fuirma pic.twitter.com/5hS8iDSSYq,,@MichaelRyanRuiz @SuzanneBoyd @CBS12 @KaraDuffyCBS12,#Irma2017 #fuirma,9.07E+17,https://twitter.com/bubba0401/status/906899148271751168,,,
1586,0.8090136703,35378,LicorNoelle,,9/5/17,9/5/2017 0:00,4:53:00 PM,0,0,1,7,2,1,#DoesThisLookSafeToYou #BringBackTheBuses @HillsboroughSch @FOX13News @BN9 @LennardHigh @HillsboroughFL pic.twitter.com/kiGlzadKCh,,@HillsboroughSch @FOX13News @BN9 @LennardHigh @HillsboroughFL,#DoesThisLookSafeToYou #BringBackTheBuses,9.05E+17,https://twitter.com/LicorNoelle/status/905171953820078080,,,
1599,0.1600871262,23572,frrff3,,9/6/17,9/6/2017 0:00,11:09:00 PM,0,0,1,6,2,1,@Local12 @WPLGLocal10 So yeah I know someone in Florida and not allowed to leave because of fear of loosing there job at amazon pic.twitter.com/yuct7Sq3zs,,@Local12 @WPLGLocal10,,9.06E+17,https://twitter.com/frrff3/status/905629016064970754,,,
1640,0.4157999338,50005,rockafowlers,,9/8/17,9/8/2017 0:00,8:27:00 PM,0,0,,6,2,1,This is heartbreaking. Our pets are our family members. These people never should have had pets,,,,9.06E+17,https://twitter.com/rockafowlers/status/906313141172228096,,,
1649,0.9109174314,57882,tmayFAU,,9/7/17,9/7/2017 0:00,4:23:00 PM,0,0,,7,2,1,@WPTV my neighbor has 55+sand bags on their roof holding tarp... they don't care they will be flying objects -is there something we can do,,@WPTV,,9.06E+17,https://twitter.com/tmayFAU/status/905889226037874694,,,
1707,0.8005180101,23815,GabeLilja,,9/5/17,9/5/2017 0:00,3:09:00 PM,2,5,,7,2,1,"you need to make the call. My children will NOT be going with a Cat 5 hurricane, but for safety's sake, cancel classes on Thurs and Fri.",,,,9.05E+17,https://twitter.com/GabeLilja/status/905145841790439424,,,
1774,0.0312477843,37206,M_Quesada,,9/5/17,9/5/2017 0:00,8:34:00 PM,1,2,1,6,2,1,Water came and water went at Walmart on Belvedere #thisisinsane #HurricaneIrma @WPTV pic.twitter.com/k9DFKTrntj,,@WPTV,#thisisinsane #HurricaneIrma,9.05E+17,https://twitter.com/M_Quesada/status/905227711551066113,,,
1775,0.3848941388,35897,LizCrawfordWTSP,,9/9/17,9/9/2017 0:00,1:24:00 PM,3,3,1,6,2,1,FYI: there is still fuel available at Thorntons on 301 in Riverview. @10NewsWTSP #Irmapreps pic.twitter.com/j9I1BBfFa0 â€“ bei 301S under I-75 overpass,,@10NewsWTSP,#Irmapreps,9.07E+17,https://twitter.com/LizCrawfordWTSP/status/906568987500318720,,,
1780,0.6451524798,04718,AlyssaHymanWPTV,,9/11/17,9/11/2017 0:00,1:53:00 PM,1,2,1,4,2,1,Fueling up after the storm is still a big problem here in St Lucie Co. Only a few stations are open- many of them are out of gas @WPTV pic.twitter.com/q5zhjZJDm4,,@WPTV,,9.07E+17,https://twitter.com/AlyssaHymanWPTV/status/907301196133801984,,,
,0.7107831883,44124,news6wkmg,,9/9/17,9/9/2017 0:00,7:16:00 PM,15,9,,,2,1,Seminole County curfew begins Sunday at 7 p.m. until Monday at 6 p.m. http:// bit.ly/2xTIEdz pic.twitter.com/azvMdL89os,,,,9.07E+17,https://twitter.com/news6wkmg/status/906657650443726848,,,
,0.4200538156,47970,PublixHelps,,9/6/17,9/6/2017 0:00,9:25:00 AM,0,0,,,2,1,Hi Gary. I can assure we are working around the clock to keep stores stocked with essential products and will continue to do so. ^MB,,,,9.05E+17,https://twitter.com/PublixHelps/status/905421760836898817,,,
,0.0570497703,38975,MaxineBentzel,,9/9/17,9/9/2017 0:00,12:50:00 PM,9,6,,,2,1,Looks like a regular beach day at the South Beach Pavillion in Boca Raton @CBS12 pic.twitter.com/4NPgvLtgxP,,@CBS12,,9.07E+17,https://twitter.com/MaxineBentzel/status/906560451311435778,,,
,0.0701479396,30591,joan_345,,9/6/17,9/6/2017 0:00,12:59:00 PM,0,0,,,2,1,"You keep saying u need 72 hrs we are at then when do we get a firm time frame? Everyone wants to know, are we getting hit or not?",,,,9.05E+17,https://twitter.com/joan_345/status/905475541028962304,,,
,0.130036866,52433,SeidenLocal10,,9/4/17,9/4/2017 0:00,7:16:00 PM,2,0,,,2,1,. @WPLGLocal10 Crazy lines at the pump! This is the scene at BJ's Gas in Cutler Bay. #Irma pic.twitter.com/tsy6SniBDb,,@WPLGLocal10,#Irma,9.05E+17,https://twitter.com/SeidenLocal10/status/904845623773552640,,,
,0.515422722,24913,gomarlins_2000,,9/8/17,9/8/2017 0:00,6:21:00 PM,0,2,,,2,1,#Miami Lakes pre #IrmaHurricane2017 afternoon nice afternoon @wsvn beautiful wheather pic.twitter.com/SOLJF97X0E,,@wsvn,#Miami #IrmaHurricane2017,9.06E+17,https://twitter.com/gomarlins_2000/status/906281423774130178,,,
,0.5450059927,36700,LucasBoggPhotog,,9/10/17,9/10/2017 0:00,8:35:00 PM,13,18,,,2,1,Power just went out at the #Polk EOC. It's all generator power from here on out. @FOX13News pic.twitter.com/k9zxpWKjff,,@FOX13News,#Polk,9.07E+17,https://twitter.com/LucasBoggPhotog/status/907039772601995264,,,
,0.5092147656,16830,DavidJonesTV,,9/10/17,9/10/2017 0:00,3:10:00 PM,5,3,,,2,1,"Still stragglers coming into the shelter at Vanguard High. If you're home, you still have a short amount time to head here. @WCJB20 pic.twitter.com/2hujOvttux",,@WCJB20,,9.07E+17,https://twitter.com/DavidJonesTV/status/906958071855026180,,,
,0.6753544133,33420,kikibobbi,,9/9/17,9/9/2017 0:00,2:09:00 AM,3,6,,,2,1,No excuse here. Days to prepare & all hotels/motels HAD to allow pets. POS's just left them tied in Force. 5 hurricane! PLEASE PROSECUTE!!,,,,9.06E+17,https://twitter.com/kikibobbi/status/906399039461187585,,,
,0.5048647689,10359,CandyJTilley,,9/12/17,9/12/2017 0:00,11:28:00 AM,0,1,,,2,1,Did they have any luck finding gas? Looking for suggestions,,,,9.08E+17,https://twitter.com/CandyJTilley/status/907626942962323456,,,
,0.041732135,52229,seabiscuit7,,9/8/17,9/8/2017 0:00,6:18:00 PM,0,1,,,2,1,People ARE leaving dogs/animals chained/tied to backyards...it is a FELONY..remind ppl...pls . http://www. wptv.com/news/region-c- palm-beach-county/palm-beach-county-animal-care-and-control-finding-dogs-left-chained-to-trees-and-parked-cars?utm_content=bufferafb7e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer â€¦,,,,9.06E+17,https://twitter.com/seabiscuit7/status/906280509231087617,,,
,0.4144599738,45076,NorthernWannabe,,9/10/17,9/10/2017 0:00,8:10:00 PM,0,1,,,2,1,They should not have their pets returned and not be allowed to ever have a pet again. Pets are family thru thick and thin. UNBELIEVABLE!,,,,9.07E+17,https://twitter.com/NorthernWannabe/status/907033668316692481,,,
,0.6852015031,58984,TwoWheelPicker,,9/10/17,9/10/2017 0:00,6:13:00 AM,0,1,,,2,1,"Lost power in the hammocks, it was only a matter of time @wsvn @hayden_karl #hurricaneirma2017",,@wsvn @hayden_karl,#hurricaneirma2017,9.07E+17,https://twitter.com/TwoWheelPicker/status/906822870894104577,,,
,0.0800338828,20807,etanick,,9/18/17,9/18/2017 0:00,3:27:00 PM,0,0,,,2,1,The entire opposite side of my street had power since Monday. It is cruelty to see nothing done on our side even now,,,,9.10E+17,https://twitter.com/etanick/status/909861414361329664,,,
,0.7578338942,04121,alherbs1119,,9/5/17,9/5/2017 0:00,9:32:00 PM,0,0,,,2,1,"How did you not see gas stations today ,plus it's a little bit of a hike after I worked today and don't wanna sit in traffic and pay $9beer",,,,9.05E+17,https://twitter.com/alherbs1119/status/905242197704024064,,,
,0.4123288586,05608,angosr,,9/13/17,9/13/2017 0:00,11:47:00 AM,0,1,,,2,1,This is so incredibly upsetting! They should have evacuated before the storm.,,,,9.08E+17,https://twitter.com/angosr/status/907994059918245893,,,
,0.3771471638,04149,AliciaT_WCTV,,9/10/17,9/10/2017 0:00,10:47:00 PM,4,9,,,2,1,Storm stakeout...thinking of how to beat big Irma #HurricaneIrma #Stmarks @WCTV pic.twitter.com/WWdYSXW48H â€“ bei St Marks River Bridge (US98) (SR30),,@WCTV,#HurricaneIrma #Stmarks,9.07E+17,https://twitter.com/AliciaT_WCTV/status/907073138684563456,,,
,0.2047189894,48453,randyzdonuts,,9/12/17,9/12/2017 0:00,2:38:00 PM,0,0,,,2,1,No power inland Jupiter. Saw trucks lined up on the side of the road near I-95 on ramp. Looked like they were leaving. :o (,,,,9.08E+17,https://twitter.com/randyzdonuts/status/907674752814391296,,,
,0.2005257469,50042,rockstarclean,,9/10/17,9/10/2017 0:00,11:58:00 PM,0,0,,,2,1,"Cable out, listening on @1025TheBone @FOX13News #HurrcaneIrma",,@1025TheBone @FOX13News,#HurrcaneIrma,9.07E+17,https://twitter.com/rockstarclean/status/907090990418337792,,,
,0.2916669537,30819,joeybagovdonuts,,9/18/17,9/18/2017 0:00,5:57:00 AM,0,0,,,2,1,Hi Julie. This feels like the worst hurricane season ever :(,,,,9.10E+17,https://twitter.com/joeybagovdonuts/status/909718002685431808,,,
,0.3615510026,08771,bocachica70,,9/19/17,9/19/2017 0:00,12:27:00 AM,1,0,,,2,1,My sisters have @DukeEnergy still out!!,,@DukeEnergy,,9.10E+17,https://twitter.com/bocachica70/status/909997411795382273,,,
,0.565948816,53327,sinisterporpois,,9/13/17,9/13/2017 0:00,9:32:00 PM,0,1,,,2,1,"I somehow don't think Vigo County is one of them, but then, it was drizzle by the time Irma made it her.",,,,9.08E+17,https://twitter.com/sinisterporpois/status/908141323110289408,,,
,0.1849813855,50235,Roseshep1967,,9/4/17,9/4/2017 0:00,11:09:00 AM,0,1,,,2,1,Staying alert. In coconut Creek Florida.,,,,9.05E+17,https://twitter.com/Roseshep1967/status/904723068509138944,,,
,0.5756185448,57155,TheMateoJones,,9/10/17,9/10/2017 0:00,9:35:00 AM,1,1,,,2,1,We've had several power flashes here at @WPTV . Backup generators kicked in. The storm has begun and the worst is yet to come. #HurricaneIrma,,@WPTV,#HurricaneIrma,9.07E+17,https://twitter.com/TheMateoJones/status/906873808438616070,,,
,0.8939567049,37048,LyndaFigueredo,,9/13/17,9/13/2017 0:00,5:12:00 AM,4,1,,,2,1,Power up! I'll share the latest updates on when the lights will go back on in your area! @CBS12 pic.twitter.com/KSVoRf4iyr,,@CBS12,,9.08E+17,https://twitter.com/LyndaFigueredo/status/907894689101238272,,,
,0.256195015,51512,santina56,,9/8/17,9/8/2017 0:00,6:46:00 PM,0,0,,,2,1,@WPLGLocal10 The mayor needs to tell people that will get a fine when leaving trash bulk when there is a hurricane warning.,,@WPLGLocal10,,9.06E+17,https://twitter.com/santina56/status/906287762646728704,,,
,0.3247158549,46058,palmbeachpink,,9/9/17,9/9/2017 0:00,8:13:00 PM,0,0,,,2,1,"and more in #palmbeach , my tornado alerts go off every minute!",,,#palmbeach,9.07E+17,https://twitter.com/palmbeachpink/status/906672064039235584,,,
,0.3533731355,55189,StumpLamb,,9/5/17,9/5/2017 0:00,12:41:00 AM,0,0,,,2,1,Sure hope we don't get hit by Irma ... can't do this again,,,,9.05E+17,https://twitter.com/StumpLamb/status/904927457442136064,,,
,0.589033445,48189,RaceToCuba,,9/10/17,9/10/2017 0:00,2:50:00 AM,0,0,,,2,1,@WPLGLocal10 Sheltering in Cat 5 building in Marathon. Power out but we have a generator and are watching you live on iPad.,,@WPLGLocal10,,9.07E+17,https://twitter.com/RaceToCuba/status/906771758677606400,,,
,0.404196175,10276,CampuzanoDan,,9/7/17,9/7/2017 0:00,8:28:00 AM,0,1,,,2,1,@wsvn @CBSMiami @WPLGLocal10 @nbc6 #hurricaneirma2017 Lennar NOT doing their part to keep Homestead Community safe!!!! pic.twitter.com/aC21a4DC53,,@wsvn @CBSMiami @WPLGLocal10 @nbc6,#hurricaneirma2017,9.06E+17,https://twitter.com/CampuzanoDan/status/905769732757999617,,,
,0.8610924502,36187,Lolitas4929,,9/7/17,9/7/2017 0:00,10:13:00 PM,0,0,,,2,1,"I'm confused, we are waiting in WPB for a Cat 4, but you are reporting winds up to 72 miles an hour which is a Cat 1?? pic.twitter.com/5kNWc9I53p",,,,9.06E+17,https://twitter.com/Lolitas4929/status/905977378236747776,,,
,0.6364045948,36158,LoleskyWX,,9/7/17,9/7/2017 0:00,10:55:00 AM,17,15,,,2,1,#BREAKING : A hurricane watch is now in effect for Palm Beach County @CBS12 #tropics #Irma pic.twitter.com/7RbV0VEfNa,,@CBS12,#BREAKING #tropics #Irma,9.06E+17,https://twitter.com/LoleskyWX/status/905806708794171393,,,
