ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Code #,Relevance,content,unk,directed,hashtag,geocode,source,,,
1330,0.4489294359,13282,CHAMP_ZOE,,9/10/17,9/10/2017 0:00,3:16:00 PM,1,1,1,10,1,Hey @wsvn tell FPL and the fire department this can't wait pic.twitter.com/B7IfuUDHLu,,@wsvn,,9.07E+17,https://twitter.com/CHAMP_ZOE/status/906959543116201985,,,
1437,0.2652703801,41756,MsBrouhaha,,9/10/17,9/10/2017 0:00,12:00:00 PM,0,4,,10,1,"FPL you make billions and you have been doing this for decades!! Come on, buy a better system!! You make the money!!",,,,9.07E+17,https://twitter.com/MsBrouhaha/status/906910330953060352,,,
1585,0.7792204474,38231,Marina_Bull,,9/19/17,9/19/2017 0:00,2:11:00 PM,0,1,,10,1,Ive had 3 different deadlines 3 different ticket numbers and 3 text that my electric was restored and nothing @insideFPL is a joke,,@insideFPL,,9.10E+17,https://twitter.com/Marina_Bull/status/910204778491334657,,,
1665,0.3970189038,20645,erinmarieky,,9/5/17,9/5/2017 0:00,9:30:00 PM,0,0,,10,1,They're too busy driving around the entire state looming for water...,,,,9.05E+17,https://twitter.com/erinmarieky/status/905241878706212864,,,
1776,0.7305310079,27448,imaxed250,,9/13/17,9/13/2017 0:00,8:12:00 PM,0,0,,10,1,I agree . FPL must tell us why they didn't help before these poor ppl died. No bueno,,,,9.08E+17,https://twitter.com/imaxed250/status/908121153469865985,,,
1497,0.7504262078,39297,megangodley83,,9/10/17,9/10/2017 0:00,9:53:00 PM,0,1,,10,1,Even better rescues r the best.,,,,9.07E+17,https://twitter.com/megangodley83/status/907059374689939456,,,
22,0.3650322506,34735,LaurenHills123,,9/7/17,9/7/2017 0:00,2:47:00 PM,2,15,,11,1,". @CBS12 , @WPTV , @wpbf , @pbpost , @SunSentinel : stay safe during storm coverage! You're all pros and made for this stuff. Thank you! #irma",,@CBS12 @WPTV @wpbf @pbpost @SunSentinel,#irma,9.06E+17,https://twitter.com/LaurenHills123/status/905865203098812416,,,
23,0.6022277673,41367,Morte_aeternax,,9/10/17,9/10/2017 0:00,3:51:00 PM,0,0,,11,1,Damn I hope those babies are ok,,,,9.07E+17,https://twitter.com/Morte_aeternax/status/906968515365752832,,,
28,0.7050124057,08567,blktrades,,9/12/17,9/12/2017 0:00,11:38:00 AM,0,0,,11,1,Amazing work guys,,,,9.08E+17,https://twitter.com/blktrades/status/907629401281626113,,,
29,0.6845939615,37671,Mandy_Cordero,,9/9/17,9/9/2017 0:00,2:53:00 PM,0,0,,11,1,No problem. We're here to help.,,,,9.07E+17,https://twitter.com/Mandy_Cordero/status/906591312752910337,,,
32,0.6751243432,03068,A1AFURNITURE,,9/9/17,9/9/2017 0:00,10:42:00 AM,0,1,,11,1,"We dodged the worst, Again. We are so Lucky",,,,9.07E+17,https://twitter.com/A1AFURNITURE/status/906528191493406720,,,
52,0.4701821085,24159,gastronomic,,9/8/17,9/8/2017 0:00,9:39:00 PM,0,0,,11,1,Thank you!,,,,9.06E+17,https://twitter.com/gastronomic/status/906331280014540800,,,
61,0.5901606737,16967,dbphotog51,,9/10/17,9/10/2017 0:00,7:28:00 AM,0,1,,11,1,Be safe!,,,,9.07E+17,https://twitter.com/dbphotog51/status/906841851465957377,,,
62,0.5790723096,03339,Active4Oceans,,9/11/17,9/11/2017 0:00,12:22:00 PM,0,0,,11,1,". @wsvn @7NewsTIF Abandoning an endangered orca to the mercy of #Irma is negligent, abusive & cruel - PLS REPORT! https:// twitter.com/oceanCRIES/sta tus/906897981428953092 â€¦",,@wsvn @7NewsTIF,#Irma,9.07E+17,https://twitter.com/Active4Oceans/status/907278193052327936,,,
111,0.0364126215,35068,LeMansSuperfan,,9/9/17,9/9/2017 0:00,7:57:00 PM,0,0,,11,1,@WPLGLocal10 representing.,,@WPLGLocal10,,9.07E+17,https://twitter.com/LeMansSuperfan/status/906667794061824005,,,
138,0.5637378005,40964,mjlinhouston,,9/10/17,9/10/2017 0:00,1:23:00 PM,0,0,,11,1,Thank You!!! @10NewsWTSP for providing us with the coverage we need so we know what's going on!! Great Job!,,@10NewsWTSP,,9.07E+17,https://twitter.com/mjlinhouston/status/906931190376140801,,,
140,0.5223068392,36501,loyalangel32,,9/28/17,9/28/2017 0:00,7:24:00 PM,0,1,,11,1,Thanks for being a friend to his mother getting breakfast was added delight and would love to see the drop off at school. Take care hero!,,,,9.14E+17,https://twitter.com/loyalangel32/status/913545000885084161,,,
158,0.4827210669,45974,pacam24,,9/11/17,9/11/2017 0:00,12:03:00 AM,0,0,,11,1,Their poor little sad faces. I hope they made it through and are safe.,,,,9.07E+17,https://twitter.com/pacam24/status/907092329554616321,,,
179,0.3382208705,10212,calvinstowell,,9/9/17,9/9/2017 0:00,3:04:00 PM,0,1,,11,1,please stay safe babe <3,,,,9.07E+17,https://twitter.com/calvinstowell/status/906594169195569153,,,
187,0.2441477592,17666,Diane09876,,9/30/17,9/30/2017 0:00,6:12:00 PM,0,0,,11,1,They found her Prayers Family so very sad,,,,9.14E+17,https://twitter.com/Diane09876/status/914251586267992066,,,
199,0.673251309,52513,SerenityFoods,,9/10/17,9/10/2017 0:00,6:37:00 PM,0,0,,11,1,Ppl were actually going outdoors despite warnings. We don't need lots of ppl .One or 2 injuries are totally unnecessary,,,,9.07E+17,https://twitter.com/SerenityFoods/status/907010166230355968,,,
224,0.6410961356,24574,GingerBMamma,,9/30/17,9/30/2017 0:00,11:45:00 AM,0,0,,11,1,Thank you for all you're doing to help these unfortunate people,,,,9.14E+17,https://twitter.com/GingerBMamma/status/914154278066978816,,,
227,0.6531073523,34996,lee_warner,,9/7/17,9/7/2017 0:00,2:35:00 PM,0,0,,11,1,be safe,,,,9.06E+17,https://twitter.com/lee_warner/status/905862146503958532,,,
235,0.564429087,38902,MaxineBentzel,,9/12/17,9/12/2017 0:00,12:12:00 PM,1,1,,11,1,Be safe Jane.,,,,9.08E+17,https://twitter.com/MaxineBentzel/status/907638080957505536,,,
242,0.8953006743,41714,MrTVClassics,,9/10/17,9/10/2017 0:00,9:48:00 AM,0,0,1,11,1,Irma is doing what Irma is going to do. Prayers that everyone is in a safe place. Screenshot from @WPLGLocal10 . pic.twitter.com/ZKFF4p4QB1,,@WPLGLocal10,,9.07E+17,https://twitter.com/MrTVClassics/status/906877027277570048,,,
259,0.4000497537,55475,SusanOyer,,9/15/17,9/15/2017 0:00,2:34:00 PM,0,0,,11,1,"Thx 4 correction! @OfficialFPL Day 6, 100Â°+, 100's of houses in east @cityofboynton w/ no power-where are your trucks? @WPTV @pbpost @CBS12 https:// twitter.com/cityofboynton/ status/908750572563640321 â€¦",,@OfficialFPL @cityofboynton @WPTV @pbpost @CBS12,,9.09E+17,https://twitter.com/SusanOyer/status/908760840194727936,,,
294,0.54602116,15031,CoralSpringsPD,,9/10/17,9/10/2017 0:00,5:34:00 PM,32,95,1,11,1,#BREAKING : Kudos to @coralspringspd @coralspringsfd for delivering a baby girl safely at home during #HurricaneIrma @cbs4 @nbc6 @wsvn pic.twitter.com/Uc0DVhgE8n,,@coralspringspd @coralspringsfd @cbs4 @nbc6 @wsvn,#BREAKING #HurricaneIrma,9.07E+17,https://twitter.com/CoralSpringsPD/status/906994355507998726,,,
353,0.15777152,24512,GideonApe,,9/10/17,9/10/2017 0:00,10:36:00 AM,1,4,,11,1,We are safe and well. Use the pic!,,,,9.07E+17,https://twitter.com/GideonApe/status/906889072983134209,,,
409,0.7626307327,15314,craigebaker,,9/11/17,9/11/2017 0:00,3:07:00 PM,0,1,,11,1,Glad you and the family are safe @Jason_Jose,,@Jason_Jose,,9.07E+17,https://twitter.com/craigebaker/status/907319736987471872,,,
428,0.1040422889,48475,rascalsdaddy,,9/22/17,9/22/2017 0:00,2:59:00 PM,0,0,,11,1,"Welcome back, at least you get to enjoy more warm weather, enjoy your weekend!",,,,9.11E+17,https://twitter.com/rascalsdaddy/status/911304073953071105,,,
448,0.7342993657,33153,kennycooks,,9/9/17,9/9/2017 0:00,8:38:00 AM,0,1,,11,1,Be safe and best of luck,,,,9.06E+17,https://twitter.com/kennycooks/status/906497106071912448,,,
457,0.9916207754,18845,Dshector1,,9/10/17,9/10/2017 0:00,8:35:00 AM,0,0,,11,1,Stay safe! God bless you all!,,,,9.07E+17,https://twitter.com/Dshector1/status/906858624278032386,,,
467,0.5771201448,37517,maier_renec,,9/27/17,9/27/2017 0:00,3:33:00 PM,0,1,,11,1,Hope they'll bring him home safe and sound. Got bless.,,,,9.13E+17,https://twitter.com/maier_renec/status/913124516540420096,,,
481,0.2369496558,34930,LBisogne,,9/6/17,9/6/2017 0:00,9:10:00 PM,0,0,,11,1,God bless New Jersey & have mercy on Fla. Irma!!,,,,9.06E+17,https://twitter.com/LBisogne/status/905599076653137920,,,
494,0.9257566,24869,GoHART,,9/7/17,9/7/2017 0:00,11:59:00 PM,0,1,,11,1,Thank you! Interesting times on both coasts! Stay safe as well.,,,,9.06E+17,https://twitter.com/GoHART/status/906003933616885760,,,
527,0.0582123004,27524,infil00ps,,9/10/17,9/10/2017 0:00,9:26:00 AM,0,0,,11,1,:( hope they're ok,,,,9.07E+17,https://twitter.com/infil00ps/status/906871609104977921,,,
547,0.8360797788,20832,Eva_Holtermann,,9/6/17,9/6/2017 0:00,12:31:00 PM,0,0,,11,1,Be safe #Florida,,,#Florida,9.05E+17,https://twitter.com/Eva_Holtermann/status/905468609547436035,,,
552,0.3285793074,49812,RobAdamsFL,,9/30/17,9/30/2017 0:00,5:25:00 PM,0,3,,11,1,Wishing you the best in whatever comes next @KirkGimenez,,@KirkGimenez,,9.14E+17,https://twitter.com/RobAdamsFL/status/914239749950492673,,,
559,0.1264841289,41125,MobilePSP,,9/28/17,9/28/2017 0:00,4:24:00 PM,0,0,1,11,1,Stay brave everyone. Friday is almost here. #pets #weekend #fun @WKRG @FOX10News @975wabd pic.twitter.com/VAnFqoQ8WY,,@WKRG @FOX10News @975wabd,#pets #weekend #fun,9.14E+17,https://twitter.com/MobilePSP/status/913499709335097344,,,
609,0.1156092122,56708,Terryberry186,,9/9/17,9/9/2017 0:00,11:20:00 AM,0,0,,11,1,Stay safe everyone,,,,9.07E+17,https://twitter.com/Terryberry186/status/906537701708623872,,,
612,0.7247475301,30793,JoeRoetz,,9/8/17,9/8/2017 0:00,3:30:00 AM,0,0,,11,1,Glad you got out. Stay safe!,,,,9.06E+17,https://twitter.com/JoeRoetz/status/906057045245349888,,,
615,0.6936813664,48673,RDallafior,,9/6/17,9/6/2017 0:00,7:53:00 PM,0,0,,11,1,Stay safe! This one is wicked,,,,9.06E+17,https://twitter.com/RDallafior/status/905579768174833664,,,
623,0.8086700324,33222,KerryLaneBarnes,,9/17/17,9/17/2017 0:00,9:39:00 AM,0,0,,11,1,@10NewsWTSP We would love a list of out of state linemen who came to help us so we can all thank them & apologize for Duke's incompetence.,,@10NewsWTSP,,9.09E+17,https://twitter.com/KerryLaneBarnes/status/909411553748951042,,,
626,0.2748376949,02349,1982christoff,,9/10/17,9/10/2017 0:00,3:05:00 PM,0,1,,11,1,Thinking of u all and my prayers are with u keep safe,,,,9.07E+17,https://twitter.com/1982christoff/status/906956860653281280,,,
637,0.3626066379,28466,JamesFo76771046,,9/13/17,9/13/2017 0:00,8:21:00 AM,0,0,,11,1,Damn....sorry for ppl losing their homes,,,,9.08E+17,https://twitter.com/JamesFo76771046/status/907942222661812224,,,
654,0.8941467407,13851,ChristianneGen3,,9/15/17,9/15/2017 0:00,5:58:00 PM,0,2,,11,1,But it was great to see! Love it. Thank you for all you do.,,,,9.09E+17,https://twitter.com/ChristianneGen3/status/908812366594367488,,,
693,0.5557267834,33545,kimberly_teece,,9/5/17,9/5/2017 0:00,12:44:00 PM,0,1,,11,1,Ohh myyy goodness. Prayers.Sent.,,,,9.05E+17,https://twitter.com/kimberly_teece/status/905109378990313478,,,
734,0.986026015,35999,LMB1215,,9/11/17,9/11/2017 0:00,9:51:00 AM,0,0,,11,1,Ok thank u so much,,,,9.07E+17,https://twitter.com/LMB1215/status/907240113771556864,,,
762,0.0626380487,10245,cameronacobb5,,9/7/17,9/7/2017 0:00,12:43:00 PM,0,0,,11,1,It's amazing to see members of #Alachua county helping out in all kinds of ways! https://www. wuft.org/news/2017/09/0 7/commissioner-to-welcome-homeless-guests-during-hurricane-irma/ â€¦ #HurricaneIrma #wuftnews @WUFTNews,,@WUFTNews,#Alachua #HurricaneIrma #wuftnews,9.06E+17,https://twitter.com/cameronacobb5/status/905833930984747008,,,
783,0.1408936167,07064,B_James_Field,,9/9/17,9/9/2017 0:00,11:58:00 PM,2,2,1,11,1,. @WPTV Some brave members of @PBCountySheriff taking shelter during the worst of that last feeder band. pic.twitter.com/jpxx6kmuTw,,@WPTV @PBCountySheriff,,9.07E+17,https://twitter.com/B_James_Field/status/906728660933148672,,,
785,0.2229512843,39541,merlady1999,,9/10/17,9/10/2017 0:00,11:38:00 AM,0,0,,11,1,Thank you for everything you and your team are doing for Tampa Bay.,,,,9.07E+17,https://twitter.com/merlady1999/status/906904692894167040,,,
827,0.2285456379,26789,HowardGriffiths,,9/10/17,9/10/2017 0:00,2:12:00 PM,0,0,,11,1,Sorry to see this but hopefully all lives safe.,,,,9.07E+17,https://twitter.com/HowardGriffiths/status/906943504882028546,,,
839,0.1727549768,60498,WayneAl49348113,,9/26/17,9/26/2017 0:00,6:20:00 PM,0,0,,11,1,Thanks Lloyd. I have been there year's ago while I attending Unif.Of Tampa. Wayne Alexander,,,,9.13E+17,https://twitter.com/WayneAl49348113/status/912804163922403329,,,
874,0.5259723054,46322,PatriciaMarsden,,9/10/17,9/10/2017 0:00,6:24:00 PM,0,1,,11,1,Be safe!,,,,9.07E+17,https://twitter.com/PatriciaMarsden/status/907006924725596161,,,
896,0.1710065742,10504,CaptKVJ,,9/10/17,9/10/2017 0:00,9:05:00 AM,3,11,,11,1,Be safe!!! Praying!!! Crazy out here!!!--Captain KVJ @KVJShow @KVJNation @979WRMF @GrimsToyShow @CurveTheCube @CBS12 @WPTV @WPBF25News pic.twitter.com/MtzyrmUqM9,,@KVJShow @KVJNation @979WRMF @GrimsToyShow @CurveTheCube @CBS12 @WPTV @WPBF25News,,9.07E+17,https://twitter.com/CaptKVJ/status/906866328165908481,,,
959,0.0026274818,48198,RachelElzufon,,9/10/17,9/10/2017 0:00,6:53:00 AM,0,1,,11,1,"Stay safe, Danny!",,,,9.07E+17,https://twitter.com/RachelElzufon/status/906832926167400448,,,
970,0.7708036762,52330,secupe70,,9/10/17,9/10/2017 0:00,4:44:00 AM,0,1,,11,1,Thanks my anchor blessing be safe ...,,,,9.07E+17,https://twitter.com/secupe70/status/906800656471773184,,,
984,0.603079705,23916,GailNASCARfan,,9/14/17,9/14/2017 0:00,8:55:00 AM,0,0,,11,1,Many many prayers to all,,,,9.08E+17,https://twitter.com/GailNASCARfan/status/908313219546132480,,,
997,0.7883091229,39385,MelamuMalik,,9/10/17,9/10/2017 0:00,12:53:00 PM,0,0,,11,1,Allah protect you all!!,,,,9.07E+17,https://twitter.com/MelamuMalik/status/906923707033116674,,,
1023,0.7482219848,05549,AndySW71,,9/9/17,9/9/2017 0:00,12:20:00 PM,0,1,,11,1,you guys will be ok.,,,,9.07E+17,https://twitter.com/AndySW71/status/906552782932627456,,,
1026,0.5850853272,02646,40yroldswiftie,,9/10/17,9/10/2017 0:00,10:52:00 AM,0,1,,11,1,Someone save these babies,,,,9.07E+17,https://twitter.com/40yroldswiftie/status/906893023459659777,,,
1029,0.3634831357,19959,Eric_Roby,,9/10/17,9/10/2017 0:00,12:45:00 PM,0,0,,11,1,Please be very careful! @CBS12 https:// twitter.com/tinker_ginaa03 /status/906913416077565952 â€¦,,@CBS12,,9.07E+17,https://twitter.com/Eric_Roby/status/906921486912507905,,,
1066,0.8541217047,15172,courierbat,,9/9/17,9/9/2017 0:00,6:20:00 PM,1,3,,11,1,GREAT JOB,,,,9.07E+17,https://twitter.com/courierbat/status/906643387281002496,,,
1091,0.1943254495,15558,CsChargers_,,9/3/17,9/3/2017 0:00,10:33:00 PM,0,2,,11,1,Wow! Thank you so much ! We are humbled to have met such wonderful people today in Texas ! And knowing that we could help some families!,,,,9.05E+17,https://twitter.com/CsChargers_/status/904532910568591362,,,
1191,0.5010780013,64556,WPTV,,9/18/17,9/18/2017 0:00,6:10:00 PM,1,5,1,11,1,"Florida grandmother, 94, surprised by officers' generosity (and good looks) ahead of Irma http:// bit.ly/2xgWWaA pic.twitter.com/KMOFSnlXHD",,,,9.10E+17,https://twitter.com/WPTV/status/909902374487158784,,,
1224,0.1791151856,05313,AndrewRuizWPTV,,9/13/17,9/13/2017 0:00,5:39:00 PM,0,1,,11,1,Good luck Austin! Thanks for your hard work! I'm sure you'll boomerang back!,,,,9.08E+17,https://twitter.com/AndrewRuizWPTV/status/908082855842115584,,,
1226,0.8610575176,00157,_itsandrew,,9/9/17,9/9/2017 0:00,1:11:00 PM,1,1,,11,1,Itâ€™s the calm before the storm. It was a beautiful day here in Houston before Harvey hit. Texas is praying for Florida!,,,,9.07E+17,https://twitter.com/_itsandrew/status/906565815461453825,,,
1262,0.5451915466,50225,RosemarieReid16,,9/13/17,9/13/2017 0:00,2:05:00 PM,0,0,,11,1,Thank you! You dont know what you got until its gone,,,,9.08E+17,https://twitter.com/RosemarieReid16/status/908028966396723205,,,
1274,0.1915675497,58878,tvreelcoach,,9/8/17,9/8/2017 0:00,8:09:00 PM,0,2,,11,1,#FF and prayers to friends at @wsvn @WPLGLocal10 @nbc6 @CBSMiami @CBS12 @WPBF25News @WPTV #NewsFamily,,@wsvn @WPLGLocal10 @nbc6 @CBSMiami @CBS12 @WPBF25News @WPTV,#FF #NewsFamily,9.06E+17,https://twitter.com/tvreelcoach/status/906308482747564033,,,
1299,0.694517059,05214,AndrewLevine5,,9/6/17,9/6/2017 0:00,7:30:00 PM,0,1,,11,1,Hope the horses and you are ok.,,,,9.06E+17,https://twitter.com/AndrewLevine5/status/905573891959083010,,,
1317,0.3972605473,14029,ChristineA1963,,9/5/17,9/5/2017 0:00,7:12:00 PM,0,0,,11,1,Be safe / we are concerned about everyone on the island,,,,9.05E+17,https://twitter.com/ChristineA1963/status/905206934319628289,,,
1339,0.494871479,30659,JodyAdle,,9/10/17,9/10/2017 0:00,10:53:00 AM,0,1,,11,1,Im sending thoughts and prayers to everyone there.,,,,9.07E+17,https://twitter.com/JodyAdle/status/906893341379502082,,,
1351,0.5296264931,33592,kimr1156,,9/10/17,9/10/2017 0:00,7:29:00 AM,0,3,,11,1,Message received. Get to safety.,,,,9.07E+17,https://twitter.com/kimr1156/status/906842094920232960,,,
1353,0.5338385324,57114,thekidbenice,,9/27/17,9/27/2017 0:00,8:40:00 AM,0,1,,11,1,"Bless up! Nicely done, TalGov",,,,9.13E+17,https://twitter.com/thekidbenice/status/913020575139942401,,,
1473,0.2165950895,28886,jaykome1,,9/6/17,9/6/2017 0:00,7:14:00 AM,0,0,,11,1,Be safe all!,,,,9.05E+17,https://twitter.com/jaykome1/status/905388696748400640,,,
1482,0.780747586,10795,CassidysBakery,,9/9/17,9/9/2017 0:00,7:47:00 PM,0,0,,11,1,Thanks for the update ðŸ–’,,,,9.07E+17,https://twitter.com/CassidysBakery/status/906665308835995649,,,
1513,0.3550940168,32858,KChapmanCBS12,,9/8/17,9/8/2017 0:00,11:38:00 AM,0,1,,11,1,Stay safe out there!!!,,,,9.06E+17,https://twitter.com/KChapmanCBS12/status/906179951594012672,,,
1515,0.5023601306,35178,LETMESMASH,,9/6/17,9/6/2017 0:00,8:32:00 PM,3,1,,11,1,PLZ SHARE WITH EVERYONE ZELLO APP WILL NOT WORK IF CELL SERVICE IS DOWN ONLY WIFI! @wsvn #IRMA #ZELLO @SunSentinel @CoralSpringsPD @MiamiPD https:// twitter.com/Zello/status/9 05306082574204928 â€¦,,@wsvn @SunSentinel @CoralSpringsPD @MiamiPD,#IRMA #ZELLO,9.06E+17,https://twitter.com/LETMESMASH/status/905589643894071296,,,
1520,0.6556386666,40673,millsmma,,9/10/17,9/10/2017 0:00,10:18:00 PM,0,0,,11,1,These poor animals - suffering. God watch over them.,,,,9.07E+17,https://twitter.com/millsmma/status/907065905426952192,,,
1540,0.2560310773,21162,Father_RickD,,9/8/17,9/8/2017 0:00,2:16:00 PM,0,0,,11,1,God bless you @NC5_DanKennedy and colleagues! Stay safe and be well!,,@NC5_DanKennedy,,9.06E+17,https://twitter.com/Father_RickD/status/906219698299252737,,,
1653,0.1893829563,15605,cstevenson7,,9/9/17,9/9/2017 0:00,7:13:00 PM,1,1,,11,1,Thank you - hope you're finding us helpful as you (and we) try to get through this !,,,,9.07E+17,https://twitter.com/cstevenson7/status/906656954428338178,,,
1678,0.8758944584,23561,frostbitecra,,9/10/17,9/10/2017 0:00,10:17:00 AM,0,0,,11,1,"@wsvn for the love of God, PLEASE seek some shelter. Heed your own advise of stay indoors"".""",,@wsvn,,9.07E+17,https://twitter.com/frostbitecra/status/906884292390920192,,,
1752,0.1145453849,31033,JohnTrach,,9/10/17,9/10/2017 0:00,10:54:00 AM,0,0,,11,1,Holy geeze! Stay away from that window Bill and Stay Safe!,,,,9.07E+17,https://twitter.com/JohnTrach/status/906893760654606336,,,
1791,0.4214435013,08563,BlkjeggTwitt,,9/10/17,9/10/2017 0:00,8:07:00 PM,0,2,,11,1,God bless you and thank you for everything you guys do for us.,,,,9.07E+17,https://twitter.com/BlkjeggTwitt/status/907032700422369281,,,
742,0.0443977395,46609,Peachfront,,9/9/17,9/9/2017 0:00,8:33:00 AM,0,0,,11,1,take care! this one looks bad!,,,,9.06E+17,https://twitter.com/Peachfront/status/906495823445413888,,,
925,0.9020843615,10138,Caffeinefreak,,9/8/17,9/8/2017 0:00,1:36:00 AM,0,1,,11,1,And water. Batteries too.,,,,9.06E+17,https://twitter.com/Caffeinefreak/status/906028444663726081,,,
1019,0.0020708521,46546,pbpostseo,,9/9/17,9/9/2017 0:00,6:05:00 PM,0,0,,11,1,Hope you're all doing ok,,,,9.07E+17,https://twitter.com/pbpostseo/status/906639811422900226,,,
1489,0.1241255275,21206,FeatherRivSPCA,,9/10/17,9/10/2017 0:00,5:34:00 PM,0,1,,11,1,I hope someone let them in @MickabooRescue,,@MickabooRescue,,9.07E+17,https://twitter.com/FeatherRivSPCA/status/906994257138917381,,,
1683,0.6996376884,57962,TolerForPres,,9/1/17,9/1/2017 0:00,9:07:00 PM,0,0,,11,1,Retweeted 10News WTSP ( @10NewsWTSP ): The story behind this heartwarming Hurricane Harvey photo... http:// fb.me/AZhAKYnE,,@10NewsWTSP,,9.04E+17,https://twitter.com/TolerForPres/status/903786394887311360,,,
315,0.8223175425,17047,Ddsouza74,,9/7/17,9/7/2017 0:00,1:44:00 AM,1,2,,12,1,Global climate change. Too much carbon dioxide emission in the atmosphere is not allowing heat to escape the planet n keep temps leveled.,,,,9.06E+17,https://twitter.com/Ddsouza74/status/905668171226423297,,,
47,0.1898790914,09847,BubbaLeroy69,,9/10/17,9/10/2017 0:00,1:08:00 PM,1,1,,14,1,Been shifting between @WPBF25News and @WPTV And I have to say WPTV is killin' it..No BS...Covering IRMA. WPBF way too much self promotion!,,@WPBF25News @WPTV,,9.07E+17,https://twitter.com/BubbaLeroy69/status/906927427368181761,,,
88,0.5352619238,15382,Crewzerguy54D,,9/10/17,9/10/2017 0:00,1:10:00 PM,0,0,,14,1,@WPTV Please give east coast wind timeline more often,,@WPTV,,9.07E+17,https://twitter.com/Crewzerguy54D/status/906927818516439040,,,
89,0.740656676,53743,soccrhuny,,9/10/17,9/10/2017 0:00,3:07:00 AM,2,25,,14,1,The news can post this without following up if the birds are ok! We need a follow-up...please.,,,,9.07E+17,https://twitter.com/soccrhuny/status/906776171555176453,,,
96,0.4232174056,32119,JWaldemer,,9/11/17,9/11/2017 0:00,11:03:00 AM,0,0,,14,1,@fox13news what about hurricane Jose?,,@fox13news,,9.07E+17,https://twitter.com/JWaldemer/status/907258237581393920,,,
106,0.0215492678,51054,samkerrigantv,,9/11/17,9/11/2017 0:00,6:10:00 AM,6,6,1,14,1,"Before, during and after--we've got you covered from every angle! #TeamCoverage #HurricaneIrma @CBS12 pic.twitter.com/QDiaWBs5o6",,@CBS12,#TeamCoverage #HurricaneIrma,9.07E+17,https://twitter.com/samkerrigantv/status/907184540850036736,,,
114,0.9850408649,23326,fox5melanie,,9/11/17,9/11/2017 0:00,7:51:00 AM,0,2,1,14,1,"Keeping up with my #Florida fam via @DaveOFox13 & @Fox35Amy . Thx to all @Fox35News , @FOX13News for your grit! #Irma pic.twitter.com/RBGcsQquZX",,@DaveOFox13 @Fox35Amy @Fox35News @FOX13News,#Florida #Irma,9.07E+17,https://twitter.com/fox5melanie/status/907210021548777473,,,
137,0.2737242592,44096,news6wkmg,,9/10/17,9/10/2017 0:00,11:54:00 AM,0,0,,14,1,Watch it live here: http:// bit.ly/2eP8Myy https:// twitter.com/KirstinTVNews/ status/906907756694827009 â€¦,,,,9.07E+17,https://twitter.com/news6wkmg/status/906908629898551297,,,
148,0.3655284272,09462,BrianSLSpringer,,9/27/17,9/27/2017 0:00,11:12:00 AM,0,2,,14,1,I actually L VED it #ThatViewerDoesntSpeakForMe,,,#ThatViewerDoesntSpeakForMe,9.13E+17,https://twitter.com/BrianSLSpringer/status/913058651170070529,,,
156,0.7407655428,09336,BrianEntin,,9/10/17,9/10/2017 0:00,3:01:00 PM,18,70,,14,1,Weird to think almost all of our viewers can't see us and are listening on the radio bc of power outages. Trying to be descriptive. @wsvn,,@wsvn,,9.07E+17,https://twitter.com/BrianEntin/status/906955793278349313,,,
211,0.7029841025,05493,AndrewRuizWPTV,,9/9/17,9/9/2017 0:00,4:32:00 PM,3,0,1,14,1,Lose power? @wptv is ON AIR NOW on @ESPNWestPalm 106.3 FM pic.twitter.com/9x5CjfnCtc,,@wptv @ESPNWestPalm,,9.07E+17,https://twitter.com/AndrewRuizWPTV/status/906616252705189893,,,
212,0.2691881412,37525,Maire_OD,,9/10/17,9/10/2017 0:00,1:41:00 PM,0,0,,14,1,"keep popping in to watch your live-feed. Doing Great Job (Hope your roof stays on) & Thanks,",,,,9.07E+17,https://twitter.com/Maire_OD/status/906935664603811840,,,
216,0.9274095558,51022,samityme,,9/4/17,9/4/2017 0:00,12:14:00 PM,0,1,,14,1,Ok. Thanks will watch your reports when to do so and get down to pbc to get mom,,,,9.05E+17,https://twitter.com/samityme/status/904739519647371264,,,
233,0.8184831413,32445,Karl0933,,9/10/17,9/10/2017 0:00,12:39:00 PM,0,0,,14,1,@news6wkmg r u interrupting the football game at 1,,@news6wkmg,,9.07E+17,https://twitter.com/Karl0933/status/906919957304414208,,,
247,0.9046741918,08812,bolshie_walshy,,9/10/17,9/10/2017 0:00,12:02:00 PM,0,0,,14,1,. @wsvn Live continuous coverage of Hurricane Irma https://www. pscp.tv/WSVN/1mnGemOrk MqGX â€¦,,@wsvn,,9.07E+17,https://twitter.com/bolshie_walshy/status/906910887801442306,,,
280,0.7443230971,56767,Th3Bill,,9/9/17,9/9/2017 0:00,7:58:00 PM,0,0,,14,1,"Seriously @WPTV , what's with half screen of a car driving and other side of the hurricane? Where's the ND game?!?",,@WPTV,,9.07E+17,https://twitter.com/Th3Bill/status/906668236531531776,,,
285,0.2325837699,03730,akrietz,,9/6/17,9/6/2017 0:00,7:05:00 AM,0,3,1,14,1,. @10NewsWTSP 's @grant_gilmore basically in charge of Twitter this morning ahead of #Irma . http:// wtsp.com pic.twitter.com/cgIuKOnYYd,,@10NewsWTSP @grant_gilmore,#Irma,9.05E+17,https://twitter.com/akrietz/status/905386357601832963,,,
