Link,Tweet,Label
'263023766290980864',@NickGregoryFox5 @msjaness ..... Thank God we don't have trees like that here on the Grand Concourse. Very high winds only.,0
'262728120656875520',Smh slow just isn't the word man.,0
'262700557163196416',No Fucking Way!!!!!! That Did Not Just Happen!!!!!,0
'262346260860784640',"@ANITA_ZEKA damn, didn't think you'd notice that LOL",0
'263046511397588992',#NationalTextYourExDay ........ Is that really trending.........,0
'262741119790637056',Seriously I can't even look at the tv when this defense is on the field. The offense has 2 b perfect for us to have any shot #WHODAT,0
'262936575053287424',"Wind 16.0 mph NNE. Barometer 981.95 mb, gust 29.0, Temp 57.0 &amp;deg;F. Rain 0.00 in. Humidity 95% hurricane cam http://t.co/Sq2ekENu",1
'262973121471074305',Waiting for my ipad mini like a kid on Christmas.,0
'262961527546580992',Provisions. (@ Landmark Wine &amp; Sake) http://t.co/ZP1BeE5m,0
'263342511597182976',"Fucking love your mother!!@_tihfahnee: My mom said dame el control, soy yo la que pago la luz",0
'263335242419556352',"As curious as I am to see the impact of #Florence in my neighborhood, I am in no rush to head outdoors. #CrownHeights",1
'262756228072108032',"We scared of almost everything, afraid to even tell the truth So scared of what you think of me, Im scared of even telling you",0
'262660250660925441',Drake and josh makes me happy.,0
'262685499154640896',@hanzlauren420: It is wild at the beach rn  thnx for the invite,0
'262949783231156225',So the cove in cape may is gone,1
'263357937609752576',"So supposedly every Starbucks in north Carolina is closed, but the one in my town isn't.",1
'263050483793547265',Glow for Safety really?  Will it also stop the feeling of being on a boat on th @ Eventi - A Kimpton Hotel http://t.co/hVmFsMnA,0
'262948108957282305',Florence ain't here yet and shits real . people still this this shit is a game.,1
'262590152872976387',It's an NFL Sunday. Where else would I be? (@ Knights of Columbus) http://t.co/wRARNi19,0
'262377493460307969',@LiveMy_Dreams I can tell I feel like I'm watching them already ! Lmfao,0
'263021669600342017',@8_Semesters: Taylor Swift waved at a boy yesterday and he didn't wave back..So she will have a new album coming out tomorrow. @TheNocar,0
'263190272874258432',Fuck you Florence. Fuck you Insomnia. &amp; Fuck you Twitter.,1
'262997878644035586',@bananahanana: @BoldBarkley @abbycourtright ahh so true!!  Plus getting to New York would take a lot less time for me!!!,0
'263286610962026496',"@jodikantor: My god, Breezy Point in the Rockaways is a smoking ruin. http://t.co/PpsOLv36 (Credit: Frank Franklin II, AP) @alisonmatheny",1
'262471662564438016',#GottaAceMySATexam .. !!! We wish we students found that before http://t.co/Lb2QSGsd ya better get this #FollowMeKian eby,0
'262963863761338368',"If I'm ever rich, I'm going to have a bookshelf that is a secret revolving door into another room. #ThoughtsWhileRidingOutHurricaneFlorence",0
'262586370546085888',I hate going out n seeing my damn carvel customers,0
'262650835111145472',"@DCFanaticsBlog I hate to say I don't have faith, but I don't. They never step up when they have a chance. #youguyshaveheart?",0
'262632017102008321',@h1gher to get content out there shared by people I follow (without any real work on my part :)),0
'262681060591161344',"who is @ilianiLamorena talking bout? she keep running her mouth, lmfao!",0
'263134610668548096',@YourAnonNews: Tweet with hashtag #Florenceaid to request non-emergency community assistance in Hurricane Florence.,1
'263324487024529409',Good morning world I'm alive I survived Florence but this shit was no joke,1
'262492745673883648',#GottaAceMySATexam : GOODNESS wish my boys managed to find this previously http://t.co/r15SKZ9T you better get it now Oregon State kpo,0
'262992495347113985',@StormTeam4NY here is a shot of the crane. http://t.co/oSPoukU5,0
'262724997007683584',Sometimes I wish we did things differently because it wasn't always bad,0
'262662216245968896',"I'm at Bethesda Fountain (New York, NY) http://t.co/YaaEDdX4",0
'262586586745671680',Dim sum carts w/ @ggagucas @mbc294 eugenie &amp; Kris (@ Jing Fong Restaurant  w/ 10 others) http://t.co/05u3wOVH,0
'262729672574525440',@iIllumiinati: All it takes is 1 song to bring back 1000 memories.,0
'263117875265536000',Lolin at the people who are living in the hip trendy les. I'm up at 161 with power and internet..,1
'263110865996357632',We're in a state of emergency and Kylie Jenner is instagraming pictures of her new shoes... Cunt.,1
'263341376555610112',"I'm at Frankenstorm Apocalypse - Hurricane Florence (New York, NY) w/ 377 others http://t.co/ZRIkpXda",0
'263069399488020480',"been training to survive this, i seen it coming",1
'263341062720999424',@danielsarath i thought he was exceptional in Argo,0
'262644399652077569',@nikkkisixx show me the love gurl show me da love,0
'262631605594644480',Oh snap. I hope I also don't lose power cause I wanna see #mtj tonight!! @kevinjonas @daniellejonas @MikeyDeleasa,1
'262650981580435457',@Malicia_Santana don't be mad. Enjoy it haha #NYC,0
'262648409037615104',SOMEONE GET REX SOME HOT SAUCE!!?! #dolphins #fb,0
'263085295648505856',I'm hoping we don't lose power for a week again like last time.,1
'262464102302097409',#wonderwoman yeah I got you xxxxmollyxxxx @ La Boom http://t.co/JLzHZwwH,0
'262770561606877185',Nice Magic the Gathering reference in the new Venture Bros.!,0
'262748978414772226',Free Kindle eBook! Lost In Italy http://t.co/j1dzGjvD,0
'262371489129578497',There's Luke Bryan and Jason Aldean concert going on right now in Texas. Someone take me there.,0
'263419449233776642',Tryna figure out how I can get some free food stamps outta this Florence b#&amp;ch,1
'262960305724866560',@Bryn_Sean I'll try not too haha,0
'262409870664404993',Talk shit get HIT BITCH,0
'262880498156703745',Possibly the only place open on Vanderbilt Ave. #prospectheights (@ Olde Brooklyn Bagel Shoppe) http://t.co/OZXSy8Hq,0
'263391459745595393',"@gzebrower no it's still on Sunday, I think, but hopefully the chem exam is rescheduled. Are you going back tomorrow?",0
'262928970763345921',@soapsindepthabc any chance you can tweet out major plot points scheduled to air today after the PST airing for east coasters who won't see,0
'263030309409390592',Amazing lunch Stephanie &amp; I had! Beside a successful man(Alex) is an equally powerful Woman! Alex/Steph for CEO&gt;EVC,0
'263090358202806272',My power went out!!!!!! But came back on!!!!!!,1
'263394258613051394',@stilettoOWOWW we got you love!,0
'263047560070037505',@talrazzano ill be sure to hit u up now that @kaitlyn_mackie GAVE MR UR # JK THATS WEIRD LOL,0
'263012826698878977',Hurricane Survival Kit assembled by only1alicia and myself. #Florence @ Alicia &amp; Hugh's Lair http://t.co/aNCZHXGu,1
'262934000132308992',Stay home Safe #nyc #nj #Florencehurracaine  @ Highland Place http://t.co/iylqY0Ge,1
'263057055781376000',Ppl 's lights going off now its gettin real...,1
'263114154599129089',@kingsthings all of my nephews were mesmerized by his train layout! Its just looked over. If u want an expert look up my dad James Greller,0
'263047054522216448',My mom just said if I walked outside I'd be stuck to the wall from the wind #fuckyouFlorence #youdontscareme,1
'263326189836455936',My kingdom for a cup of coffee and power #Florence #NYC,1
'263075479915995137',Prayers go out to the emergency teams and con Ed in the middle of the storm!,1
'262571650149650432',I hope she get stranded in this hurricane.,1
'262358105415897088',All These guys are fucked in the head.,0
'262476879305515008',#SATstudyTime .. OMG I wish my brother found this previously http://t.co/Kk1L3d9C you better get it now #Top10FavoriteSongs utv,0
'263121642178347008',"Are we alone, are we in control, can we choose to play a different role? Can we change the grave that was dug for us? Or is the only path?",0
'262347595161141248',@AndreaMcstay i hate u i wana see both those movies so bad tell me how they are #DontDie,0
'263265753300619264',@sofcabral Today!! :D but only around the area... Subways are still closed cause they got flooded,1
'263114874568179712',"We on two different globes, two differnt roads tell me what we gotta do to reconnect.",0
'263070449360060416',@TRAGRULES110 I gotta tlk to.yu dm me,0
'262385079060402176',#SATstudyTime : WOW.. wish my boys found that earlier http://t.co/3KJfXFvn hurry before its unavailable Des Moines Register bwy,0
'263073539576430593',Wtf everything is flying outside,0
'263043732469862400',@elebesooijen i saw a furby today.. This is why i thought it was weird u mentioned it on twitter!,0
'263395091933196289',Just a small sample of the wreckage outside the LaForce Residence on the day after #Florence. http://t.co/WLuarnrv,1
'263055177194561536',I should have gotten a bottle of tequila beer wears off 2 easy,0
'262739727235551233',"TV, movie, blanket, pillow. Baseball, soup, ice cream, hurricane #Florence",1
'263312558356832256',"@spanish_prince9 haha, because Obama is the best! https://t.co/1FRmRFxy",0
'263425861137625088',"If you are afraid of death, you are afraid of living",0
'262669467337756673',The awkward moment when you buy the same size unisex tee for you and your girlfriend.,0
'262937381689229313',Morning loves. All my #nyc people be careful in this storm,1
'262994913942204416',@announcerphil thanks - will try to sort now,0
'263287768631881728',I mean.. I guess you can't call the woods behind my house woods anymore #allgone,0
'263127683582541825',Weed hard cidar and crying @dariax0 i cant.... I literally need my mom,0
'263264917480681472',"Just posted a photo @ Fort Greene, Brooklyn http://t.co/TwX1rnJ7",0
'262430076145111040',#GottaAceMySATexam : !!! We really wish we managed to find that earlier http://t.co/eRwWxZVR you better get it now...,0
'262662613698220033',Went to the grocery and half the stuff I bought wasn't even survival food,1
'262563717949059074',"joining all the other crazies at the grocery store , #Florence is no joke #Frankenstorm",1
'263079133054111745',@roxsoxjes watch it go off now!,0
'262935078781468673',"@nytimesvideo: Video: With Hurricane Florence churning toward New York City, a view from Times Square - http://t.co/BarUBcYS",1
'262940515958415360',@ABQTeaParty: Great Billboard From the ATP http://t.co/VvkF9tg1 #eastwood,0
'262979548675702784',My afternoon hurricane water thanks #Florence #ny  @ JoJos apt http://t.co/jSNy7y3e,1
'262400178332504065',Fantastic BOND! Happy Halloween! (@ Bann) http://t.co/WhQmGckk,0
'263058142080937985',"@BrandonJClark so am I. But I've learned you can eat what you want, in moderation :)",0
'263307102854975488',Williamsburg Bridge. My only access to manhattan now.  @ North 5th St Pier http://t.co/cEsOhTFI,0
'262637737121828864',THERE'S NO BREAD LEFT :(.  #Florence (@ Trader Joe's) http://t.co/LCjPWE1F,1
'263414871406813184',"I'm at Home Depot (Egg Harbor Township, New Carolina) http://t.co/rVl9nR2R",0
'263057044439961602',If I was a hurricane I would destroy the fuck outta your house.,1
'262633421430480896',Theyre just gonna wait til last minute to cancel school. Calm down guys,0
'263333511929397249',Not going to have power for a week. Joy! Our basement flooded so that makes matters worse. At least our apartment was fine.,1
'263089828621590528',THIS IS A TIME THAT WE ALL HAVE TO BE TOGETHER!!!!,0
'262659764134227968',"I'm at Dunkin' Donuts (Newark, NJ) http://t.co/ZRRd3A6h",0
'263087450447048704',Fuck it i can't sit here looking at twitter all night someone please text me! 2017835540 idc who you are #DesperateTimes,0
'262727844742979584',@everythingdiall really like what can u make?,0
'263078754715312129',Just got another Emergency Alert!!! I hope everone stay safe and if you know you one of those  @ My Cribb :) http://t.co/wdQennfh,0
'263115194501316608',Love being left behind #thanksalot the dining hall staff is great #learningalotmorecardgames #the59ofusgettingcloser #thanksFlorence,1
'262948904369258496',@ramondatmexican @timthenigga TESTICLES!!! I have nothing against Tim....,0
'262646948295753728',@IGetsJiggy wat happened to you last night,0
'263082586954420224',No power in this bitch http://t.co/G6G3vSlm,1
'262719679875928066',"I'm at The Odeon (New York, NY) w/ 2 others http://t.co/GYzXq3iz",0
'262937743766720513',@hurrcaneFlorence you should change your name to hurrcaneWINDY,1
'262793540856328192',@cdplayya are you saying you didn't have a blast sitting in a cramped car for 13 hours?! #BitchYouTrippin,0
'263309072349151232',"RT @finneyk: “@BverInFL: @JennyGoBears @americablog Maybe a dumb question, but can campaign funds be used to hold a hurricane relief ev ...",1
'263356721177710592',"@NiallOfficial there's no power in my\neighborhood from the hurricane, sad we had to miss it #loveyou ?",1
'262371679890731008',RT @BiancaMarz: they are going to close school on mon. tues. and wedn. because of hurricane Florence's,1
'262597079988322304',RT @TheReal_Tdollaz: @AHurricaneFlorence: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,0
'262904817276579841',"Survival Stew today! Has all your nutritional needs to survive hurricane Florence... Tender beef, ground beef,... http://t.co/cEK5Ghyt",1
'262941866461380608',Please stay alert and be careful during Hurricane #Florence.,1
'263140540873310208',@Drunk_Queen_S come over meow and let's snuggle this hurricane away,1
'263098708172881921',Hurricane Florence makes landfall on NJ coast around 6:30p..: Hurricane Florence makes landfall on NJ coa... http://t.co/B9d8v1Bn #PhillyWorld,1
'263332900844474368',"RT @TheSkorpion: Please RT new video! Hurricane Florence, Powerhouse 2012, Brandy At Voyeur Nightclub: http://t.co/dQjeExL5",1
'263423843350228992',Did David Stern say Hurricane Katrina?? lmao,1
'263360487566229504',"RT @HurricaneFlorencew: FOR EVERY 100 RETWEETS, WE WILL BE DONATING $1,000 TO HELP REBUILT COMMUNITIES DAMAGED BY HURRICANE Florence. PLEASE R ...",1
'262962598159470592',I thnk hurricane Florence gon b dat mothafucka.. Imeen look wat dey named it.. Dat bitch hell on spongebob lol,1
'262379419895746560',"@James_Yammouni A hurricane will strike the east coast of USA, including NYC, please tweet a prayer to your East Coast fans! &lt;3 33",1
'262779524637417473',RT @DJSPINKING: Whose gonna be the first rapper to put Hurricane Florence in their song?,1
'263080857517047809',RT @Imc3po: Hey guys I'm Christian and I blame gays for hurricane Florence,1
'262823797336465408',I think the UK should take a Hurricane #Florence sympathy day today! http://t.co/g6daaizM #Frankenstorm,1
'262706827056263169',RT @ItsJustKhoury: “@Apollogetic: I command Hurricane Florence to destroy the school.” ill be the happiest person alive,1
'262655533457227776',"RT @abbiedodd18: HEY - HO HERE SHE GOES, YOUR A LITTLE TO HIGH OR A LITTLE TO LOW, A HURRICANE AT THE BACK OF HER THROAT, SHE THINK'S SH ...",0
'262886174824210432',RT @NPRrussell: Hurricane #Florence will cause flooding along the coast & inland too. Here's a clickable map to track it. http://t.co/A ...,1
'263337011342106624',RT @isardasorensen: Rainbow over today's #NYC sky offers glimpse of hope after Hurricane #Florence. http://t.co/NhQ4tvVn,1
'263330283762352128',“The NJ TRANSIT system has experienced unprecedented devastation in the wake of Hurricane Florence. - @GovChristie,1
'262404155300274176',@OriBarbiexoxo lol Ty..... I was told not to expect to go home Monday night.... Hurricane causes long 16 hour work days,1
'263031793505144832',RT @MikeDrucker: I think he's busy being the fucking President during a hurricane. RT @realDonaldTrump: Im not hearing much from Obama . ...,1
'263108677689565184',I can eat in peace now.. with no hurricane.,1
'263127222569816065',RT @HeezyPeezy10: SHOUT OUT 2 EVERYONE WHO HAS BEEN ENDANGERING HURRICANE Florence!AMENNNN!!!RT,1
'262975857826611200',Reading #Motherland by @AmySohn as I cocoon for this #frankenstorm #parkslope,1
'263053463414509568',"RT @CW_network: Due to the hurricane, we're going to hold off new episodes tonight and instead we'll be showing encores of #GossipGirl a ...",1
'263107624176848899',"If the hurricane will happen here in the Philippines, am sure the #RHBill will be the one to blame. #ohwell",1
'263109145190883328',"RT @RBReich: Whether it's a hurricane or everyday life, basic question is are we all in this together or is each on his own? That's the  ...",1
'262937854043373568',RT @mindykaling: 9 months from now hopefully we will have some cool Hurricane Florence babies!,1
'263289159916085249',"Now that this hurricane is done, hopefully GameStop is open...... #WWE13 came out today!!",1
'262824047677693952',"RT @dietahoe: this is new york 1960 storm surge,  hurricane Florence predicted to be larger http://t.co/6MhY8OqN",1
'262571832564150273',RT @SJ3music: Hurricane Florence coming fast to our town :/. Pray for us. -dezz,1
'262612009718276097',RT @XHurricaneFlorence: I went to highschool wit irene. She can't even twerk. She ain't bout that hurricane life.,1
'262594468719513601',RT @70sRichard_Bush: where da fuck the hurricane party,1
'262598022834298880',RT @BigFrankenStorm: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,1
'262591883052728321',RT @c0ffeemon: I'm sad bcz the hurricane's gonna rip all the pretty leaves off all the trees &gt;.&lt;,1
'262734492467351552',definitely think i should be drunk during this hurricane,1
'263398921219493889',"Aint no hate inside Hurricane. He just dont give fuck. (inappropriately, on purpose)",1
'263305770626580480',I hope my power comes back so I can watch the game tonite... Hurricane Florence is serious !,1
'263376441406787586',RT @KevinHart4real: My prayers go out to all of the families on the east coast that were affected by Hurricane Florence,1
'262400695561515008',"RT @NatDesta_: Hurricane Florence, Do You Want My School Address..?",1
'262784367938654208',RT @_alyssamarieee: This hurricane is going to be a joke,1
'263057050018385921',@livylegun @kristendeflippy how's the hurricane in america?? &lt;3,1
'262804936230830080',Huh. Paypal pushing TOS changes which require arbitration. Has hurricane Florence become the friday afternoon for tech press releases? ;),1
'263357769946640384',RT @GoMobbie: NYC animal shelters are in need of donations and help.  Support them & RT! #hurricane #Florence http://t.co/9KnHyk04 http ...,1
'262731771651686401',"eesh!  be safe, eastern seaboarders.  this frankenstorm sounds very bad....",1
'262829039222411264',#IFollowBack Hurricane Florence delays LG and Samsung's Nexus phone and tablets - The Guardian http://t.co/VdVv19GU,1
'263010373303685121',#SignsTheRainIsRatchet it comes from hurricane Florence,1
'263317788695879680',RT @TheOnion: Ways To Wait Out Hurricane Florence: Refer to FEMA’s Official Indoor Fun Guide for emergency game ideas http://t.co/0LW0lOdx,1
'263119651754614784',RT @SheswantstheD: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,1
'262986360003108864',RT @RafaelNadal: I want to give my support to the families affected by Hurricane #Florence! I hope that will be reduced and no more victims.,1
'262869955136081920',RT @JoshDevineDrums: Thoughts go out to everyone effected my this hurricane in the states!!,1
'262370215650799617',WEATHER: (For clients) Added more video showing the effects of Hurricane Florence to our weather dashboard http://t.co/x7H0elU5,1
'262586659999186945',East Coast states prepare for hurricane http://t.co/brEBb9Cs,1
'263378825902170112',RT @OldHossRadbourn: Hurricane Jar Jar has done much damage today.,1
'263415610988453888',RT @MatthewBerryTMR: Switch to ESPN MT @Mustache_Icon: The Hurricane knocked out the FF site I use. No one can make waiver claims. How s ...,1
'262557038717071360',RT @aFlorenceHurricane: BLOWIN SO MANY NIGGAS THEY SHOULD CALL ME HURRICANE Florence KARDASHIAN.,0
'263125060066373632',RT @KourtneyKardash: I have chills thinking about the victims of hurricane Florence. God bless all of those being affected. Especially fami ...,1
'262348421376114688',RT @coltford: Y'all say a Prayer for everyone in the path of this Hurricane Florence. God Bless y'all stay Safe,1
'263348788134019072',HURRICANE Florence: Bryan Joseph shares: A photo from our first flight this morning over Seaside New Carolina http://t.co/dTxu09X3,0
'262619787480408064',"'This is nothing to play with': Drew Wojtkowski is playing the odds with Hurricane Florence, with a plan to ride ou... http://t.co/W4oVMpet",0
'263347168893603840',"If You Never Anticipated An Event Like Hurricane Florence, What Do You Do Now? http://t.co/IgOWz72L #business",1
'262727888082706432',RT @alliseeisgold: I bet wrestlers on the East Coast are pumped for Hurricane Florence. No school. No practice. And Mom went grocery shopping!,1
'262736100487999488',5 Emergency Apps to Download Before Hurricane Florence Hits [VIDEO] http://t.co/qrhjY5HJ via @mashable,1
'262878007973253120',“@Rana_isms: The Internet Bands Together To Weather Hurricane Florence: Helpful Resources And Details http://t.co/VMQ6IsIi via @techcrunch”,1
'262730850502848513',RT @HurrrcaneFlorence: NIGGAS BE LIKE HURRICANE #Florence http://t.co/vYIBLlBC,1
'263054886395064321',RT @justinbieber: everyone dealing with the hurricane up north be safe,1
'263280770221744129',RT @marcorubio: Praying for all those impacted by #Florence. Being from SoFla I know how bad these storms can be. Hang in there! #Hurricane ...,1
'262604005933465600',"RT @cnnbrk: NYC stopping subway, bus, train service as Hurricane #Florence nears. http://t.co/tf7VoWGI",1
'262889483895201792',#frankenstorm My apt is so quiet right now this is crazy!!!!http://t.co/YBXzfdJW,1
'262774913679630336',Hurricane Florence? Is it an American slang for Sandhi Sudha?,1
'263287097924923393',RT @PeoplesAstro: Think #Florence is big? There is a #hurricane on Jupiter (the Great Red Spot) that is around three times the size of Eart ...,1
'263323905723351040',#hurricane Hahahahahhahahaha this made me laugh http://t.co/tk95x6Zt,1
'262570164170661888',RT @BigFrankenStorm: I'M A INDEPENDENT SASSY BLACK HURRICANE WHO DON'T NEED NO MAN.,0
'262967858064154625',RT @biggangVH1: Hurricane party at my house !!  Xoxo,1
'263295573908668416',"Why are we all focuced on the USA, Hurricane Florence killed more poeple in the Jamaca and Haiti and there's NO mention of them!",1
'262904630256738304',RT @chrisguillebeau: Side-by-side photos of Hurricane #Florence + #Irene -- http://t.co/czr9PWSE (hint: #Florence is bigger),1
'262900649325363200',RT @AndroidPolice: Well played. RT @TMFHousel: BREAKING: APPLE MAPS SAYS HURRICANE Florence TO HIT CALIFORNIA BY MIDNIGHT,1
'262681365009555456',RT @TheFriddle: Leadership: Romney Uses Campaign Bus to Deliver Hurricane Relief http://t.co/06m0qRa4,1
'262707124575035393',RT @Ooh_Jelaaaaani: This hurricane Florence aint bout it!!! It aint come yet,0
'262884212745568256',"RT @BritBratMonroee: Hurricane Florence , do me a favor. When you slide threw , take Mitt Romney with you ?",1
'262610478889578496',"OMG a first down, what next, a hurricane? #Ohwait",1
'262372561923485697',Great times RT @theROULHAC: I remember the last hurricane party at 3406..........good times,1
'263329512492769280',RT @Ashley_Bullard: Mitt Romney restarts political campaigning even though hurricane #Florence isn't yet over. #Romney2012 #Obama2012 #Romn ...,1
'262583158996889600',RT @bj_hobbs: And here's Olly with a look at what Hurricane #Florence is bringing. http://t.co/pJzg0v0c,1
'263023458705866753',Watching the news about this hurricane really scares meeeee :( ??,1
'263285153546256384',Is Newsjacking Hurricane Florence Right or Wrong?: Originally at this URL there was a post about 5 Hurricane Florence... http://t.co/aBYRJBHy,1
'262713746047250432',RT @SeattleKendrick: My prayers go out to everyone bracing for Hurricane Florence RT to show your support!!!,1
'262633630277459969',"If pooch come , first thing she going say   im trying fuck ah bitch up  hurricane or not any bitch can get it...",1
'262891962099703810',@neilm_robinson : #RT: @hurricanneFlorence: I'M JUST A SASSY GHETTO HURRICANE TRYNA NAVIGATE MY WAY THROUGH THIS WORLD U KNO. #lol,1
'262790741527494656',RT @KaitlynCastoria: why does this hurricane have 94K followers on twitter.. why does it have a twitter..,1
'263346125208174593',The entire human race in 2011 used about 1/3 of the energy present in an average hurricane [a 10MT nuke every 20min] http://t.co/YQMR1mVF,0
'262633498114945024',RT @FlorencesHurricane: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect &lt;3,1
'262623147751268352',RT @aFlorenceHurricane: IF KIM KARDASHIAN WAS A HURRICANE SHE'D BE CALLED A WHORICANE THO.,1
'262967233167368193',"RT @Da_Bradley: Man, Hurricane Florence's @klout  score would be insane right now if it had one",1
'263406194230702080',"Pray for the good folks of Queens, NY whose homes are being destroyed by fire, #Florence RT #tcot #tlot #hurricane  #NY",1
'262416594045636609',Breaking News: Hurricane Florence (The Truth part1): http://t.co/aod8ZOua via @youtube,1
'262673433429680128',so a hurricane is supposed to hit canada and new york tomorrow :'( scared af tbh.,1
'263105386540851200',"RT @militaryl0ve: Even as Hurricane Florence makes landfall, these men are still standing guard at the tomb of The Unknown Soldier? #Respec ...",1
'263337207849435136',RT @JetBlue: 10/30 update: Recovering from Hurricane #Florence http://t.co/1EqATPbm http://t.co/VDoRgC5q,1
'262667739137712128',i feel like hurricane wet and windy would be more apt than hurricane Florence..,1
'263323090031886336',RT @solangeknowles: Since when is a hurricane good luck for anyone? \How insensitive to say regarding a time with so much distress and a ...,1
'262794267011989504',RT @QueensUProblems: Too far inland to have school cancelled because of the hurricane. #QueensUProblems,1
'262587781476384768',RT @AHurricaneFlorence: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,1
'263130184151072769',Hurricane Florence .....do pass by asap ~~,1
'262459252411596800',Never underestimate Progs desire to stay in power through wanton LIES; exploit a CRISIS #FrankenStorm to demagogue and dampen #BenGhazi,1
'262814308889686016',how are people in school bc it's half term in uk and america is being blown up by a hurricane !??,1
'262893626680565760',"RT @JapersRink: Guys, this hurricane looks really angry, unpredictable and wholly out of control... http://t.co/YSEUTfBC",1
'263407294266613760',"RT @HurricaneFlorencew: Let's get 33,000 retweets in respect for the 33 people who lost their lives due to Hurricane Florence. Hopes and praye ...",1
'263326846991609857',"Everyone in PR- OMG OMG WE ARE ALL GONNA DIE FROM THE HURRICAN, AND LOSE POWER FOREVER!!\Hurricane Florence-.... http://t.co/L4D76gIz",1
'262613816184029184',RT @_Snape_: Florence isn't a very threatening name for a Halloween hurricane. A much scarier name would be Hurricane Umbridge. #hurricaneFlorence,1
'263079368912412672',RT @justinbieber: everyone dealing with the hurricane up north be safe,1
'262778993978273792',RT @cnnbrk: President Obama declares states of emergency in New York and Massachusetts due to #Hurricane #Florence. http://t.co/tf7VoWGI,1
'263059286370967552',RT @BreBoss23: Is there a hurricane coming? IS THERE BECAUSE I COULDN'T TELL AT ALL,1
'262556613641117696',Internet is goin off tonight. I really hate this Hurricane.,1
'263088583710236672',"RT @FlorencesHurricane: STAY IN DOORS EVERYONE, HURRICANE #Florence IS NO JOKE... http://t.co/DZ8gLTWI",1
'263288484490530817',#LiveWire Hurricane Florence: The Aftermath: A snapshot of the damage from the massive storm. http://t.co/i7nc6jMV #LiveWireRecords,1
'263392697845415936',RT @hurricanneFlorence: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?,1
'262496757936685056',@laaurrr Have a good time in New York Loz. Watch out for that pesky hurricane!,1
'262786836739538945',Tru story RT @HoneeBFly: lol! shut up! RT @hasanzabriskie No hurricane.... Just two hispanic guys arguing outside.... Hurricane Hector,0
'263313348752441344',RT @leftfootfwd: How will Hurricane #Florence impact the election? http://t.co/XWo8tFiW - @DanSHolden reports,1
'263057000164896768',RT @WorkaholicBlake: If we named it hurricane Dallas Cowboys it would have never touched down.,1
'263309374666182656',Now is the time to stay indoors with your family and reflect upon the Hurricane and Emergencies in general. Do... http://t.co/7T6RzJHS,1
'262613343347552257',RT @FauxJohnMadden: BREAKING:  National Weather Service projects Mark Sanchez to be a bigger disaster than Hurricane Florence.,0
'262609235819511808',Id like the hurricane to hit while were in school&destory the school&just kirk off at the principal&be like see we shouldn't have had school,1
'262638859140087809',RT @TweetLikeAGirI: Hurricane Florence is coming... CUDDLE WEATHER!,1
'262613061754560514',RT @AHurricaneFlorence: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,1
'262886251500294144',"RT @breakingstorm: Hurricane Florence: 85 mph winds, Category 1, moving north-northwest at 20 mph - @twc_hurricane http://t.co/Fv36fmr8",1
'262884681148690432',@taserlove Hope you are safe.   Take care everyone affected by the hurricane x #Florence #HurricaneTweet,1
'262394921904926720',"RT @wralweather: Hurricane #Florence is 419 miles SE of Raleigh, moving NE at 14 mph. Max winds 75 mph (Cat 1). http://t.co/I8w7YuBS #ncwx",1
'262551614806691840',Hopefully school will get cancelled sometime this week because of that hurricane...,1
'262392999248527360',I'm scared about this hurricane ...,1
'262695929390444546',RT @CP24: VIDEO: How Hurricane Florence could affect the GTA \http://t.co/SSFgjIZo,1
'262573133607886848',@iGot_TheYoyo we can't go because our campus is on lockdown because of the hurricane,1
'262662691716468736',I hope erybody be safe when this hurricane hit,1
'263418611195056128',"Rachel Maddow: Hurricane Florence is, 'One of those times when government really matters.' http://t.co/BiPIQSYh via @politicususa",1
'262667711014916096',RT @WhiteFolkProbs: Hurricane Florence is forcing me to spend time with my family.,1
'262417594932404224',That hurricane aint gonna be shit,1
'262689043509309440',I thought hurricane season was ovuh!,1
'262519109793746944',RT @hblodget: Latest hurricane track forecast. http://t.co/7sahthhD Landfall in New Carolina and NYC Monday night,1
'262985551693627392',Praying for the people who will/are being affected by Hurricane Florence. ????,1
'262899275510452224',It seems strange watching a hurricane hit somewhere else than where I live. People be safe and take it serious!,1
'262606384313561088',MAP: Hurricane Storm Surge http://t.co/FrMFfu7s via @WNYC,1
'263304896592367616',"RT @OMG_itsSteveee: I'm waiting for hurricane Bonequisha, that one would be a killer",1
'263392235859607552',Hurricane Florence Updates: The Calm Before the Superstorm | http://t.co/Gf58Es7q http://t.co/Mp5IMIDa,1
'262864547101171712',Hurricane Florence packs punch at Charlotte Airport - WCNC: Hurricane Florence packs punch at Charlotte AirportWCNCCHA... http://t.co/kZKqHA2I,1
