,Unnamed: 0,'username','date','retweets','favorites','text','cleantext','is_retweet','ID','permalink','Translation',Category
665,665,AEEONLINE,2018-01-14 14:38:24,5,11,¿Dónde trabajará la AEE hoy domingo? __PIPE__ NotiUno 630 CC1  https://notiuno.com/donde-trabajar a-la-aee-hoy-domingo/   …,¿Dónde trabajará la AEE hoy domingo? __PIPE__ NotiUno 630 CC1   a-la-aee-hoy-domingo/   …,False,952625969550020612,/AEEONLINE/status/952625969550020612,Where will PREPA work on Sunday? __PIPE__ NotiUno 630 CC1 https://notiuno.com/donde-working a-la-aee-hoy-domingo / ...,2
329,329,AEEONLINE,2017-11-25 06:00:40,43,70,"AEE exhorta a los conductores que transitan por la PR149, desde la autopista PR52 hasta el Fuerte Allen, Juana Díaz, a que utilicen vías alternas debido al posible aumento de vehículos pesados en las próximas semanas de 6am a 10am, como medida de precaución. CC6","AEE exhorta a los conductores que transitan por la PR149, desde la autopista PR52 hasta el Fuerte Allen, Juana Díaz, a que utilicen vías alternas debido al posible aumento de vehículos pesados en las próximas semanas de 6am a 10am, como medida de precaución. CC6",False,934376284234309633,/AEEONLINE/status/934376284234309633,"AEE urges drivers traveling on PR149, from the PR52 highway to Fort Allen, Juana Díaz, to use alternate roads due to the possible increase in heavy vehicles in the coming weeks from 6am to 10am, as a precautionary measure. CC6",2
2503,2503,AEEONLINE,2017-09-09 18:25:35,67,239,Un 60% de los clientes de la AEE ya tienen luz - CC1 http://bit.ly/2wRoy5Q  ,Un 60% de los clientes de la AEE ya tienen luz - CC1   ,False,906644781165674496,/AEEONLINE/status/906644781165674496,60% of PREPA customers already have electricity - CC1 http://bit.ly/2wRoy5Q,2
472,472,AEEONLINE,2017-10-09 12:52:01,22,36,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/n7q8K87W9s,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Bayamón CC6 #AEEyacomenzamos  #PRSeLevanta ,False,917432474292117504,/AEEONLINE/status/917432474292117504,WHAT THE AEE BRIGADES ARE DOING - Bayamón Region CC6 #AEEyacommend #PRSeLevanta pic.twitter.com/n7q8K87W9s,2
1632,1632,AEEONLINE,2018-01-31 06:05:59,29,79,"AEE informa: Personal técnico inspecciona la sub estación 1806-00 de Levittown en Toa Baja, para corregir falla y restablecer el servicio eléctrico en dicho sector lo antes posible. CC-4","AEE informa: Personal técnico inspecciona la sub estación 1806-00 de Levittown en Toa Baja, para corregir falla y restablecer el servicio eléctrico en dicho sector lo antes posible. CC-4",False,958657606821834757,/AEEONLINE/status/958657606821834757,"AEE informs: Technical staff inspects sub-station 1806-00 of Levittown in Toa Baja, to correct failures and restore electrical service in that sector as soon as possible. CC-4",2
1489,1489,AEEONLINE,2018-02-12 14:07:23,9,13,"AEE ""Reparaciones tras explosión anoche en Monacillo constarán 150 mil dólares"" CC1 http://www. tunoticiapr.com/noticias-local es/437291259--AEE-%22Reparaciones-tras-explosi%C3%B3n-anoche-en-Monacillo-constar%C3%A1n-150-mil-d%C3%B3lares%22-   …","AEE ""Reparaciones tras explosión anoche en Monacillo constarán 150 mil dólares"" CC1  tunoticiapr.com/noticias-local es/437291259--AEE-%22Reparaciones-tras-explosi%C3%B3n-anoche-en-Monacillo-constar%C3%A1n-150-mil-d%C3%B3lares%22-   …",False,963127412245512192,/AEEONLINE/status/963127412245512192,"AEE ""Repairs after explosion last night in Monacillo will be 150 thousand dollars"" CC1 http: // www. tunoticiapr.com/noticias-local es / 437291259 - AEE-% 22Reparaciones-tras-bang% C3% B3n-last night-in-Monacillo-record% C3% A1n-150-mil-d% C3% B3lares% 22- ...",2
1622,1622,AEEONLINE,2017-09-06 08:30:50,0,5,¿Qué municipio por favor? Agradecemos nos provea su#de cuenta o nombre completo del dueño de la cuenta para ayudarle con su querella. CC5,¿Qué municipio por favor? Agradecemos nos provea su#de cuenta o nombre completo del dueño de la cuenta para ayudarle con su querella. CC5,False,905407947383201792,/AEEONLINE/status/905407947383201792,Which municipality please? We appreciate you providing us with your account # or full name of the owner of the account to help you with your complaint. CC5,2
191,191,AEEONLINE,2018-02-09 15:09:45,4,27,AEE energiza líneas que benefician a Yabucoa CC1 http://www. tunoticiapr.com/noticias-local es/304825570--AEE-energiza-l%C3%ADneas-que-benefician-a-Yabucoa-   …,AEE energiza líneas que benefician a Yabucoa CC1  tunoticiapr.com/noticias-local es/304825570--AEE-energiza-l%C3%ADneas-que-benefician-a-Yabucoa-   …,False,962055942228463618,/AEEONLINE/status/962055942228463618,AEE energizes lines that benefit Yabucoa CC1 http: // www. tunoticiapr.com/noticias-local es / 304825570 - AEE-energiza-l% C3% ADneas-that-benefit-a-Yabucoa- ...,2
825,825,AEEONLINE,2017-08-30 20:34:01,0,0,Le afectan relevos de carga para estabilizar el sistema en el pico de demanda. Tendrán una duración aproximada de 2 horas. CC5,Le afectan relevos de carga para estabilizar el sistema en el pico de demanda. Tendrán una duración aproximada de 2 horas. CC5,False,903053226609709056,/AEEONLINE/status/903053226609709056,They are affected by load relays to stabilize the system at peak demand. They will last approximately 2 hours. CC5,2
2678,2678,AEEONLINE,2017-11-03 13:26:15,9,24,Trabajos que realizan hoy nuestras brigadas en la Región Caguas. CC6 #PRSeLevanta pic.twitter.com/Vt186rPhbl,Trabajos que realizan hoy nuestras brigadas en la Región Caguas. CC6 #PRSeLevanta ,False,926500787500482560,/AEEONLINE/status/926500787500482560,Work done today by our brigades in the Caguas Region. CC6 #PRSeLevanta pic.twitter.com/Vt186rPhbl,2
2058,2058,AEEONLINE,2018-03-23 17:05:02,4,13,23-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm). __NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/XncFVAP9RW,23-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm). __NEWLINE____NEWLINE__Seguimos... CC6 ,False,977290144133902338,/AEEONLINE/status/977290144133902338,03-23-2018 - Sectors restored today (until 5:00 pm). __NEWLINE ____ NEWLINE__Follow us ... CC6 pic.twitter.com/XncFVAP9RW,2
1966,1966,AEEONLINE,2018-02-26 13:24:18,21,26,"26-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 pic.twitter.com/bdcZZ6wLZE","26-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Arecibo, Bayamón, Caguas y Carolina.  CC6 ",False,968189997953241089,/AEEONLINE/status/968189997953241089,"26-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Arecibo, Bayamón, Caguas and Carolina. CC6 pic.twitter.com/bdcZZ6wLZE",2
2540,2540,AEEONLINE,2017-12-17 18:41:22,36,66,Primera Hora - AEE detalla lugares que esperan energizar en los próximos días CC1 http://m.primerahora.com/noticias/puert o-rico/nota/aeedetallalugaresqueesperanenergizarenlosprximosdas-1260019/   …,Primera Hora - AEE detalla lugares que esperan energizar en los próximos días CC1  o-rico/nota/aeedetallalugaresqueesperanenergizarenlosprximosdas-1260019/   …,False,942540254514380800,/AEEONLINE/status/942540254514380800,Primera Hora - AEE details places that hope to energize in the next days CC1 http://m.primerahora.com/noticias/puert o-rico / nota / aeedetallaufgaresqueesperanenergizarenlostosimos-1260019 / ...,2
1011,1011,AEEONLINE,2018-01-14 12:29:01,3,10,"AEE pospone trabajos un día para ""minimizar tiempo sin servicio"" - NOTICEL CC1 http://www. noticel.com/ahora/aee-posp one-trabajos-un-da-para-minimizar-tiempo-sin-servicio/685620724   …","AEE pospone trabajos un día para ""minimizar tiempo sin servicio"" - NOTICEL CC1  noticel.com/ahora/aee-posp one-trabajos-un-da-para-minimizar-tiempo-sin-servicio/685620724   …",False,952593409977540608,/AEEONLINE/status/952593409977540608,"AEE postpones work one day to ""minimize time without service"" - NOTICEL CC1 http: // www. noticel.com/ahora/aee-posp one-works-one-gives-to-minimize-time-without-service / 685620724 ...",2
1338,1338,AEEONLINE,2018-02-09 15:05:00,1,24,AEE energiza línea que beneficia sectores de Yabucoa __PIPE__ GOBIERNO __PIPE__  http://elvocero.com    CC1 http://www. elvocero.com/gobierno/aee-e nergiza-l-nea-que-beneficia-sectores-de-yabucoa/article_8cefb338-0dc8-11e8-ae80-5b6d58b84371.html   …,AEE energiza línea que beneficia sectores de Yabucoa __PIPE__ GOBIERNO __PIPE__      CC1  elvocero.com/gobierno/aee-e nergiza-l-nea-que-beneficia-sectores-de-yabucoa/article_8cefb338-0dc8-11e8-ae80-5b6d58b84371.html   …,False,962054747258634240,/AEEONLINE/status/962054747258634240,AEE energiza line that benefits sectors of Yabucoa __PIPE__ GOVERNMENT __PIPE__ http://elvocero.com CC1 http: // www. elvocero.com/gobierno/aee-e nergiza-l-nea-beneficia-sectors-de-yabucoa / article_8cefb338-0dc8-11e8-ae80-5b6d58b84371.html ...,2
2465,2465,AEEONLINE,2018-03-11 12:03:35,4,5,"11-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/kg3gbo1Bz1","11-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,972865626925658112,/AEEONLINE/status/972865626925658112,"03-11-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/kg3gbo1Bz1",2
2845,2845,AEEONLINE,2018-01-02 22:59:57,13,59,Un 57% de los abonados tiene luz __PIPE__ El Nuevo Día CC1 https://www. elnuevodia.com/noticias/local es/nota/un57delosabonadostieneluz-2386763/?utm_medium=email&utm_campaign=endi_newsletter&utm_source=resumendeldia&utm_content=1860566839   …,Un 57% de los abonados tiene luz __PIPE__ El Nuevo Día CC1  elnuevodia.com/noticias/local es/nota/un57delosabonadostieneluz-2386763/?utm_medium=email&utm_campaign=endi_newsletter&utm_source=resumendeldia&utm_content=1860566839   …,False,948403531677097984,/AEEONLINE/status/948403531677097984,57% of subscribers have electricity __PIPE__ El Nuevo Día CC1 https: // www. elnuevodia.com/noticias/local es / nota / un57delosabonadostieneluz-2386763 /? utm_medium = email & utm_campaign = endi_newsletter & utm_source = summarydeldia & utm_content = 1860566839 ...,2
2175,2175,AEEONLINE,2018-01-12 10:57:37,4,6,Primera Hora - Justo González niega que oculte materiales CC1 http://m.primerahora.com/noticias/puert o-rico/nota/justogonzalezniegaqueocultemateriales-1263396/   …,Primera Hora - Justo González niega que oculte materiales CC1  o-rico/nota/justogonzalezniegaqueocultemateriales-1263396/   …,False,951845631202594816,/AEEONLINE/status/951845631202594816,Primera Hora - Justo González denies hiding CC1 materials http://m.primerahora.com/noticias/puert o-rico / nota / justogonzalezniegaqueocultemateriales-1263396 / ...,2
2265,2265,AEEONLINE,2017-09-07 16:36:52,8,1,SECTORES SIN SERVICIO EN SALINAS. CC6 pic.twitter.com/TWDCwy4Dxr,SECTORES SIN SERVICIO EN SALINAS. CC6 ,False,905892649562988544,/AEEONLINE/status/905892649562988544,SECTORS WITHOUT SERVICE IN SALINAS. CC6 pic.twitter.com/TWDCwy4Dxr,1
577,577,AEEONLINE,2017-12-04 09:29:31,25,39,[HOY] Trabajos de brigadas en la Región Caguas. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/z1DItVCehR,[HOY] Trabajos de brigadas en la Región Caguas. ¡Seguimos!  CC6 #PRSeLevanta ,False,937690331293810688,/AEEONLINE/status/937690331293810688,[TODAY] Works of brigades in the Caguas Region. We continue! CC6 #PRSeLevanta pic.twitter.com/z1DItVCehR,2
1119,1119,AEEONLINE,2018-03-27 17:45:21,7,6,CC1 https://www. metro.pr/pr/noticias/20 18/03/27/joven-impacta-vehiculo-poste-cemento-bayamon.html   …,CC1  metro.pr/pr/noticias/20 18/03/27/joven-impacta-vehiculo-poste-cemento-bayamon.html   …,False,978749841705787393,/AEEONLINE/status/978749841705787393,CC1 https: // www. metro.pr/pr/news/20 18/03/27 / joven-impacta-vehiculo-poste-cemento-bayamon.html ...,2
1679,1679,AEEONLINE,2018-02-12 10:04:17,11,57,Cataño energizado en su totalidad tras azotes de dos huracanes __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 18/02/12/catano-energizado-totalidad-tras-azotes-dos-huracanes.html   …,Cataño energizado en su totalidad tras azotes de dos huracanes __PIPE__ Metro CC1  metro.pr/pr/noticias/20 18/02/12/catano-energizado-totalidad-tras-azotes-dos-huracanes.html   …,False,963066231153745920,/AEEONLINE/status/963066231153745920,Cataño energized in its entirety after lashing of two hurricanes __PIPE__ Metro CC1 https: // www. metro.pr/pr/news/20 18/02/12 / catano-energized-totality-after-whipping-two-hurricanes.html ...,2
240,240,AEEONLINE,2018-01-12 17:50:28,2,4,AEE informa:__NEWLINE__ https://www. aeepr.com/Noticias/notic iasread.asp?r=WRHZZPVHFR   …,AEE informa:__NEWLINE__  aeepr.com/Noticias/notic iasread.asp?r=WRHZZPVHFR   …,False,951949526801244161,/AEEONLINE/status/951949526801244161,AEE informa:__NEWLINE__ https://www. aeepr.com/Noticias/notic iasread.asp?r=WRHZZPVHFR   …,2
800,800,AEEONLINE,2018-03-14 10:42:03,1,3,"14-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/L9T17u60rs","14-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,973932273438511104,/AEEONLINE/status/973932273438511104,"03-14-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/L9T17u60rs",2
1794,1794,AEEONLINE,2017-10-06 15:09:41,39,69,"LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región San Juan, Municipio Guaynabo CC6 #AEEyacomenzamos   #PRSeLevanta pic.twitter.com/RnynSJfCcw","LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región San Juan, Municipio Guaynabo CC6 #AEEyacomenzamos   #PRSeLevanta ",False,916379954316759040,/AEEONLINE/status/916379954316759040,"WHAT THE AEE BRIGADES ARE DOING - San Juan Region, Guaynabo Municipality CC6 #AEEyacommended #PRSeLevanta pic.twitter.com/RnynSJfCcw",2
1455,1455,AEEONLINE,2017-12-15 09:00:03,12,19,[HOY] Trabajos de brigadas en la Región Caguas. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/chOeXTOpnb,[HOY] Trabajos de brigadas en la Región Caguas. ¡Seguimos!  CC6 #PRSeLevanta ,False,941669185750470656,/AEEONLINE/status/941669185750470656,[TODAY] Works of brigades in the Caguas Region. We continue! CC6 #PRSeLevanta pic.twitter.com/chOeXTOpnb,2
746,746,AEEONLINE,2018-03-17 21:18:20,11,20,17-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/S5NlUmHdJM,17-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm).__NEWLINE____NEWLINE__Seguimos... CC6 ,False,975179562006040577,/AEEONLINE/status/975179562006040577,03-17-2018 - Sectors restored today (until 5:00 p.m.) .__ NEWLINE ____ NEWLINE__We continue ... CC6 pic.twitter.com/S5NlUmHdJM,2
1708,1708,AEEONLINE,2017-12-05 10:58:57,9,16,[HOY] Trabajos de brigadas en la Región Mayaguez. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/KFTle7eaIG,[HOY] Trabajos de brigadas en la Región Mayaguez. ¡Seguimos!  CC6 #PRSeLevanta ,False,938075226059038720,/AEEONLINE/status/938075226059038720,[TODAY] Works of brigades in the Mayaguez Region. We continue! CC6 #PRSeLevanta pic.twitter.com/KFTle7eaIG,2
1534,1534,AEEONLINE,2017-12-05 10:59:30,9,18,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta pic.twitter.com/LZSQekzJLe,[HOY] Trabajos de brigadas en la Región Ponce. ¡Seguimos!  CC6 #PRSeLevanta ,False,938075366895292416,/AEEONLINE/status/938075366895292416,[TODAY] Works of brigades in the Ponce Region. We continue! CC6 #PRSeLevanta pic.twitter.com/LZSQekzJLe,2
2664,2664,AEEONLINE,2017-11-08 08:35:04,15,30,Anoche nuestro personal técnico y DE atendieron una emergencia en Santurce. CC6 @WKAQ580  @NotiUno  @WapaTV  @VoceroPR  @radioislatv  @WapaRadio  @noticias247pr  @Foro_Noticioso  @noticel  @CyberNewspr pic.twitter.com/EizmxbEEF5,Anoche nuestro personal técnico y DE atendieron una emergencia en Santurce. CC6 @WKAQ580  @NotiUno  @WapaTV  @VoceroPR  @radioislatv  @WapaRadio  @noticias247pr  @Foro_Noticioso  @noticel  @CyberNewspr ,False,928254545704177666,/AEEONLINE/status/928254545704177666,Last night our technical staff and DE attended an emergency in Santurce. CC6 @ WKAQ580 @NotiUno @WapaTV @VoceroPR @radioislatv @WapaRadio @ noticias247pr @Foro_Noticioso @noticel @CyberNewspr pic.twitter.com/EizmxbEEF5,2
1117,1117,AEEONLINE,2017-08-31 16:25:23,0,0,El sector no está reportado.Agradecemos nos brinde información de su cuenta o nombre completo del cte para ayudarle con su querella. CC5,El sector no está reportado.Agradecemos nos brinde información de su cuenta o nombre completo del cte para ayudarle con su querella. CC5,False,903353042417983488,/AEEONLINE/status/903353042417983488,The sector is not reported. We thank you for providing your account information or full name of the cte to help you with your complaint. CC5,2
2078,2078,AEEONLINE,2017-12-08 11:13:24,7,18,"Ahora: el director ejecutivo AEE, Justo González, habla con Luis Enrique Falú en El Escándalo del Día por Notiuno 630, sobre los trabajos de reconstrucción del sistema eléctrico. CC1 pic.twitter.com/eR65VssH08","Ahora: el director ejecutivo AEE, Justo González, habla con Luis Enrique Falú en El Escándalo del Día por Notiuno 630, sobre los trabajos de reconstrucción del sistema eléctrico. CC1 ",False,939166027870556160,/AEEONLINE/status/939166027870556160,"Now: the executive director AEE, Justo González, speaks with Luis Enrique Falú in the Escándalo del Día for Notiuno 630, about the works of reconstruction of the electrical system. CC1 pic.twitter.com/eR65VssH08",2
834,834,AEEONLINE,2017-08-31 11:28:03,0,0,Puede realizar su querella a través de  http://aeepr.com    registrándose en Mi Cuenta__NEWLINE__Obtendrá número de querella y actualizaciones __NEWLINE__CC5,Puede realizar su querella a través de      registrándose en Mi Cuenta__NEWLINE__Obtendrá número de querella y actualizaciones __NEWLINE__CC5,False,903278216143667201,/AEEONLINE/status/903278216143667201,You can make your complaint through http://aeepr.com by registering in My Account__NEWLINE__Obtend complaint number and updates __NEWLINE__CC5,2
956,956,AEEONLINE,2017-10-14 13:56:21,10,9,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Ponce CC6 #AEEyacomenzamos  #PRSeLevanta pic.twitter.com/Mpd2mO0T2S,LO QUE ESTÁN HACIENDO LAS BRIGADAS AEE - Región Ponce CC6 #AEEyacomenzamos  #PRSeLevanta ,False,919260602899533824,/AEEONLINE/status/919260602899533824,WHAT THE AEE BRIGADES ARE DOING - Ponce Region CC6 #AEEyacommended #PRSeLevanta pic.twitter.com/Mpd2mO0T2S,2
243,243,AEEONLINE,2018-02-12 10:08:45,24,85,Vuelve la luz en la zona metropolitana tras apagón __PIPE__ Metro CC1 https://www. metro.pr/pr/noticias/20 18/02/12/vuelve-la-luz-la-zona-metropolitana-tras-apagon.html   …,Vuelve la luz en la zona metropolitana tras apagón __PIPE__ Metro CC1  metro.pr/pr/noticias/20 18/02/12/vuelve-la-luz-la-zona-metropolitana-tras-apagon.html   …,False,963067356535836672,/AEEONLINE/status/963067356535836672,The light returns in the metropolitan area after blackout __PIPE__ Metro CC1 https: // www. metro.pr/pr/news/20 18/02/12 / returns-the-light-the-metropolitan-zone-after-light.html ...,2
1057,1057,AEEONLINE,2018-03-29 21:56:19,7,22,29-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm). __NEWLINE____NEWLINE__Seguimos... CC6 pic.twitter.com/DfiE28hXlg,29-3-2018 - Sectores restablecidos en el día de hoy (hasta 5:00 pm). __NEWLINE____NEWLINE__Seguimos... CC6 ,False,979537777888055296,/AEEONLINE/status/979537777888055296,03-23-2018 - Sectors restored today (until 5:00 pm). __NEWLINE ____ NEWLINE__Follow us ... CC6 pic.twitter.com/DfiE28hXlg,2
730,730,AEEONLINE,2018-01-01 09:14:47,83,307,Thanks to all who've raised their hands to help Puerto Rico. Together we will continue working to make our Island shine again.__NEWLINE__ __NEWLINE__Gracias a todos los que han dicho presente para ayudar a Puerto Rico. Juntos seguiremos trabajando para hacer que nuestra Isla vuelva a brillar.  CC6 pic.twitter.com/PsEPXRxqqu,Thanks to all who've raised their hands to help Puerto Rico. Together we will continue working to make our Island shine again.__NEWLINE__ __NEWLINE__Gracias a todos los que han dicho presente para ayudar a Puerto Rico. Juntos seguiremos trabajando para hacer que nuestra Isla vuelva a brillar.  CC6 ,False,947833485993136128,/AEEONLINE/status/947833485993136128,Thanks to all who raised their hands to help Puerto Rico. Together we will continue working to make our Island shine again .__ NEWLINE__ __NEWLINE__Thank you all who have said present to help Puerto Rico. Together we will continue working to make our Island shine again. CC6 pic.twitter.com/PsEPXRxqqu,2
872,872,AEEONLINE,2018-01-17 08:08:42,21,35,Compartimos información relacionada al tema POR QUÉ NO VEO BRIGADAS TRABAJANDO.  Recuerde que puede mantenerse informado a través de nuestras redes sociales o en el Centro de Servicio al Cliente 787-521-3434. CC6 pic.twitter.com/konQ9Yliy8,Compartimos información relacionada al tema POR QUÉ NO VEO BRIGADAS TRABAJANDO.  Recuerde que puede mantenerse informado a través de nuestras redes sociales o en el Centro de Servicio al Cliente 787-521-3434. CC6 ,False,953615062765359105,/AEEONLINE/status/953615062765359105,We share information related to the topic WHY I DO NOT SEE BRIGADES WORKING. Remember that you can stay informed through our social networks or at the Customer Service Center 787-521-3434. CC6 pic.twitter.com/konQ9Yliy8,2
298,298,AEEONLINE,2018-03-08 10:19:59,3,2,"8-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/AGnDdq9mmx","8-3-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,971767493634207744,/AEEONLINE/status/971767493634207744,"8-3-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/AGnDdq9mmx",2
1304,1304,AEEONLINE,2018-02-15 10:06:40,8,10,"ACTUALIZACIÓN 15-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 pic.twitter.com/r37ySo7OpL","ACTUALIZACIÓN 15-2-2018 - LO QUE ESTÁN HACIENDO LAS BRIGADAS... Regiones Mayagüez, Ponce, y San Juan.  CC6 ",False,964153997476188160,/AEEONLINE/status/964153997476188160,"UPDATE 15-2-2018 - WHAT THE BRIGADES ARE DOING ... Regions Mayagüez, Ponce, and San Juan. CC6 pic.twitter.com/r37ySo7OpL",2
1232,1232,AEEONLINE,2018-02-19 13:57:39,16,18,Jueza Taylor Swain aprueba préstamo para la AEE  https://www. wapa.tv/noticias/local es/jueza-taylor-swain-aprueba-prestamo-para-la-aee_20131122423503.html   …  vía @NoticentroTV  CC6,Jueza Taylor Swain aprueba préstamo para la AEE   wapa.tv/noticias/local es/jueza-taylor-swain-aprueba-prestamo-para-la-aee_20131122423503.html   …  vía @NoticentroTV  CC6,False,965661677424345093,/AEEONLINE/status/965661677424345093,Judge Taylor Swain approves AEE loan https: // www. wapa.tv/noticias/local es / jueza-taylor-swain-approves-loan-for-the-aee_20131122423503.html ... via @NoticentroTV CC6,2
2085,2085,AEEONLINE,2017-09-08 20:24:59,32,110,Así trabajan los empleados de la AEE para restablecer el servicio __PIPE__ El Nuevo Día CC1 https://www. elnuevodia.com/noticias/local es/nota/asitrabajanlosempleadosdelaaeepararestablecerelservicio-2356063/   …,Así trabajan los empleados de la AEE para restablecer el servicio __PIPE__ El Nuevo Día CC1  elnuevodia.com/noticias/local es/nota/asitrabajanlosempleadosdelaaeepararestablecerelservicio-2356063/   …,False,906312444783599621,/AEEONLINE/status/906312444783599621,This is how PREPA employees work to restore service __PIPE__ El Nuevo Día CC1 https: // www. elnuevodia.com/noticias/local es / nota / asitrabajanlosempleadosdelaaeepararesercerelservicio-2356063 / ...,2
1203,1203,AEEONLINE,2017-09-07 07:38:19,0,0,"Buen día, reportado en el evento S17090600210. CC6","Buen día, reportado en el evento S17090600210. CC6",False,905757116065091584,/AEEONLINE/status/905757116065091584,"Good day, reported in the event S17090600210. CC6",2
1918,1918,AEEONLINE,2017-10-06 06:23:53,13,17,Primera Hora - AEE y AAA no han decidido cómo facturarán el mes de octubre CC1 http://m.primerahora.com/noticias/puert o-rico/nota/aeeyaaanohandecididocmofacturarnelmesdeoctubre-1249463/   …,Primera Hora - AEE y AAA no han decidido cómo facturarán el mes de octubre CC1  o-rico/nota/aeeyaaanohandecididocmofacturarnelmesdeoctubre-1249463/   …,False,916247632498122752,/AEEONLINE/status/916247632498122752,First Time - AEE and AAA have not decided how they will bill the month of October CC1 http://m.primerahora.com/noticias/puert o-rico / nota / aeeyaaanohandecididocmofactura in the month of October-1249463 / ...,2
805,805,AEEONLINE,2017-08-30 20:31:18,0,0,Le afectan relevos de carga para estabilizar el sistema en el pico de demanda. Tendrán una duración aproximada de 2 horas. CC5,Le afectan relevos de carga para estabilizar el sistema en el pico de demanda. Tendrán una duración aproximada de 2 horas. CC5,False,903052540975206401,/AEEONLINE/status/903052540975206401,They are affected by load relays to stabilize the system at peak demand. They will last approximately 2 hours. CC5,2
575,575,AEEONLINE,2017-09-30 11:53:25,28,80,Gracias... CC6 https://twitter.com/SJChildrens/st atus/914155660236992513   …,Gracias... CC6  atus/914155660236992513   …,False,914156234596655104,/AEEONLINE/status/914156234596655104,Thanks ... CC6 https://twitter.com/SJChildrens/st atus / 914155660236992513 ...,6
1714,1714,AEEONLINE,2017-11-27 09:11:25,8,28,"Ahora: El Director Ejecutivo AEE, Justo González, habla con Rubén Sánchez de WKAQ 580, sobre los trabajos de reconstrucción del sistema eléctrico por regiones. CC1 pic.twitter.com/3ThdBQ8LYH","Ahora: El Director Ejecutivo AEE, Justo González, habla con Rubén Sánchez de WKAQ 580, sobre los trabajos de reconstrucción del sistema eléctrico por regiones. CC1 ",False,935149062764027905,/AEEONLINE/status/935149062764027905,"Now: The Executive Director AEE, Justo González, speaks with Rubén Sánchez of WKAQ 580, about the works of reconstruction of the electrical system by regions. CC1 pic.twitter.com/3ThdBQ8LYH",2
2349,2349,AEEONLINE,2018-02-05 11:15:10,2,2,"Hoy: El director de Servicio al Cliente, Aldo Rodríguez, habla con Noticias 24 /7 sobre el proceso de facturación de la corporación pública, tras el paso de los huracanes Irma y María. CC1 pic.twitter.com/Eb5meHvhir","Hoy: El director de Servicio al Cliente, Aldo Rodríguez, habla con Noticias 24 /7 sobre el proceso de facturación de la corporación pública, tras el paso de los huracanes Irma y María. CC1 ",False,960547358005235713,/AEEONLINE/status/960547358005235713,"Today: The Director of Customer Service, Aldo Rodríguez, talks with Noticias 24/7 about the billing process of the public corporation, following the passage of hurricanes Irma and María. CC1 pic.twitter.com/Eb5meHvhir",2
