Order,ID,Tweet,Date,Permalink,Category,Unrelated,Manual Coding,Informative?
504,13114,"70-100 mph winds, still have power AND satellite! Kudos  and  . Stay safe everyone! ",2017-09-11,https://twitter.com/RavenusFlamingo/status/907113579027091456,6,,6,
505,19246,The communites you list were flooded and torn. Many low income areas are in better conditions and easier to restore though still ignored.,2017-09-16,https://twitter.com/theonlyeggie/status/908923595283423232,2,,2,
506,9833,"I live in Titusville, but evacuated. If you don't mind, what part of Titusville do you live in as I'm trying to see if I have power back on",2017-09-12,https://twitter.com/Richie3Jack/status/907678974217789440,2,,4,
507,16685,Who ever runs the  twitter account should be fired for participating in spreading lies about power recovery times.,2017-09-18,https://twitter.com/Matt_Hickman_/status/909839275709145088,2,,3,
508,8743,Ana your truly luck your house wasn't destroyed by falling trees,2017-09-12,https://twitter.com/girolamo5151/status/907789768234119168,2,,5,
509,28109,Hey  -- my power is back up. Huge thanks to all your hardworking employees for their efforts. You get an A+ from this teacher!,2017-09-13,https://twitter.com/shaunduke/status/907960004803792908,2,,6,
510,13614,how do I get that fpl power tracker app?,2017-09-10,https://twitter.com/VEROCHICKY/status/906971187682664451,2,,4,
511,27118,So our grid that's on the same one as an elderly home with 100+ residents has to be without power for a week? Unacceptable,2017-09-11,https://twitter.com/xoxodahlia/status/907396905038172161,2,,2,
512,24522,the people directly in front and behind have power but I don't. The heat really tries my understanding of why.,2017-09-12,https://twitter.com/nursehoward64/status/907766292442222593,2,,2,
513,7468," 's birthday is on the 16th and my birthday is the 18th, all we want is our mf power back ",2017-09-13,https://twitter.com/vixenpercy/status/908032430602407937,2,,2,
514,20536,how come CEO raises every year but no improvement to power grid? What are my rate increases paying for?,2017-09-15,https://twitter.com/Awesomenessly00/status/908680362477400064,2,,3,
515,18806,Website says my power is on but it's not. I keep reporting it it keeps saying it's the first time it's being reported. What can I do?,2017-09-16,https://twitter.com/LisetteMorlock/status/909072435500261376,2,,4,
516,5701,TFW  has your power back on. #IrmaRecovery #IrmaCleanUp,2017-09-14,https://twitter.com/cherylduckworth/status/908431321256611840,2,,8,
517,17164,WTF  ? 5 days wo power. 1.5 days with and now we're out again,2017-09-17,https://twitter.com/adamcauley/status/909565143318659073,2,,2,
518,23325,Lining their pockets with profit instead of upgrading the dilapidated power infrastructure.,2017-09-13,https://twitter.com/Melissachirp/status/908021228874682368,2,,3,
519,249,I still have no power,2017-09-11,https://twitter.com/Ult1mate_Weapon/status/907414435098238991,2,,8,
520,10246,"Power to South Florida homes could be restored by end of weekend, according to  .",2017-09-12,https://twitter.com/Power965/status/907631659331280897,2,,8,
521,20374,110 hours with no power.,2017-09-15,https://twitter.com/w5anth/status/908708040890871808,2,,2,
522,2838,Still no power! Well my electric bill should be lower this month!  #HurricaneIrmaAftermath,2017-09-17,https://twitter.com/sarahedw/status/909383217312083974,2,,2,
523,11104,Irritation the electricity was out (36 hours) vanished when power came on at midnight. 1/2,2017-09-12,https://twitter.com/SanjayKurian/status/907459607274147840,2,,8,
524,9219,I got my power back. Thank you. Please post links about heatstroke and heat exhaustion - I am extremely concerned about it.,2017-09-12,https://twitter.com/br_glen/status/907736184901849088,6,,6,
525,19316,also do they have cooling centers for you guys that don't have power?,2017-09-15,https://twitter.com/justaguywa2/status/908902051345600512,2,,5,
526,582,I live off Dossey road - thankfully they saw my tweet yesterday & did have the tree blocking us in cut away. But PLEASE restore our power!!,2017-09-14,https://twitter.com/stacielee1313/status/908183158423736322,2,,4,
527,10516,Thank you for getting our power back on! We appreciate all you do for our communities!,2017-09-12,https://twitter.com/KrisSGator/status/907605710724202498,6,,6,
528,21251,"I have reached out to the RedCross, Emergency Operations,    . Residents keep calling for help 2/3",2017-09-14,https://twitter.com/FlaMediaQueen/status/908455424046850048,2,,4,
529,3859,Hv been looking forward to #lplsimulcast for wks but won't be able to due to no power bc of #irma,2017-09-16,https://twitter.com/nightingalen/status/909010328201170946,2,,2,
530,5761,No power here in 33168 at least not my house #electricityisanecessity,2017-09-14,https://twitter.com/Mrchill_Workin/status/908419599162576896,2,,8,
531,11938,"Did it done that  :17 yesterday. Still no Update, worst, NO POWER! Not paying fpl to inhale fumes from neighbors with generator. Tkt #9647",2017-09-11,https://twitter.com/Blythe_Xtelle/status/907379896573448192,2,,2,
532,19289,No power for 6 hours now,2017-09-16,https://twitter.com/Mbradley2234/status/908906856302727168,2,,2,
533,4974,"5th night with no power, HASTA QUANDO?!? ",2017-09-15,https://twitter.com/itsdeeeeylo/status/908664264977772544,2,,2,
534,21657," your lack of communication/response after Irma is disgusting.4 days going on 5 w/o power, still no answers of when. #fail",2017-09-14,https://twitter.com/Scissorhappy611/status/908376709484998656,2,,2,
535,3175,Again a generic mg that does not address anything nor shows you read that theissue was reported prior to the hurricane. Sat,2017-09-16,https://twitter.com/Evacsax/status/909175818793996288,1,,3,
536,24125,The power shut on and off fast. Don't play me like that  i've had enough mini heart attacks for us all in the past five days.,2017-09-12,https://twitter.com/OnlyAubs/status/907811106021892096,2,,2,
537,6971,"I need a discount     I have been w/o da 3 key essentials in life..power, cell serv, & cable for days",2017-09-13,https://twitter.com/JaysAndHeels24/status/908107445192597504,2,,2,
538,20570,Ha. I haven't complained yet bc there are people worse off than me but 5 days without power is starting to get old.,2017-09-15,https://twitter.com/ChrisLatvala/status/908672653594124288,2,,2,
539,26953,I get  is working they're hardest to get power back to us. But it's upsetting when you're the only building in your complex & (1),2017-09-11,https://twitter.com/kssmedeadly123/status/907412122262536193,2,,2,
540,3125,You guys are our superman/women! Thank you for what you do! My wife and I have offered water whenever we see you guys. Keep it up !,2017-09-16,https://twitter.com/MCJeffGold/status/909190794837454848,6,,6,
541,11141,Our power came back in time for breakfast. Thank you.,2017-09-11,https://twitter.com/shefightsgirls1/status/907453127313575936,6,,6,
542,7546,Power trucks nowhere #WiltonManors and we have downed lines hanging. #RestorePower #Irma,2017-09-13,https://twitter.com/mfsolomon/status/908023337812598784,2,,4,
543,20222,I spent a week in the same conditions!!! I was with out power for 5 days also.I lived through it so did my kids & dogs who fart also. Alot,2017-09-15,https://twitter.com/daniheath4/status/908738493182042113,2,,5,
544,9050,Appreciate all the hard work that u do. R neighborhood in Lantana has power across the street &behind us. South side of Flamingo Dr doesn't.,2017-09-12,https://twitter.com/elizabeth_akus/status/907756249273466881,6,,6,
545,18856,Your outage map says we have power - we don't. Entire neighborhood still out. 32725.,2017-09-16,https://twitter.com/froogle/status/909065072869302273,2,,8,
546,4618,.  No power for six days. No updates. No responses. They keep posting PR videos with inspirational Muzak.,2017-09-15,https://twitter.com/apricoco/status/908745859147403264,2,,2,
547,11205,"Are You Serious!! There is absolutely no and I mean no, communication from FPL on when we will ever get our power back on, none. Shocked!!",2017-09-11,https://twitter.com/michaelm2491/status/907446019042021377,2,,3,
548,25127," staging area just down the street, power still off. Look behind you and notice us instead of ignoring our plea.",2017-09-12,https://twitter.com/dizdata/status/907700292417978368,2,,4,
549,8485,Aye  weren't you guys supposed to shut our power off to avoid this damn problem? Like cmon,2017-09-13,https://twitter.com/KingDri/status/907824210436902913,2,,1,
550,21113,why is taking so long to restore power in Palm Harbor area? I've seen several duke energy truck in my area.,2017-09-14,https://twitter.com/RealTalk_68/status/908475790219767809,2,,2,
551,6227,"But power doesn't have to go out or stay out. Brickell had power back in 2 days, as did many other areas. FPL needs to be held accountable.",2017-09-14,https://twitter.com/TurnerKnowsThat/status/908326366537494528,2,,3,
552,27379,just called to let us know they have to assess the damage. #excuses #insulttoinjury,2017-09-11,https://twitter.com/PeteDiebel/status/907368223422730240,2,,3,
553,22071,Wow! Such a competent power company! All about their customers in times of need. Bravo.,2017-09-14,https://twitter.com/Depulaz/status/908305410293157888,2,,3,
554,14054,barely any rain and wind and we already lost power for over an hour. With no signals of getting it fixed soon. #veryefficient,2017-09-09,https://twitter.com/PickyRios/status/906633770589192197,2,,2,
555,26129,"It would be one thing if Pinellas Co. experienced heavy damage, but it didn't. This is unacceptable ",2017-09-12,https://twitter.com/TurdFerguson727/status/907593617291833345,2,,2,
556,21852,"Power is getting restored in Sebring, Thanks to the fleet of contracted trucks with  from all over USA for #IrmaRecovery effort ",2017-09-14,https://twitter.com/colafiend89/status/908342357124411392,2,,6,
557,576,(4) We throw $1000 value of food still don't know when will get power. LET'S BE HONEST WITH US AT LEAST WE CAN PLAN ACCORDINGLY,2017-09-14,https://twitter.com/sibel_alpar/status/908332231978110976,2,,2,
558,4426,"Thx 2  4 restoring power 2 Sunrise Community, which is home to 120+ disabled kids and young adults. 7 days w/out power was brutal!",2017-09-15,https://twitter.com/RosLehtinen/status/908798358462099456,2,,6,
559,16073,If we live at NS Mayport do we contact you if our power is out?,2017-09-11,https://twitter.com/mykidsloveme2/status/907130128211247105,2,,4,
560,28137,"Still no power, looks like we are close for the night. Any update on midtown  ?",2017-09-11,https://twitter.com/SwampRestaurant/status/907381778599563266,2,,4,
561,15064,how can customers receive updates on power restoration,2017-09-11,https://twitter.com/asima_real/status/907275731406815233,2,,4,
562,23598,Retweeted WYRZ 98.9 FM (  ):  is the proud sponsor of  weather at 10:30 AM...  fb.me/6tMfHDWts,2017-09-13,https://twitter.com/WYRZBrianScott/status/907979295028649985,2,1,,
563,15919,"POWER. Thank you, sweet infant Jesus, and  employees everywhere!",2017-09-11,https://twitter.com/amandacbilly/status/907401515605864448,6,,6,
564,5553,"Thank you FPL! Power restored today. Impressed by the organization, communication, customer service, & pace of this effort. Happy wife! ",2017-09-14,https://twitter.com/BeauReynolds610/status/908456687169888257,2,,6,
565,22904," power came back on  in mount Dora, FL Florida and now without warning at 5pm its out again and can't get any answers",2017-09-13,https://twitter.com/Jcolem89/status/908079290616569863,2,,2,
566,16742,I think they are not equipped and afraid to admit it. They have never been in my neighborhood assessing the downed power line.,2017-09-18,https://twitter.com/xxtina24/status/909819223995830273,2,,1,
567,20530,"People finding they've been marked complete and still w/o power, how can we trust the deadline or database to true? #DukeEnergy",2017-09-15,https://twitter.com/hardknocksmom/status/908681605287481344,2,,3,
568,24181,Please help Central Florida get #whereisdukeenergy trending.  is refusing to restore power for Florida customers.,2017-09-12,https://twitter.com/jessnotarabbit/status/907801190221668352,2,,2,
569,23576,#TuneInNextWeekWhen I might have moved out of my apartment to avoid failing my semester since  refuses to power up CFL.,2017-09-13,https://twitter.com/jessnotarabbit/status/907982861038489600,2,,2,
570,8438,22631 sw 88 pl.cutler bay 4 days without power please hurry up!!!!!,2017-09-13,https://twitter.com/joecenten/status/907837142587633668,2,,4,
571,8717,Fl based companies like FPL have restored most of their customers' power. Im in LK Mary & still don't have power. I'm a Duke Energy victim,2017-09-12,https://twitter.com/ACD_Telecom/status/907794191765385216,2,,2,
572,16739,team member: âThey wonât tell you the truth. They wonât even tell me. I donât know when youâll have power back.â,2017-09-18,https://twitter.com/kekzel/status/909820995929874433,2,,5,
573,16354,Got power two days ago! Thanks to Pike Electric from NC! Duke Energy just withdraw without fix anything till Pike comes next day.,2017-09-20,https://twitter.com/BigDeafBear/status/910444794694029312,2,,6,
574,6653,Just a suggestion: after essentials are restored power companies should focus on areas on well instead of city. No power means no water.,2017-09-13,https://twitter.com/Babino/status/908153380094300160,2,,5,
575,28182,power at at SW 107th Dr. already called in. Hoping for quick restore?,2017-09-10,https://twitter.com/eileen_branham/status/906969084553818113,2,,4,
576,25775,What are they working around the clock to do? Nothing is being done. Over 1 million people still w/o power. Get off your asses.,2017-09-12,https://twitter.com/Assurance18/status/907633839970951171,2,,2,
577,1912,NMB Water deserves a lot of credit for maintaining safe drinking water throughout Hurricane Irma.,2017-09-18,https://twitter.com/rja_360/status/909912273816358912,2,,6,
578,6325,the heat here in FL-temps 90's-& having no power/AC is sweat heaven. I haven't seen any utilities trucks in my area at all.,2017-09-14,https://twitter.com/mygolfinggirls/status/908304984760090624,2,,2,
579,20712,"It's hard to see the clock they're ""working around"" without power. Duke blows.",2017-09-15,https://twitter.com/Will_Quick/status/908566543767805953,2,,2,
580,11764,Do u have power,2017-09-11,https://twitter.com/clairemetzwesh/status/907395326482448384,2,,5,
581,14607,when will power be back on palm lane? Many small children on this street. #ouc #pleasehelp,2017-09-13,https://twitter.com/artoftonycurry/status/907832169317494785,2,,4,
582,25208," is there a reason OUC, Kissimmee Utility, FL&P all have power back but u guys are ""assessing damages""??? What gives?",2017-09-12,https://twitter.com/bennyb_86/status/907692748333047809,2,,4,
583,13802,"NOW:  reporting more than 1.3 mil in #Florida without power. Most, of course, in south FL; In #Volusia , only 30 outages. ",2017-09-10,https://twitter.com/juliegargotta/status/906893849154519041,2,,8,
584,8336,"Haven't seen a single power truck in Lee County, Fort Myers and it's Wednesday morning.  #IrmaRecovery ",2017-09-13,https://twitter.com/PattyGeorge22/status/907902891121369088,2,,2,
585,9379,hey... fix our power in the 33128 area... this is ridiculous that we have to wait until Sunday That almost a week with out power,2017-09-12,https://twitter.com/KalEl0569/status/907720229333159936,2,,4,
586,25603," is sunny, covered in seaweed, and the perfect place to spend the day while  is repairing our power lines. ",2017-09-12,https://twitter.com/jess4liberty/status/907653252128309248,2,,5,
587,19426,From the folks with electricity.,2017-09-15,https://twitter.com/UF7Gator/status/908876983328821248,2,1,,
588,5117,Thank you  for getting our power back on!,2017-09-15,https://twitter.com/ultimike/status/908545206236061696,6,,6,
589,6779,Street lights and a billboard lit up like a goddam Xmas tree out my neighborhood but no power for us. Archaic infrastructure + monopoly,2017-09-13,https://twitter.com/jamesrborden/status/908134693933076481,2,,1,
590,18098,Another job. That they are wasting time driving. & people in their neighborhood have power but they along with others still don't.,2017-09-16,https://twitter.com/lizafer/status/909211113983741953,2,,2,
591,8381,I can't say enough nice things about  and all the linemen working around the clock to restore our power!! #thankful,2017-09-13,https://twitter.com/DreadfulBelle/status/907868048962592768,2,,6,
592,10202," 11 days to get power back in Port Charlotte Florida? Thats as long as it took during Charlie.... 2017, and youre still pathetic",2017-09-12,https://twitter.com/FLTribeFan/status/907637512318935041,2,,1,
593,1668,My mom didn't have to evacuate from hurricane Irma but she is now evacuating from  incompetence.,2017-09-19,https://twitter.com/ablarcomRD/status/910118649981210624,2,,2,
594,26389,They were restored because they weren't on last night. I see some homes nearby have power but it's been 31 hours for us.,2017-09-12,https://twitter.com/OverlySarcasmic/status/907564037495562240,2,,2,
595,10433,FPL is full of lies! They are in Miami helping not Briward or PB county where power is out! Your website is a joke! Waste of a company!,2017-09-12,https://twitter.com/MichaelJEvansFL/status/907613842653540352,1,,3,
596,23276,The apartment complex Wentworth apts on lakeunderhill & Dean in orange county has been out of power since Sun 9 pm 2k people,2017-09-13,https://twitter.com/RafaelDisla4/status/908029097183457284,2,,8,
597,5757," Here in Fla. My mother in law is staying with me until you turn her power back on. Don't wanna beg, but I will if you make me...",2017-09-14,https://twitter.com/mpicardi/status/908420252106657792,2,,4,
598,16608,Bruh fpl ain't that good ppl down here still down have their power,2017-09-18,https://twitter.com/CanesSwag954/status/909897763974008832,2,,2,
599,4348,sure!! thats why we still have no power !,2017-09-15,https://twitter.com/pam92132471/status/908821944044331012,2,,2,
600,24396,Look I'm in ocoee commons and power is up on 95 percent of the area minuse the few neighborhoods in the area. I've had to throw out food,2017-09-12,https://twitter.com/MR_Bill2030/status/907778251946414084,2,,4,1
601,15503,"#Thanksjea for that automated answer..This is what frustrates ur customers,Ur Lineman doesn't check a ground box full water and live wires",2017-09-13,https://twitter.com/jbiggs77/status/908058560587804672,2,,2,1
602,16562,Kudos to the hard working men and women out in field restoring power. For Duke corporates..... epic fail,2017-09-18,https://twitter.com/raizecane/status/909928244006318081,6,,6,
603,13213," now reporting that approx. 135,000 out of 263,8000 customers in #Sarasota County are without power.  fb.me/zMGfSLGQ",2017-09-10,https://twitter.com/CityofVeniceFL/status/907081133308956673,2,,8,1
604,9187,The buildings are 4 story and no power for elevators,2017-09-12,https://twitter.com/henryg129/status/907740752339509249,2,,8,1
605,26624,So is the ucf area gonna get power back soon or do I gotta finish making this grilled cheese by candlelight?...........,2017-09-11,https://twitter.com/TysnWay/status/907453057411231750,2,,2,
606,5544,"False Hope// According to  we have power, but according toâ¦  instagram.com/p/BZCcwN3AkX-y MXUxHBHcK0pN3gDNFkl3GtC8JA0/ â¦",2017-09-14,https://twitter.com/almorrow/status/908458057524490241,2,1,,
607,19411,Well I'm in seminole county and live in the central park apartments five days now and no power I don't want to wait midnight on sunday,2017-09-15,https://twitter.com/ZacharyRidings1/status/908878989049188353,2,,4,1
608,27871,???? Get a new website manager. 10263 Gandy Blvd N = No power.,2017-09-11,https://twitter.com/RomerInteriors/status/907287113682620417,2,,4,1
609,7285,"Interesting to observe that everybody around my neighborhood has power, but my street not. What's going on?",2017-09-13,https://twitter.com/TnaAviation/status/908056561729273856,2,,1,
610,23948," any chance I get power back today? Starting to wonder if, ""I didn't share a grid with mobile homes would I have power by now?"",,",2017-09-13,,2,,2,
611,19516,...everyone around us has their power back on? Please have mercy!!!,2017-09-15,https://twitter.com/WRGreystock/status/908862285703151618,2,,2,
612,11402,"Sucks, man. Thankfully our house has power. Should be on soon for you guys; I've seen them hussling today!",2017-09-11,https://twitter.com/Dumpl1ng/status/907426646545887233,2,,5,
613,318,anyone now if the power is back on 34747,2017-09-11,https://twitter.com/lloyd4341581/status/907340759245959169,2,,2,
614,21236,"9,000 Duke Energy workers are mobilized to restore power in the aftermath of #HurricaneIrma  tinyurl.com/yd723fta ",2017-09-14,https://twitter.com/EnergyFairness/status/908457853803008000,2,,8,1
615,2322,Only 2% w/o power in Broward,2017-09-17,9.10E+17,2,,8,1
616,1054,Thank you for getting us power back so quickly!! Doggie and I greatly appreciate it,2017-09-22,https://twitter.com/yvy2001/status/911187566224904192,6,,6,
617,13717,coral springs lost electricity,2017-09-10,https://twitter.com/trichi0589/status/906921185123991553,2,,8,1
618,25370,That's BS...they're restoring power to the affluent on Clearwater Beach before anywhere else,2017-09-12,https://twitter.com/DQueued/status/907676142777389060,2,,2,
619,6747,Power to the people! Thank u,2017-09-13,https://twitter.com/cyndilenz/status/908138748449345536,6,,6,
620,8963,You guys should of been had them out the day after the storm this is ridiculous!,2017-09-12,https://twitter.com/anicetshawn/status/907763444312657921,2,,2,
621,5490,"When golden gate city, Fl power will be restored? This cable is down behind houses of Hunter Blvd ",2017-09-14,https://twitter.com/edwardmpbest/status/908466548205121537,2,,4,
622,24843,I think  should do a credit for two months for anyone without power....my bills r due to be paid when I'll have no power...,2017-09-12,https://twitter.com/0neRadDad/status/907727609982865408,2,,3,
623,16620,day 9 comes to an end and still no power from Duke. Dont forget to update the press release with another fake restoration time,2017-09-18,https://twitter.com/katiesteel32/status/909878759322525698,2,,2,
624,26831,Jorge I'm a fan but there's no excuse for this. Our power went out before the storm hit. It's been out for over 24 hours.,2017-09-11,https://twitter.com/RobCarnes/status/907422334646210560,2,,2,
625,20954,Just my street. Literally everywhere around it has power.,2017-09-14,https://twitter.com/JohnJohnRaaage/status/908495607467315200,2,,4,
626,16841,"The hurricane was gone monday morning, they could have used all of the afternoon and tuesday looking at the damage and then getting started.",2017-09-18,https://twitter.com/Zazaen_Sorrow/status/909780284589133824,2,,2,
627,25912,hoping this work will restore power to about 500 in Orla Vista #Irma,2017-09-12,https://twitter.com/DJonesWFTV/status/907618484208750594,6,,4,
628,9752,Status update request 4 power #ThreeMeadows #Rockledge #Irma #BREVARDCOUNTY #FPLPROVIDEMOREUPDATES,2017-09-12,https://twitter.com/Lalita19751/status/907687355011801091,2,,4,
629,19997,I just want power :(,2017-09-15,https://twitter.com/SamuelsonOlivia/status/908776918773878784,2,,2,
630,14024,"Over 26,000 power outages throughout Broward County. Report any outages to  #HurricaneIrma ",2017-09-09,https://twitter.com/CoralSpringsPD/status/906664778885672961,2,,8,1
631,28098,Thanks. I messaged you on fb. I would really appreciate if we could get some info on specifics of power restoration for that complex,2017-09-13,https://twitter.com/rsoruan/status/908039970077790208,2,,2,
632,10870,No power on Stirling Rd by Davie Rd Ext  any updates as to when ???,2017-09-12,https://twitter.com/lorz_23/status/907552077714522112,2,,4,
633,27870,we have a tree touching the power line. We called and texted to report outage but there was no option to report this.Thx,2017-09-11,https://twitter.com/Jalapena/status/907287463235899394,2,,4,
634,4964,Egad! You're right. Meant Florida Power & Light.,2017-09-15,https://twitter.com/Scott_Zona/status/908666641327718401,2,1,,
635,12534,do we know when are we gonna have power on Zipcode 33027?,2017-09-11,https://twitter.com/JuliParada4/status/907292668262322177,2,,4,
636,9532,how aren't you guys unprepared for hurricanes power lines should not be unprotected,2017-09-12,https://twitter.com/Cruyffsystem/status/907708342122016769,1,,1,
637,7628,please tell me why I have not seen one utility truck in my town. No power for 4 days and no relief coming. Zip 32927,2017-09-13,https://twitter.com/JPeepsshow/status/908012406605074436,2,,4,
638,24766,checked  website and it looks like we're probably gonna be without power til about Sunday night.,2017-09-12,https://twitter.com/hrbvn/status/907736696783085570,2,,2,
639,21421,No Power. Have not seen a truck anywhere in our area.,2017-09-14,https://twitter.com/em7corey/status/908424476727050243,2,,2,
640,12205,Thank you  for the quick response in recovering power!,2017-09-11,https://twitter.com/Fitchef24/status/907344712331403265,6,,6,
641,6640,I appreciate the hard work. Everyone around our older neighborhood has power. Many elderly. Investigating for 24 hrs.,2017-09-13,https://twitter.com/nayrelyk7/status/908155465644871681,2,,6,
642,14621,- Have I told you lately how AWESOME and AMAZING you are!?!? Thank you for power!!!! #grateful #thankful #irma,2017-09-12,https://twitter.com/KDinFL/status/907802229792538625,6,,6,
643,10181,Power trucks all over #PalmBeachGardens #LakePark #NorthPalmBeach area. #RestorePower #Irma,2017-09-12,https://twitter.com/PhotogEricP/status/907639496354811905,2,,8,1
644,25919,"  no power, no updates from Duke other than assessing damage. No trucks seen west of Apopka Vineland.",2017-09-12,https://twitter.com/Rec663/status/907616076644667392,2,,2,
645,22449,"While the bot is answering our questions. Tampa electric continues to restore power, OMG it's past 9 PM. GASP!",2017-09-13,https://twitter.com/xolcious/status/908145961968525313,2,,2,
646,12436,sooo why the power not on yet????,2017-09-11,https://twitter.com/_kimaaaaa/status/907309988674260992,2,,2,
647,12435,come fix my shit fam the storm has been over and I still got no power,2017-09-11,https://twitter.com/GodRese/status/907310042210283521,2,,2,
648,21063,Think you have to give the lineman BJ's before they give power now. Get your kneepads out  !,2017-09-14,https://twitter.com/ErickJackson74/status/908483039210205185,2,,2,
649,5442,"FPL can't leave power on for much so they say restored power but after they tell stupid politicians that , they cut power again",2017-09-14,https://twitter.com/joey_asin/status/908475533406691328,2,,3,
650,17270," any reason why we lost power again in Winter Park, FL?",2017-09-17,https://twitter.com/edDiiwaRd/status/909530027951378433,2,,2,
651,19304,"Since St Pete Beach isnt mentioned do i assume we dont get power tomorrow? Worthless update, worthless provider",2017-09-16,https://twitter.com/kcclark999/status/908904056797704192,2,,2,
652,23832,130 more  workers leave for Florida at 9:30 a.m. to help restore power after #Irma  bit.ly/2jpicGb,2017-09-13,https://twitter.com/jbakerohio/status/907948777264353280,1,,8,1
653,12058,I haven't seen a single fpl truck around North Miami. 33181 Restore the power asap please.,2017-09-11,https://twitter.com/USS_Grim_Reaper/status/907364563338842112,2,,4,
654,22024,now less than 48 hours to meet your promise to have all power restored in Pinellas by midnight Friday. Tick tick tick,2017-09-14,https://twitter.com/daylightdis/status/908313112557883392,2,,2,
655,21507,day 5 with no power,2017-09-14,https://twitter.com/terminally_sad/status/908407412591353861,2,,2,
656,22789,Seco will be the last to get its customers power because they have to wait on duke,2017-09-13,https://twitter.com/mlosito13/status/908098651167354881,2,,2,
657,13240,You rock  - power restored just hours after Irma! Best power company ever!!!!!,2017-09-10,https://twitter.com/cc_1224/status/907076470815813632,2,,6,
658,16215,HQ building in Charlotte is like that as well. Kind of sweet really,2017-09-24,https://twitter.com/bucketheadphoto/status/912025442382643203,2,1,,
659,14147,"Well, there goes our power. Reported to  -- is #Irma even here yet??",2017-09-09,https://twitter.com/jessicahodder/status/906512804521406465,2,,2,
660,27766," so how long will it take to ""assess"" the damage?",2017-09-11,https://twitter.com/lookatnoel1/status/907311726093316098,2,,2,
661,22513,Power is back Thank you !,2017-09-13,https://twitter.com/giggle1509/status/908135644987346946,6,,6,
662,21758,How is it that one little pocket of homes in my neighborhood is without power but EVERYONE around us is up an running??,2017-09-14,https://twitter.com/Raevyyn1313/status/908358662791553025,2,,2,
663,2772,Problem is: Irma was a Cat 1.5 here and we're still 7 days and counting w/o power. 12 years of improvements DID NOT WORK,2017-09-17,https://twitter.com/quikipoll/status/909417833209135105,1,,1,
664,23910,"LATEST TOTALS: #DukeEnergy has 100,519 customers in Polk. 30,409 have had power restored, 44,503 are still waiting.  ",2017-09-13,https://twitter.com/southpolkscene/status/907933356914085888,2,,8,1
665,17188,still without power but your customer care Rep Rose = amazing! Even with a deadline delay :( she was a pro u need more like her,2017-09-17,https://twitter.com/CJDeguara/status/909556402934439936,2,,6,
666,5326,"FPL executives need to B investigated 4 gross incompetence, 5 days after storm with minimal damage & ideal working conditions, power not on",2017-09-14,https://twitter.com/Jeff10diego/status/908493070844522497,2,,3,
667,7647,. for real? Are those real FPL trucks are fake at FAU? Why are they sitting there? We have no power still..they're sittiing there,2017-09-13,https://twitter.com/2016ThePlayers/status/908009914420916224,2,,2,
668,1495,"we appreciate your efforts in restoring power to everyone , what's going to be done about the hundreds of dollars that ppl lost in food",2017-09-19,https://twitter.com/CUNNILINGUS01/status/910255204683145216,2,,6,
669,4359,you are responsible for taking 6 days to restore power. Took 3 days before a truck showed up,2017-09-15,https://twitter.com/JPeepsshow/status/908818778401771520,2,,2,
670,24151,I'm in Polk county when will I get my power back half of the apartments where I live have power and half don't,2017-09-12,https://twitter.com/Bryandi27266012/status/907806884794691584,2,,4,
671,14265,.  : We need to be prepared to be without power for weeks. #IrmaHurricane2017 #FLPrepares,2017-09-08,https://twitter.com/CBSMiami/status/906223489308295168,1,,1,
672,13604,I haven't had power since 6am,2017-09-10,https://twitter.com/shelsysalazar/status/906975082022612993,2,,2,
673,19719,This storm took out a lot of power and everyone thinks that they're more important than everyone else... there's only so much they can do.,2017-09-15,https://twitter.com/JTBassPlayer/status/908830900011651072,2,,2,
674,798,"Their outage map is only reporting 1182, Can you please have them update it.  lakelandelectric.com/emergency-info rmation-center â¦",2017-09-11,https://twitter.com/PowerOutage_us/status/907119828863012864,2,,2,
675,19279,Well i officially have given up any hope i ever had for you guys to restore power....how about be p r e p a i r e d next time.,2017-09-16,https://twitter.com/JohnAsuncion13/status/908910838345601024,2,,2,
676,27299,Now if only  would get off their asses and hey power back to us.,2017-09-11,https://twitter.com/stpetemichael/status/907377322516520962,2,,2,
677,13447,"yo  turn my power on, we good in Kendall Lakes",2017-09-10,https://twitter.com/jermmusic/status/907032352139960320,2,,4,
678,13188,no power in Heathrow. Thx. #justalerting,2017-09-10,https://twitter.com/MyHeathrowFL/status/907087782786600960,2,,4,
679,22383,when #TacoBell stays open later than #Duke Emergency restoration team,2017-09-13,https://twitter.com/hooknamburi/status/908158604712214532,2,,2,
680,4026,Um you were in my neighborhood and didn't fix my down power line. We're the only ones without power while everyone has power in my block,2017-09-15,https://twitter.com/avmejia05/status/908893999657779200,2,,2,
681,14326,hello. Will the power be removed before the hurricane? I keep Hearing so. Don't know if real.,2017-09-08,https://twitter.com/jensay6/status/906157251622301696,2,,2,
682,24651,"That is a week after the storm, really!!!!!",2017-09-12,https://twitter.com/marceelsmith/status/907750810448261120,2,,2,
683,17399," I see you're ""here"" Mon-Fri 8-5. Well, we've been w/o power Sun-Sun 24hrs/day. #IrmaRecovery #altamontesprings",2017-09-17,https://twitter.com/JTCarlucci/status/909476022059507712,2,,2,
684,9821,The website is telling people that their power has been restored when it hasn't and their tickets are completed.,2017-09-12,https://twitter.com/flylikerobin_/status/907680382807691264,2,,2,
