Tweet,Code,Category,Date,Permalink
"we might be getting our second hurricane over a week after Irma, and @insideFPL STILL HASNT FIXED MY ELECTRICITY :)",2,0,9/18/2017,https://twitter.com/rebecunt/status/909820176287371264
"9 days with no power!!! When are you going to recover it??? We need A/C and a normal life!!!Ticket 1978, ZIP 33015",2,0,9/18/2017,https://twitter.com/mafe_oo/status/909814262733983744
"Irma east coast restored, still waiting 12 hours on non storm related ticket. FPL where are you? @insideFPL",2,2,9/20/2017,https://twitter.com/boglander/status/910445009794723842
"Hey @DukeEnergy , hooking up my line with one dead leg doesn’t count as restoring my power. Day 11! @scottplakon @WiltonSimpson",2,2,9/20/2017,https://twitter.com/Consumer_Esq/status/910659500490846213
Wow. @CityCoralGables + others frivolously sue @insideFPL for alleged slow response but they haven’t taken down hurricane shutters yet. https:// twitter.com/Vince_Lago/sta tus/910531557865197569 …,2,3,9/20/2017,https://twitter.com/ZichellaEric/status/910670903788343296
@insideFPL Sparking transformer then explosion but no one cares. Is all fire works in North Miami #1%WithOutPower #FPLOutage @nbc6 @wsvn pic.twitter.com/5H1rDEUTN7,2,5,9/20/2017,https://twitter.com/JValencia34/status/910678459927711744
@insideFPL is now responsible for the lives in 9 elderly people whom they let die of heatstroke ! #irmaaftermath,2,5,9/20/2017,https://twitter.com/Lucifur665/status/910373275544539138
@DukeEnergy aka #PukeEnergy has now missed 4 deadlines during 9 days (halfway through 10). 30+ homes still dark. Liars & incompetent boobs!,2,5,9/20/2017,https://twitter.com/vjspin3/status/910508447753543681
". @insideFPL 3 days & counting since power restored to ALL other houses in neighborhood... Dangerous live wire, dozens of calls, no action pic.twitter.com/QEajTRMbdF – bei Bayside Historic District",2,7,9/20/2017,https://twitter.com/JWoodleyPhoto/status/910559700655239177
In case the article and many tweets arent clear enough for you: http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … pic.twitter.com/v7QmP4Ofls,2,8,9/20/2017,https://twitter.com/MSL82200/status/910692001770823680
If safety was a real priority I wouldn't have downed power lines in my yard from September 10th.,2,9,9/20/2017,https://twitter.com/kerryconstantin/status/910667064821592066
@insideFPL im in that 1% with #NOPower Two deadlines already missed. Please give us a more accurate time frame! #FPL #SouthEastFlorida,2,12,9/20/2017,https://twitter.com/Chofie13/status/910545666979565569
"@insideFPL , funny how so many people still without power but y'all make sure the tolls are working fine right?",2,12,9/20/2017,https://twitter.com/InfraredJay91/status/910516650721660928
@insideFPL I've been without power for 10 days. Clearly 2 billion dollars isn't enough to maintain power during one stormy boi #occupyfpl,2,12,9/20/2017,https://twitter.com/elgranmongo/status/910512306618028032
My revised deadline has come and gone.. not a linesman a utility truck or tree removal company has even sniff my street...lost faith..,2,12,9/20/2017,https://twitter.com/N_perets/status/910469591272497153
"@insideFPL : 2nd hurricane FPL did the same thing-90% power restored to Countryside, FPL leaves 150 homes without power! Finish the job!",2,12,9/20/2017,https://twitter.com/farrellcob/status/910444351922348032
"@insideFPL Still have a damaged, leaning pole between homes shared by FPL,ATT,Comcast. Hazard that will collapse. New unusedpole next to it.",2,12,9/20/2017,https://twitter.com/JimSimulacrum/status/910384015248674818
"Yes and if the 5pm update says 80 ppl out in Broward, yet 175 are affected in my neighborhood how exactly does that work? @SunSentinel",2,15,9/20/2017,https://twitter.com/Greg_Cousins/status/910611437772578823
Ok so there's no damage to my meter or weatherhead. It's the transformer. I'm tired of putting in a ticket. A day has passed already,2,0,9/21/2017,https://twitter.com/ShinyMouse/status/910723384039936000
In the “How Many Trucks does it take to screw in a light bulb” category :-) ( @keysenergy fixing Irma damage) pic.twitter.com/gtH0u8Vq5c,2,1,9/21/2017,https://twitter.com/jfmezei/status/910751257048047616
@insideFPL i see 40 trucks every night parked from 8pm to 8am at gulfstream park in hallandale beach while we are sweating to death,2,2,9/21/2017,https://twitter.com/hannahwebtwit/status/910912174519930885
Great start. @insideFPL failed us. Hope for a better solution.In MB no window broken but most residents without Power.Bad network maintenance pic.twitter.com/WiHvgz4rkU,2,4,9/21/2017,https://twitter.com/roddge/status/910863060235116544
We have reported it and have been tracking it. Just wondering why this happened. We never lost power during storm but did now,2,9,9/21/2017,https://twitter.com/yvy2001/status/911060529493561344
How naive to think @insideFPL would make it on their own set deadline. Instead they just changed it third time and say nothing. Shameless.,2,0,9/22/2017,https://twitter.com/poisonmariie/status/911203080804352000
"And it s in Miami Beach after saying ""Sunday 9/17/2017 power to all MB residents will be restored. Today is the 13th day without power.",2,4,9/22/2017,https://twitter.com/roddge/status/911206302017363968
"5 hours until the promise that your own CEO made, in the very same city I reside in, becomes yet another missed deadline. Nobody here. Zero.",2,5,9/22/2017,https://twitter.com/RequiemSlaps/status/911361797667590144
Today is the 13th day with NO Power in Miami Beach. FPL said all MB residents will have power by Sunday. That was 5 days ago.,2,9,9/22/2017,https://twitter.com/roddge/status/911212682472194050
"@insideFPL who do I get to charge for all the likely damage to my appliances for the on and off power surges in Geneva, FL? Get it right!",2,9,9/23/2017,https://twitter.com/BobbySmithJr418/status/911647024478605312
I love when @DukeEnergy just shuts off your power in the middle of dinner time without any warnings whatsoever,2,9,9/24/2017,https://twitter.com/courtmillerx/status/912083242198687746
Our power went out again last night with the storm that rolled thru here… . @insideFPL,2,12,9/24/2017,https://twitter.com/UK88TL/status/911984619746152448
"Hi @DukeEnergy , it’s been a week since your worker cut a neighbor’s tree & pushed into our yard causing damage. Filed claim. No response",2,0,9/25/2017,https://twitter.com/JustinHolcomb/status/912385508701065216
@cohgov @insideFPL needs to communicate with the residents as to what the issue is with the electricity! @fema 13 days after Irma #FPL,2,12,9/25/2017,https://twitter.com/AlexAnnaQRetail/status/912447353277337601
@cohgov the power has gone out at minimum 5 times since last Monday. @insideFPL has not communicated with the residents at all!,2,12,9/25/2017,https://twitter.com/AlexAnnaQRetail/status/912446611367895040
"Dear @newsfromJEA , at least we're back on outage map. But it shows only 25 customers affected.There r 80+ homes here w/out power #fixurfacts",2,2,9/14/2017,https://twitter.com/pianobug/status/908438864997634050
Good job @Waste_Pro_USA for stepping it up and collecting after the storm. Too bad you don't run @DukeEnergy,2,14,9/12/2017,https://twitter.com/DJMcOnef/status/907737978084225024
We actually lost power after the storm was over. so grateful to crank the AC. Hope yours comes back on soon!,2,2,9/11/2017,https://twitter.com/brittoldehoff/status/907271745220038656
Hate seeing temps for my family & friends rn. No AC is a huge safety threat. Hope @insideFPL starts south first to ppl who lost it first pic.twitter.com/b3kCaZzXb6,2,3,9/11/2017,https://twitter.com/_RebeccaMarques/status/907291305004421120
"No power since Saturday, had it 20min yesterday then nothing since. Disabled vet, single mom, bad neighborhood too. #praying #notamused",2,0,9/12/2017,https://twitter.com/bailarina1017/status/907815103613083649
"Still waiting for @DukeEnergy to restore power.. I'm praying for safety of all #UtilityWorkers in #Hurricane areas, and #USA #GodBless",2,15,9/12/2017,https://twitter.com/dhiggins63/status/907494859174539264
Prayers we get ours back. We still have lots of tree damage in neighbors backyard on power lines. Hoping to see workers here today.,2,9,9/14/2017,https://twitter.com/bolts2348/status/908329504841625602
No power Marion County Silver Springs Shores. 20 mins till deadline. I have to work tomorrow with 4 animals being left in a powerleas house.,2,9,9/17/2017,https://twitter.com/DanHazelwood/status/909622750616150016
I can't take another day without power so I'm praying you can get the trucks to us,2,14,9/17/2017,https://twitter.com/LisaHut31334430/status/909424137487122432
Seminole county lifted curfew at 11am. We didn't even loose power until 5:30 am 9.11.17 after the storm and only after a transformer blew!,2,4,9/11/2017,https://twitter.com/ohwtm/status/907401135903973376
It has been not 48 hours after a CAT 4 and originally 9 million PPL lost power. #hurricaneIrma,2,0,9/12/2017,https://twitter.com/biggomamma/status/907679422467198977
Shopping malls ready 4 business while residents lose 2 heat - no transition shelters 4 displaced #FPLPriorities @insideFPL #LessonsLearned pic.twitter.com/eTSGwl99fC,3,0,9/13/2017,https://twitter.com/lynnmoscoso/status/908059255974105093
"I'm hoping for a state-wide investigation into @insideFPL practices, esp installing new wooden poles instead of metal. History will repeat.",3,2,9/15/2017,https://twitter.com/LBDisMe/status/908770421587165184
The communites you list were flooded and torn. Many low income areas are in better conditions and easier to restore though still ignored.,3,7,9/16/2017,https://twitter.com/theonlyeggie/status/908923595283423232
"I want an investigation into why their grid is so frail afteer spending 3billion on ""hardening"",,,,""907567918514405376",3,0,9/12/2017,
"#FPL are murderers ! They let 8 elderly people die ! They survived the storm, winds and water! @insideFPL let them die of heatstroke !",3,0,9/13/2017,https://twitter.com/krispykreamy/status/908169643457748998
"HAH. ""Working to resolve"" one of the larger storms in the past few years, these are the updates we get.3bn state contract in 2015 #monopoly",3,0,9/13/2017,https://twitter.com/naxsnaxnax/status/907932391393636353
I wonder how quickly a judge or jury will find Dook Energy guilty of depraved indifference when someone tragically dies bc of their neglect?,3,2,9/14/2017,https://twitter.com/UF7Gator/status/908437327793541120
Let them deal with a power company that lets trees grow through their lines and doesn't prepare for disasters. Duke uses FEMA for upgrades.,3,2,9/14/2017,https://twitter.com/durpx5/status/908305207746076672
FPL - Irma was nothing in Broward County FPL has killed people,3,3,9/14/2017,https://twitter.com/TvShab/status/908511434388180992
"@insideFPL 's fraudulent figures regurgitated by our state emergency response agency. Again, per my reporting: THESE NUMBERS ARE INFLATED. https:// twitter.com/flsert/status/ 908504299663130631 …",3,3,9/14/2017,https://twitter.com/David_Quinones/status/908506093818667010
What is Florida Flicker & Flash trying to cover up? Lack of info makes @insideFPL appear uncaring. #HurricaneIrma #Notmyhurricane https:// twitter.com/FlaglerLive/st atus/908357415590035456 …,3,3,9/14/2017,https://twitter.com/WilVaught/status/908386822677463043
Would be nice to see numbers from @insideFPL #afterirma #irma #hurricaneirma https:// twitter.com/dukeenergy/sta tus/908023334465544192 …,3,3,9/14/2017,https://twitter.com/EugeneRamirez/status/908300401379872769
http://www. miamiherald.com/news/politics- government/election/article114377458.html … @insidefpl your days of being a corrupt monopoly are numbered especially after #hurricaneirma failure #gosolar,3,3,9/14/2017,https://twitter.com/goldstocktrades/status/908280276819869697
@DukeEnergy why are there dozens of reports like this? Is this another drone PR stunt? https:// twitter.com/dreamcrazzy/st atus/908381344581013504 …,3,3,9/14/2017,https://twitter.com/UF7Gator/status/908382538959290368
They most certainly are making money. They will recover the repair costs and business interruption through insurance,3,5,9/14/2017,https://twitter.com/hintofsub/status/908499465161539584
By in route they mean CEOs are brainstorming how to cut costs and think of a scapegoat when they already said they were prepared,3,5,9/14/2017,https://twitter.com/Scottbrant9422/status/908257795501424640
I feel for you brother. It's absolutely shameful and I hope their are inquiries or an investigation after this,3,7,9/14/2017,https://twitter.com/OG_MP95B/status/908326851747213312
@bbb_us You should look at @DukeEnergy they are not a better business type company. They have left us to rot while the look at floods.,3,7,9/14/2017,https://twitter.com/Imperfect10n/status/908352019148263426
The more disaster relief funds they set up the more money they save they just want us to pay for a natural disaster with our donation,3,7,9/14/2017,https://twitter.com/Scottbrant9422/status/908260093594136576
"How about you put the money back directly into customers accounts to make it easier to recover, we shouldn't have to apply for assistance! pic.twitter.com/6SKnGhnBF5",3,8,9/14/2017,https://twitter.com/liJd316/status/908377518213922816
"We need power! It’s been days since storm, yet others have it. FIX IT. Monopolized companies & lying to customers?! I smell your bs & a suit",3,9,9/14/2017,https://twitter.com/1SuperLoyal/status/908261608396398597
"Now @insideFPL is LYING to customers?? My status says ""crew arrived"" and NO TRUCK IN THE AREA #liers #fpl #hurricaneirma",3,9,9/14/2017,https://twitter.com/Ana_Adams/status/908189268476129280
@mylkldelectric Your team is eating breakfast&lunch at Clev Heights golf club while residents are suffering in sweltering heat!@FoxNews,3,9,9/14/2017,https://twitter.com/AhearnTim/status/908452803802271744
@news965wdbo @dukeenergy NOT providing global ETR?when they attempt to file for storm cost recovery..customers will pay significantly..fail,3,0,9/15/2017,https://twitter.com/ninjaconnection/status/908695082571792386
@dukeenergy NOT providing global ETR?when they attempt to file for storm cost recovery..customers will pay significantly..fail,3,0,9/15/2017,https://twitter.com/ninjaconnection/status/908694834109698051
#Florida residents who didn't lose power during #HurricaneIrma now getting hit w/ exorbitant bills by @DukeEnergy http://www. tampabay.com/news/business/ energy/duke-energy-estimates-for-power-usage-during-irma-sends-some-bills/2337614 …,3,1,9/15/2017,https://twitter.com/craigtimes/status/908746150223720448
@Mayor_Jacobs this is in your backyard... @DukeEnergy has not been honest with the residents in Roberts Landing,3,1,9/15/2017,https://twitter.com/beeagnew/status/908719881520078848
they can they take money from us every month and raise our prices to spend on hurricane proffing grids that go down for a cat 1 big joke,3,2,9/15/2017,https://twitter.com/Bigg_Snuff/status/908754029316120576
@NewsfromJEA @FCN2go need to start asking JEA why storm heartening was not better prior to this event! What are they doing with our $.,3,2,9/15/2017,https://twitter.com/ubuibme87/status/908702679316213760
@DukeEnergy just got my bill. Went from $153 up to $468??? No usage changed on my end. Was this a preemptive rate hike for the storm?,3,2,9/15/2017,https://twitter.com/stpetemichael/status/908650444947410944
You still have hurricane surcharges from hurricanes years ago we live in Florida it has hurricanes bury the lines get with th program,3,3,9/15/2017,https://twitter.com/abbiraye/status/908883774846402564
When you’re a monopoly collecting government funds due to a hurricane you can say whatever you want. In reality you lie. #hopeyoufeelbetter,3,3,9/15/2017,https://twitter.com/_imakeitgood/status/908848201201078272
Is this real? @insideFPL Sontired of the fraudulent activity going on to recover Florida. Smh https:// twitter.com/itsasriele/sta tus/908772389063921669 …,3,3,9/15/2017,https://twitter.com/ItsAsriele/status/908772656270495744
@insideFPL Workers wouldn't be up on poles if you buried the lines & stopped lobbying against solar. #scum #greed http:// goo.gl/7p7uw8 pic.twitter.com/Daw2F6pwwI,3,3,9/15/2017,https://twitter.com/NYStyleGuidecom/status/908662161706246145
So glad that @DukeEnergy cares about customers after a hurricane..lord knows a 700 dollar electricity bill is A-Ok... *rolls eyes* https:// twitter.com/TB_Times/statu s/908745502400815104 …,3,3,9/15/2017,https://twitter.com/buttonspony/status/908747366811013120
@DukeEnergy you people are *done*. I mean out of business and in *jail*! https://www. google.com/amp/abcnews.go .com/amp/US/florida-nursing-home-called-emergency-cellphone-belonging-governors/story%3fid=49883415 …,3,4,9/15/2017,https://twitter.com/daylightdis/status/908877370907643904
"Rather than all the money and effort on recovery efforts, OT, bringing people from Canada, etc.",3,5,9/15/2017,https://twitter.com/hobbyjay/status/908800588049248257
this is for the CEO of FPL your new hurricane Irma was coming why didn't you make provisions for the fact that power lines will be down,3,5,9/15/2017,https://twitter.com/CUNNILINGUS01/status/908727277554487296
"@PamBondi is it considered price gouging that @DukeEnergy has tripled the average bill for this month, ya know in the aftermath of #Irma",3,6,9/15/2017,https://twitter.com/whatsjendoing/status/908725702819794944
If only you lived in the upper-class gated community right next to you. Nothing brings out classism more than a disaster. Right @DukeEnergy ?,3,0,9/16/2017,https://twitter.com/datashadows/status/909098743202504705
"@DukeEnergy your CEO makes 13.7 million, where is she with food and ice since you have not met your own deadlines #LynnJ .Goodisthedevil pic.twitter.com/382DFOaKDp",3,0,9/16/2017,https://twitter.com/nathanharens/status/909098612117864448
@realDonaldTrump @marcorubio @FLGovScott @DukeEnergy not hitting deadlines and price gauging citizens of Florida after #hurricaneirma,3,0,9/16/2017,https://twitter.com/nathanharens/status/908991292952236032
@realDonaldTrump @marcorubio @DukeEnergy not hitting deadlines and price gauging citizens of Florida after #hurricaneirma,3,0,9/16/2017,https://twitter.com/nathanharens/status/908987317574041601
"@insideFPL Ticket #5041 says 4 affected. At least 35 houses without power, not 4. Pls investigate. NE19th Street @Bayview Drive",3,1,9/16/2017,https://twitter.com/GatorEMS/status/909151086426157056
@insideFPL @FPL_Newsroom Why does CEO Eric Silargy have buried power lines in Palm Beach Gardens & his total compensation for 2016 was $4M?,3,2,9/16/2017,https://twitter.com/MSarelson/status/909043431418290176
@DukeEnergy hey my power is still off and I don't need none of yall fees. It's a hurricane not my fault,3,2,9/16/2017,https://twitter.com/ApexCotureMag/status/909237206367293442
One thing you can beside of is the AC is full blast at @DukeEnergy headquarters. I wonder if they will try and flee when LE shows up.,3,2,9/16/2017,https://twitter.com/daylightdis/status/909169194905866240
FL legislature must investigate why Duke was so crippled by a weak hurricane.,3,2,9/16/2017,https://twitter.com/TomCalen/status/909086458354520066
So why can’t you get your system back up and running. We certainly pay enough money. It is sad that in the face of a major storm it failed!,3,2,9/16/2017,https://twitter.com/bluboy137/status/909063992903168001
Lies!!! You will get sued after this. I've been without power for a week. I lost power BEFORE the hurricane,3,3,9/16/2017,https://twitter.com/vicpad32/status/909055496480526337
So who do I have to bribe at #FPL to get my power back up. We know y'all are crooked. #sevendays #hurricaneirma @insideFPL,3,9,9/16/2017,https://twitter.com/titohax/status/909196332056895490
"Maybe instead of buying politicians, you all should buy a better disaster prep program or just upgrade the grid.",3,7,9/17/2017,https://twitter.com/JeanMarcCroix/status/909529397207687170
@insideFPL Gouging customers and bribing politicians to essentially outlaw clean energy? Sounds about right. http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,8,9/17/2017,https://twitter.com/sand/status/909557262217248768
Sign the Petition now!!! https://www. change.org/p/florida-cabl es-wires-to-be-buried-after-hurricanes?recruiter=482012426&utm_source=share_petition&utm_medium=twitter&utm_campaign=psf_combo_share_message.combo_new_control_header_next_step&utm_term=autopublish&utm_content=nafta_twitter_large_image_card%3Acontrol … via @Change @insideFPL @FLGovScott @WPTV @Power965 @kiss999 @KVJShow @jimmyfallon,3,8,9/17/2017,https://twitter.com/WrApPzZ/status/909500805618847745
@Kriseman citizens of our community are being lied to and mistreated by @DukeEnergy to spare their floundering PR. When do we get relief?,3,9,9/17/2017,https://twitter.com/KanthEvolved/status/909302765880569856
Guess FPL is not satisfied with the 8 deaths at the nursing home. Are you out for more?,3,12,9/17/2017,https://twitter.com/CatCc34102/status/909553789664993280
. @insideFPL Can't use your own solar PV in and emergency/power outage... Wtf Florida? #Irma #Corruption http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,12,9/17/2017,https://twitter.com/erickeVolved/status/909465190709768192
@insideFPL feel free to die in a fire. @BillNelsonJrFL put a hammer down on these clowns http://www. miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,12,9/17/2017,https://twitter.com/Skjaastad/status/909459979823874048
"We can deal with the flooding. Look at the money spent on supplies due to no power/air/refrigerator/freezer, losing food…all that crap!",3,12,9/17/2017,https://twitter.com/UK88TL/status/909424411102662657
Response is great. But why do you allow @insideFPL to invest $ into lobbying against solar instead of preparing for hurricane?,3,14,9/17/2017,https://twitter.com/bae_miami/status/909512767224401920
What amazes me is we hunkering down for cover from a devastating event Irma and your employees are billing us! You respect us?? NO U DON'T,3,14,9/17/2017,https://twitter.com/tweetpotatoe/status/909416663191343104
This has to be the worst managed crisis in modern history. Congrats @Kriseman : done with true Obongo style and flair!,3,15,9/17/2017,https://twitter.com/daylightdis/status/909537018195083264
That helps none still no power how about mold cost making the house very unsafe from this would you cover the injuries you have caused?NO,3,15,9/17/2017,https://twitter.com/DeezNut59104333/status/909412429234343936
The worst part is how they get away with profiting during a crisis. Somehow they get held up as heroes.,3,15,9/17/2017,https://twitter.com/maoked/status/909338221640904705
Until someone get seriously injured... that's when the lawsuit comes into place.,3,0,9/18/2017,https://twitter.com/RiosLarry/status/909911245289029632
Got an email that someone set up a new @insideFPL account at my address & my account is being closed but FPL wont take non-emergency calls,3,2,9/20/2017,https://twitter.com/teradactyll/status/910574963672981504
"@DukeEnergy allegedly withholding critical safety information: Duke’s Cayuga, Wabash River, Gallagher coal plants http:// waterkeeper.org/groups-to-sue- to-compel-duke-energy-to-stop-withholding-required-toxic-waste-spill-safety-information/ …",3,2,9/20/2017,https://twitter.com/EichbergerUSA/status/910516065628590080
. @DukeEnergy slammed in citizen lawsuit for keeping catastrophic safety risks secret https:// buff.ly/2fB4VpJ pic.twitter.com/JGIp30Ydcm,3,4,9/20/2017,https://twitter.com/CommonwealthNS/status/910686779379986432
The level of incompetence in running customer-facing operations is off the charts. I think FPL believes *it* is the victim of the storm.,3,9,9/20/2017,https://twitter.com/MarilynEtz/status/910535407279931392
"“Of all the utilities in the country, only @DukeEnergy is withholding this information--what do they have to hide?” https:// earthjustice.org/news/press/201 7/duke-energy-violates-national-coal-ash-rule-by-hiding-critical-dam-safety-information …",3,9,9/20/2017,https://twitter.com/maryannehitt/status/910591210624110593
Of course your hurricane deductible is probably Thousands of dollars. @DukeEnergy needs to stick with what they know.,3,11,9/20/2017,https://twitter.com/KerryLaneBarnes/status/910508280404955136
Just like FPL covers up ongoing excessive non-storm related power surge complaints - you can call and call but they NEVER give explanation !,3,12,9/20/2017,https://twitter.com/JJ7701/status/910389108450742272
Now it is. Pls re-evaluate how u deliver messages in crisis situations. Lying about completion times isn't helpful. pic.twitter.com/JrFQDYrqNe,3,0,9/21/2017,https://twitter.com/PeterKaldes/status/910980838766137345
Still thinking of those who sued @insideFPL for taking 7 days! My thoughts and prayers with and the Caribbean! #StayStrong https:// twitter.com/cnn/status/910 773869203591168 …,3,0,9/21/2017,https://twitter.com/JustBeris/status/910823590878154755
". @DukeEnergy rebukes allegations it is illegally withholding ""critical dam safety information"" at its coal ash sites https://www. snl.com/web/client?aut h=inherit#news/article?id=42032499&cdid=A-42032499-12334 … pic.twitter.com/nOjqsk8RGE",3,0,9/21/2017,https://twitter.com/DarrenSweeney24/status/910847824069300224
@DukeEnergy has NEVER fought to protect their neighbors but not providing us w/the emergency info is preventing us from protecting ourselves pic.twitter.com/71fq1vxRYy,3,3,9/21/2017,https://twitter.com/amyrbrown12_amy/status/910906873766916096
http:// inhabitat.com/florida-reside nts-prohibited-from-using-solar-energy-after-hurricane-irma/ … @insideFPL Politics over Compassion? No excuse why folks w/ solar panels in FL should be blocked now #HurricaneIrma,3,8,9/21/2017,https://twitter.com/BEATZ_BY_B_DON/status/910907441914810369
This company is just a #fail ...Via @WRAL : Groups demand @DukeEnergy show coal ash disaster maps http:// fw.to/UgR1CVa,3,8,9/21/2017,https://twitter.com/_butterflies67/status/910861272991793152
Sadly @insideFPL lobbyists have made it all but illegal for private residents to own and utilize solar panels in the sunshine state,3,0,9/22/2017,https://twitter.com/ardiello/status/911191529930321920
"Hey @DukeEnergy you screwed up, own up to it. http://www. orlandosentinel.com/news/hurricane -irma-recovery/os-lauren-ritchie-duke-energy-blew-it-20170921-story.html?utm_campaign=trueAnthem%3A+Trending+Contentutm_content%3D59c587eb9ebbef0008aa5d1futm_medium%3DtrueAnthemutm_source%3Dfacebook …",3,1,9/22/2017,https://twitter.com/aGeekSaga/status/911422025713012737
@insideFPL i got charged $100 over what I usually get charged plus I was without lights 2 or 3 days after hurricane Irma.,3,3,9/22/2017,https://twitter.com/_iamnito_/status/911347627370917894
"U fixed their power 1st even tho they were barely impacted& now this! On top of my pwr being off for 9 days, but my bill is still the same",3,9,9/22/2017,https://twitter.com/redhtflchick25/status/911322102434811904
@DukeEnergy 's website: Their guide to protecting public health & safety. Don't see anything about CRITICAL DAM SAFETY pic.twitter.com/8eT9SZBSND,3,10,9/22/2017,https://twitter.com/nutgraham/status/911396182475395077
"@DeFede says @insideFPL made $1.7B in profit last year. Malls, shopping centers, nursing homes... what are the priorities?",3,12,9/22/2017,https://twitter.com/WLRN/status/911264669322678272
"1+ thing about the $3B...Not 1 window broken in MB,but 80% of residents without power.I guess Window Cos do much better job than @insideFPL",3,12,9/22/2017,https://twitter.com/roddge/status/911257128551239680
"My @DukeEnergy bill for this month is HIGHER than last, despite no power for 4 days.. WTH? #hurricaneirma2017",3,12,9/22/2017,https://twitter.com/GS_Engle/status/911385772502208513
Because @insideFPL was more concerned with trying to f#ck over consumers with that solar amendment than resiliency and storm prep. #Fact https:// twitter.com/miamiherald/st atus/911700702698799104 …,3,4,9/23/2017,https://twitter.com/Sharkonwheels/status/911702871925776390
Duke is the only U.S. utility to withhold maps of potential flooding if coal ash dams fail. @DukeEnergy cares not abt our environment #ncpol,3,12,9/23/2017,https://twitter.com/EddieWooWoo/status/911688367192100866
. @DukeEnergy it’d be really great if u’d stop w/the propaganda on my @Hulu stream while ur trying to raise my rates to pay for #coalashspill,3,14,9/23/2017,https://twitter.com/_karensayss/status/911774187605327873
Do you think the intrvw fpl's ceo did with your colleague was more damage control/narrative shift than informative? Was a fascinating read,3,9,9/24/2017,https://twitter.com/FabReeja/status/912053024532594689
"We supported this petition. @DukeEnergy , Pay for your own #coal ash mess. No electricity hike for #NC residents. #NCUC say ""no"" to Duke. pic.twitter.com/xdNWDgovF3",3,2,9/25/2017,https://twitter.com/Voda_Foundation/status/912388153876422656
Today would have been our 24th Anniversary! @DukeEnergy I still believe the coal ash had something to do with his death! @NCDEQ #coalash pic.twitter.com/r0yYfp1x4Q,3,8,9/25/2017,https://twitter.com/Baker8574/status/912311303431245825
You are pure evil to wish a storm to hurt many people. Be careful what you wish.,3,10,9/5/2017,https://twitter.com/polishchild1/status/905100254378422272
Disgusting that people use disasters like this to cause more harm!,3,1,9/11/2017,https://twitter.com/DeplorableD71/status/907199288765280256
This need attention this is an emergency this is 2 blocks from an elementary pic.twitter.com/QoXilpiMp8,4,0,9/13/2017,https://twitter.com/OmEgA_Chucky/status/908157897774952448
Boca Raton 33433 no tree damage or flooding.. still no electricity,4,0,9/12/2017,https://twitter.com/MilindRPansare/status/907620187578540033
It's 92 degrees in my house. Not sure how much longer I can take this. Praying @insideFPL can get us back online soon. #hurricaneirma,4,0,9/12/2017,https://twitter.com/ktschoenberg/status/907471509500940288
@insideFPL There's no power near 3rd street and 20th Avenue Vero beach. We had yesterday until after the thunderstorm. Might be a transforme,4,4,9/15/2017,https://twitter.com/Kemoy53669/status/908695261144371201
"2597 Grove Park Ave N, as has been reported multiple times. Perhaps we are waiting for another neighborhood tragedy? https:// youtu.be/Gi3zMUmWtlE",4,9,9/25/2017,https://twitter.com/JayVanord/status/912361363435147264
"@insideFPL Please restore power in 33305. We had power all through the storm luckily up until midnight, then zap! storm over, lights out.",4,15,9/12/2017,https://twitter.com/mfsolomon/status/907700635885326336
Don't insult me w/some generic response. We are safe. We want POWER. 57801 & the website says same thing since the storm. Again NO UPDATES!,4,15,9/12/2017,https://twitter.com/LiterallyLola/status/907610262806687745
I was think that. I am just worried about my daughter and our pets. Daughter just recovered from heat exhaustion incident,4,0,9/12/2017,https://twitter.com/ButterflyBlingg/status/907804109587324928
That's great but Fort Myers had more damage why not start here:(,4,0,9/12/2017,https://twitter.com/BoisvertLeo/status/907724587944873994
#HurricaneIrma affected us - Our old place is uninhabitable & we need power in our new place @insideFPL @FPL_Newsroom https:// twitter.com/kissmyjunkmail /status/908300734084546560 …,4,4,9/14/2017,https://twitter.com/kissmyjunkmail/status/908302868935008259
@WOKVNews can you find out why 32218 is being neglected by @NewsfromJEA 2x as many residents w/o power than any other zip code pic.twitter.com/RJ2ik5g53q,4,4,9/14/2017,https://twitter.com/GC_Tweet91/status/908322254861357059
@wjxt4 can you find out why 32218 is being neglected by @NewsfromJEA 2x as many residents w/o power than any other zip code pic.twitter.com/ugOUmwDpMP,4,4,9/14/2017,https://twitter.com/GC_Tweet91/status/908322120500989955
@FCN2go can you find out why 32218 is being neglected by @NewsfromJEA 2x as many residents w/o power than any other zip code pic.twitter.com/rAqh52thBj,4,4,9/14/2017,https://twitter.com/GC_Tweet91/status/908321984811069440
@insideFPL still no power in 33433. #fplsucks . Competition and investigation needed. Where is Pam Bondi's big mouth now?,4,9,9/14/2017,https://twitter.com/Turning3010/status/908287774192799744
The heat is on!... @DukeEnergy power was back and you took it back 32818. #IrmaRecovery #irmaaftermath,4,2,9/15/2017,https://twitter.com/FantasiayMoreno/status/908804588207210496
