Tweet,Manual Coding,Date,Permalink,,,
why is it you had men pass though our neighborhood the day after the storm and nobody has been there since? please help!,2,09/18/2017,https://twitter.com/anewmanofficial/status/909796604185636864,,,
"Smh  really, really dawg, how y'all gon let another hurricane overlap my house before y'all give me power kid? MAN FUCK YALL",2,09/18/2017,https://twitter.com/KiddoMarv/status/909795807913807872,,,
"You have to wonder, Rosh, that after FPL failed Sun. deadline, and being so profits-focused, if these 96% restored numbers are a blatant lie",2,09/18/2017,https://twitter.com/anostro/status/909793110363959296,,,
"21,510 Sarasota County residents are still waiting for power.  expects to have 100 percent with power...  fb.me/3vOjSwqy4",8,09/18/2017,https://twitter.com/wateratlas/status/909790388382306305,,,
My entire neighborhood has power. No more trucks in area. Only three sharing same line still affected. Have we been forgotten?,2,09/18/2017,https://twitter.com/JeSuisMeli/status/909789138232147968,,,
"21,510 Sarasota County residents remain without power. By close of business Monday,  hopes to have 90% of county with power. ",8,09/18/2017,https://twitter.com/SRQCountyGov/status/909788574618472448,,,
"21,510 Sarasota County residents remain without power. By close of business Monday,  hopes to have 90% of county with power. ",8,09/18/2017,https://twitter.com/scgovEOC/status/909788573704048640,,,
Being positive is good. I'm sure it's hard sometimes but know you have many Twitter friends who care. You're in my thoughts and prayers.,5,09/18/2017,https://twitter.com/joyce_psycho/status/909784496513454080,,,
".  , others winding down #IrmaHurricane restoration, but #grid rebuild still coming:  bit.ly/2fv10ec ",8,09/18/2017,https://twitter.com/rodwaltonelp/status/909784336722886656,,,
"because Gov. Rick Scott is a corrupt sellout who wont even allow the term ""climate change"" in the florida legislature.",8,09/18/2017,https://twitter.com/stuberry69/status/909780579222036480,,,
You've missed your deadline twice now. And I'm promised today but there are NO WORKERS IN MY NEIGHBORHOOD AGAIN!! #FPL #Lies,2,09/18/2017,https://twitter.com/apricoco/status/909779080459014144,,,
Thank you  and all of the volunteers from out of state for working non-stop to restore power after #IrmaHurricane .,6,09/18/2017,https://twitter.com/astrl1/status/909777661861523456,,,
We've yet to see a utility truck or tree trimmer. #FPL can't help residents who are forced to rely on them for electricity.,2,09/18/2017,https://twitter.com/SmartyPantsMama/status/909777052181651456,,,
will north Miami have electricity today. Supposedly the deadline is Monday,2,09/18/2017,https://twitter.com/Jay_G1991/status/909770036360962049,,,
if hurricane maria hits us you better be on it I'm not sitting another 4 and half days without air.,2,09/18/2017,https://twitter.com/liamkin65377982/status/909768315731611649,,,
still #nopower ? #emergencyresponseteams from the #RedCross can bring food/water to ur location. What area are u in?,5,09/18/2017,https://twitter.com/OverhaulVintage/status/909762274264539136,,,
"  Their restoration nmbrs are BS. They only count easy fixes. They don't count lines down, fallen trees, tornados. Day8",2,09/18/2017,https://twitter.com/AMCarson63/status/909762034601988099,,,
Is FPL surprised it went down in a Tropical storm or at worst a Category 1 H....? BAD Maintenance which u r paid Millions of $$$.,1,09/18/2017,https://twitter.com/roddge/status/909760333962731520,,,
- still no power! And no FPL trucks on our street to fix the downed power lines. How will you meet today's deadline? Ticket#2880,2,09/18/2017,https://twitter.com/ozgecenberci/status/909757736514211840,,,
Had storm damage. Rooftop door blew off. Rained in my house for 12 hours. Ceiling/Floor/Wall damage. Power needs to come back to dry it out.,2,09/18/2017,https://twitter.com/JeffMartinMedia/status/909757621606977536,,,
Luckily no damage. A bunch of trees were down nearby but she ended up ok. Thanks for checking in,8,09/18/2017,https://twitter.com/Sabotage20/status/909754821854531584,,,
" get on your shit, this is embarrassing. You knew the power of this storm and obviously didn't prepare",1,09/18/2017,https://twitter.com/gr3gLarnz/status/909754541398220801,,,
"How can it take so long to suspect in a damage to your equipment, specially if we see no crews in a large surrounding area? Send someone!",2,09/18/2017,https://twitter.com/amigoramone/status/909752021980459008,,,
#FPL was not prepared for cat 1 storm in #Miami . What happens when cat 4 hits. These people who lost their lives  amp.miamiherald.com/news/weather/h urricane/article173865956.html …,1,09/18/2017,https://twitter.com/DotCott20716086/status/909747959482454016,,,
As of 9/17- 227 affected in my ticket. 9/18- 2245 affected. Are you guys working backwards?,2,09/18/2017,https://twitter.com/bpaez0828/status/909746333338292225,,,
"Its terible to die lk heather did,but its awful to live in constant terror frm corrupt law in fl da.Again its all at  fbi.gov",3,09/18/2017,https://twitter.com/cafebacon007/status/909738035138453504,,,
we remain without power past the deadline of 9/ 7. Breathing Fumes from neighbors generators can't blame them #poweroutage,2,09/18/2017,https://twitter.com/YMacare/status/909736771763785728,,,
"10 days after the hurricane #Irma Pinecrest FL is a ghost town.  , .  and .  forgot their residents",2,09/18/2017,https://twitter.com/estebangerbasi/status/909736374391238656,,,
"Its still out all ovr s fl da. How many days since hurricane, theyr all same",1,09/18/2017,https://twitter.com/cafebacon007/status/909726587578404865,,,
I'm really disappointed. I lost power before the hurricane even got here and have not gotten it back yet. 10 days already!,2,09/18/2017,https://twitter.com/PeteyGonzalez/status/909721261668028417,,,
Mind you our outage has never been hurricane related. Power outage before storm. This is just negligence.,2,09/18/2017,https://twitter.com/AleiaElle/status/909711161582596096,,,
2/2 Cat 1 storm in our area. Why is it taking so long to get a crew out? We are now past the 9/16 11:45PM deadline set by  . #help,1,09/18/2017,https://twitter.com/felixjmelendez/status/909701504126341120,,,
1/2 I’m sorry but this isn’t good enough. I have a month old baby and we have now been displaced from our home for 8 days. This was only a,2,09/18/2017,https://twitter.com/felixjmelendez/status/909700909680271360,,,
miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,0,09/18/2017,https://twitter.com/ZKevinBai/status/909700376445706242,,,
"Due to #lobbying from  , #Florida residents without power because of #HurricaneIrma cannot use their own #Solar panels.",3,09/18/2017,https://twitter.com/ZKevinBai/status/909700338688548871,,,
I'd honestly be surprised if they meet the deadline at the rate they are fixing accounts affected.,2,09/18/2017,https://twitter.com/SenpaiSebby/status/909700237995986945,,,
Seems like Floridians need to practice some civil disobedience. #SolarPower #HurricaneIrma   miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,6,09/18/2017,https://twitter.com/solongsweeties/status/909657475250556928,,,
get the F*k out of Palm Beach &get 2where the real damage was u dumbasses Gables/CoconutGrove/S Miami area! HORRIBLE organization,2,09/18/2017,https://twitter.com/ginnykc/status/909631774950555648,,,
I've been outta power for 7 freaking days. Y'all dead ass tripping yo,2,09/18/2017,https://twitter.com/I_amPetty/status/909628581306912768,,,
"It is past the 11:45pm  deadline, and only 2,970 home in #PBC don't have power but some are still in #CCA community. ",2,09/18/2017,https://twitter.com/db_ccaa_1958/status/909628294538186752,,,
Who's to blame for Florida not having power?  and their lobbyists.  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,09/17/2017,https://twitter.com/Xenophore/status/909626717806964736,,,
"We did not have a tornado, flooding or severe damage. Yet still without power... hmm....",2,09/17/2017,https://twitter.com/courtney_kitten/status/909620942791462912,,,
Only couple of buildings in our commty is impacted. So it is not major issue. Nearing ETA. No show of FPL ppl till now. Irritatng,2,09/17/2017,https://twitter.com/girishnandanan/status/909620373058187264,,,
hard at work 2 weeks after the storm no downed power lines or trees,6,09/17/2017,https://twitter.com/MisterRifin/status/909618359335112705,,,
People need to know how hard and even dangerous restoring power after such a disaster can be.,6,09/17/2017,https://twitter.com/McLem0nBac0n/status/909618037782966272,,,
" numbers as of 11pm: 18,200 accounts affected, 15,710 restored, & 2,490 still out. 86% of the electricity is restored in #NMB . ",8,09/17/2017,https://twitter.com/CityNMB/status/909617371526189057,,,
threatening FPL because you do not have power in Pinecrest due to a natural disaster..shameful!,6,09/17/2017,https://twitter.com/glo1115/status/909606696242335744,,,
" Before ""this prevents danger to workers",0,09/17/2017,9.10E+17,,,
complete disaster. Very disorganized.,1,09/17/2017,https://twitter.com/RitaRAM20496340/status/909594907035279361,,,
If  had 24k workers and restored 4.2 million out of 4.6 million affected. Why do we still not have power? Where is the 24k at?,2,09/17/2017,https://twitter.com/ozgecenberci/status/909592379467948032,,,
" is a joke. No recovery plan whatsoever. If a real hurricane would have hit us, we would b w/out power for a year. #endmonopoly",2,09/17/2017,https://twitter.com/LJSECU/status/909587891298406400,,,
miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,0,09/17/2017,https://twitter.com/gatorpedsMD/status/909584430783778816,,,
miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … Maybe if you didn't lobby so hard to make money over securing the grid we wouldn't have so many outages?? SMH,3,09/17/2017,https://twitter.com/gatorpedsMD/status/909584300852568064,,,
Peaches & I are just a couple nomads in #Bradenton #Florida thanks to #hurricaneirma &  blackout #HurricaneIrmaAftermath,2,09/17/2017,https://twitter.com/MRMasferrer/status/909583263555047424,,,
we lost power before the storm even hit and it looks like we'll be the last ones to get it!!! Beyond frustrating!,2,09/17/2017,https://twitter.com/22Marlenne/status/909581886686662656,,,
Kudos to  &  for an AMAZING job helping our beautiful Sunshine State recover after Irma. Take a bow!  twitter.com/pbpost/status/ 909542728375128065 …,6,09/17/2017,https://twitter.com/Ise12/status/909578964137635840,,,
I would like to thank everyone at fpl and those working with them to get electrical power restored after hurricane Irma,6,09/17/2017,https://twitter.com/OsceolaHoliday/status/909571978981494789,,,
is frustrated with very slow  restoration process and concerned with significant flooding #HurricaneIrmaAftermath,2,09/17/2017,https://twitter.com/MunCerv/status/909571507134844928,,,
"It's been 9 days. There's only 8% that remain powerless. But still, not enough trucks to spare to send to coral gate to assess damage",2,09/17/2017,https://twitter.com/GEEK5TER/status/909568323918221312,,,
"3/3 Same tree (caught in p.line) is also on roof. FPL told us ""Leave all alone!"" Since we can't remove it=causing more roof damage -8 days!",2,09/17/2017,https://twitter.com/milhealth/status/909566804716113920,,,
"Although neighbors have light, still in the dark here! What's  going to do when a hurricane hits  directly? ",2,09/17/2017,https://twitter.com/miamicityman/status/909566801054486530,,,
" Still without power. No more than a Tropical storm here, yet buddy down south got hit with the eye wall and has pwr restored....",2,09/17/2017,https://twitter.com/VICTORIOUS_Yoda/status/909564846479478785,,,
"1/1 Thnks, 1st reply/8 days! Power line DOWN IN tree. SAME tree also on roof & since we can't remove it ourselves, roof incurring + damage",2,09/17/2017,https://twitter.com/milhealth/status/909559117399957504,,,
Gouging customers and bribing politicians to essentially outlaw clean energy? Sounds about right.  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,09/17/2017,https://twitter.com/sand/status/909557262217248768,,,
My elec went out the Friday before the storm. Now out 9 days. What??,2,09/17/2017,https://twitter.com/ellyn007/status/909555423463837696,,,
Then you'll notice when im dead and electrocuted,2,09/17/2017,https://twitter.com/frankSHINODA/status/909553991201230855,,,
Guess FPL is not satisfied with the 8 deaths at the nursing home. Are you out for more?,3,09/17/2017,https://twitter.com/CatCc34102/status/909553789664993280,,,
&  should rebuild the power lines in Florida with steel poles. #HurricaneIrma just proved the entire state needs them.,1,09/17/2017,https://twitter.com/TheUXBA/status/909553068487987201,,,
" trucks are parked because supervisors can not give orders, very disorganized #nopower #missingdeadlines #33176",2,09/17/2017,https://twitter.com/BildProperties/status/909552373839867909,,,
Tuesday? new South Dade deadline for power  RESTITUTION A MUST! CASH & FOOD   therealdeal.com/miami/2017/09/ 16/fpl-expects-to-restore-power-in-south-dade-by-tuesday/ … via,2,09/17/2017,https://twitter.com/SURVIVOR_NO1/status/909549579397468160,,,
"20+ yrs w/  , 1st ""late"" statement. Reason? That's right, hurricane & no power for 6 days. Glad you had power back to mail these ",2,09/17/2017,https://twitter.com/ITSM_Lisa/status/909548568595361798,,,
They've been telling people in SWFL Sept. 22. I'm just annoyed because we only lost it today...a week after the storm.,2,09/17/2017,https://twitter.com/memangrum/status/909544113435037697,,,
No surprise here since  is trying to quash us from #Solar Miami Frustrated With FPL After Hurricane Irma  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,8,09/17/2017,https://twitter.com/LWVMiamiDade/status/909543696017870848,,,
These workers are still here trying2 cut trees n order2 get power back#2all residents This is amazing I appreciate,2,09/17/2017,https://twitter.com/marieaurelus67/status/909542714496176128,,,
How is your Grandmother's home? Power on. Still boil water advisory. #irmarecovery,2,09/17/2017,https://twitter.com/pattigenko/status/909540501858275328,,,
Basically my ppl are surviving being slowly cooked while being told to be patient. How you tell your 3 year old. It's like no one cares,2,09/17/2017,https://twitter.com/Evacsax/status/909537814081163266,,,
"If they're below ground, and don't get damaged, they lose a reason to raise rates, get state $$, and lose lobbying strength #LosingPowerPays",3,09/17/2017,https://twitter.com/Sharkonwheels/status/909537390372499458,,,
"Maybe instead of buying politicians, you all should buy a better disaster prep program or just upgrade the grid.",3,09/17/2017,https://twitter.com/JeanMarcCroix/status/909529397207687170,,,
My blown fuse is in my backyard. 4 houses upstream have power...,2,09/17/2017,https://twitter.com/sam_paullin/status/909525694534778880,,,
This ain't an attack on either. Point's being addressed. Efficiency is not a valid statement. In work smoke breaks are staggered,1,09/17/2017,https://twitter.com/Evacsax/status/909524431080493056,,,
"9/17/17 | 5PM: Per  , 96% of the county’s power customers have been restored. The 4% remaining are from damage/debris/flooding.",8,09/17/2017,https://twitter.com/BrevardEOC/status/909522616339324928,,,
Dying on NE21st Aven! Need trucks here! Transformer dead! Help pls!,4,09/17/2017,https://twitter.com/ajb31969/status/909521359876841473,,,
Thats two more storm's coming are you guys ready mother nature aint fucking off,1,09/17/2017,https://twitter.com/Tylerx_33/status/909521008108896261,,,
will this need to be repaired b4 we get power? We are on day 8 of no power & feel helpless. will FPL ever come? #hurricaneirma,2,09/17/2017,https://twitter.com/SmartyPantsMama/status/909519204415627264,,,
" Just heard an explosion of some sort, and the power instantly turned off. Zip code 34232 in Sarasota",4,09/17/2017,https://twitter.com/ChrisIsBald/status/909516035052769280,,,
Irma was a hurricane Cat1 and managed to screwed-up our power and internet services. Comcast #FPLOutage are bad prepared for the worst.,1,09/17/2017,https://twitter.com/Luis_sin_Zeta/status/909515111848660992,,,
Why Didn't  Do More to Prepare for Irma?  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … via,1,09/17/2017,https://twitter.com/JMikkola/status/909513826957238273,,,
Response is great. But why do you allow  to invest $ into lobbying against solar instead of preparing for hurricane?,3,09/17/2017,https://twitter.com/bae_miami/status/909512767224401920,,,
Me too - we finally got ours back but I'm praying my neighbors get theirs back asap!,5,09/17/2017,https://twitter.com/HayleyWielgus/status/909511803125854211,,,
Thank you  for getting the lights back  so we can make #militarylights #teamphantom #backtowork #HurricaneIrma,6,09/17/2017,https://twitter.com/PhantomProducts/status/909511713560686597,,,
Thanks  after 8 days we recovered the power #IrmaHurricane2017,6,09/17/2017,https://twitter.com/mechealava27/status/909510825932713985,,,
You are easily the worse group of humans in the State of Florida. Total pieces of shit.  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,3,09/17/2017,https://twitter.com/retsoced/status/909510708282273792,,,
"I appreciate your direct response and handling of this matter. Again, please remember that the residents of 15841 are 90 years old. Thanks!",2,09/17/2017,https://twitter.com/amartinezlaw/status/909505370175008769,,,
"Help  No power, breakers checked, 20+ Customers, not 1, it's multi-family. #hurricaneirma #electricty #cocoabeach 32931 ",2,09/17/2017,https://twitter.com/MurfamPost/status/909504698780090369,,,
I'm on day 8 with no power and no relief in sight!!! WTF  #fpl,2,09/17/2017,https://twitter.com/227_shells/status/909503067883700224,,,
City Manager meeting with residents in Eastern Shores about downed  lines in the 3400 block of NE 171 Street.,8,09/17/2017,https://twitter.com/CityNMB/status/909501422789636096,,,
Sign the Petition now!!!  change.org/p/florida-cabl es-wires-to-be-buried-after-hurricanes?recruiter=482012426&utm_source=share_petition&utm_medium=twitter&utm_campaign=psf_combo_share_message.combo_new_control_header_next_step&utm_term=autopublish&utm_content=nafta_twitter_large_image_card%3Acontrol … via,0,09/17/2017,https://twitter.com/WrApPzZ/status/909500805618847745,,,
Utility companies like  would rather residents swelter and die than risk competition.  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … via,2,09/17/2017,https://twitter.com/aintnofakejake/status/909500462293958656,,,
" numbers as of 3:00 pm: 18,200 accounts affected, 15,350 restored, & 2,850 still out. 84% of the electricity in #NMB is restored. ",8,09/17/2017,https://twitter.com/CityNMB/status/909496630625398784,,,
" , the big Florida power company, was so prepared for the storm. They said they had thousands of workers and cars ready to help.",1,09/17/2017,https://twitter.com/dario1101/status/909493117866430464,,,
"Can anyone explain why ""The Sunshine State"" isn't leading the way in #SolarPower or allowing residents solar panels privately. ",3,09/17/2017,https://twitter.com/BostonRobb/status/909490436103950337,,,
"This shud be criminal, but it's just capitalist lobbying by   miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …",3,09/17/2017,https://twitter.com/BostonRobb/status/909489884720660486,,,
Is it true that here in Florida you can't get off the  grid via solar per  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … ?,3,09/17/2017,https://twitter.com/miamicityman/status/909489503525588997,,,
I have called everyday since the hurricane made landfall. Nothing.,2,09/17/2017,https://twitter.com/ShireenSandoval/status/909488095178792960,,,
Where in S.Florida? Y should GIVE RELIEF to victims of #IRMA S. FL still no power in many areas!  should compensate! WHAT PHOTOS?,2,09/17/2017,https://twitter.com/SURVIVOR_NO1/status/909486506263371776,,,
"I can see the damaged powerline, plain as day. It's sunny outside, can you send someone to work on this very clear problem? Lee county",4,09/17/2017,https://twitter.com/poisonmariie/status/909486145217732610,,,
"If only #FPL had maintained old copper wires, old outdated poles, buried lines and stop over paying Executives we all would be better off.",3,09/17/2017,https://twitter.com/bitchinabouthis/status/909483583668178944,,,
How does it feel to have killed 8 elderly people. I hope they have litigious survivors.,3,09/17/2017,https://twitter.com/mygaffer/status/909483307624054784,,,
Six of us have NO POWER Still. all around us have power. transformer blew during the storm 2254 Edgewater Dr. WPB 33406 Help,2,09/17/2017,https://twitter.com/RemainStoked/status/909482368960000000,,,
Six of us have NO POWER Still. & everyone around us has power. The transformer blew during the storm 2254 Edgewater Dr. WPB 33406 Help!!,2,09/17/2017,https://twitter.com/RemainStoked/status/909481967913226241,,,
U SHOULD GIVE AT LEAST $300 for food/loss of wages to victims of #hurricane #IRMA none of this receipt/photos BS from  or #DCF,1,09/17/2017,https://twitter.com/SURVIVOR_NO1/status/909481496515313664,,,
"Thanks to  , Florida hurricane victims cannot use their own solar panels when the grid is down Capitalism!  bit.ly/2jAC4X9",1,09/17/2017,https://twitter.com/abowersock/status/909480664751329280,,,
"   has someone forgot  ? Mold, bugs, no food, illness, & no UPDATE.  patch.com/florida/fort-m yers/amp/27264152/hurricane-irma-aftermath-power-outages-linger-residents-share-storm-memories …",1,09/17/2017,https://twitter.com/1bunni4me/status/909477650510565376,,,
Day 8 with no power cause of #hurricaneirma  Please help me!!! My zip code is 33334 Please hurry!!! I just can't!!!!! #FPLOutage,4,09/17/2017,https://twitter.com/227_shells/status/909474240163926018,,,
Why are Florida residents not permitted to use their own solar panels to power their homes???,1,09/17/2017,https://twitter.com/AnonWithAReason/status/909472002054017025,,,
thank you for your preparation 4 hurricane Irma. Thank you for bringing in ppl from other states 2 restore power. Very thankful,6,09/17/2017,https://twitter.com/v_saintus/status/909469966465929218,,,
I cant believe this is America the first world country. What if we have hurricanes every week? Would we live in the dark forever. SOLUTIONS?,1,09/17/2017,https://twitter.com/iceearth9/status/909467181771042818,,,
can u get more answers about when the elderly in downtown Naples will have their power restored? 7 days w no real deadline is long,2,09/17/2017,https://twitter.com/dawnperotti/status/909466492814741505,,,
.  Can't use your own solar PV in and emergency/power outage... Wtf Florida? #Irma #Corruption  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,1,09/17/2017,https://twitter.com/erickeVolved/status/909465190709768192,,,
care to explain how this is even remotely acceptable? Your corporate personhood needs to catch a case of death,3,09/17/2017,https://twitter.com/Skjaastad/status/909461776424677377,,,
feel free to die in a fire.  put a hammer down on these clowns  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,0,09/17/2017,https://twitter.com/Skjaastad/status/909459979823874048,,,
"Belen area again w/o power that came,back Weds #WTH  I just replaced $250 spoiled food! #Irmaaftermath  twitter.com/wsvn/status/90 9435538259791872 …",2,09/17/2017,https://twitter.com/AFuentesArt/status/909451848670744576,,,
Hey you just created a huge life safety issue. Power went out at our building and now no one can get out of the building.,2,09/17/2017,https://twitter.com/rizlack/status/909451519795310592,,,
"Sorry 2 hear that.  said they were ready for possible cat 5 aftermath, but weren't even prepared for the tail-end of a cat 2. #SMH",1,09/17/2017,https://twitter.com/GroddLy/status/909450983360614400,,,
"Aren't you supposed to give local estimates after 96 hours post-landfall, as per your own stated policy?",2,09/17/2017,https://twitter.com/atomish/status/909449713086279681,,,
miami-dade fire truck just pulled up. probably someone passing out in this heat. #nopower #noAC #northmiami #hurricaneirma,2,09/17/2017,https://twitter.com/miamibully/status/909449310579904512,,,
.  won't allow ppl to use their solar panels during a natural disaster when 8+ have died of heat exhaustion  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 …,1,09/17/2017,https://twitter.com/ChanceGlasco/status/909448302789320704,,,
over 4 million customers w/ power restored<1 wk after Irma's landfall. Monumentally Impressive  . Silly lawsuit by,2,09/17/2017,https://twitter.com/MisterCommodity/status/909446854106075136,,,
" is causing a financial crisis in Miami for years to come! Very incompetent company, 9 d no power and I have underground wires  twitter.com/wsvn/status/90 9435538259791872 …",3,09/17/2017,https://twitter.com/anaraquelfe/status/909444398634749952,,,
Did you know that  prevented people from using solar panels after #Irma ?  miaminewtimes.com/news/miami-fru strated-with-fpl-after-hurricane-irma-9666311 … #americanInnovation,1,09/17/2017,https://twitter.com/jizzmazzle/status/909443579117846528,,,
"Power ret'd SOONER after Wilma(3), than T. Storm winds w/gusts. Tree on roof + power line-8 days causing more damage. Can't remove or would!",2,09/17/2017,https://twitter.com/milhealth/status/909442826584420352,,,
And we only got a few tree damages and what not and we can't get no fucking power here in Golden Gate??? Come on man this shit absurd,2,09/17/2017,https://twitter.com/Oscb0ng/status/909442500947038208,,,
Ppl are showing videos and pics of thousands and thousands of trucks and they ain't doing shit.. Bonita springs is still fuckin flooded(1/2),2,09/17/2017,https://twitter.com/Oscb0ng/status/909442299473616896,,,
Your lobbying prevents FL families from being able to use solar even in state of emergency. Shame on you all,1,09/17/2017,https://twitter.com/JamesInTime/status/909440267635142656,,,
"FPL contractors are literally staying in the same office/hotel park as a dead building, hanging out at the entrance, and won't/can't fix.",2,09/17/2017,https://twitter.com/MaxMiami/status/909438528366481408,,,
"Thank you to the first responders,  ,  , friends and good neighbors who are helping to restore Daytona post-Irma",6,09/17/2017,https://twitter.com/rachsloot/status/909430129729970178,,,
"please donate , so I can go down to Fl & help! I'm a HVAC/R technician! Richkucinskas  gofundme.com/4frnuqw",5,09/17/2017,https://twitter.com/UAlocal597/status/909429522180734977,,,
"We can deal with the flooding. Look at the money spent on supplies due to no power/air/refrigerator/freezer, losing food…all that crap!",1,09/17/2017,https://twitter.com/UK88TL/status/909424411102662657,,,
"By the way, up here in Michigan our subdivision is all underground and we still lose power in bad storms.",5,09/17/2017,https://twitter.com/oljscott58/status/909424344794910720,,,
Oh so it was a coincidence that a hurricane came through around the same time that you lost power...... #crazycoincidence,1,09/17/2017,https://twitter.com/barrett812/status/909424277614731264,,,
Underground would definitely help with some wind problems but not with flooding.,1,09/17/2017,https://twitter.com/oljscott58/status/909423768728145920,,,
how does this happen A WEEK after the storm?!?  what are you people doing?!?!,2,09/17/2017,https://twitter.com/How_bout_hellno/status/909423115565981696,,,
I have absolutely no problem with higher electric rates if it avoids having to deal with hurricanes and losing power year after year!,1,09/17/2017,https://twitter.com/UK88TL/status/909422676418203648,,,
"Still no power,  . It has now been one week and two of your own self-imposed deadlines have come and gone...",2,09/17/2017,https://twitter.com/FL_Divorce/status/909422208132448256,,,
Do you want higher electric rates? Very expensive operation. Even then if it floods the pad mounted transformers would short out.,1,09/17/2017,https://twitter.com/oljscott58/status/909422149009657856,,,
Hey  I have a friend who still doesn't have power on from hurricane Irma. Any help u can provide?,2,09/17/2017,https://twitter.com/JennaCocorullo/status/909412731358507009,,,
There's a lift station without power on Rosemary Court in Naples. Sharing bc no one has been thru here since the storm.,2,09/17/2017,https://twitter.com/michellemv/status/909411326669279233,,,
The Hollywood nursing home had power as seen on the news with a running fan and tv was on. So much run there not FPL's fault,6,09/17/2017,https://twitter.com/ehoffman_esther/status/909404433704013825,,,
The residents of Coral Gables know better. Stop the lies and have the executives pay sufficient workers.,3,09/17/2017,https://twitter.com/JudithCGolden/status/909403787495985152,,,
"9 days after the hurricane #Irma Pinecrest FL is a ghost town.  ,  and  forgot their residents",2,09/17/2017,https://twitter.com/estebangerbasi/status/909403198334566401,,,
Thank you  and #lineworkers from everywhere who came to help. I have power! Thank you! #irmarecovery #damnhot,6,09/17/2017,https://twitter.com/Amycfernandez/status/909374405687603200,,,
Not that much. FPL does the easier connections first. Our lines are in the rear of the lots thru trees and junk. We're dead last.,2,09/17/2017,https://twitter.com/Hipcheck1967/status/909368007171952640,,,
Why don't you find out if gov Scott is gonna replace food stamps for lost food from the hurricane? Please,1,09/17/2017,https://twitter.com/PINKHilliker/status/909357789759209472,,,
Be safe? Tell that to the people of countries your bloodthirsty military are bombing.,0,09/17/2017,https://twitter.com/DarrinCassidynz/status/909340332533231616,,,
Why does my ticket change the number of affected customers from 1600 to 43 to 1582 to 9 to 41? Only accurate info is no power,2,09/17/2017,https://twitter.com/stevefilter86/status/909299570781323264,,,
33168 day 8 no power down line in my backyard +elderly parents +heat =disaster on top that I am already such HELP US in Nw north Miami 125th,2,09/17/2017,https://twitter.com/mslilbitsworld/status/909291021929975809,,,
I propose that  sanction  for not being prepared for #hurricaneirma2017 fpl should pay those who have been without power  twitter.com/sleepapneabook /status/909287961950347264 …,1,09/17/2017,https://twitter.com/goldstocktrades/status/909289796316663808,,,
"FPL should have been prepared 4 a cat1 storm. There is no reason to have to report the same ""line down"" outage 4 times. No power - day 8!",1,09/17/2017,https://twitter.com/imjustsayin2/status/909282711948361729,,,
This is completely ridiculous. How do  residents file an official complaint against  ?,1,09/17/2017,https://twitter.com/iloverickgrimes/status/909280036016009216,,,
" day 7 in Aventura,  doesn’t care as none of the emergency lights/exit signs are working. Fire violation!  ",2,09/17/2017,https://twitter.com/HouzConsulting/status/909278207026892800,,,
" , good thing your computer systems know how to do automatic updates when deadlines pass... #FPLOutage #getittogether ",2,09/17/2017,https://twitter.com/FL_Divorce/status/909268159626084353,,,
I'm a nurse and during the storm I left my family to go help with shelter situation but I've been without power for 7days according,2,09/16/2017,https://twitter.com/futurePA2020/status/909261389411373057,,,
"yes but people expect them to turn EVERYONE'S power back in 1,2,3! #ungreatful w/ other hurricanes we've had to wait wks & wks #smh",6,09/16/2017,https://twitter.com/Mnkygrl0384/status/909257746977091584,,,
thank y'all so darn much for everything your team did after hurricane #Irma fast recovery time and go grind effort no stop thanks,6,09/16/2017,https://twitter.com/marleyjurnt/status/909255588722462721,,,
"Oh boy, I'm so sorry you still don't have power! Was there that much damage in your area?",5,09/16/2017,https://twitter.com/KLinFL/status/909253043601977346,,,
transformer and power lines done. Fpl has yet assessed the situation. Wondering how can crew see damage if pole is on ground.,2,09/16/2017,https://twitter.com/Agutz86/status/909250376939040768,,,
Thank you for preparing my grid for the upcoming hurricane. Glad the map period is so updated so I may get accurate information.,6,09/16/2017,https://twitter.com/DeepGreen07/status/909246389598769153,,,
Now they say Monday at 11:45 this is crazy..no wonder why so many elderly people died in Hollywood. I've yet to see one FPL truck out.,2,09/16/2017,https://twitter.com/danilynnx/status/909241760832016384,,,
