content,Code #,category,ID,Random#,Case,Account,Date,Date,Date,Time,retweets,likes,Picutre,Subcode,,unk,directed,hashtag,geocode,source,,,
Water is quickly being bought off shelves at the Walmart in Butler Plaza in efforts to stock up for #Irma . @WUFTNews pic.twitter.com/4q42onhhsT,6,1,954,0.4104059924,29400,jennacisneros_,,9/4/17,9/4/2017 0:00,6:50:00 PM,3,9,1,1,,,@WUFTNews,#Irma,9.05E+017,https://twitter.com/jennacisneros_/status/904839223437611009,,,
. @FLGovScott Says everyone in the state needs to prepare at this point for #HuracanIrma . @CBS12 pic.twitter.com/DQYzJuFgEY,9,1,962,0.1947690057,20122,Eric_Roby,,9/6/17,9/6/2017 0:00,9:53:00 AM,1,1,,1,,,@FLGovScott @CBS12,#HuracanIrma,9.05E+017,https://twitter.com/Eric_Roby/status/905428844252979201,,,
"Friends while I hope you are all enjoying your Labor day weekend, I want you to be aware that Irma is a powerful hurricane @WPLGLocal10 pic.twitter.com/HW6UwNV0tU",6,1,1073,0.9073055113,31891,JulieDurda,,9/3/17,9/3/2017 0:00,5:39:00 PM,22,37,1,1,,,@WPLGLocal10,,9.04E+017,https://twitter.com/JulieDurda/status/904458743575916544,,,
I've been prepared since May.,6,1,1140,0.397029506,39434,MelissaKMarrero,,9/5/17,9/5/2017 0:00,5:34:00 PM,0,1,,1,,,,,9.05E+017,https://twitter.com/MelissaKMarrero/status/905182321992708097,,,
Saw a notice on @WPTV saying not to store gasoline cans in the garage. Where should they be stored? Anyone know the best place?,7,1,1501,0.3070272335,3164,ABLichtenstein,,9/10/17,9/10/2017 0:00,12:23:00 AM,0,0,,1,,,@WPTV,,9.07E+017,https://twitter.com/ABLichtenstein/status/906734887826329600,,,
Less than 12 hours before we're all supposed to be there and locked in. We had a week to prepare and now they change things too late to act,1,1,1524,0.3028651021,58014,TommyGunnzBruh,,9/9/17,9/9/2017 0:00,12:06:00 PM,0,0,,1,,,,,9.07E+017,https://twitter.com/TommyGunnzBruh/status/906549505910345728,,,
@WPLGLocal10 Urgent #hurricaneIrma preparedness tip http:// ow.ly/UIuo30eW4GI ; and this still relevant #TBT http:// ow.ly/nvNm30eW4GH,1,1,1525,0.2800220531,51943,ScanMyPhotos,,9/5/17,9/5/2017 0:00,5:50:00 PM,0,0,,1,,,@WPLGLocal10,#hurricaneIrma #TBT,9.05E+017,https://twitter.com/ScanMyPhotos/status/905186307600678912,,,
. #OpenNow : @HomeDepot at 5125 S. Dale Mabry Hwy in Tampa has generators in stock. Limit 1 per customer. @10NewsWTSP pic.twitter.com/mOkv3bJ03u,3,1,1527,0.2846679144,28897,jayobtv,,9/14/17,9/14/2017 0:00,11:11:00 AM,0,1,1,1,,,@HomeDepot @10NewsWTSP,#OpenNow,9.08E+017,https://twitter.com/jayobtv/status/908347363525365760,,,
"Hundreds of cars lining up to get sandbags at Grapeland Water Park, Miami Dade. (Pic via @WPLGLocal10 ) pic.twitter.com/VKEHNBgcPh",3,1,1530,0.7275823536,50906,SafetyPinDaily,,9/7/17,9/7/2017 0:00,8:33:00 PM,18,8,1,1,,,@WPLGLocal10,,9.06E+017,https://twitter.com/SafetyPinDaily/status/905952102182117376,,,
Here's a look at I-4 entering #Hillsborough County. Mass exodus from #Tampa area. #HuricaneIrma @WPTV @wptvtraffic pic.twitter.com/z4pLZxT3BY,,1,,0.3449688548,15736,CStewartWPTV,,9/9/17,9/9/2017 0:00,2:36:00 PM,12,7,,1,,,@WPTV @wptvtraffic,#Hillsborough #Tampa #HuricaneIrma,9.07E+017,https://twitter.com/CStewartWPTV/status/906587114057412609,,,
Alachua County residents preparing for the storm. The sandbag distribution area is located at Wayside Park 11855 NW HWY 441. @WUFTNews pic.twitter.com/1KdzGc9K1u,,1,,0.6382388146,31921,JulieMusumeci,,9/6/17,9/6/2017 0:00,1:35:00 PM,1,2,,1,,,@WUFTNews,,9.05E+017,https://twitter.com/JulieMusumeci/status/905484556446437378,,,
#Breaking @FLGovScott says today is the day to move your family inland. @CBS12 pic.twitter.com/lnccnx77F1,,1,,0.2918015599,20066,Eric_Roby,,9/8/17,9/8/2017 0:00,9:51:00 AM,0,0,,1,,,@FLGovScott @CBS12,#Breaking,9.06E+017,https://twitter.com/Eric_Roby/status/906152895124566016,,,
"If we're not in a flood zone, have hurricane shutters and doors do we still need to have an evacuation plan? This senior community have pets",,1,,0.0624300914,51130,SammieSammiehub,,9/5/17,9/5/2017 0:00,7:28:00 AM,0,0,,1,,,,,9.05E+017,https://twitter.com/SammieSammiehub/status/905029767589711872,,,
#Breaking lines are already forming outside of local Home Depot's that may or may not get supplies today. Some drove up from Miami! @CBS12 pic.twitter.com/Je7UtnkPKq,,1,,0.109033142,20078,Eric_Roby,,9/8/17,9/8/2017 0:00,5:49:00 AM,2,2,,1,,,@CBS12,#Breaking,9.06E+017,https://twitter.com/Eric_Roby/status/906092018006450176,,,
Crews taking down American Flag in downtown @cityftmyers ahead of #hurricaneIrma @WPTV pic.twitter.com/GdHWQxlKpY,,1,,0.7661535371,54610,StephanieWPTV,,9/9/17,9/9/2017 0:00,3:37:00 PM,1,2,,1,,,@cityftmyers @WPTV,#hurricaneIrma,9.07E+017,https://twitter.com/StephanieWPTV/status/906602494662467588,,,
South Floridians flock to gas stations ahead of Hurricane Irma http:// wsvn.com/news/local/sou th-floridians-flock-to-gas-stations-ahead-of-hurricane-irma/ â€¦ pic.twitter.com/ITH0773gYi,,1,,0.3665678047,66304,wsvn,,9/6/17,9/6/2017 0:00,5:44:00 AM,7,13,,1,,,,,9.05E+017,https://twitter.com/wsvn/status/905366040015720448,,,
Line of people waiting for water shipment at the Publix on W Boynton Beach Blvd. They were told it would come between 9am and noon @cbs12 pic.twitter.com/yKXBdp0mCZ,,1,,0.3014724297,51092,samkerrigantv,,9/5/17,9/5/2017 0:00,11:18:00 AM,1,2,,1,,,@cbs12,,9.05E+017,https://twitter.com/samkerrigantv/status/905087713837187076,,,
Dozens just walked into North Miami Home Depot. Pretty much everyone we talked to is looking for plywood. #HurricaineIrma @wsvn pic.twitter.com/XalFVLXech,,1,,0.2633139809,32701,KatrinaBush,,9/8/17,9/8/2017 0:00,6:02:00 AM,0,3,,1,,,@wsvn,#HurricaineIrma,9.06E+017,https://twitter.com/KatrinaBush/status/906095344953503746,,,
Some businesses are already getting ready for #HurricaneIrma @news6wkmg #Live report at 11 on News 6 pic.twitter.com/JC0UkiQE8f,,1,,0.2216079596,20461,ErikSandoval,,9/6/17,9/6/2017 0:00,10:40:00 PM,0,3,,1,,,@news6wkmg,#HurricaneIrma #Live,9.06E+017,https://twitter.com/ErikSandoval/status/905621829842333697,,,
"WATCH Gov. Scott warns those living in the Panhandle: Be prepared for this."" pic.twitter.com/yvlACHA1hW""",,1,,0.630127364,66155,wsvn,,9/8/17,9/8/2017 0:00,12:52:00 PM,15,27,,1,,,,,9.06E+017,https://twitter.com/wsvn/status/906198522546061312,,,
#MiamiBeach police enforcing #HurricaneIrma #curfew on #OceanDrive @WPLGLocal10 pic.twitter.com/2mn9SftNVl,,1,,0.060850955,24702,GlennaOn10,,9/12/17,9/12/2017 0:00,11:44:00 PM,12,12,,1,,,@WPLGLocal10,#MiamiBeach #HurricaneIrma #curfew #OceanDrive,9.08E+017,https://twitter.com/GlennaOn10/status/907812148843368448,,,
"For those using generators, DO NOT keep them in or close to your homes. Carbon monoxide can be deadly. http:// bit.ly/2xXxEvL pic.twitter.com/1qAFG0qmHo",,1,,0.6900061945,11993,CBS12,,9/12/17,9/12/2017 0:00,11:42:00 AM,0,2,,1,,,,,9.08E+017,https://twitter.com/CBS12/status/907630584029118466,,,
New water shipment at Trader Joe's #wellington . Every other store I called is sold out. @WPTV @aGuyonClematis @CBS12 #water #irma,,1,,0.9518412504,41993,MWFerrer,,9/4/17,9/4/2017 0:00,7:11:00 PM,0,0,,1,,,@WPTV @aGuyonClematis @CBS12,#wellington #water #irma,9.05E+017,https://twitter.com/MWFerrer/status/904844323665084416,,,
Abacoa Publix just got a big shipment of water @CBS12 @Publix at Abacoa Plaza https://www. instagram.com/p/BYyTbnKlid1/,,1,,0.1980645796,29886,jferrisfl,,9/8/17,9/8/2017 0:00,12:01:00 PM,0,0,,1,,,@CBS12 @Publix,,9.06E+017,https://twitter.com/jferrisfl/status/906185758008119300,,,
The shipment of generators at Lowe's this morning in Jensen Beach was the last. @CBS12 pic.twitter.com/MRYfiPaIEv,,1,,0.87087378,20584,ErinCBS12,,9/8/17,9/8/2017 0:00,9:08:00 AM,0,1,,1,,,@CBS12,,9.06E+017,https://twitter.com/ErinCBS12/status/906142263386001408,,,
The run on Hurricane supplies is underway in Martin county. But not everyone is feeling the same urgency. Watch tonight at 11 @WPTV pic.twitter.com/9wa75aZ5Vp,,1,,0.08951225,30077,JHackettWPTV,,9/4/17,9/4/2017 0:00,10:40:00 PM,1,1,,1,,,@WPTV,,9.05E+017,https://twitter.com/JHackettWPTV/status/904897039150010368,,,
What could happen to trees in GNV when #HurricaneIrma hits? Talking w/ homeowners about #Irma prep in #TreeCityUSA . @WUFTNews pic.twitter.com/TaXujkFwMr,,1,,0.28279532,16493,darcyschild,,9/7/17,9/7/2017 0:00,11:06:00 AM,1,4,,1,,,@WUFTNews,#HurricaneIrma #Irma #TreeCityUSA,9.06E+017,https://twitter.com/darcyschild/status/905809607972573186,,,
"Publix in Wellington (Greenview Shores) has water, so does Publix on Forest Hill in Wellington! (They have Gatorade too). @CBS12 @WPTV",,1,,0.4371729153,15157,CouchTricia,,9/6/17,9/6/2017 0:00,6:27:00 PM,0,1,,1,,,@CBS12 @WPTV,,9.06E+017,https://twitter.com/CouchTricia/status/905558101960646656,,,
City of Tampa is prepared. This is the Chamberlain High School parking lot. (Sorry for the mirror....) pic.twitter.com/WCIK7gL4ao,,1,,0.1329235574,36563,LTrctrc,,9/9/17,9/9/2017 0:00,9:52:00 AM,0,0,,1,,,,,9.07E+017,https://twitter.com/LTrctrc/status/906515751200329728,,,
Gov. Rick Scott urges Floridians to plan for Hurricane Irma http:// on.wtsp.com/2eEWU6b pic.twitter.com/LR585JGWRm,1,1,14,0.9284676282,2018,10NewsWTSP,,9/4/17,9/4/2017 0:00,9:35:00 PM,3,1,,,,,,,9.05E+017,https://twitter.com/10NewsWTSP/status/904880534790266880,,,
"Grab your radio, set the station now. #hurricanepreparedness #WPTV #Staysafe #HurricaneIrma pic.twitter.com/5gW2b6RKF8",1,1,77,0.6268529589,64988,WPTV,,9/8/17,9/8/2017 0:00,12:40:00 PM,6,4,1,,,,,#hurricanepreparedness #WPTV #Staysafe #HurricaneIrma,9.06E+017,https://twitter.com/WPTV/status/906195636634210305,,,
State offices will close Friday to prepare. pic.twitter.com/8HWfRmxDLu,3,1,98,0.393665449,38197,MarielCarbone,,9/5/17,9/5/2017 0:00,8:10:00 PM,0,1,1,,,,,,9.05E+017,https://twitter.com/MarielCarbone/status/905221524172492802,,,
"Residents in Tallahassee, Leon County fill nearly 10,000 sand bags http://www. wctv.tv/content/news/S andbag-locations-now-open-in-Tallahassee-442908463.html â€¦",1,1,226,0.3968510251,61145,WCTV,,9/6/17,9/6/2017 0:00,9:12:00 PM,3,8,,,,,,,9.06E+017,https://twitter.com/WCTV/status/905599710408450048,,,
"Mandatory evacuations start Saturday at 7 a.m. for Flagler residents along A1A, Dead Lake, low-lying areas http:// bit.ly/2wPSzkT",3,1,260,0.4590202105,44151,news6wkmg,,9/8/17,9/8/2017 0:00,7:21:00 PM,4,2,,,,,,,9.06E+017,https://twitter.com/news6wkmg/status/906296432394678272,,,
More buses to get people out who didn't have means would help. More personal responsibility would've helped more.,6,1,261,0.4509673329,41648,MrsDigger,,9/12/17,9/12/2017 0:00,9:12:00 PM,0,0,,,,,,,9.08E+017,https://twitter.com/MrsDigger/status/907773890264432640,,,
Sandbags to be handed out in Manatee Co. http://www. mysuncoast.com/news/local/san dbags-to-be-handed-out-in-manatee-co/article_b89b22f2-9248-11e7-9947-6f0b133f159f.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share â€¦ via @mysuncoast,3,1,273,0.7941472647,13671,ChosenFamiliesM,,9/5/17,9/5/2017 0:00,1:54:00 PM,0,0,,,,,@mysuncoast,,9.05E+017,https://twitter.com/ChosenFamiliesM/status/905126931171078146,,,
"#loweshomeimprovememt throughout palm beach and Treasure Coast will be restocked today w/ h2o, generators, &a other supplies!",4,1,278,0.5980690085,43039,NBryant22,,9/5/17,9/5/2017 0:00,5:06:00 AM,0,0,,,,,,#loweshomeimprovememt,9.05E+017,https://twitter.com/NBryant22/status/904994166031216640,,,
#BREAKING We have more than 500 law enforcement vessels prepared #FishAndWildlife,4,1,304,0.3089174621,12286,CBS12,,9/10/17,9/10/2017 0:00,12:18:00 PM,6,6,,,,,,#BREAKING #FishAndWildlife,9.07E+017,https://twitter.com/CBS12/status/906914738294149122,,,
"Evacuees head to Port City ahead of Irma, businesses help out http://www. fox10tv.com/story/36317676 /evacuees-head-to-port-city-ahead-of-irma-businesses-help-out â€¦",3,1,511,0.6336137429,22385,FOX10News,,9/8/17,9/8/2017 0:00,4:50:00 AM,0,5,,,,,,,9.06E+017,https://twitter.com/FOX10News/status/906077158749155328,,,
Pinellas County announces Zone A mandatory evacuation http:// on.wtsp.com/2wMuNIV pic.twitter.com/yfhQQBUlDf,3,1,524,0.9679299563,1809,10NewsWTSP,,9/7/17,9/7/2017 0:00,10:35:00 PM,7,5,1,,,,,,9.06E+017,https://twitter.com/10NewsWTSP/status/905982803707383810,,,
"Lake County: Evacuations recommended for Astor, Lake George areas due to significant rainfall expected http:// bit.ly/2wPFXKL",3,1,566,0.9423230061,44164,news6wkmg,,9/8/17,9/8/2017 0:00,2:31:00 PM,0,1,,,,,,,9.06E+017,https://twitter.com/news6wkmg/status/906223519406673921,,,
FRIDAY IRMA: What you need to know http://www. wtsp.com/weather/irma/f riday-irma-what-you-need-to-know/472215122 â€¦ via @10NewsWTSP,3,1,659,0.9405333359,55955,tall_guy007,,9/8/17,9/8/2017 0:00,4:29:00 AM,0,0,,,,,@10NewsWTSP,,9.06E+017,https://twitter.com/tall_guy007/status/906071965718466560,,,
"What you need to know, where to go ... @WUFTNews #HurricaneIrma #Irma2017 https:// twitter.com/WUFTNews/statu s/905523737633710080 â€¦",2,1,717,0.2490278464,40734,miralowe,,9/6/17,9/6/2017 0:00,5:02:00 PM,0,3,,,,,@WUFTNews,#HurricaneIrma #Irma2017,9.06E+017,https://twitter.com/miralowe/status/905536692416913412,,,
WATCH LIVE: @FLGovScott and #Tampa Mayor @BobBuckhorn are speaking on #HurricaneIrma preparations http:// bit.ly/2eSZYeG,9,1,779,0.4946541318,1760,10NewsWTSP,,9/8/17,9/8/2017 0:00,12:43:00 PM,0,1,,,,,@FLGovScott @BobBuckhorn,#Tampa #HurricaneIrma,9.06E+017,https://twitter.com/10NewsWTSP/status/906196366598303747,,,
I'm in North Florida so we may not get the worst of it but you never know. Just gonna be prepared though,6,1,816,0.4655691385,2407,1Lovee_GiAna,,9/4/17,9/4/2017 0:00,9:48:00 PM,0,0,,,,,,,9.05E+017,https://twitter.com/1Lovee_GiAna/status/904883929538326528,,,
Evacuation ordered in part of Pinellas: http:// youtu.be/aCAIaUTXG_E?a via @YouTube,3,1,820,0.1595270575,1821,10NewsWTSP,,9/7/17,9/7/2017 0:00,5:41:00 PM,1,1,,,,,@YouTube,,9.06E+017,https://twitter.com/10NewsWTSP/status/905908858996092928,,,
#Breaking More evacuations will be called. @FLGovScott says evacuate early and don't wait or may not be rescued during storm. @CBS12 pic.twitter.com/jbVccZmqCK,3,1,1011,0.4137934855,20100,Eric_Roby,,9/7/17,9/7/2017 0:00,9:43:00 AM,2,0,1,,,,@FLGovScott @CBS12,#Breaking,9.06E+017,https://twitter.com/Eric_Roby/status/905788695005077505,,,
Know your zone: Tampa Bay-area evacuation zones and routes http:// on.wtsp.com/2xQjz4b pic.twitter.com/mXdKSeVKOy,3,1,1022,0.1021939192,1904,10NewsWTSP,,9/6/17,9/6/2017 0:00,5:35:00 PM,2,1,1,,,,,,9.06E+017,https://twitter.com/10NewsWTSP/status/905544914603307014,,,
Hurricane Hacks: Ways to keep yourself prepared during #HurricaneIrma : http:// ow.ly/LJJ430eXwVe via @WPTV #StaySafe pic.twitter.com/qDXJp1AmTv,1,1,1054,0.3132058937,19796,enjuris,,9/8/17,9/8/2017 0:00,1:30:00 PM,0,0,1,,,,@WPTV,#HurricaneIrma #StaySafe,9.06E+017,https://twitter.com/enjuris/status/906208107612839936,,,
Download the First Alert Weather app: https:// buff.ly/2jdUWem pic.twitter.com/iigJyv0JIi,14,1,1058,0.578540239,42481,mysuncoast,,9/9/17,9/9/2017 0:00,1:20:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/mysuncoast/status/906567954636136448,,,
ICYMI: How to reach loved ones in an emergency: http:// bit.ly/2wF6NFu,3,1,1166,0.6466011211,66838,WXELTV,,9/19/17,9/19/2017 0:00,10:01:00 AM,0,0,,,,,,,9.1E+017,https://twitter.com/WXELTV/status/910141892381290496,,,
Parents: Here's why you shouldn't let your kids play in flooded streets during/after #HurricaneIrma . http:// bit.ly/2j2Gfum @WPTV pic.twitter.com/8OPkkmItPc,1,1,1225,0.2160573762,39623,MerrisBadcock,,9/6/17,9/6/2017 0:00,4:35:00 PM,0,1,1,,,,@WPTV,#HurricaneIrma,9.06E+017,https://twitter.com/MerrisBadcock/status/905529821303889920,,,
i hope it does not come to florida,6,1,1417,0.1767978605,37867,margieyoung2017,,9/16/17,9/16/2017 0:00,6:10:00 PM,0,0,,,,,,,9.09E+017,https://twitter.com/margieyoung2017/status/909177723150639104,,,
Psychologist talks about how to work through trauma from Hurricane Irma http:// on.wtsp.com/2wX2qbh pic.twitter.com/8RZrZnWzEM,4,1,1442,0.4662659566,1390,10NewsWTSP,,9/13/17,9/13/2017 0:00,8:05:00 AM,0,0,1,,,,,,9.08E+017,https://twitter.com/10NewsWTSP/status/907938189821845504,,,
The City of Venice Planning Department has created an evacuation zone and route map keying in on Venice. Area... https:// buff.ly/2jbt62f,3,1,1573,0.5413894371,42507,mysuncoast,,9/8/17,9/8/2017 0:00,1:18:00 PM,0,1,,,,,,,9.06E+017,https://twitter.com/mysuncoast/status/906205019472629761,,,
@wsvn @FLGovScott open up all the lanes like they did in Texas like this so we could evacuate in time!! https:// twitter.com/seasolshades/s tatus/905984913425518592 â€¦,9,1,1621,0.365397769,58531,Trooperx023,,9/8/17,9/8/2017 0:00,12:35:00 PM,0,0,,,,,@wsvn @FLGovScott,,9.06E+017,https://twitter.com/Trooperx023/status/906194261179281408,,,
RT @10NewsWTSP : Gov. Rick Scott urges Floridians to plan for Hurricane Irma http:// on.wtsp.com/2gzuMyc pic.twitter.com/i8XnicOh3G,9,1,1672,0.489711208,18897,dubbldp,,9/4/17,9/4/2017 0:00,1:20:00 PM,0,0,,,,,@10NewsWTSP,,9.05E+017,https://twitter.com/dubbldp/status/904756133507862528,,,
`This is a buzz sawâ€™: Florida braces for Hurricane Irma http:// wsvn.com/news/us-world/ hurricane-irma-slams-caribbean-islands-as-category-5-storm/ â€¦ pic.twitter.com/QU8UPrBRJo,3,1,1700,0.4304563558,66244,wsvn,,9/6/17,9/6/2017 0:00,8:17:00 PM,41,36,,,,,,,9.06E+017,https://twitter.com/wsvn/status/905585669115957249,,,
Pinellas county under evacuation for level A and B. Drawbridges will be locked down. #HurricaneIrma media briefing at 11am #irma @10NewsWTSP pic.twitter.com/iIdNgSTrZr,3,1,1749,0.5078786716,10340,CandiceAviles,,9/9/17,9/9/2017 0:00,10:29:00 AM,2,3,,,,,@10NewsWTSP,#HurricaneIrma #irma,9.07E+017,https://twitter.com/CandiceAviles/status/906524876093214721,,,
Hurricane shelters: Important things you need to remember. http:// bit.ly/2wMVxIs pic.twitter.com/ohiw8bXBMz,1,1,1767,0.9103893929,12620,CBS12,,9/8/17,9/8/2017 0:00,4:03:00 AM,3,3,,,,,,,9.06E+017,https://twitter.com/CBS12/status/906065548416614400,,,
"Fill you prescriptions today. Do not wait. ""-Gov. @FLGovScott""",9,1,1769,0.857158303,12783,CBS12,,9/6/17,9/6/2017 0:00,9:52:00 AM,2,2,,,,,@FLGovScott,,9.05E+017,https://twitter.com/CBS12/status/905428614887374849,,,
#FLORIDA #PinellasCounty evacuations #irma http://www. wtsp.com/news/pinellas- co-evacuation-better-save-than-sorry/472021988 â€¦ via @10NewsWTSP,,1,,0.0651432703,61495,wharton_monika,,9/8/17,9/8/2017 0:00,12:39:00 AM,0,0,,,,,@10NewsWTSP,#FLORIDA #PinellasCounty #irma,9.06E+017,https://twitter.com/wharton_monika/status/906014228372307970,,,
"UPDATE: All Flagler County sandbag locations are out of sand and the supplies will not be replenished, deputies say. http:// bit.ly/2vMUfdP pic.twitter.com/30c8gedn7H",,1,,0.9456264562,44135,news6wkmg,,9/9/17,9/9/2017 0:00,1:48:00 PM,2,3,,,,,,,9.07E+017,https://twitter.com/news6wkmg/status/906575168864243713,,,
"To be clear UPS and their drivers need to prepare and be safe, but should have made that call earlier and informed so people could react",,1,,0.6562364933,67556,zacle12,,9/9/17,9/9/2017 0:00,2:07:00 PM,0,0,,,,,,,9.07E+017,https://twitter.com/zacle12/status/906579781931728896,,,
Know your zone: Shelters to seek in case of evacuations; also find your county's Emergency Management info. http:// bit.ly/2wCjHp3 pic.twitter.com/aqr6HLLgYp,,1,,0.2010964845,12778,CBS12,,9/6/17,9/6/2017 0:00,10:02:00 AM,8,4,,,,,,,9.05E+017,https://twitter.com/CBS12/status/905430920278265860,,,
South Floridians flock to get gas as Irma looms - details @CBS12 at 5. http:// bit.ly/2wIrccJ,,1,,0.0958525039,30906,JohnDiscepolo,,9/6/17,9/6/2017 0:00,2:31:00 PM,1,1,,,,,@CBS12,,9.05E+017,https://twitter.com/JohnDiscepolo/status/905498723584704512,,,
NOW is the time to go over your hurricane plans. We will have the latest on #Irma TONIGHT AT 11PM @WPLGLocal10 https:// twitter.com/juliedurda/sta tus/904458743575916544 â€¦,,1,,0.4656991301,14008,ChristianWplg,,9/3/17,9/3/2017 0:00,7:18:00 PM,4,4,,,,,@WPLGLocal10,#Irma,9.04E+017,https://twitter.com/ChristianWplg/status/904483684438421508,,,
Lines for fuel grow as Floridians prepare for Irma http://www. wctv.tv/content/news/L ines-grow-for-fueling-up-as--442952793.html â€¦,,1,,0.9855326492,61139,WCTV,,9/7/17,9/7/2017 0:00,5:21:00 AM,3,1,,,,,,,9.06E+017,https://twitter.com/WCTV/status/905722795182710784,,,
No hurricane watches for our area yet. It could be issued by 11am. @CBS12 pic.twitter.com/2yFdnZLwvw,,1,,0.6777616556,20111,Eric_Roby,,9/7/17,9/7/2017 0:00,5:28:00 AM,0,1,,,,,@CBS12,,9.06E+017,https://twitter.com/Eric_Roby/status/905724549626560512,,,
Using a generator? Here's how to use it correctly http:// on.wtsp.com/2wV4Mr2 pic.twitter.com/36RSSG7fID,,1,,0.1114526914,1425,10NewsWTSP,,9/12/17,9/12/2017 0:00,4:35:00 PM,1,1,,,,,,,9.08E+017,https://twitter.com/10NewsWTSP/status/907704144282177536,,,
Naples nursing home residents evacuate to Tallahassee http://www. wctv.tv/content/news/N aples-nursing-home-residents-evacuate-to-Tallahassee-443028433.html â€¦,,1,,0.0734381342,61130,WCTV,,9/7/17,9/7/2017 0:00,12:55:00 PM,3,2,,,,,,,9.06E+017,https://twitter.com/WCTV/status/905836965156843520,,,
"Sarasota orders mandatory evacuations, visitors pack up http:// on.wtsp.com/2faeL1D pic.twitter.com/r3wCsodoGH",,1,,0.5993880601,1720,10NewsWTSP,,9/9/17,9/9/2017 0:00,4:05:00 AM,1,2,,,,,,,9.06E+017,https://twitter.com/10NewsWTSP/status/906428267321872384,,,
"Shelter capacity is a 100,000 so if you are in need of shelter please check @WPLGLocal10 website for updates on all the areas offering",,1,,0.9780881051,2827,790TheTicket,,9/8/17,9/8/2017 0:00,8:50:00 PM,1,2,,,,,@WPLGLocal10,,9.06E+017,https://twitter.com/790TheTicket/status/906318925876645888,,,
. @MartinFLSheriff says by not evacuating you put your family and rescue crews in unnecessary danger. https://www. facebook.com/CBS12News/ pic.twitter.com/tqvmduDF7O,,1,,0.7806079617,12658,CBS12,,9/7/17,9/7/2017 0:00,1:18:00 PM,2,3,,,,,@MartinFLSheriff,,9.06E+017,https://twitter.com/CBS12/status/905842807243452416,,,
"Before you download Zello, read this so you understand what it can and can't do for you if cell towers go down. @WPLGLocal10 https:// twitter.com/wplglocal10/st atus/905529631570317313 â€¦",,1,,0.6770003384,35318,LianeMorejonTV,,9/6/17,9/6/2017 0:00,4:36:00 PM,3,3,,,,,@WPLGLocal10,,9.06E+017,https://twitter.com/LianeMorejonTV/status/905530076883820545,,,
"#BREAKING Mandatory evacuation issued for Hernando County residents in zones A&B, all mobile homes in county: http:// bit.ly/2xiw8bn pic.twitter.com/2Dc8xlIDFe",,1,,0.7071719588,22890,FOX13News,,9/8/17,9/8/2017 0:00,10:49:00 AM,19,12,,,,,,#BREAKING,9.06E+017,https://twitter.com/FOX13News/status/906167519194566656,,,
"You should be aware that every nursing home MUST have a generator fueled and ready, also an evacuation plan with transportation...",,1,,0.2446923835,50415,rRichSarasota99,,9/13/17,9/13/2017 0:00,5:44:00 PM,1,4,,,,,,,9.08E+017,https://twitter.com/rRichSarasota99/status/908083942875701255,,,
Using walkie talkie app Zello during a storm: What you need to know http:// on.wtsp.com/2xQvP4o pic.twitter.com/JxAAHnw97a,,1,,0.7030568888,1867,10NewsWTSP,,9/7/17,9/7/2017 0:00,6:35:00 AM,0,1,,,,,,,9.06E+017,https://twitter.com/10NewsWTSP/status/905741209011982336,,,
Local Emergency Management officials in Manatee expect a heavy flow of additional evacuees throughout today. 9/9 @10NewsWTSP,,1,,0.195696385,52815,ShannonMarieTV,,9/9/17,9/9/2017 0:00,11:24:00 AM,2,3,,,,,@10NewsWTSP,,9.07E+017,https://twitter.com/ShannonMarieTV/status/906538787542589440,,,
"BREAKING: Manatee Co issues voluntary evacuation notice for Level B, mandatory still in effect for Level A and mobile home residents",,1,,0.5825521565,1695,10NewsWTSP,,9/9/17,9/9/2017 0:00,10:16:00 AM,6,5,,,,,,,9.07E+017,https://twitter.com/10NewsWTSP/status/906521690313773056,,,
There's gas at 7/11 on Martin Hwy&High Meadows in Palm City. . @CBS12 pic.twitter.com/Xgsvi7q210,,1,,0.7347263721,51868,SavanahResnik,,9/6/17,9/6/2017 0:00,8:44:00 AM,1,0,,,,,@CBS12,,9.05E+017,https://twitter.com/SavanahResnik/status/905411481872818179,,,
It is why people were told to evacuate,,1,,0.9690813298,38289,MarjinCreations,,9/9/17,9/9/2017 0:00,4:10:00 PM,0,2,,,,,,,9.07E+017,https://twitter.com/MarjinCreations/status/906610726034395137,,,
@CNN HELP!! Police in #TAMPA are encouraging people to get on the road! @FOX13News @CityofTampa @TampaBayTraffic https://www. facebook.com/bfgfth/posts/1 17444988962237/ â€¦,,1,,0.2681949053,39398,MelHill_RAWTALK,,9/11/17,9/11/2017 0:00,6:19:00 AM,0,0,,,,,@CNN @FOX13News @CityofTampa @TampaBayTraffic,#TAMPA,9.07E+017,https://twitter.com/MelHill_RAWTALK/status/907186744910536705,,,
"Brevard County hurricane evacuations, shelters and sandbag locations http:// dlvr.it/Pl0sWl pic.twitter.com/b9xmqtVf2U",,1,,0.3505824927,44273,news6wkmg,,9/5/17,9/5/2017 0:00,3:40:00 PM,3,1,,,,,,,9.05E+017,https://twitter.com/news6wkmg/status/905153593694494720,,,
